SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0198_008.9,2.0,0.6,0.45,0.86,0.55,0.41,0.79,0.46,0.36,0.71
0198_009.1,2.0,0.58,0.37,0.79,0.53,0.34,0.73,0.44,0.3,0.65
0198_009.5,2.0,0.66,0.4,0.9,0.61,0.37,0.83,0.51,0.32,0.75
0198_009.9,2.0,0.65,0.4,0.83,0.6,0.37,0.76,0.5,0.32,0.68
0198_010.5,2.0,0.94,0.59,0.97,0.83,0.52,0.88,0.69,0.45,0.77
0198_011.0,2.0,0.96,0.63,0.99,0.91,0.58,0.94,0.76,0.5,0.84
0198_011.5,2.0,1.46,0.98,1.58,1.43,0.93,1.55,1.19,0.81,1.39
0198_011.81,2.0,1.41,1.0,1.55,1.38,0.95,1.52,1.15,0.82,1.37
0198_012.3,3.0,1.15,0.6,1.65,1.13,0.55,1.62,0.93,0.47,1.49
0198_012.6,3.0,0.85,0.64,1.44,0.78,0.59,1.41,0.65,0.51,1.27
0198_012.9,3.0,0.52,0.55,1.02,0.48,0.51,0.99,0.4,0.44,0.89
0198_013.1,3.0,0.64,0.59,0.73,0.58,0.55,0.67,0.49,0.47,0.6
0198_013.4,3.0,0.44,0.53,0.74,0.41,0.48,0.68,0.34,0.42,0.61
0198_014.0,3.0,0.35,0.34,0.59,0.32,0.31,0.54,0.27,0.27,0.49
0198_014.5,3.0,0.19,0.19,0.31,0.17,0.18,0.28,0.14,0.15,0.25
0198_014.8,3.0,0.34,0.29,0.46,0.31,0.27,0.42,0.26,0.23,0.38
0201_000.0,12.0,0.71,0.51,0.61,0.63,0.45,0.54,0.51,0.4,0.5
0201_002.8,12.0,0.87,0.62,0.97,0.8,0.57,0.92,0.67,0.49,0.83
0201_006.2,33.0,0.51,0.51,0.54,0.47,0.47,0.49,0.41,0.36,0.46
0201_007.2,33.0,0.76,0.71,0.73,0.7,0.65,0.68,0.6,0.49,0.63
0201_007.7,33.0,0.79,0.73,0.73,0.73,0.67,0.67,0.63,0.51,0.63
0201_008.7,33.0,0.95,0.99,0.96,0.87,0.9,0.86,0.75,0.69,0.8
0201_010.8,38.0,1.07,1.04,1.04,1.05,1.02,1.02,0.91,0.77,0.95
0201_012.8,38.0,1.1,1.21,1.14,1.07,1.19,1.12,0.93,0.9,1.05
0201_013.8,38.0,1.28,1.35,1.26,1.26,1.32,1.23,1.09,1.0,1.16
0201_014.7,38.0,1.03,1.01,1.0,1.01,0.98,0.97,0.88,0.74,0.91
0201_015.3,38.0,0.95,0.99,1.0,0.9,0.96,0.95,0.78,0.73,0.89
0201_016.7,3.0,0.6,0.47,0.9,0.55,0.43,0.86,0.45,0.37,0.79
0201_017.0,3.0,0.35,0.32,0.76,0.33,0.3,0.69,0.27,0.25,0.64
0201_017.3,3.0,0.43,0.39,0.53,0.4,0.36,0.48,0.33,0.3,0.45
0201_017.5,3.0,0.85,0.81,1.03,0.78,0.74,1.01,0.65,0.63,0.93
0201_017.8,3.0,0.81,0.79,1.07,0.75,0.72,1.04,0.62,0.62,0.96
0201_018.0,3.0,0.88,0.77,1.19,0.81,0.71,1.16,0.67,0.6,1.07
0202_000.0,4.0,1.53,0.15,1.61,1.46,0.13,1.53,1.21,0.11,1.33
0202_001.5,4.0,1.47,0.03,1.38,1.39,0.02,1.31,1.16,0.02,1.14
0203_000.0,2.0,1.22,0.94,1.33,1.2,0.89,1.3,1.0,0.77,1.17
0203_000.5,2.0,1.15,0.9,1.18,1.13,0.83,1.16,0.93,0.71,1.07
0203_001.6,2.0,1.06,0.9,1.01,1.04,0.83,0.98,0.86,0.7,0.9
0203_001.8,2.0,1.12,0.9,1.09,1.09,0.85,1.07,0.9,0.73,0.98
0203_002.3,2.0,1.14,0.99,1.21,1.11,0.94,1.18,0.92,0.81,1.09
0203_003.1,2.0,1.26,0.86,1.24,1.23,0.79,1.21,1.03,0.69,1.09
0203_003.9,2.0,1.15,0.89,1.17,1.12,0.82,1.14,0.94,0.71,1.03
0203_004.2,2.0,1.15,0.87,1.17,1.13,0.8,1.15,0.94,0.7,1.03
0203_004.5,2.0,1.11,0.87,1.15,1.08,0.8,1.13,0.9,0.69,1.02
0203_004.8,2.0,1.1,0.87,1.12,1.07,0.8,1.09,0.89,0.68,1.01
0203_005.1,2.0,1.03,0.81,1.11,1.01,0.74,1.09,0.84,0.64,0.98
0203_005.4,2.0,0.94,0.68,0.98,0.9,0.62,0.93,0.75,0.54,0.84
0204_000.0,2.0,0.68,0.8,0.91,0.63,0.73,0.86,0.52,0.62,0.79
0204_000.1,2.0,0.57,0.59,0.69,0.52,0.54,0.63,0.43,0.46,0.58
0204_000.4,2.0,1.15,1.01,1.19,1.12,0.98,1.16,0.93,0.83,1.07
0204_001.1,2.0,0.77,0.84,0.98,0.71,0.78,0.95,0.58,0.66,0.88
0204_001.2,2.0,0.6,0.5,0.71,0.55,0.46,0.65,0.46,0.39,0.6
0204_001.5,2.0,0.65,0.52,0.75,0.59,0.47,0.69,0.49,0.4,0.64
0204_001.8,2.0,0.73,0.53,0.77,0.67,0.49,0.71,0.56,0.42,0.65
0204_002.1,2.0,0.84,0.59,0.91,0.78,0.54,0.86,0.64,0.46,0.79
0204_002.4,2.0,0.85,0.57,0.93,0.78,0.52,0.89,0.65,0.45,0.82
0204_002.5,2.0,0.78,0.64,0.95,0.72,0.59,0.91,0.6,0.5,0.84
0204_002.7,2.0,0.79,0.66,0.88,0.73,0.61,0.81,0.6,0.52,0.75
0204_003.1,2.0,0.85,0.67,0.89,0.78,0.62,0.82,0.64,0.53,0.76
0204_003.6,2.0,1.05,0.83,1.1,1.03,0.76,1.08,0.85,0.65,0.99
0204_004.1,2.0,1.06,0.79,1.15,1.04,0.73,1.13,0.86,0.62,1.04
0204_004.6,2.0,0.77,0.55,0.85,0.71,0.5,0.78,0.59,0.44,0.7
0204_005.1,2.0,0.68,0.5,0.72,0.62,0.46,0.66,0.52,0.4,0.59
0209_000.6,4.0,0.17,0.15,0.23,0.15,0.14,0.21,0.13,0.12,0.19
0209_001.7,2.0,0.11,0.09,0.15,0.1,0.08,0.13,0.08,0.07,0.12
0209_002.4,2.0,0.21,0.21,0.29,0.19,0.19,0.27,0.16,0.17,0.24
0209_003.0,2.0,1.02,0.83,1.06,1.0,0.76,1.04,0.84,0.66,0.93
0209_003.6,2.0,1.01,0.91,1.13,0.98,0.86,1.11,0.82,0.75,1.0
0209_004.2,2.0,0.97,0.88,0.99,0.92,0.81,0.94,0.77,0.7,0.85
0209_004.4,2.0,0.57,0.48,0.68,0.52,0.44,0.62,0.44,0.38,0.56
0209_004.6,2.0,0.74,0.63,0.89,0.68,0.58,0.82,0.57,0.5,0.74
0209_005.0,2.0,0.52,0.4,0.62,0.48,0.37,0.57,0.4,0.32,0.51
0209_005.2,2.0,0.66,0.45,0.85,0.6,0.42,0.78,0.5,0.36,0.7
0209_005.7,2.0,0.6,0.43,0.89,0.55,0.4,0.82,0.46,0.34,0.74
0209_006.2,2.0,0.58,0.48,0.92,0.53,0.44,0.88,0.44,0.38,0.79
0209_006.8,2.0,0.72,0.56,0.98,0.66,0.51,0.93,0.55,0.45,0.84
0209_007.2,2.0,0.68,0.56,0.9,0.63,0.51,0.83,0.52,0.45,0.74
0209_007.7,2.0,0.74,0.66,0.89,0.68,0.61,0.81,0.56,0.52,0.75
0209_008.2,2.0,0.97,0.84,1.13,0.92,0.78,1.11,0.77,0.67,1.0
0209_008.7,2.0,0.96,0.81,1.13,0.91,0.74,1.11,0.76,0.65,0.99
0209_009.2,2.0,1.01,0.86,1.12,0.98,0.79,1.1,0.81,0.67,1.02
0209_009.7,2.0,1.15,0.95,1.33,1.13,0.9,1.3,0.94,0.77,1.2
0209_010.2,2.0,1.1,0.92,1.26,1.08,0.88,1.23,0.9,0.75,1.13
0209_011.2,2.0,1.09,0.95,1.21,1.07,0.9,1.19,0.88,0.77,1.1
0209_011.5,2.0,1.09,1.02,1.1,1.07,1.0,1.08,0.88,0.85,0.99
0209_011.7,2.0,1.02,0.96,1.11,0.99,0.91,1.09,0.82,0.78,1.0
0209_011.9,2.0,0.95,0.9,1.05,0.91,0.85,1.03,0.75,0.73,0.95
0209_012.2,2.0,0.92,0.82,1.03,0.85,0.76,1.01,0.7,0.65,0.93
0209_013.1,2.0,0.65,0.6,0.99,0.6,0.55,0.94,0.5,0.47,0.86
0209_014.0,2.0,0.85,0.63,1.15,0.78,0.58,1.13,0.65,0.5,1.04
0209_014.5,2.0,0.94,0.8,1.12,0.89,0.74,1.1,0.74,0.64,0.99
0209_015.5,2.0,0.66,0.48,0.76,0.61,0.44,0.7,0.51,0.38,0.63
0209_016.0,2.0,0.69,0.55,0.79,0.63,0.5,0.73,0.53,0.44,0.66
0209_017.1,2.0,0.42,0.43,0.8,0.37,0.38,0.71,0.31,0.33,0.62
0209_017.6,2.0,0.1,0.12,0.18,0.1,0.11,0.17,0.08,0.09,0.15
0210_000.0,2.0,0.76,0.35,1.03,0.7,0.32,1.01,0.59,0.28,0.91
0210_000.7,2.0,0.69,0.33,0.99,0.63,0.3,0.94,0.53,0.26,0.85
0210_001.2,2.0,0.57,0.35,0.91,0.53,0.32,0.86,0.44,0.28,0.78
0210_002.2,2.0,0.69,0.73,1.03,0.64,0.67,1.01,0.53,0.58,0.9
0210_003.9,2.0,0.32,0.3,0.38,0.28,0.26,0.34,0.19,0.21,0.3
0210_010.8,2.0,0.24,0.28,0.35,0.21,0.25,0.31,0.15,0.2,0.27
0210_011.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0215_000.0,33.0,0.71,0.43,0.74,0.65,0.39,0.68,0.57,0.34,0.62
0215_000.3,33.0,1.09,0.65,1.18,1.07,0.6,1.15,0.93,0.51,1.05
0215_000.7,33.0,1.25,0.87,1.4,1.22,0.8,1.37,1.06,0.69,1.25
0215_001.8,33.0,1.03,0.71,1.14,1.01,0.65,1.12,0.88,0.56,1.02
0215_002.7,33.0,1.06,0.76,1.05,1.04,0.7,1.03,0.91,0.6,0.94
0215_003.7,34.0,0.88,0.6,1.0,0.81,0.55,0.97,0.7,0.47,0.88
0215_006.3,34.0,0.89,0.64,0.99,0.82,0.59,0.96,0.71,0.51,0.87
0215_007.7,34.0,0.95,0.87,1.15,0.9,0.8,1.13,0.79,0.68,1.03
0215_009.2,34.0,1.17,1.05,1.33,1.15,1.03,1.3,1.0,0.88,1.18
0215_010.6,34.0,0.93,0.96,1.17,0.88,0.91,1.15,0.77,0.78,1.05
0215_011.5,34.0,0.92,0.76,1.11,0.87,0.7,1.09,0.76,0.6,0.99
0215_013.5,34.0,0.89,0.61,1.02,0.82,0.56,1.0,0.72,0.48,0.91
0215_015.5,34.0,0.96,0.57,1.02,0.91,0.52,0.99,0.79,0.45,0.9
0215_017.5,34.0,0.89,0.53,0.94,0.82,0.48,0.89,0.72,0.41,0.81
0215_019.5,34.0,0.9,0.66,1.06,0.85,0.61,1.03,0.74,0.52,0.94
0215_020.6,34.0,0.7,0.58,0.88,0.65,0.53,0.81,0.57,0.46,0.74
0215_022.3,34.0,0.76,0.65,0.82,0.7,0.6,0.75,0.61,0.51,0.69
0215_023.7,34.0,0.73,0.6,0.84,0.67,0.55,0.77,0.58,0.47,0.7
0215_025.7,34.0,0.59,0.46,0.66,0.54,0.43,0.61,0.47,0.37,0.55
0215_026.7,34.0,0.2,0.14,0.21,0.19,0.13,0.19,0.16,0.11,0.17
0215_027.4,34.0,0.55,0.4,0.44,0.51,0.37,0.4,0.45,0.32,0.37
0225_000.1,2.0,0.31,0.3,0.43,0.28,0.28,0.4,0.23,0.24,0.37
0225_000.3,2.0,0.65,0.6,0.87,0.6,0.56,0.8,0.49,0.47,0.74
0225_000.6,3.0,1.15,1.22,1.69,1.12,1.2,1.66,0.93,1.02,1.53
0227_000.0,3.0,0.5,0.44,0.55,0.46,0.41,0.51,0.38,0.35,0.47
0227_000.5,3.0,0.69,0.56,0.75,0.63,0.51,0.69,0.52,0.44,0.64
0232_000.0,3.0,1.14,1.1,1.17,1.11,1.07,1.14,0.92,0.92,1.05
0232_000.1,3.0,1.42,1.42,1.54,1.39,1.39,1.51,1.15,1.18,1.4
0232_000.3,3.0,0.89,0.84,0.95,0.81,0.77,0.9,0.67,0.66,0.83
0232_000.9,3.0,0.84,0.66,0.92,0.78,0.61,0.87,0.64,0.52,0.81
0232_001.3,3.0,0.9,0.75,1.01,0.86,0.69,0.98,0.71,0.59,0.91
0232_002.3,3.0,0.4,0.26,0.45,0.37,0.24,0.42,0.31,0.2,0.39
0235_000.0,3.0,1.31,0.85,1.36,1.28,0.78,1.33,1.06,0.67,1.23
0235_000.5,3.0,1.31,0.91,1.38,1.28,0.84,1.35,1.07,0.73,1.22
0235_001.1,3.0,1.38,0.98,1.44,1.35,0.93,1.41,1.13,0.8,1.27
0235_001.2,3.0,1.28,0.89,1.38,1.26,0.82,1.35,1.05,0.71,1.21
0235_002.0,3.0,1.36,0.97,1.49,1.34,0.92,1.46,1.11,0.8,1.31
0235_002.4,3.0,1.18,0.97,1.3,1.16,0.92,1.28,0.96,0.8,1.15
0235_002.6,3.0,1.16,0.96,1.29,1.14,0.92,1.26,0.95,0.79,1.14
0235_003.1,3.0,1.0,0.83,1.09,0.95,0.77,1.07,0.79,0.67,0.96
0241_000.0,2.0,0.65,0.63,0.77,0.6,0.58,0.71,0.49,0.49,0.65
0241_000.3,2.0,0.83,0.83,1.0,0.76,0.77,0.97,0.63,0.65,0.9
0241_000.7,2.0,0.79,0.68,0.92,0.72,0.62,0.87,0.6,0.53,0.8
0241_001.2,2.0,0.81,0.65,0.93,0.74,0.6,0.89,0.62,0.51,0.82
0265_000.0,2.0,0.82,0.54,0.64,0.75,0.5,0.58,0.62,0.42,0.54
0265_000.4,2.0,0.78,0.7,0.9,0.71,0.65,0.85,0.59,0.55,0.78
0265_000.7,2.0,0.9,0.84,0.88,0.85,0.77,0.81,0.71,0.66,0.74
0265_001.2,2.0,1.11,0.86,0.99,1.08,0.79,0.94,0.9,0.68,0.86
0265_001.7,2.0,1.23,0.96,1.11,1.2,0.91,1.09,0.99,0.78,1.01
0265_002.3,2.0,0.88,0.76,0.96,0.81,0.7,0.91,0.67,0.59,0.84
0265_002.7,2.0,0.65,0.57,0.77,0.6,0.52,0.71,0.49,0.44,0.65
0265_003.6,2.0,0.83,0.66,0.95,0.76,0.61,0.9,0.63,0.52,0.83
0265_004.1,2.0,0.9,0.72,0.94,0.82,0.67,0.89,0.68,0.57,0.82
0266_000.0,2.0,0.66,0.52,0.74,0.61,0.48,0.68,0.51,0.4,0.63
0266_000.1,2.0,0.95,0.95,1.14,0.9,0.9,1.12,0.74,0.77,1.03
0266_000.3,2.0,1.09,0.9,1.28,1.07,0.83,1.26,0.89,0.71,1.16
0266_000.8,2.0,0.93,0.73,1.13,0.89,0.67,1.11,0.73,0.57,1.02
0266_001.7,2.0,0.77,0.66,0.9,0.71,0.6,0.82,0.59,0.51,0.76
0266_002.2,2.0,1.1,1.02,1.31,1.07,1.0,1.28,0.89,0.85,1.18
0266_002.6,2.0,1.08,1.08,1.21,1.06,1.06,1.19,0.87,0.91,1.09
0266_002.8,2.0,0.96,0.92,1.03,0.91,0.87,1.01,0.75,0.74,0.93
0266_003.0,2.0,0.92,0.88,1.03,0.85,0.81,1.01,0.7,0.69,0.93
0266_003.4,2.0,0.9,0.84,1.08,0.83,0.78,1.06,0.69,0.66,0.98
0266_003.5,2.0,0.85,0.78,1.0,0.78,0.72,0.96,0.64,0.61,0.88
0266_004.1,2.0,0.85,0.79,1.01,0.78,0.73,0.98,0.65,0.62,0.9
0266_004.4,2.0,0.84,0.86,1.06,0.77,0.79,1.04,0.64,0.67,0.96
0266_004.7,2.0,0.91,0.92,1.2,0.83,0.85,1.18,0.69,0.72,1.09
0266_005.0,2.0,0.92,0.86,1.16,0.85,0.79,1.13,0.7,0.68,1.05
0266_005.3,2.0,0.64,0.61,0.9,0.59,0.56,0.83,0.49,0.48,0.77
0266_006.0,2.0,0.79,0.66,0.91,0.73,0.6,0.84,0.6,0.51,0.77
0266_006.6,2.0,0.73,0.68,0.86,0.67,0.62,0.79,0.55,0.53,0.73
0266_006.9,2.0,0.7,0.68,0.92,0.64,0.63,0.88,0.53,0.54,0.79
0266_007.4,2.0,0.88,0.85,1.19,0.81,0.78,1.17,0.67,0.68,1.05
0266_008.1,2.0,0.84,1.02,1.63,0.77,0.99,1.6,0.64,0.86,1.44
0268_000.0,3.0,0.39,0.39,0.92,0.36,0.36,0.88,0.3,0.3,0.81
0268_000.2,3.0,0.61,0.49,0.48,0.56,0.45,0.44,0.46,0.39,0.4
0268_000.6,3.0,0.56,0.47,0.49,0.51,0.43,0.46,0.42,0.37,0.42
0269_000.0,2.0,1.45,1.19,1.32,1.42,1.17,1.29,1.17,0.99,1.19
0269_000.2,2.0,1.67,1.37,1.44,1.64,1.35,1.41,1.36,1.15,1.3
0269_000.3,2.0,1.37,1.2,1.18,1.34,1.17,1.15,1.11,1.0,1.06
0269_000.5,2.0,1.23,1.1,1.18,1.21,1.08,1.16,1.0,0.92,1.07
0269_000.6,2.0,0.98,0.9,0.95,0.93,0.82,0.9,0.77,0.7,0.83
0269_000.8,2.0,0.98,0.91,0.98,0.95,0.84,0.93,0.79,0.72,0.86
0269_000.9,2.0,0.56,0.6,0.7,0.52,0.55,0.64,0.43,0.47,0.59
0269_001.0,2.0,0.52,0.59,0.68,0.48,0.55,0.63,0.4,0.47,0.58
0269_001.2,2.0,0.73,0.84,0.92,0.68,0.77,0.88,0.56,0.66,0.81
0269_001.3,2.0,0.69,0.8,0.96,0.64,0.74,0.91,0.53,0.63,0.84
0269_001.5,2.0,0.79,0.86,1.03,0.72,0.79,1.0,0.6,0.68,0.92
0269_001.7,2.0,0.97,1.03,1.3,0.92,1.01,1.27,0.76,0.86,1.17
0270_000.0,3.0,0.63,0.64,0.75,0.58,0.59,0.69,0.48,0.5,0.64
0270_000.2,3.0,0.61,0.64,0.76,0.56,0.59,0.7,0.47,0.5,0.65
0270_000.3,3.0,0.71,0.65,0.85,0.65,0.6,0.78,0.54,0.51,0.72
0270_000.5,3.0,0.72,0.77,0.92,0.67,0.71,0.87,0.55,0.6,0.8
0270_000.6,3.0,0.77,0.78,0.92,0.71,0.72,0.84,0.59,0.61,0.78
0273_000.0,3.0,0.41,0.39,0.55,0.38,0.36,0.51,0.31,0.31,0.46
0273_001.1,3.0,0.39,0.42,0.63,0.36,0.39,0.58,0.3,0.34,0.52
0273_002.1,3.0,0.4,0.41,0.62,0.37,0.38,0.57,0.31,0.33,0.51
0273_002.4,3.0,0.88,0.78,0.97,0.81,0.72,0.92,0.68,0.63,0.83
0273_003.0,3.0,0.75,0.61,0.92,0.69,0.56,0.84,0.57,0.48,0.76
0282_000.0,4.0,0.62,0.43,0.57,0.57,0.4,0.53,0.47,0.34,0.49
0282_000.1,4.0,1.38,0.66,1.31,1.35,0.61,1.28,1.11,0.52,1.18
0282_000.5,3.0,0.5,0.49,0.58,0.46,0.45,0.53,0.38,0.38,0.49
0282_001.0,3.0,1.58,0.88,1.51,1.55,0.81,1.48,1.28,0.69,1.36
0282_001.4,4.0,1.39,1.23,1.61,1.37,1.21,1.57,1.13,1.03,1.45
0282_001.8,4.0,0.45,0.52,0.63,0.42,0.48,0.58,0.34,0.41,0.53
0282_002.2,4.0,0.76,0.46,0.92,0.7,0.42,0.84,0.58,0.36,0.78
0282_002.4,4.0,0.67,0.45,0.59,0.62,0.41,0.54,0.51,0.35,0.5
0287_000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0287_000.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0287_000.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0315_000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0315_000.9,5.0,1.03,0.76,1.14,0.95,0.67,1.09,0.79,0.58,0.95
0315_001.4,5.0,0.68,0.5,0.78,0.6,0.44,0.69,0.5,0.38,0.6
1082_008.5,5.0,0.19,0.12,0.13,0.17,0.11,0.12,0.14,0.09,0.1
1082_012.5,3.0,0.96,0.72,1.05,0.87,0.64,0.98,0.72,0.55,0.85
1082_013.3,3.0,0.77,0.71,0.9,0.71,0.65,0.86,0.59,0.56,0.77
1082_014.4,3.0,0.33,0.29,0.45,0.31,0.27,0.41,0.25,0.23,0.38
1084_000.0,5.0,0.09,0.07,0.6,0.08,0.07,0.53,0.06,0.06,0.48
1084_001.0,5.0,0.09,0.09,0.48,0.08,0.08,0.42,0.07,0.07,0.38
1085_000.0,4.0,0.3,0.21,0.35,0.26,0.18,0.31,0.22,0.16,0.27
1085_000.4,4.0,0.27,0.19,0.32,0.23,0.17,0.28,0.19,0.15,0.25
1085_001.5,5.0,0.3,0.25,0.37,0.26,0.22,0.33,0.22,0.19,0.29
1085_002.3,5.0,0.25,0.24,0.37,0.22,0.21,0.33,0.19,0.19,0.29
1085_003.4,5.0,0.37,0.32,0.53,0.33,0.29,0.47,0.27,0.25,0.41
1085_004.1,5.0,0.37,0.31,0.51,0.33,0.27,0.45,0.27,0.24,0.39
1085_005.4,4.0,0.19,0.18,0.22,0.17,0.16,0.2,0.14,0.14,0.17
1086_000.0,3.0,0.39,0.4,0.52,0.36,0.37,0.48,0.29,0.31,0.44
1086_000.7,3.0,0.49,0.49,0.67,0.45,0.45,0.61,0.38,0.38,0.57
1086_001.2,3.0,0.42,0.39,0.56,0.39,0.36,0.52,0.32,0.3,0.48
1086_001.7,3.0,0.28,0.26,0.37,0.26,0.24,0.34,0.21,0.2,0.31
1086_001.9,3.0,0.28,0.25,0.37,0.26,0.23,0.34,0.21,0.2,0.31
1086_002.6,3.0,0.31,0.27,0.4,0.29,0.25,0.37,0.24,0.22,0.33
1086_003.0,3.0,0.44,0.32,0.46,0.39,0.29,0.4,0.32,0.25,0.35
1086_003.4,3.0,0.2,0.15,0.19,0.18,0.13,0.17,0.15,0.11,0.15
1088_000.0,3.0,0.4,0.4,0.49,0.37,0.37,0.45,0.3,0.31,0.42
1088_000.4,5.0,0.36,0.4,0.57,0.33,0.37,0.53,0.27,0.32,0.47
1088_000.6,5.0,0.4,0.4,0.6,0.37,0.37,0.55,0.31,0.32,0.5
1090_000.0,5.0,0.09,0.08,0.13,0.08,0.07,0.11,0.07,0.06,0.1
1090_000.7,5.0,0.55,0.5,0.66,0.51,0.46,0.61,0.43,0.4,0.55
1090_001.2,5.0,0.35,0.3,0.46,0.33,0.28,0.42,0.27,0.24,0.38
1090_001.5,5.0,0.32,0.3,0.44,0.29,0.27,0.4,0.24,0.24,0.36
1092_000.0,5.0,0.05,0.05,0.07,0.05,0.05,0.06,0.04,0.04,0.06
1092_000.7,5.0,0.16,0.16,0.22,0.15,0.15,0.2,0.12,0.13,0.18
1092_001.2,5.0,0.09,0.09,0.13,0.08,0.08,0.12,0.07,0.07,0.11
1094_000.0,5.0,0.05,0.07,0.1,0.05,0.06,0.09,0.04,0.05,0.09
1094_000.4,5.0,0.42,0.36,0.56,0.39,0.33,0.51,0.32,0.28,0.47
1094_000.6,5.0,0.4,0.35,0.58,0.37,0.32,0.53,0.31,0.28,0.48
1094_000.9,5.0,0.34,0.28,0.44,0.31,0.26,0.41,0.26,0.23,0.37
1094_001.5,4.0,0.05,0.06,0.08,0.05,0.05,0.07,0.04,0.04,0.06
1096_000.0,5.0,0.18,0.16,0.23,0.16,0.15,0.21,0.14,0.13,0.19
1096_000.4,5.0,0.1,0.1,0.14,0.09,0.09,0.13,0.07,0.08,0.11
1098_000.0,5.0,0.52,0.44,0.7,0.46,0.38,0.62,0.38,0.33,0.54
1098_000.8,5.0,0.37,0.31,0.48,0.33,0.27,0.42,0.27,0.24,0.37
1100_000.0,5.0,0.47,0.44,0.64,0.43,0.4,0.59,0.36,0.35,0.53
1100_001.1,5.0,0.32,0.32,0.45,0.3,0.3,0.42,0.25,0.26,0.38
1100_001.6,5.0,0.14,0.13,0.19,0.13,0.12,0.17,0.11,0.1,0.16
1100_001.7,5.0,0.12,0.11,0.16,0.11,0.1,0.15,0.09,0.09,0.13
1102_000.0,2.0,0.05,0.0,0.06,0.04,0.0,0.05,0.03,0.0,0.05
1112_000.0,5.0,0.22,0.19,0.26,0.19,0.16,0.23,0.16,0.14,0.21
1112_002.2,5.0,0.24,0.18,0.24,0.21,0.16,0.21,0.17,0.13,0.19
1380_000.0,4.0,1.04,0.78,1.14,1.02,0.71,1.12,0.85,0.62,1.0
1380_000.1,3.0,0.7,0.55,0.72,0.64,0.5,0.66,0.54,0.44,0.59
1380_000.5,3.0,0.83,0.56,0.9,0.76,0.51,0.83,0.63,0.44,0.74
1380_001.2,3.0,0.9,0.74,1.02,0.82,0.68,0.99,0.69,0.59,0.89
1380_001.7,3.0,0.21,0.25,0.44,0.19,0.23,0.4,0.16,0.2,0.36
1384_000.0,5.0,0.44,0.48,0.53,0.41,0.44,0.49,0.34,0.38,0.44
1384_000.2,5.0,0.4,0.38,0.5,0.37,0.35,0.46,0.3,0.29,0.43
1384_000.6,5.0,0.4,0.42,0.65,0.37,0.39,0.6,0.31,0.33,0.56
1384_001.6,5.0,0.31,0.37,0.59,0.29,0.34,0.54,0.24,0.3,0.49
1384_002.5,5.0,0.28,0.21,0.53,0.26,0.2,0.49,0.21,0.17,0.45
1384_003.1,5.0,0.29,0.27,0.62,0.27,0.24,0.57,0.22,0.21,0.51
1384_003.8,5.0,0.28,0.27,0.52,0.26,0.25,0.47,0.21,0.21,0.43
1386_000.0,3.0,0.49,0.44,0.68,0.45,0.4,0.63,0.38,0.35,0.57
1386_000.5,3.0,0.64,0.52,0.92,0.59,0.48,0.84,0.49,0.41,0.78
1386_000.9,3.0,0.6,0.51,0.8,0.55,0.47,0.73,0.46,0.4,0.68
1388_000.0,3.0,0.99,0.69,1.12,0.96,0.63,1.09,0.8,0.54,1.01
1388_000.2,3.0,0.59,0.34,0.64,0.55,0.31,0.59,0.45,0.27,0.54
1388_000.5,3.0,0.66,0.45,0.86,0.61,0.41,0.79,0.51,0.36,0.71
1388_000.8,3.0,0.39,0.31,0.58,0.36,0.29,0.54,0.3,0.25,0.48
1388_001.4,3.0,0.31,0.31,0.5,0.28,0.29,0.46,0.23,0.25,0.41
1388_001.7,3.0,0.23,0.25,0.4,0.21,0.23,0.37,0.18,0.2,0.33
1388_002.4,3.0,0.75,0.78,0.99,0.69,0.71,0.94,0.57,0.61,0.87
1388_003.0,4.0,0.57,0.55,0.77,0.52,0.51,0.71,0.43,0.44,0.64
1388_003.9,4.0,0.22,0.19,0.41,0.2,0.18,0.38,0.17,0.15,0.34
1388_004.4,4.0,0.29,0.27,0.43,0.26,0.25,0.4,0.22,0.21,0.37
1388_004.9,4.0,0.1,0.1,0.17,0.09,0.09,0.15,0.08,0.08,0.14
1389_000.8,4.0,0.15,0.13,0.23,0.14,0.12,0.21,0.12,0.1,0.19
1389_001.2,4.0,0.13,0.09,0.16,0.12,0.09,0.14,0.1,0.07,0.13
1389_002.1,4.0,0.23,0.22,0.4,0.21,0.21,0.36,0.17,0.18,0.33
1389_003.1,4.0,0.19,0.17,0.31,0.17,0.16,0.28,0.15,0.14,0.25
1390_000.0,5.0,0.15,0.14,0.21,0.14,0.13,0.19,0.11,0.11,0.18
1390_000.3,5.0,0.13,0.13,0.21,0.12,0.12,0.19,0.1,0.1,0.18
1392_000.0,4.0,0.35,0.23,0.57,0.32,0.22,0.53,0.27,0.19,0.48
