SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0006_146.9,2.0,0.1,0.07,0.12,0.09,0.06,0.1,0.07,0.05,0.09
0006_149.9,2.0,0.21,0.14,0.26,0.18,0.12,0.23,0.15,0.11,0.22
0006_150.6,2.0,0.2,0.14,0.26,0.17,0.12,0.23,0.14,0.11,0.21
0006_152.6,3.0,0.21,0.17,0.26,0.18,0.15,0.23,0.15,0.13,0.21
0006_152.9,2.0,0.36,0.27,0.41,0.33,0.25,0.38,0.28,0.22,0.34
0006_155.9,2.0,0.22,0.21,0.32,0.19,0.18,0.28,0.16,0.16,0.25
0006_157.3,2.0,0.28,0.29,0.42,0.25,0.25,0.37,0.21,0.22,0.32
0006_157.6,2.0,0.33,0.33,0.48,0.29,0.29,0.42,0.24,0.25,0.37
0006_158.5,2.0,0.32,0.3,0.46,0.28,0.27,0.4,0.23,0.23,0.35
0006_159.6,2.0,0.35,0.31,0.47,0.32,0.29,0.43,0.27,0.25,0.39
0006_159.8,2.0,0.54,0.42,0.67,0.49,0.38,0.62,0.41,0.33,0.56
0006_160.3,2.0,0.77,0.62,0.95,0.71,0.57,0.9,0.59,0.5,0.81
0006_173.4,33.0,0.88,0.78,0.95,0.81,0.72,0.9,0.67,0.61,0.83
0006_173.7,33.0,0.88,0.54,0.87,0.81,0.5,0.8,0.69,0.39,0.73
0006_174.0,33.0,0.93,0.6,0.93,0.89,0.55,0.88,0.75,0.43,0.8
0006_174.4,33.0,0.88,0.55,0.83,0.81,0.51,0.77,0.69,0.4,0.69
0006_174.9,33.0,0.91,0.64,0.92,0.86,0.59,0.84,0.74,0.46,0.76
0006_175.6,13.0,1.03,0.82,1.13,1.01,0.75,1.11,0.84,0.65,1.0
0006_176.1,13.0,0.9,0.73,1.02,0.85,0.67,1.0,0.71,0.59,0.9
0006_177.0,13.0,0.83,0.72,0.99,0.76,0.66,0.96,0.63,0.57,0.86
0006_177.2,13.0,0.55,0.47,0.69,0.5,0.44,0.63,0.42,0.38,0.57
0006_177.5,13.0,0.54,0.49,0.71,0.5,0.45,0.65,0.41,0.39,0.59
0006_177.9,13.0,0.41,0.35,0.54,0.38,0.33,0.5,0.31,0.28,0.45
0013_000.0,2.0,0.52,0.48,0.81,0.48,0.44,0.74,0.4,0.38,0.67
0013_000.6,2.0,0.5,0.48,0.72,0.46,0.44,0.66,0.38,0.38,0.6
0013_001.3,2.0,0.52,0.42,0.66,0.48,0.38,0.61,0.4,0.33,0.56
0013_001.6,2.0,0.45,0.45,0.61,0.42,0.41,0.56,0.34,0.35,0.51
0013_001.8,2.0,0.42,0.41,0.58,0.39,0.38,0.53,0.32,0.33,0.48
0013_002.5,2.0,0.41,0.39,0.58,0.38,0.36,0.53,0.32,0.31,0.48
0013_002.9,2.0,0.31,0.28,0.47,0.29,0.26,0.43,0.24,0.22,0.39
0013_003.3,2.0,0.41,0.33,0.53,0.36,0.29,0.47,0.3,0.25,0.41
0013_004.9,2.0,0.62,0.5,0.78,0.55,0.44,0.69,0.47,0.39,0.64
0013_005.6,3.0,0.74,0.6,0.94,0.65,0.53,0.86,0.55,0.46,0.79
0015_241.6,35.0,0.43,0.39,0.61,0.39,0.36,0.56,0.35,0.32,0.53
0015_242.4,35.0,0.51,0.47,0.73,0.47,0.43,0.67,0.42,0.38,0.63
0015_244.8,33.0,0.54,0.43,0.68,0.48,0.37,0.59,0.41,0.33,0.57
0015_246.9,33.0,0.77,0.56,0.93,0.71,0.51,0.89,0.64,0.46,0.84
0015_248.8,33.0,0.71,0.48,0.84,0.65,0.45,0.77,0.59,0.4,0.73
0015_250.9,33.0,0.56,0.38,0.65,0.52,0.35,0.6,0.46,0.31,0.57
0015_251.6,33.0,1.04,0.75,0.93,1.02,0.69,0.89,0.92,0.61,0.84
0015_252.5,34.0,0.52,0.44,0.71,0.47,0.41,0.65,0.43,0.36,0.62
0015_253.6,34.0,0.59,0.46,0.77,0.54,0.42,0.7,0.49,0.38,0.67
0015_255.9,34.0,0.77,0.54,0.91,0.71,0.49,0.87,0.64,0.44,0.82
0015_257.3,33.0,0.69,0.45,0.76,0.64,0.41,0.7,0.58,0.37,0.66
0015_257.6,38.0,1.09,1.37,2.16,1.07,1.35,2.12,0.96,1.2,2.01
0015_258.8,38.0,0.92,0.59,0.9,0.85,0.54,0.86,0.76,0.48,0.82
0015_260.0,38.0,0.9,0.6,0.9,0.85,0.55,0.85,0.77,0.49,0.81
0015_261.8,38.0,0.94,0.67,0.94,0.89,0.61,0.89,0.81,0.55,0.85
0015_263.4,38.0,0.88,0.61,0.97,0.81,0.56,0.92,0.73,0.5,0.88
0015_264.2,38.0,0.88,0.61,0.97,0.81,0.56,0.92,0.73,0.5,0.88
0015_265.6,38.0,0.94,0.68,0.99,0.89,0.62,0.96,0.8,0.56,0.92
0015_266.5,38.0,1.0,0.72,1.02,0.97,0.66,1.0,0.88,0.59,0.95
0015_267.9,38.0,1.0,0.72,1.02,0.97,0.66,1.0,0.88,0.59,0.95
0015_269.0,38.0,0.9,0.74,0.92,0.83,0.68,0.88,0.74,0.61,0.83
0015_269.6,38.0,1.01,0.88,1.06,0.98,0.81,1.04,0.88,0.72,0.99
0015_270.6,38.0,0.96,0.77,0.93,0.91,0.71,0.88,0.82,0.63,0.84
0015_271.6,38.0,1.13,0.9,1.03,1.11,0.85,1.01,1.0,0.76,0.96
0015_272.7,38.0,1.15,0.93,1.09,1.13,0.89,1.06,1.02,0.79,1.01
0015_274.7,38.0,1.06,0.87,1.02,1.03,0.8,0.99,0.93,0.71,0.94
0015_275.3,38.0,1.04,0.92,1.03,1.01,0.85,1.0,0.91,0.75,0.95
0015_276.4,38.0,1.09,0.97,1.02,1.07,0.92,1.0,0.96,0.82,0.95
0015_278.5,38.0,1.13,0.9,1.07,1.11,0.83,1.05,1.0,0.74,0.99
0015_279.6,38.0,1.1,0.92,1.05,1.08,0.85,1.03,0.97,0.76,0.98
0015_282.2,38.0,1.01,0.84,1.11,0.98,0.77,1.09,0.88,0.69,1.04
0015_283.3,38.0,1.19,0.92,1.22,1.17,0.88,1.2,1.05,0.78,1.14
0015_283.9,38.0,0.92,0.9,1.14,0.88,0.86,1.11,0.79,0.76,1.03
0015_285.1,38.0,0.96,0.91,1.41,0.91,0.84,1.38,0.82,0.75,1.24
0015_285.8,38.0,1.01,0.92,1.15,0.98,0.85,1.12,0.88,0.76,1.07
0015_286.8,38.0,1.02,0.92,1.15,0.99,0.86,1.13,0.89,0.76,1.07
0015_288.2,38.0,0.96,0.88,1.11,0.91,0.81,1.09,0.82,0.72,1.03
0015_289.8,38.0,1.24,1.1,1.22,1.22,1.08,1.2,1.1,0.96,1.14
0015_291.4,38.0,1.03,0.98,1.06,1.0,0.93,1.04,0.9,0.83,0.98
0015_292.6,38.0,0.91,0.89,1.05,0.86,0.82,1.03,0.78,0.73,0.98
0015_293.0,38.0,0.87,0.88,1.06,0.8,0.81,1.04,0.72,0.72,0.99
0015_293.6,38.0,1.03,0.99,1.08,0.99,0.94,1.06,0.9,0.84,1.01
0015_295.6,38.0,1.03,0.99,1.07,1.01,0.94,1.05,0.91,0.84,1.0
0015_297.9,38.0,1.06,0.9,1.01,1.04,0.86,0.98,0.93,0.76,0.93
0015_299.0,38.0,0.99,0.9,0.98,0.94,0.86,0.94,0.85,0.77,0.89
0015_300.3,38.0,1.02,0.97,1.0,1.0,0.92,0.97,0.9,0.82,0.92
0015_301.7,38.0,1.02,0.97,1.02,1.0,0.93,1.0,0.9,0.82,0.95
0015_302.5,38.0,1.02,0.97,1.02,1.0,0.93,1.0,0.9,0.82,0.95
0015_303.4,38.0,0.98,0.92,0.99,0.93,0.87,0.94,0.84,0.78,0.89
0015_304.7,38.0,1.16,1.23,1.46,1.14,1.21,1.43,1.02,1.08,1.35
0015_305.2,38.0,1.3,1.17,1.31,1.27,1.15,1.28,1.15,1.02,1.22
0015_305.9,38.0,1.39,1.28,1.43,1.36,1.26,1.4,1.23,1.12,1.33
0015_306.3,38.0,1.08,1.06,1.1,1.05,1.04,1.08,0.95,0.92,1.03
0015_307.2,38.0,1.82,1.47,1.2,1.79,1.44,1.17,1.57,1.28,1.11
0015_307.5,38.0,1.5,1.56,2.03,1.47,1.53,1.99,1.32,1.36,1.89
0015_307.6,38.0,1.05,0.98,1.16,1.03,0.95,1.13,0.93,0.85,1.08
0015_307.8,38.0,1.01,0.86,1.09,0.98,0.79,1.07,0.88,0.7,1.02
0015_308.4,38.0,1.04,0.9,1.05,1.02,0.85,1.03,0.92,0.76,0.98
0015_309.3,38.0,0.99,0.85,1.03,0.94,0.78,1.0,0.85,0.7,0.95
0015_310.2,38.0,0.98,0.84,1.03,0.93,0.77,1.01,0.84,0.69,0.95
0015_311.4,38.0,0.96,0.78,1.04,0.87,0.68,0.94,0.75,0.6,0.9
0015_311.8,38.0,1.1,0.92,1.22,1.08,0.87,1.2,0.97,0.78,1.14
0015_313.7,38.0,0.99,0.86,1.11,0.94,0.79,1.09,0.85,0.7,1.04
0015_315.3,38.0,0.99,0.81,1.08,0.96,0.75,1.05,0.87,0.66,1.0
0015_316.9,38.0,1.03,0.79,1.12,1.0,0.73,1.1,0.9,0.65,1.04
0015_317.6,38.0,0.9,0.66,1.01,0.83,0.61,0.98,0.75,0.54,0.93
0015_318.3,38.0,0.99,0.77,1.1,0.94,0.71,1.08,0.85,0.63,1.02
0015_319.5,38.0,1.05,0.78,1.14,1.03,0.72,1.12,0.92,0.64,1.07
0015_321.0,38.0,1.02,0.7,0.96,0.99,0.64,0.92,0.89,0.57,0.87
0015_322.0,38.0,0.99,0.65,0.94,0.96,0.6,0.89,0.86,0.53,0.85
0015_323.8,38.0,0.91,0.57,0.77,0.86,0.52,0.71,0.78,0.46,0.67
0015_324.4,38.0,1.0,0.87,1.08,0.97,0.8,1.05,0.88,0.72,1.0
0015_325.6,38.0,0.96,0.87,1.05,0.91,0.8,1.03,0.82,0.71,0.98
0015_328.7,38.0,1.01,0.97,1.15,0.98,0.92,1.13,0.89,0.82,1.07
0015_330.1,38.0,0.97,0.89,1.01,0.92,0.82,0.97,0.83,0.73,0.93
0015_331.6,38.0,0.99,0.91,1.04,0.94,0.86,1.01,0.85,0.77,0.96
0015_332.9,38.0,1.0,0.93,0.99,0.97,0.88,0.96,0.87,0.79,0.91
0015_334.1,38.0,0.98,0.94,1.01,0.95,0.89,0.98,0.86,0.8,0.93
0015_335.8,38.0,0.99,0.94,0.96,0.96,0.9,0.91,0.86,0.8,0.87
0015_337.0,38.0,0.98,0.94,0.96,0.95,0.89,0.91,0.86,0.79,0.86
0015_338.5,38.0,0.99,0.86,0.97,0.94,0.79,0.92,0.84,0.71,0.88
0015_339.1,38.0,0.93,0.77,1.0,0.88,0.71,0.97,0.79,0.63,0.92
0015_340.3,23.0,0.88,0.73,0.98,0.81,0.67,0.95,0.73,0.6,0.9
0015_342.0,23.0,0.91,0.75,1.03,0.83,0.69,1.0,0.75,0.61,0.95
0015_343.1,23.0,0.75,0.67,0.95,0.69,0.61,0.91,0.62,0.55,0.86
0015_343.9,23.0,0.72,0.59,0.87,0.66,0.55,0.8,0.6,0.49,0.76
0015_345.0,23.0,0.83,0.65,0.96,0.73,0.57,0.84,0.63,0.5,0.81
0015_346.7,23.0,0.7,0.56,0.82,0.62,0.49,0.72,0.53,0.43,0.69
0015_349.4,23.0,0.5,0.46,0.64,0.44,0.4,0.57,0.38,0.35,0.54
0015_351.9,35.0,0.6,0.52,0.7,0.53,0.46,0.62,0.46,0.4,0.59
0015_357.6,35.0,0.58,0.49,0.66,0.51,0.43,0.58,0.44,0.38,0.55
0015_362.0,35.0,0.38,0.33,0.47,0.35,0.3,0.43,0.32,0.27,0.41
0015_363.7,35.0,0.33,0.3,0.4,0.29,0.26,0.35,0.25,0.23,0.34
0015_365.5,35.0,0.28,0.24,0.32,0.25,0.21,0.28,0.18,0.18,0.27
0015_368.1,35.0,0.44,0.37,0.5,0.39,0.32,0.44,0.29,0.28,0.41
0026_000.0,2.0,0.59,0.45,0.86,0.54,0.42,0.79,0.45,0.35,0.73
0026_000.2,2.0,0.57,0.44,0.83,0.52,0.4,0.76,0.43,0.34,0.7
0026_000.4,2.0,1.07,0.91,1.03,1.05,0.84,1.01,0.87,0.73,0.91
0026_000.7,2.0,1.13,0.91,1.21,1.11,0.86,1.19,0.93,0.75,1.07
0026_001.0,2.0,1.12,0.96,1.15,1.1,0.92,1.13,0.91,0.78,1.04
0026_001.3,2.0,1.14,0.93,1.13,1.12,0.88,1.11,0.93,0.75,1.02
0026_001.8,2.0,1.19,0.98,1.25,1.17,0.93,1.23,0.96,0.79,1.13
0026_002.7,2.0,1.26,0.98,1.24,1.24,0.96,1.22,1.02,0.81,1.12
0026_003.0,2.0,0.37,0.36,0.47,0.34,0.33,0.44,0.28,0.28,0.4
0026_003.2,2.0,0.41,0.44,0.56,0.37,0.41,0.51,0.31,0.35,0.47
0026_003.3,2.0,0.42,0.44,0.53,0.38,0.41,0.49,0.32,0.35,0.45
0026_003.5,2.0,0.42,0.38,0.49,0.38,0.35,0.46,0.32,0.3,0.42
0037_000.0,2.0,1.09,0.9,1.07,1.07,0.83,1.05,0.89,0.72,0.95
0037_001.0,2.0,1.01,0.91,0.99,0.98,0.84,0.94,0.82,0.73,0.85
0037_001.5,2.0,0.95,0.81,0.94,0.9,0.74,0.9,0.75,0.65,0.8
0037_002.0,3.0,0.65,0.51,0.8,0.6,0.47,0.74,0.5,0.41,0.66
0037_003.0,3.0,0.16,0.15,0.23,0.15,0.13,0.21,0.12,0.12,0.19
0037_003.5,3.0,0.12,0.13,0.21,0.11,0.12,0.2,0.1,0.1,0.18
0037_004.1,3.0,0.91,0.58,1.03,0.8,0.51,0.96,0.66,0.44,0.84
0037_004.5,3.0,0.44,0.36,0.67,0.39,0.32,0.59,0.32,0.27,0.52
0037_005.7,3.0,0.62,0.37,0.83,0.55,0.33,0.73,0.45,0.28,0.64
0037_006.2,3.0,0.38,0.31,0.55,0.33,0.27,0.48,0.27,0.24,0.42
0037_006.7,3.0,0.41,0.33,0.63,0.36,0.29,0.55,0.3,0.25,0.48
0037_007.2,3.0,0.38,0.28,0.6,0.33,0.25,0.53,0.28,0.21,0.46
0037_009.0,3.0,0.64,0.42,0.77,0.57,0.37,0.68,0.47,0.32,0.59
0037_009.6,3.0,0.3,0.18,0.36,0.26,0.16,0.32,0.22,0.14,0.28
0037_010.0,3.0,0.51,0.38,0.49,0.45,0.33,0.43,0.37,0.29,0.38
0037_010.5,3.0,0.46,0.29,0.56,0.42,0.27,0.51,0.35,0.23,0.46
0037_011.5,3.0,0.56,0.26,0.68,0.51,0.24,0.62,0.43,0.21,0.56
0038_000.0,3.0,0.09,0.08,0.12,0.08,0.08,0.11,0.07,0.07,0.1
0038_000.5,3.0,0.14,0.12,0.2,0.12,0.11,0.17,0.1,0.09,0.15
0038_003.2,3.0,0.11,0.1,0.15,0.1,0.09,0.13,0.08,0.08,0.12
0039_000.0,2.0,0.4,0.33,0.54,0.35,0.29,0.48,0.3,0.26,0.44
0039_000.5,2.0,0.48,0.36,0.57,0.42,0.32,0.5,0.36,0.28,0.46
0039_001.5,2.0,0.55,0.41,0.63,0.49,0.36,0.55,0.41,0.31,0.51
0039_002.4,2.0,0.62,0.46,0.73,0.55,0.4,0.65,0.45,0.35,0.56
0039_003.5,2.0,0.54,0.4,0.67,0.47,0.35,0.59,0.39,0.3,0.52
0039_004.0,2.0,0.81,0.66,0.94,0.75,0.6,0.9,0.62,0.52,0.83
0039_004.3,2.0,0.87,0.77,1.03,0.8,0.7,1.01,0.66,0.6,0.93
0039_005.1,2.0,0.91,0.73,1.04,0.84,0.67,1.01,0.69,0.57,0.94
0039_006.0,2.0,0.85,0.62,0.9,0.78,0.57,0.86,0.65,0.48,0.79
0039_006.1,2.0,0.87,0.62,0.95,0.8,0.57,0.9,0.66,0.48,0.83
0039_006.2,2.0,0.85,0.61,1.05,0.78,0.56,1.03,0.65,0.48,0.95
0039_006.4,2.0,0.67,0.64,0.94,0.62,0.59,0.89,0.51,0.5,0.82
0039_007.3,2.0,0.58,0.58,0.75,0.53,0.53,0.69,0.44,0.46,0.62
0039_007.7,3.0,0.41,0.27,0.52,0.38,0.25,0.48,0.31,0.22,0.43
0039_007.9,3.0,0.23,0.16,0.28,0.21,0.15,0.26,0.17,0.13,0.23
0039_008.7,3.0,0.34,0.23,0.38,0.31,0.21,0.35,0.26,0.18,0.31
0048_000.0,2.0,1.01,0.98,1.26,0.98,0.95,1.23,0.81,0.81,1.14
0048_000.5,2.0,0.9,0.78,1.03,0.86,0.72,1.01,0.71,0.62,0.93
0048_001.0,2.0,0.93,0.79,1.1,0.89,0.72,1.07,0.74,0.63,0.97
0048_001.5,2.0,1.01,0.84,1.2,0.98,0.77,1.18,0.81,0.66,1.09
0048_002.0,2.0,0.84,0.69,1.0,0.77,0.63,0.97,0.64,0.54,0.9
0048_002.5,2.0,0.78,0.66,0.97,0.72,0.61,0.92,0.6,0.52,0.85
0048_003.3,2.0,0.77,0.72,0.94,0.71,0.67,0.89,0.59,0.57,0.82
0048_003.5,2.0,1.21,1.14,1.47,1.19,1.12,1.44,0.98,0.95,1.33
0048_003.9,2.0,1.18,1.3,1.31,1.16,1.28,1.28,0.96,1.09,1.18
0048_004.1,2.0,1.12,1.19,1.26,1.1,1.17,1.24,0.91,0.99,1.14
0051_000.0,3.0,0.4,0.38,0.61,0.37,0.35,0.56,0.3,0.3,0.52
0051_000.6,3.0,0.58,0.57,0.79,0.53,0.52,0.73,0.44,0.45,0.67
0051_001.0,3.0,0.58,0.58,0.84,0.53,0.53,0.78,0.44,0.46,0.7
0051_002.4,3.0,0.82,0.82,0.96,0.76,0.75,0.91,0.63,0.65,0.82
0052_000.0,2.0,0.91,0.74,0.98,0.83,0.68,0.93,0.69,0.58,0.86
0052_000.5,2.0,1.12,1.04,1.36,1.1,1.02,1.34,0.91,0.87,1.23
0052_000.6,2.0,0.98,0.92,1.04,0.95,0.87,1.02,0.79,0.74,0.94
0052_001.0,2.0,0.98,0.89,1.03,0.93,0.82,1.01,0.77,0.7,0.93
0052_001.5,2.0,0.94,0.8,1.02,0.89,0.74,0.99,0.74,0.63,0.91
0052_001.8,2.0,0.98,0.87,1.07,0.95,0.8,1.04,0.79,0.68,0.96
0052_002.1,2.0,0.99,0.89,1.1,0.94,0.82,1.07,0.78,0.7,0.99
0052_002.6,2.0,0.78,0.67,0.87,0.72,0.62,0.8,0.59,0.53,0.74
0052_003.1,2.0,1.26,1.06,1.47,1.24,1.04,1.44,1.02,0.89,1.33
0052_003.7,31.0,0.93,0.86,1.04,0.88,0.8,1.02,0.75,0.62,0.94
0053_000.1,3.0,0.9,0.82,1.0,0.85,0.76,0.95,0.7,0.64,0.88
0053_000.9,3.0,1.0,0.96,1.19,0.97,0.91,1.16,0.8,0.78,1.07
0053_001.5,3.0,1.32,1.29,1.49,1.3,1.26,1.46,1.07,1.08,1.35
0053_001.7,3.0,0.76,0.7,0.87,0.7,0.65,0.8,0.58,0.55,0.74
0053_001.8,3.0,0.71,0.67,0.88,0.65,0.61,0.81,0.54,0.52,0.74
0060_000.0,4.0,0.99,1.1,1.64,0.96,1.08,1.61,0.8,0.94,1.44
0060_000.8,4.0,0.19,0.17,0.57,0.17,0.15,0.5,0.14,0.13,0.44
0060_003.7,4.0,0.11,0.12,0.36,0.1,0.1,0.32,0.08,0.09,0.28
0060_004.4,4.0,0.38,0.4,0.76,0.35,0.37,0.7,0.29,0.32,0.63
0060_007.4,4.0,0.48,0.57,1.05,0.44,0.52,1.03,0.37,0.45,0.92
0067_000.0,38.0,1.09,0.9,1.29,1.06,0.83,1.26,0.87,0.61,1.09
0067_001.0,38.0,1.09,0.9,1.29,1.07,0.83,1.27,0.87,0.61,1.09
0067_004.0,2.0,0.08,0.05,0.14,0.08,0.04,0.13,0.06,0.04,0.11
0067_004.1,38.0,1.16,0.95,1.29,1.14,0.9,1.26,0.93,0.67,1.09
0067_007.3,38.0,1.18,0.92,1.4,1.16,0.86,1.37,0.94,0.63,1.18
0067_010.1,38.0,0.77,0.79,1.07,0.71,0.73,1.05,0.58,0.54,0.9
0068_000.0,2.0,0.18,0.11,0.21,0.16,0.09,0.19,0.13,0.08,0.18
0068_012.8,2.0,0.14,0.1,0.19,0.12,0.09,0.16,0.1,0.08,0.15
0068_017.2,2.0,0.34,0.25,0.45,0.31,0.23,0.42,0.26,0.2,0.37
0068_023.7,2.0,0.81,0.58,0.78,0.74,0.53,0.72,0.62,0.46,0.64
0068_024.7,2.0,0.52,0.43,0.57,0.47,0.39,0.53,0.4,0.34,0.47
0068_025.0,2.0,0.55,0.54,0.86,0.5,0.49,0.79,0.42,0.43,0.71
0068_026.5,2.0,0.54,0.5,0.87,0.5,0.46,0.8,0.42,0.4,0.72
0068_026.9,2.0,0.4,0.34,0.67,0.37,0.31,0.62,0.31,0.27,0.55
0068_027.4,2.0,0.13,0.13,0.21,0.12,0.12,0.2,0.1,0.1,0.18
0068_028.3,2.0,0.17,0.14,0.26,0.15,0.13,0.24,0.13,0.11,0.22
0068_029.3,2.0,0.1,0.07,0.13,0.09,0.06,0.12,0.07,0.06,0.11
0068_029.7,2.0,0.16,0.11,0.2,0.15,0.11,0.18,0.12,0.09,0.17
0068_030.5,2.0,0.55,0.36,0.6,0.51,0.33,0.55,0.42,0.28,0.51
0068_031.0,2.0,0.39,0.31,0.39,0.35,0.29,0.35,0.29,0.24,0.33
0068_031.5,2.0,0.33,0.32,0.46,0.31,0.3,0.43,0.25,0.25,0.39
0068_031.7,2.0,0.93,0.62,1.21,0.89,0.57,1.18,0.73,0.49,1.09
0068_032.7,2.0,0.51,0.29,0.79,0.47,0.27,0.73,0.39,0.23,0.67
0068_033.6,2.0,0.31,0.15,0.44,0.28,0.14,0.4,0.23,0.12,0.37
0068_034.5,2.0,0.72,0.29,0.76,0.66,0.26,0.7,0.55,0.23,0.63
0068_034.6,2.0,0.55,0.11,0.68,0.51,0.1,0.62,0.42,0.09,0.56
0068_036.0,2.0,0.6,0.13,0.77,0.55,0.12,0.71,0.46,0.1,0.64
0068_038.1,2.0,1.25,0.52,1.33,1.23,0.48,1.31,1.02,0.42,1.17
0068_039.2,2.0,1.27,0.53,1.37,1.2,0.47,1.31,1.0,0.41,1.14
0068_040.1,2.0,1.3,0.63,1.43,1.27,0.58,1.4,1.06,0.5,1.26
0068_040.8,2.0,0.89,0.52,1.0,0.82,0.48,0.97,0.68,0.42,0.87
0068_041.3,2.0,0.86,0.5,1.03,0.79,0.46,1.0,0.66,0.4,0.89
0068_042.3,2.0,0.73,0.49,0.86,0.67,0.46,0.79,0.56,0.39,0.71
0068_043.3,2.0,0.7,0.45,0.85,0.64,0.42,0.78,0.54,0.36,0.7
0068_043.8,2.0,0.8,0.55,1.01,0.74,0.51,0.98,0.61,0.44,0.88
0068_045.1,2.0,0.77,0.59,0.93,0.71,0.54,0.89,0.59,0.47,0.8
0068_045.8,2.0,0.78,0.62,0.91,0.72,0.57,0.87,0.6,0.49,0.8
0068_046.8,2.0,0.75,0.53,1.05,0.69,0.49,1.03,0.57,0.42,0.95
0068_047.2,2.0,0.78,0.55,1.09,0.71,0.51,1.07,0.59,0.43,0.98
0068_047.8,2.0,0.76,0.52,1.02,0.7,0.47,1.0,0.58,0.4,0.93
0068_048.3,2.0,0.8,0.51,1.07,0.73,0.47,1.05,0.61,0.4,0.97
0068_049.3,2.0,0.85,0.67,1.12,0.78,0.62,1.09,0.65,0.54,0.98
0068_050.3,2.0,1.52,1.12,1.56,1.49,1.1,1.53,1.23,0.93,1.41
0068_050.7,2.0,1.22,1.07,1.55,1.19,1.05,1.52,0.99,0.89,1.4
0068_051.3,2.0,0.81,0.56,0.92,0.75,0.51,0.87,0.62,0.44,0.8
0068_052.1,2.0,0.84,0.53,0.97,0.78,0.48,0.92,0.64,0.41,0.85
0068_052.3,2.0,0.95,0.72,1.14,0.9,0.66,1.12,0.74,0.56,1.03
0068_053.1,2.0,1.05,0.94,1.28,1.02,0.89,1.26,0.85,0.76,1.16
0068_053.3,2.0,0.7,0.59,1.04,0.65,0.54,1.02,0.54,0.46,0.94
0068_054.3,2.0,0.53,0.45,0.93,0.49,0.42,0.88,0.4,0.35,0.82
0068_054.8,2.0,0.57,0.47,0.91,0.52,0.43,0.84,0.43,0.37,0.77
0068_055.7,2.0,0.43,0.43,0.72,0.4,0.4,0.66,0.33,0.34,0.61
0068_056.2,2.0,0.57,0.45,0.94,0.53,0.42,0.89,0.44,0.36,0.82
0068_056.3,2.0,0.73,0.56,1.11,0.67,0.51,1.08,0.56,0.44,1.0
0068_056.8,2.0,0.75,0.57,1.33,0.69,0.53,1.3,0.57,0.45,1.2
0068_057.3,2.0,0.65,0.61,1.03,0.59,0.57,1.01,0.49,0.48,0.93
0068_058.1,2.0,0.71,0.65,1.21,0.66,0.6,1.19,0.54,0.51,1.1
0068_058.7,2.0,0.86,0.74,1.21,0.79,0.68,1.19,0.66,0.58,1.1
0068_059.1,2.0,0.88,0.76,1.01,0.81,0.7,0.98,0.67,0.6,0.91
0068_059.5,2.0,0.96,0.69,1.56,0.91,0.64,1.53,0.76,0.54,1.41
0068_060.4,2.0,0.71,0.51,1.13,0.66,0.47,1.11,0.54,0.4,1.03
0068_060.8,2.0,0.43,0.31,1.0,0.39,0.28,0.97,0.33,0.25,0.87
0068_061.8,2.0,0.4,0.28,1.1,0.35,0.25,1.05,0.29,0.21,0.92
0068_062.6,2.0,0.51,0.42,0.73,0.47,0.39,0.67,0.39,0.34,0.61
0068_063.8,2.0,0.7,0.52,0.96,0.65,0.48,0.91,0.54,0.42,0.82
0068_064.4,2.0,0.61,0.47,0.81,0.56,0.43,0.75,0.46,0.38,0.67
0068_065.7,2.0,0.78,0.51,1.12,0.72,0.47,1.1,0.6,0.41,0.99
0068_066.6,2.0,0.77,0.49,1.17,0.71,0.46,1.15,0.59,0.39,1.03
0068_067.3,2.0,0.77,0.44,1.24,0.7,0.41,1.21,0.59,0.35,1.09
0068_068.2,2.0,0.78,0.48,1.19,0.72,0.45,1.16,0.6,0.39,1.05
0068_068.7,2.0,0.69,0.51,0.93,0.63,0.47,0.88,0.53,0.4,0.79
0068_068.9,2.0,0.91,0.71,1.16,0.83,0.65,1.13,0.69,0.55,1.04
0068_069.0,2.0,0.63,0.64,0.69,0.58,0.59,0.64,0.48,0.51,0.59
0068_069.2,2.0,0.75,0.73,1.02,0.69,0.67,0.99,0.57,0.57,0.91
0068_069.6,2.0,1.01,0.8,1.24,0.98,0.74,1.22,0.81,0.63,1.12
0068_070.0,2.0,1.16,0.77,1.45,1.14,0.71,1.42,0.94,0.6,1.31
0068_070.2,2.0,1.2,0.74,1.45,1.18,0.68,1.43,0.97,0.58,1.31
0068_070.5,2.0,0.11,0.05,0.15,0.1,0.05,0.14,0.08,0.04,0.13
0071_000.0,2.0,0.79,0.75,1.03,0.73,0.69,1.01,0.61,0.6,0.91
0071_000.4,2.0,0.81,0.79,1.02,0.74,0.72,0.99,0.62,0.62,0.91
0071_001.4,2.0,1.07,0.89,1.36,1.05,0.82,1.33,0.88,0.71,1.19
0071_002.4,2.0,0.9,0.6,1.22,0.86,0.55,1.19,0.72,0.48,1.07
0071_002.9,2.0,0.93,0.62,1.14,0.89,0.57,1.12,0.73,0.48,1.03
0071_004.1,2.0,0.94,0.74,1.18,0.9,0.68,1.16,0.74,0.58,1.07
0071_004.7,2.0,0.75,0.75,1.03,0.69,0.69,1.0,0.57,0.59,0.92
