SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0134_012.4,3.0,0.78,0.49,0.86,0.72,0.46,0.79,0.6,0.39,0.71
0134_012.5,3.0,0.77,0.49,0.88,0.71,0.45,0.81,0.59,0.39,0.72
0134_013.1,3.0,0.8,0.52,0.93,0.74,0.48,0.88,0.62,0.42,0.79
0135_000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0135_000.2,2.0,0.22,0.18,0.25,0.2,0.16,0.23,0.16,0.14,0.21
0135_000.4,2.0,0.91,0.9,0.89,0.87,0.83,0.82,0.72,0.7,0.76
0140_000.0,3.0,0.83,0.53,0.93,0.76,0.49,0.89,0.64,0.42,0.8
0140_000.5,3.0,0.43,0.3,0.51,0.4,0.28,0.47,0.33,0.24,0.42
0140_000.8,3.0,0.29,0.22,0.37,0.26,0.2,0.34,0.22,0.17,0.32
0141_000.0,3.0,0.03,0.02,0.05,0.03,0.02,0.04,0.02,0.02,0.04
0141_000.9,3.0,0.03,0.03,0.05,0.03,0.02,0.04,0.02,0.02,0.04
0141_002.2,3.0,0.14,0.09,0.16,0.12,0.08,0.14,0.1,0.06,0.13
0141_003.2,3.0,0.12,0.15,0.29,0.1,0.13,0.26,0.08,0.11,0.23
0141_003.5,3.0,0.14,0.09,0.16,0.12,0.08,0.14,0.1,0.06,0.13
0141_004.1,3.0,0.09,0.07,0.12,0.08,0.07,0.11,0.06,0.06,0.1
0141_005.2,3.0,0.09,0.07,0.13,0.08,0.06,0.11,0.06,0.06,0.1
0141_006.0,3.0,0.09,0.07,0.13,0.08,0.06,0.11,0.06,0.06,0.1
0144_000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0145_000.0,15.0,0.63,0.79,0.74,0.58,0.73,0.68,0.48,0.63,0.61
0145_000.3,15.0,0.52,0.73,0.73,0.48,0.68,0.67,0.4,0.59,0.6
0145_000.6,15.0,0.49,0.63,0.57,0.45,0.58,0.52,0.38,0.5,0.47
0145_001.1,15.0,0.7,0.6,0.69,0.65,0.55,0.64,0.54,0.48,0.57
0145_001.4,15.0,0.96,0.76,0.96,0.92,0.7,0.91,0.76,0.61,0.82
0145_002.8,15.0,0.78,0.64,0.8,0.72,0.58,0.74,0.6,0.51,0.66
0145_003.3,15.0,0.79,0.65,0.82,0.73,0.59,0.75,0.61,0.52,0.68
0145_003.8,15.0,0.84,0.67,0.85,0.78,0.61,0.78,0.65,0.53,0.7
0145_004.4,15.0,0.85,0.7,0.83,0.78,0.64,0.76,0.65,0.56,0.68
0145_004.8,15.0,1.32,1.08,1.34,1.3,1.06,1.31,1.08,0.92,1.18
0145_005.3,15.0,0.97,0.81,0.97,0.92,0.74,0.92,0.77,0.64,0.83
0145_005.8,15.0,0.76,0.54,0.77,0.7,0.5,0.71,0.58,0.43,0.64
0145_006.2,15.0,0.76,0.55,0.75,0.7,0.51,0.69,0.58,0.43,0.63
0145_006.6,2.0,0.8,0.71,0.9,0.73,0.65,0.83,0.61,0.56,0.74
0147_000.0,3.0,0.03,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.04
0147_001.0,3.0,0.03,0.03,0.04,0.02,0.03,0.04,0.02,0.03,0.03
0147_002.5,3.0,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.02,0.03
0147_003.1,3.0,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.02,0.03
0147_003.9,3.0,0.05,0.04,0.07,0.05,0.03,0.07,0.04,0.03,0.06
0147_004.8,3.0,0.05,0.04,0.07,0.04,0.04,0.06,0.03,0.03,0.06
0147_005.9,3.0,0.09,0.08,0.13,0.08,0.07,0.11,0.06,0.06,0.1
0147_006.9,3.0,0.1,0.09,0.17,0.09,0.08,0.15,0.07,0.07,0.14
0147_008.1,4.0,0.12,0.11,0.2,0.11,0.1,0.18,0.09,0.09,0.16
0147_008.6,4.0,0.12,0.11,0.2,0.1,0.1,0.17,0.08,0.09,0.16
0147_008.8,4.0,0.12,0.12,0.19,0.11,0.1,0.17,0.09,0.09,0.15
0147_009.1,4.0,0.1,0.12,0.17,0.09,0.11,0.15,0.08,0.09,0.14
0147_009.8,4.0,0.12,0.13,0.16,0.1,0.11,0.14,0.08,0.1,0.13
0147_010.3,4.0,0.12,0.13,0.16,0.1,0.11,0.14,0.08,0.1,0.13
0147_010.5,4.0,0.11,0.13,0.16,0.1,0.11,0.14,0.08,0.1,0.13
0147_010.8,4.0,0.13,0.15,0.17,0.12,0.13,0.15,0.1,0.12,0.13
0147_011.1,3.0,0.13,0.15,0.18,0.12,0.14,0.16,0.1,0.12,0.15
0147_011.8,3.0,0.27,0.26,0.43,0.25,0.24,0.4,0.21,0.2,0.37
0147_012.1,3.0,0.66,0.57,0.91,0.61,0.52,0.87,0.5,0.45,0.8
0147_012.4,3.0,0.58,0.62,0.92,0.53,0.57,0.85,0.44,0.48,0.78
0147_012.7,3.0,0.56,0.63,0.88,0.52,0.58,0.81,0.43,0.49,0.74
0147_012.9,3.0,0.64,0.5,0.84,0.59,0.46,0.77,0.49,0.4,0.69
0147_013.2,3.0,0.47,0.27,0.63,0.44,0.25,0.58,0.36,0.22,0.52
0147_013.4,3.0,0.37,0.28,0.46,0.34,0.26,0.42,0.28,0.22,0.38
0147_014.4,3.0,0.45,0.41,0.58,0.42,0.38,0.53,0.35,0.33,0.48
0147_015.2,4.0,0.28,0.21,0.4,0.24,0.19,0.35,0.2,0.16,0.31
0147_016.2,4.0,0.12,0.11,0.2,0.1,0.09,0.18,0.08,0.08,0.15
0147_017.2,4.0,0.48,0.37,0.57,0.42,0.32,0.5,0.35,0.28,0.44
0151_000.0,2.0,0.81,0.5,0.93,0.75,0.46,0.88,0.62,0.4,0.79
0151_000.3,2.0,0.9,0.48,1.04,0.83,0.44,1.02,0.69,0.38,0.91
0151_000.5,2.0,0.91,0.44,1.11,0.87,0.41,1.09,0.72,0.35,0.98
0151_001.0,2.0,0.67,0.3,0.86,0.61,0.27,0.79,0.51,0.24,0.71
0151_001.5,2.0,0.73,0.33,0.76,0.67,0.3,0.7,0.55,0.26,0.65
0151_002.0,2.0,0.98,0.61,1.27,0.93,0.56,1.25,0.77,0.48,1.15
0151_002.5,2.0,1.02,0.75,1.42,1.0,0.69,1.39,0.83,0.59,1.28
0151_003.0,2.0,1.01,0.78,1.41,0.98,0.72,1.38,0.81,0.61,1.27
0151_003.5,2.0,0.99,0.75,1.35,0.94,0.69,1.32,0.78,0.58,1.22
0151_003.9,2.0,0.87,0.82,1.13,0.8,0.75,1.11,0.67,0.64,1.02
0152_000.0,2.0,0.62,0.45,0.73,0.57,0.41,0.67,0.48,0.35,0.62
0152_000.1,2.0,0.6,0.41,0.74,0.55,0.38,0.68,0.46,0.32,0.62
0152_000.7,2.0,0.53,0.31,0.58,0.49,0.29,0.53,0.41,0.25,0.48
0152_001.4,2.0,0.9,0.67,1.08,0.85,0.62,1.06,0.71,0.53,0.95
0152_002.3,2.0,0.94,0.67,1.17,0.89,0.62,1.15,0.75,0.54,1.03
0152_002.5,2.0,0.92,0.66,1.06,0.88,0.6,1.04,0.73,0.52,0.94
0152_002.8,2.0,0.91,0.66,1.05,0.86,0.6,1.03,0.72,0.52,0.93
0154_000.0,2.0,0.7,0.61,0.84,0.64,0.56,0.77,0.53,0.48,0.71
0154_000.5,32.0,0.76,0.55,0.75,0.7,0.5,0.69,0.59,0.39,0.62
0154_000.8,32.0,0.71,0.52,0.84,0.65,0.48,0.77,0.56,0.37,0.7
0154_001.4,32.0,0.93,0.61,1.01,0.82,0.53,0.92,0.7,0.42,0.83
0154_003.2,32.0,0.51,0.36,0.56,0.44,0.32,0.49,0.38,0.25,0.44
0154_004.2,13.0,0.78,0.58,0.93,0.72,0.53,0.89,0.6,0.46,0.8
0154_005.8,13.0,0.69,0.56,1.02,0.64,0.52,0.99,0.53,0.45,0.89
0154_006.8,13.0,0.83,0.61,0.99,0.76,0.56,0.96,0.63,0.48,0.86
0154_008.3,13.0,1.05,0.77,1.09,1.02,0.71,1.07,0.85,0.6,0.98
0154_009.6,13.0,1.0,0.77,1.03,0.95,0.71,1.0,0.79,0.62,0.9
0154_010.4,13.0,1.04,0.84,1.11,1.02,0.77,1.09,0.85,0.67,0.98
0154_011.4,13.0,0.98,0.8,0.99,0.95,0.74,0.96,0.79,0.63,0.89
0154_012.9,13.0,1.17,0.92,1.25,1.15,0.87,1.23,0.96,0.75,1.11
0154_013.9,13.0,1.17,0.95,1.17,1.15,0.9,1.15,0.96,0.78,1.03
0154_014.9,13.0,1.17,0.91,1.21,1.15,0.86,1.18,0.96,0.75,1.06
0154_015.9,13.0,1.23,0.97,1.18,1.2,0.92,1.16,1.0,0.79,1.07
0154_016.9,15.0,1.06,0.82,1.03,1.04,0.76,1.01,0.86,0.65,0.93
0154_017.9,15.0,1.17,0.86,1.11,1.14,0.79,1.09,0.95,0.67,1.01
0154_018.9,15.0,1.31,0.92,1.24,1.29,0.87,1.21,1.06,0.74,1.12
0154_019.5,15.0,0.95,0.67,0.95,0.91,0.62,0.9,0.75,0.53,0.83
0154_020.0,15.0,0.9,0.61,0.9,0.83,0.56,0.83,0.68,0.48,0.77
0154_021.0,14.0,1.13,0.85,1.23,1.1,0.78,1.21,0.91,0.67,1.11
0154_022.3,14.0,0.84,0.64,0.96,0.77,0.59,0.91,0.64,0.51,0.82
0156_000.0,2.0,1.01,0.79,1.03,0.98,0.72,1.01,0.81,0.62,0.93
0156_000.2,2.0,1.22,0.95,1.2,1.2,0.91,1.17,0.99,0.77,1.08
0156_000.3,2.0,1.25,0.93,1.17,1.22,0.88,1.14,1.01,0.75,1.05
0156_000.6,2.0,1.1,0.86,1.09,1.08,0.79,1.06,0.89,0.67,0.98
0156_001.0,2.0,1.09,0.83,1.04,1.06,0.77,1.02,0.88,0.65,0.94
0156_001.2,2.0,0.75,0.57,0.86,0.69,0.52,0.79,0.57,0.45,0.73
0164_000.0,2.0,1.01,0.69,0.91,0.98,0.64,0.87,0.82,0.55,0.78
0164_000.5,2.0,0.43,0.37,0.59,0.39,0.34,0.55,0.33,0.3,0.49
0164_001.1,2.0,0.45,0.45,0.71,0.41,0.41,0.65,0.34,0.36,0.59
0164_001.7,2.0,0.53,0.51,0.86,0.46,0.45,0.76,0.39,0.39,0.66
0164_002.0,2.0,0.42,0.41,0.66,0.39,0.38,0.61,0.33,0.33,0.55
0164_002.3,2.0,0.45,0.41,0.64,0.4,0.36,0.56,0.33,0.32,0.49
0171_000.0,2.0,0.8,0.79,1.08,0.73,0.72,1.06,0.61,0.63,0.96
0171_000.5,2.0,0.78,0.78,1.0,0.72,0.72,0.97,0.6,0.62,0.87
0171_001.5,2.0,0.64,0.55,0.77,0.59,0.51,0.7,0.49,0.44,0.63
0171_002.5,2.0,0.75,0.66,0.83,0.69,0.61,0.77,0.58,0.53,0.69
0171_003.3,2.0,0.65,0.54,0.81,0.6,0.5,0.75,0.5,0.43,0.67
0171_003.5,2.0,0.67,0.5,0.87,0.62,0.46,0.8,0.51,0.4,0.72
0171_004.0,2.0,0.71,0.49,0.91,0.66,0.45,0.84,0.55,0.39,0.75
0171_004.5,2.0,0.99,0.72,1.12,0.96,0.66,1.1,0.8,0.56,1.01
0171_005.0,2.0,0.99,0.71,1.09,0.94,0.65,1.07,0.78,0.56,0.99
0171_005.5,2.0,0.91,0.66,1.02,0.84,0.61,0.99,0.69,0.52,0.91
0171_005.8,2.0,0.98,0.8,1.13,0.93,0.74,1.1,0.77,0.63,1.02
0171_006.0,2.0,0.9,0.72,0.97,0.86,0.67,0.92,0.71,0.57,0.85
0171_006.5,2.0,0.74,0.63,0.77,0.68,0.58,0.71,0.56,0.49,0.65
0171_007.0,2.0,0.94,0.79,0.96,0.9,0.73,0.91,0.74,0.62,0.84
0171_007.3,2.0,0.74,0.65,0.88,0.68,0.6,0.81,0.56,0.51,0.75
0171_007.6,2.0,0.69,0.58,0.92,0.64,0.53,0.87,0.53,0.45,0.8
0171_008.0,2.0,0.8,0.48,0.98,0.74,0.44,0.93,0.61,0.37,0.86
0171_008.8,2.0,0.73,0.49,0.91,0.67,0.45,0.87,0.55,0.38,0.8
0171_009.2,2.0,0.68,0.56,0.73,0.63,0.52,0.68,0.52,0.44,0.62
0171_009.5,2.0,0.69,0.56,0.79,0.63,0.52,0.72,0.52,0.44,0.67
0171_009.8,2.0,0.69,0.57,0.83,0.63,0.52,0.76,0.52,0.45,0.7
0171_010.0,2.0,1.07,0.94,1.24,1.05,0.89,1.22,0.86,0.76,1.12
0171_010.1,2.0,0.86,0.83,0.97,0.79,0.76,0.92,0.65,0.65,0.85
0171_010.4,2.0,0.9,0.83,0.97,0.83,0.76,0.92,0.69,0.65,0.85
0171_010.6,2.0,0.93,0.82,1.05,0.88,0.75,1.03,0.73,0.64,0.95
0171_010.7,2.0,1.0,0.86,1.15,0.95,0.79,1.13,0.78,0.67,1.04
0171_011.0,2.0,0.96,0.85,1.1,0.91,0.78,1.08,0.75,0.67,0.99
0171_011.3,2.0,0.54,0.47,0.7,0.49,0.43,0.65,0.41,0.37,0.58
0171_011.6,2.0,0.68,0.56,0.89,0.63,0.51,0.82,0.52,0.44,0.75
0171_011.9,2.0,0.82,0.7,1.01,0.75,0.64,0.98,0.62,0.55,0.9
0171_012.2,2.0,0.79,0.7,0.98,0.73,0.65,0.95,0.6,0.55,0.88
0171_012.5,2.0,0.89,0.69,1.08,0.82,0.63,1.06,0.68,0.54,0.98
0171_012.7,2.0,0.49,0.39,0.6,0.45,0.36,0.55,0.37,0.3,0.51
0171_013.1,2.0,0.46,0.4,0.58,0.43,0.37,0.53,0.35,0.32,0.49
0171_013.6,2.0,0.56,0.43,0.74,0.52,0.39,0.68,0.43,0.34,0.61
0171_014.1,2.0,0.54,0.5,0.74,0.49,0.46,0.68,0.41,0.4,0.62
0171_014.6,2.0,0.36,0.42,0.6,0.33,0.39,0.55,0.28,0.34,0.49
0171_015.6,2.0,0.4,0.5,0.98,0.37,0.46,0.93,0.31,0.4,0.84
0172_000.0,2.0,0.99,0.45,1.2,0.96,0.41,1.18,0.8,0.36,1.06
0172_001.0,2.0,1.38,0.75,1.55,1.36,0.69,1.51,1.13,0.6,1.36
0172_002.0,2.0,1.16,0.75,1.24,1.13,0.69,1.21,0.95,0.6,1.09
0172_003.0,2.0,0.83,0.45,0.87,0.76,0.41,0.8,0.64,0.36,0.72
0172_004.0,2.0,1.36,0.81,1.45,1.33,0.74,1.42,1.1,0.63,1.31
0172_004.5,2.0,1.53,0.81,1.54,1.5,0.75,1.51,1.24,0.64,1.39
0172_005.0,2.0,1.45,0.82,1.47,1.43,0.76,1.44,1.18,0.65,1.33
0172_005.5,2.0,1.42,0.84,1.46,1.39,0.78,1.43,1.15,0.66,1.32
0172_006.0,2.0,0.72,0.36,0.69,0.67,0.33,0.64,0.56,0.29,0.57
0172_006.5,2.0,0.89,0.38,0.9,0.82,0.35,0.83,0.68,0.31,0.75
0172_007.0,2.0,1.52,0.9,1.46,1.49,0.83,1.43,1.24,0.72,1.29
0172_008.0,2.0,1.33,0.81,1.32,1.3,0.75,1.3,1.08,0.65,1.17
0172_008.5,2.0,1.11,0.77,1.12,1.09,0.71,1.1,0.91,0.61,0.99
0173_000.0,3.0,0.44,0.32,1.12,0.39,0.28,1.06,0.32,0.24,0.93
0173_000.7,3.0,0.48,0.34,1.12,0.42,0.3,1.07,0.35,0.26,0.93
0173_001.7,3.0,0.31,0.22,0.54,0.28,0.2,0.5,0.24,0.17,0.45
0173_002.2,3.0,0.28,0.19,0.45,0.25,0.17,0.41,0.21,0.15,0.37
0173_002.8,3.0,0.61,0.44,0.82,0.56,0.41,0.75,0.47,0.35,0.69
0173_003.8,3.0,0.54,0.33,0.62,0.5,0.31,0.57,0.41,0.26,0.53
0173_004.4,3.0,0.58,0.3,0.6,0.53,0.28,0.55,0.44,0.24,0.51
0173_004.7,3.0,1.1,0.66,1.23,1.08,0.6,1.21,0.89,0.51,1.11
0173_005.0,3.0,1.27,0.78,1.43,1.24,0.72,1.4,1.04,0.62,1.26
0173_005.3,3.0,1.21,0.8,1.39,1.19,0.74,1.37,0.99,0.64,1.23
0173_005.8,3.0,1.26,0.84,1.33,1.24,0.77,1.3,1.03,0.67,1.17
0173_006.3,3.0,1.25,0.75,1.42,1.22,0.69,1.39,1.02,0.6,1.25
0173_006.8,3.0,1.22,0.79,1.33,1.2,0.73,1.3,0.99,0.62,1.2
0173_007.3,3.0,0.78,0.71,1.05,0.72,0.66,1.02,0.59,0.56,0.94
0173_007.7,3.0,0.9,0.62,1.15,0.83,0.57,1.13,0.69,0.5,1.02
0173_008.8,3.0,0.81,0.56,1.02,0.75,0.52,0.99,0.62,0.44,0.91
0173_009.2,3.0,0.78,0.58,0.79,0.72,0.53,0.73,0.6,0.45,0.67
0173_009.3,3.0,0.78,0.57,0.8,0.72,0.52,0.73,0.59,0.45,0.68
0175_000.0,3.0,0.92,0.9,1.34,0.88,0.82,1.31,0.72,0.7,1.21
0175_000.1,3.0,0.96,0.87,1.32,0.91,0.8,1.3,0.76,0.68,1.19
0175_000.4,3.0,1.04,0.77,1.4,1.02,0.71,1.37,0.85,0.62,1.23
0175_000.9,3.0,1.04,0.76,1.36,1.02,0.7,1.33,0.85,0.6,1.2
0175_001.4,3.0,1.12,0.79,1.32,1.1,0.73,1.29,0.92,0.63,1.16
0175_001.9,3.0,1.13,0.78,1.35,1.11,0.72,1.32,0.93,0.62,1.19
0175_002.4,3.0,0.74,0.51,0.87,0.68,0.47,0.8,0.57,0.41,0.72
0175_002.9,3.0,0.86,0.56,0.93,0.79,0.52,0.88,0.66,0.45,0.79
0175_003.5,3.0,0.66,0.54,0.75,0.6,0.49,0.69,0.5,0.43,0.62
0175_003.9,3.0,0.75,0.58,0.9,0.69,0.53,0.85,0.57,0.45,0.79
0175_004.5,3.0,0.42,0.42,0.61,0.39,0.39,0.56,0.32,0.33,0.51
0175_004.7,3.0,0.57,0.46,0.73,0.52,0.42,0.67,0.43,0.36,0.62
0176_000.0,15.0,1.25,1.12,1.38,1.23,1.09,1.35,1.02,0.93,1.24
0176_000.4,15.0,1.42,1.18,1.4,1.39,1.15,1.37,1.15,0.98,1.27
0178_000.0,3.0,0.95,0.92,1.37,0.9,0.85,1.34,0.75,0.74,1.21
0178_000.2,3.0,0.78,0.59,0.82,0.72,0.54,0.75,0.6,0.47,0.68
0178_000.7,3.0,0.42,0.44,0.57,0.38,0.41,0.52,0.32,0.35,0.47
0178_001.0,3.0,0.4,0.41,0.51,0.37,0.38,0.47,0.31,0.33,0.42
0180_000.1,3.0,0.76,0.63,0.76,0.7,0.58,0.7,0.58,0.49,0.64
0186_000.0,2.0,0.92,0.77,0.92,0.87,0.71,0.85,0.72,0.61,0.78
0186_001.2,2.0,0.81,0.7,0.74,0.75,0.64,0.68,0.62,0.55,0.63
0186_001.5,2.0,1.29,1.08,1.25,1.26,1.06,1.22,1.05,0.9,1.13
0186_001.6,2.0,1.23,1.02,1.19,1.2,0.99,1.17,1.0,0.84,1.08
0186_001.9,2.0,0.56,0.47,0.57,0.52,0.43,0.52,0.43,0.37,0.48
0186_002.1,2.0,0.64,0.63,0.67,0.59,0.58,0.62,0.48,0.5,0.57
0186_002.2,2.0,0.6,0.63,0.68,0.55,0.58,0.62,0.46,0.49,0.57
0186_002.4,2.0,0.69,0.66,0.74,0.64,0.61,0.68,0.53,0.52,0.63
0186_002.5,2.0,0.66,0.63,0.72,0.61,0.58,0.66,0.5,0.49,0.61
0186_002.7,3.0,0.7,0.62,0.84,0.64,0.57,0.77,0.53,0.48,0.71
0186_002.8,3.0,0.73,0.64,0.89,0.67,0.59,0.82,0.56,0.5,0.75
0186_003.0,3.0,0.73,0.65,0.86,0.67,0.59,0.79,0.55,0.51,0.73
0186_003.3,3.0,0.59,0.52,0.77,0.55,0.48,0.71,0.45,0.41,0.65
0186_003.6,2.0,0.62,0.51,0.61,0.57,0.47,0.56,0.47,0.4,0.52
0186_003.9,2.0,0.66,0.5,0.76,0.6,0.46,0.7,0.5,0.39,0.65
0186_004.6,2.0,0.72,0.55,0.69,0.66,0.5,0.64,0.55,0.43,0.59
0186_004.7,2.0,0.72,0.55,0.69,0.66,0.5,0.64,0.55,0.43,0.59
0186_005.0,2.0,0.58,0.44,0.69,0.54,0.41,0.64,0.45,0.35,0.59
0186_005.5,2.0,1.41,0.89,1.4,1.38,0.82,1.37,1.15,0.7,1.27
0186_006.0,2.0,1.4,0.77,1.39,1.37,0.71,1.36,1.14,0.62,1.22
0186_006.4,2.0,1.34,0.7,1.36,1.32,0.65,1.33,1.1,0.56,1.2
0186_006.7,2.0,1.41,0.77,1.42,1.38,0.7,1.39,1.15,0.61,1.25
0186_006.9,2.0,1.96,1.09,1.87,1.92,1.07,1.83,1.59,0.91,1.69
0186_007.4,2.0,1.84,1.06,1.82,1.8,1.03,1.78,1.5,0.9,1.6
0186_008.0,2.0,1.18,0.78,1.21,1.16,0.71,1.19,0.97,0.62,1.07
0189_000.0,2.0,1.44,1.07,1.13,1.42,1.04,1.1,1.17,0.89,1.02
0189_000.2,2.0,1.1,0.91,0.9,1.08,0.84,0.86,0.89,0.71,0.79
0189_000.6,2.0,0.82,0.67,0.87,0.75,0.62,0.8,0.62,0.53,0.73
0189_001.1,4.0,1.45,1.38,1.65,1.42,1.36,1.61,1.17,1.16,1.49
0189_001.4,2.0,1.0,0.92,1.0,0.95,0.84,0.97,0.79,0.72,0.89
0189_001.6,2.0,0.89,0.63,0.9,0.82,0.58,0.86,0.67,0.5,0.79
0189_001.9,2.0,0.92,0.79,1.03,0.88,0.73,1.0,0.73,0.62,0.92
0189_002.1,2.0,0.92,0.81,0.99,0.84,0.74,0.96,0.7,0.63,0.88
0189_002.4,2.0,0.96,0.81,1.11,0.91,0.74,1.09,0.75,0.63,1.01
0189_002.6,2.0,1.0,0.78,1.09,0.95,0.71,1.07,0.79,0.61,0.99
0189_002.7,2.0,1.12,0.91,1.17,1.1,0.86,1.15,0.91,0.74,1.06
0189_002.9,2.0,0.81,0.79,1.11,0.75,0.73,1.09,0.62,0.62,1.0
0189_003.1,2.0,0.85,0.75,1.02,0.78,0.69,0.99,0.65,0.59,0.91
0189_003.4,2.0,0.69,0.66,0.79,0.63,0.61,0.73,0.52,0.52,0.67
0189_004.0,15.0,0.91,0.77,1.08,0.84,0.71,1.06,0.7,0.62,0.95
0189_005.3,15.0,0.74,0.61,1.0,0.68,0.56,0.97,0.57,0.49,0.87
0189_005.7,3.0,1.4,1.2,1.94,1.37,1.18,1.9,1.13,1.0,1.76
0189_006.3,15.0,0.78,0.49,0.89,0.72,0.46,0.82,0.59,0.39,0.75
0189_007.0,15.0,1.33,0.89,1.56,1.3,0.82,1.52,1.09,0.71,1.37
0189_007.4,15.0,0.84,0.62,0.95,0.77,0.57,0.9,0.64,0.5,0.81
0189_009.9,15.0,0.57,0.42,0.66,0.52,0.39,0.61,0.43,0.34,0.55
0189_013.1,15.0,0.54,0.41,0.63,0.48,0.36,0.56,0.4,0.31,0.51
0190_000.0,3.0,0.38,0.37,0.63,0.35,0.34,0.58,0.29,0.29,0.54
0190_000.1,2.0,0.43,0.35,0.5,0.4,0.32,0.46,0.33,0.27,0.43
0190_000.3,2.0,0.46,0.33,0.59,0.42,0.3,0.54,0.35,0.26,0.5
0190_000.8,2.0,0.82,0.47,1.07,0.75,0.43,1.05,0.62,0.37,0.97
0190_001.8,3.0,0.36,0.26,0.37,0.32,0.23,0.33,0.2,0.18,0.28
0190_004.7,3.0,0.34,0.24,0.35,0.3,0.21,0.31,0.19,0.17,0.26
0190_011.6,3.0,0.18,0.13,0.18,0.15,0.12,0.16,0.1,0.09,0.14
0190_015.8,3.0,0.04,0.02,0.04,0.03,0.02,0.03,0.03,0.02,0.03
0193_000.0,2.0,0.32,0.25,0.43,0.29,0.23,0.39,0.24,0.2,0.35
0193_001.0,2.0,0.69,0.49,0.83,0.63,0.45,0.77,0.53,0.39,0.69
0193_002.0,2.0,1.55,1.1,1.79,1.52,1.08,1.76,1.27,0.93,1.58
0193_002.7,2.0,0.57,0.46,0.78,0.52,0.43,0.72,0.43,0.36,0.66
0193_003.8,2.0,0.96,0.65,1.01,0.91,0.6,0.98,0.75,0.51,0.9
0193_004.2,2.0,0.86,0.64,0.9,0.8,0.59,0.86,0.66,0.5,0.79
0193_004.4,2.0,1.11,0.87,0.94,1.09,0.8,0.9,0.9,0.68,0.83
0193_004.5,2.0,1.01,0.78,1.1,0.98,0.72,1.08,0.81,0.61,1.0
0193_005.2,2.0,1.1,0.85,1.2,1.08,0.78,1.18,0.89,0.67,1.08
0193_006.0,2.0,1.06,0.85,1.23,1.04,0.78,1.21,0.86,0.67,1.11
0193_006.7,2.0,0.91,0.68,1.03,0.84,0.63,1.01,0.7,0.54,0.91
0193_007.2,2.0,0.91,0.65,1.07,0.84,0.6,1.05,0.7,0.52,0.94
0193_007.8,2.0,0.81,0.65,0.91,0.74,0.6,0.87,0.62,0.52,0.78
0194_000.0,33.0,0.58,0.51,0.65,0.54,0.47,0.6,0.45,0.41,0.54
0194_000.8,33.0,0.45,0.39,0.57,0.41,0.35,0.52,0.35,0.31,0.47
0194_001.9,33.0,0.52,0.41,0.61,0.48,0.38,0.56,0.41,0.3,0.52
0194_002.4,3.0,1.22,0.99,1.69,1.2,0.94,1.66,1.0,0.82,1.49
0194_002.8,3.0,0.66,0.5,0.7,0.61,0.46,0.64,0.51,0.4,0.58
0198_000.0,2.0,0.46,0.34,0.47,0.41,0.3,0.41,0.34,0.26,0.36
0198_000.1,2.0,0.33,0.32,0.49,0.29,0.29,0.43,0.24,0.25,0.38
0198_000.3,2.0,0.34,0.29,0.47,0.3,0.25,0.41,0.25,0.22,0.36
0198_000.5,2.0,0.33,0.3,0.48,0.29,0.26,0.42,0.24,0.23,0.37
0198_001.4,2.0,0.35,0.3,0.49,0.3,0.27,0.43,0.25,0.23,0.38
0198_001.9,2.0,0.29,0.25,0.39,0.25,0.22,0.34,0.21,0.19,0.32
0198_002.4,2.0,0.4,0.36,0.58,0.35,0.32,0.51,0.29,0.27,0.45
0198_002.9,2.0,0.37,0.34,0.56,0.34,0.32,0.52,0.28,0.27,0.46
0198_003.7,2.0,0.5,0.44,0.74,0.46,0.41,0.68,0.38,0.35,0.61
0198_004.1,2.0,0.51,0.42,0.67,0.47,0.38,0.62,0.39,0.33,0.55
0198_004.4,2.0,0.91,0.8,1.05,0.86,0.73,1.03,0.72,0.64,0.92
0198_005.0,2.0,0.98,0.73,1.1,0.93,0.68,1.08,0.78,0.59,0.97
0198_005.3,2.0,0.93,0.77,1.12,0.88,0.71,1.1,0.73,0.61,0.99
0198_005.4,2.0,0.76,0.8,0.92,0.7,0.74,0.84,0.58,0.64,0.76
0198_005.9,2.0,0.96,0.91,1.24,0.91,0.87,1.21,0.76,0.75,1.09
0198_006.3,2.0,0.73,0.67,0.92,0.68,0.62,0.86,0.56,0.53,0.77
0198_007.6,2.0,0.68,0.61,0.94,0.6,0.53,0.86,0.49,0.46,0.75
0198_008.7,2.0,0.66,0.63,0.8,0.61,0.58,0.73,0.51,0.51,0.66
0198_008.9,2.0,0.74,0.61,0.86,0.68,0.57,0.79,0.57,0.49,0.71
0198_009.1,2.0,0.68,0.56,0.65,0.6,0.49,0.57,0.5,0.42,0.5
0198_009.5,2.0,0.74,0.57,0.9,0.65,0.5,0.8,0.54,0.44,0.69
0198_009.9,2.0,0.73,0.56,0.83,0.64,0.49,0.73,0.53,0.43,0.64
