SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0266_005.3,2.0,0.64,0.6,0.88,0.59,0.55,0.81,0.49,0.47,0.75
0266_006.0,2.0,0.8,0.66,0.9,0.74,0.61,0.83,0.61,0.52,0.77
0266_006.6,2.0,0.7,0.67,0.81,0.65,0.62,0.75,0.54,0.53,0.69
0266_006.9,2.0,0.7,0.7,0.9,0.65,0.64,0.86,0.54,0.55,0.77
0266_007.4,2.0,0.85,0.85,1.27,0.78,0.78,1.24,0.65,0.68,1.11
0266_008.1,2.0,0.71,0.9,1.63,0.65,0.83,1.6,0.54,0.72,1.44
0268_000.0,3.0,0.36,0.52,0.87,0.33,0.48,0.8,0.28,0.4,0.74
0268_000.2,3.0,0.47,0.37,0.42,0.43,0.34,0.38,0.36,0.29,0.35
0268_000.6,3.0,0.45,0.4,0.41,0.41,0.37,0.38,0.34,0.31,0.35
0269_000.0,2.0,1.45,1.2,1.27,1.42,1.17,1.24,1.17,1.0,1.14
0269_000.2,2.0,1.6,1.34,1.47,1.56,1.31,1.44,1.29,1.12,1.33
0269_000.3,2.0,1.35,1.16,1.19,1.32,1.14,1.17,1.09,0.97,1.08
0269_000.5,2.0,1.23,1.08,1.2,1.21,1.06,1.18,1.0,0.9,1.09
0269_000.6,2.0,0.95,0.84,0.91,0.9,0.77,0.86,0.75,0.66,0.8
0269_000.8,2.0,0.96,0.86,0.95,0.92,0.79,0.91,0.76,0.67,0.83
0269_000.9,2.0,0.52,0.55,0.68,0.48,0.51,0.62,0.39,0.43,0.57
0269_001.0,2.0,0.47,0.54,0.66,0.43,0.5,0.61,0.36,0.43,0.56
0269_001.2,2.0,0.68,0.81,0.95,0.62,0.75,0.9,0.52,0.64,0.83
0269_001.3,2.0,0.66,0.8,0.97,0.6,0.73,0.93,0.5,0.62,0.85
0269_001.5,2.0,0.75,0.86,1.05,0.69,0.79,1.03,0.57,0.67,0.95
0269_001.7,2.0,0.96,1.02,1.37,0.92,0.99,1.34,0.76,0.85,1.24
0270_000.0,3.0,0.52,0.54,0.66,0.48,0.5,0.61,0.4,0.42,0.56
0270_000.2,3.0,0.53,0.55,0.71,0.48,0.5,0.66,0.4,0.43,0.61
0270_000.3,3.0,0.63,0.56,0.78,0.58,0.51,0.72,0.48,0.44,0.66
0270_000.5,3.0,0.7,0.73,0.92,0.65,0.67,0.88,0.54,0.57,0.81
0270_000.6,3.0,0.78,0.78,0.94,0.72,0.71,0.89,0.6,0.61,0.82
0273_000.0,3.0,0.69,0.38,0.72,0.63,0.35,0.67,0.53,0.3,0.6
0273_001.1,3.0,0.57,0.39,0.64,0.53,0.36,0.59,0.44,0.31,0.53
0273_002.1,3.0,0.47,0.36,0.58,0.43,0.34,0.54,0.36,0.29,0.48
0273_002.4,3.0,0.81,0.71,0.88,0.74,0.65,0.81,0.62,0.57,0.73
0273_003.0,3.0,0.68,0.6,0.91,0.63,0.56,0.83,0.53,0.48,0.75
0282_000.0,4.0,0.59,0.4,0.54,0.54,0.37,0.5,0.45,0.31,0.46
0282_000.1,4.0,1.51,0.64,1.4,1.48,0.59,1.37,1.22,0.5,1.27
0282_000.5,3.0,0.5,0.48,0.58,0.46,0.44,0.53,0.38,0.38,0.49
0282_001.0,3.0,1.59,0.86,1.5,1.56,0.79,1.47,1.29,0.67,1.36
0282_001.4,4.0,1.43,1.22,1.63,1.4,1.19,1.6,1.16,1.02,1.47
0282_001.8,4.0,0.5,0.53,0.67,0.46,0.49,0.61,0.38,0.41,0.56
0282_002.2,4.0,0.83,0.48,0.93,0.76,0.44,0.88,0.63,0.37,0.81
0282_002.4,4.0,0.75,0.49,0.57,0.69,0.45,0.53,0.57,0.38,0.49
0315_000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0315_000.9,5.0,0.9,0.65,1.04,0.79,0.57,0.97,0.66,0.49,0.85
0315_001.4,5.0,0.68,0.5,0.8,0.6,0.44,0.7,0.5,0.38,0.61
1082_008.5,5.0,0.2,0.13,0.14,0.17,0.11,0.12,0.15,0.09,0.11
1082_012.5,3.0,0.9,0.63,1.01,0.79,0.56,0.92,0.66,0.48,0.8
1082_013.3,3.0,0.76,0.66,0.9,0.7,0.6,0.83,0.58,0.52,0.75
1082_014.4,3.0,0.32,0.28,0.41,0.29,0.25,0.38,0.24,0.22,0.35
1084_000.0,5.0,0.03,0.04,0.07,0.03,0.03,0.06,0.03,0.03,0.06
1084_001.0,5.0,0.05,0.04,0.07,0.04,0.04,0.06,0.03,0.03,0.05
1085_000.0,4.0,0.18,0.14,0.26,0.16,0.12,0.22,0.13,0.11,0.2
1085_000.4,4.0,0.15,0.12,0.22,0.13,0.11,0.19,0.11,0.09,0.17
1085_001.5,5.0,0.14,0.14,0.21,0.12,0.12,0.19,0.1,0.11,0.16
1085_002.3,5.0,0.2,0.18,0.32,0.18,0.16,0.28,0.15,0.14,0.25
1085_003.4,5.0,0.14,0.11,0.38,0.12,0.09,0.33,0.1,0.08,0.29
1085_004.1,5.0,0.3,0.24,0.6,0.26,0.21,0.53,0.22,0.18,0.46
1085_004.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085_005.4,4.0,0.24,0.22,0.35,0.21,0.19,0.3,0.17,0.17,0.27
1086_000.0,3.0,0.37,0.37,0.48,0.34,0.34,0.44,0.28,0.29,0.41
1086_000.7,3.0,0.45,0.43,0.59,0.42,0.4,0.54,0.34,0.34,0.5
1086_001.2,3.0,0.39,0.35,0.51,0.36,0.32,0.47,0.29,0.27,0.43
1086_001.7,3.0,0.22,0.19,0.29,0.2,0.18,0.27,0.17,0.15,0.25
1086_001.9,3.0,0.23,0.19,0.3,0.21,0.18,0.28,0.17,0.15,0.25
1086_002.6,3.0,0.27,0.21,0.34,0.25,0.2,0.31,0.21,0.17,0.28
1086_003.0,3.0,0.24,0.22,0.31,0.21,0.19,0.28,0.17,0.16,0.24
1086_003.4,3.0,0.25,0.19,0.25,0.22,0.17,0.22,0.18,0.15,0.19
1088_000.0,3.0,0.36,0.38,0.47,0.33,0.35,0.43,0.28,0.29,0.4
1088_000.4,5.0,0.36,0.41,0.57,0.33,0.38,0.52,0.28,0.33,0.47
1088_000.6,5.0,0.4,0.4,0.57,0.36,0.37,0.52,0.3,0.32,0.47
1090_000.0,5.0,0.09,0.08,0.13,0.08,0.07,0.12,0.07,0.06,0.1
1090_000.7,5.0,0.39,0.36,0.47,0.36,0.33,0.43,0.3,0.29,0.39
1090_001.2,5.0,0.28,0.24,0.35,0.26,0.22,0.32,0.22,0.19,0.29
1090_001.5,5.0,0.29,0.29,0.41,0.27,0.27,0.38,0.22,0.23,0.34
1092_000.0,5.0,0.05,0.05,0.07,0.05,0.05,0.06,0.04,0.04,0.06
1092_000.7,5.0,0.16,0.16,0.21,0.15,0.14,0.2,0.12,0.12,0.18
1092_001.2,5.0,0.09,0.09,0.13,0.08,0.08,0.12,0.07,0.07,0.11
1094_000.0,5.0,0.08,0.07,0.1,0.08,0.06,0.1,0.06,0.05,0.09
1094_000.4,5.0,0.4,0.32,0.51,0.37,0.29,0.47,0.3,0.25,0.43
1094_000.6,5.0,0.38,0.31,0.52,0.35,0.28,0.48,0.29,0.25,0.43
1094_000.9,5.0,0.23,0.2,0.36,0.21,0.19,0.33,0.18,0.16,0.3
1094_001.5,4.0,0.11,0.11,0.15,0.1,0.1,0.14,0.08,0.09,0.12
1096_000.0,5.0,0.11,0.11,0.16,0.1,0.1,0.15,0.09,0.09,0.13
1096_000.4,5.0,0.11,0.1,0.15,0.1,0.1,0.14,0.08,0.08,0.12
1098_000.0,4.0,0.5,0.42,0.66,0.44,0.37,0.58,0.37,0.32,0.51
1098_000.8,4.0,0.34,0.3,0.43,0.3,0.26,0.38,0.25,0.23,0.33
1100_000.0,5.0,0.44,0.43,0.61,0.41,0.4,0.56,0.34,0.34,0.5
1100_001.1,5.0,0.31,0.33,0.46,0.29,0.3,0.42,0.24,0.26,0.38
1100_001.6,5.0,0.13,0.12,0.18,0.12,0.11,0.16,0.1,0.09,0.15
1100_001.7,5.0,0.11,0.1,0.15,0.1,0.09,0.14,0.08,0.08,0.12
1102_000.0,2.0,0.04,0.0,0.06,0.04,0.0,0.05,0.03,0.0,0.05
1112_000.0,5.0,0.22,0.18,0.26,0.19,0.16,0.23,0.16,0.14,0.2
1112_002.2,5.0,0.24,0.18,0.24,0.21,0.16,0.21,0.17,0.14,0.19
1380_000.0,4.0,1.16,0.71,1.17,1.13,0.66,1.15,0.95,0.57,1.03
1380_000.1,3.0,0.84,0.52,0.77,0.78,0.48,0.71,0.65,0.42,0.63
1380_000.5,3.0,0.94,0.58,0.93,0.9,0.53,0.88,0.75,0.46,0.79
1380_001.2,3.0,1.24,0.79,1.25,1.22,0.72,1.23,1.01,0.63,1.1
1380_001.7,3.0,0.48,0.26,0.56,0.44,0.24,0.52,0.37,0.21,0.47
1384_000.0,5.0,0.32,0.43,0.44,0.3,0.39,0.41,0.25,0.34,0.37
1384_000.2,5.0,0.53,0.44,0.83,0.49,0.4,0.76,0.41,0.34,0.7
1384_000.6,5.0,0.59,0.48,0.85,0.54,0.44,0.79,0.45,0.37,0.72
1384_001.6,5.0,0.63,0.42,1.07,0.58,0.39,1.05,0.48,0.34,0.94
1384_002.5,5.0,0.93,0.23,1.68,0.88,0.21,1.65,0.73,0.18,1.52
1384_003.1,5.0,0.97,0.28,1.32,0.93,0.26,1.3,0.77,0.23,1.17
1384_003.8,5.0,0.91,0.28,1.45,0.86,0.26,1.42,0.72,0.23,1.28
1386_000.0,3.0,0.74,0.46,0.86,0.68,0.42,0.79,0.57,0.36,0.71
1386_000.5,3.0,0.81,0.54,0.85,0.74,0.49,0.79,0.61,0.42,0.72
1386_000.9,3.0,0.67,0.5,0.68,0.61,0.46,0.62,0.51,0.4,0.56
1388_000.0,3.0,1.08,0.71,1.11,1.06,0.66,1.09,0.88,0.56,1.01
1388_000.2,3.0,0.65,0.34,0.63,0.6,0.31,0.58,0.49,0.27,0.54
1388_000.5,3.0,0.91,0.45,0.93,0.86,0.41,0.89,0.72,0.36,0.8
1388_000.8,3.0,0.74,0.32,0.75,0.68,0.3,0.69,0.57,0.26,0.62
1388_001.4,3.0,0.6,0.31,0.73,0.55,0.29,0.67,0.46,0.25,0.61
1388_001.7,3.0,0.52,0.25,0.64,0.48,0.23,0.59,0.4,0.2,0.53
1388_002.4,3.0,1.17,0.83,1.32,1.14,0.76,1.3,0.95,0.65,1.2
1388_003.0,4.0,0.94,0.57,1.18,0.9,0.52,1.16,0.75,0.45,1.04
1388_003.9,4.0,0.66,0.2,0.9,0.61,0.18,0.86,0.51,0.16,0.77
1388_004.4,4.0,0.67,0.28,0.9,0.62,0.26,0.86,0.51,0.22,0.79
1388_004.9,4.0,0.26,0.1,0.43,0.24,0.09,0.39,0.2,0.08,0.35
1389_000.8,4.0,0.2,0.15,0.28,0.19,0.13,0.25,0.16,0.12,0.23
1389_001.2,4.0,0.14,0.09,0.18,0.13,0.08,0.17,0.1,0.07,0.15
1389_002.1,4.0,0.41,0.23,0.46,0.37,0.21,0.42,0.31,0.18,0.38
1389_003.1,4.0,0.31,0.18,0.42,0.29,0.17,0.39,0.24,0.14,0.35
1390_000.0,5.0,0.13,0.13,0.21,0.12,0.12,0.2,0.1,0.1,0.18
1390_000.3,5.0,0.16,0.13,0.3,0.15,0.12,0.27,0.12,0.1,0.25
1392_000.0,4.0,0.48,0.26,1.29,0.44,0.24,1.26,0.37,0.21,1.14
1392_001.2,4.0,1.36,0.55,1.66,1.33,0.51,1.63,1.11,0.44,1.46
1392_001.8,4.0,1.22,0.64,1.22,1.2,0.59,1.19,1.0,0.51,1.07
1392_002.1,4.0,0.52,0.29,0.63,0.48,0.27,0.58,0.4,0.23,0.52
1392_002.3,4.0,0.97,0.43,1.12,0.92,0.39,1.1,0.77,0.34,0.99
1392_002.4,4.0,0.49,0.26,0.56,0.45,0.24,0.52,0.38,0.21,0.47
1394_000.0,5.0,0.63,0.51,0.78,0.58,0.47,0.72,0.48,0.4,0.66
1396_000.0,4.0,0.69,0.52,0.76,0.64,0.48,0.7,0.53,0.42,0.63
1397_000.0,4.0,0.5,0.49,0.59,0.46,0.45,0.54,0.38,0.39,0.49
1398_000.0,4.0,0.16,0.16,0.32,0.14,0.15,0.29,0.12,0.13,0.27
1398_000.3,4.0,0.41,0.22,0.47,0.38,0.21,0.43,0.32,0.18,0.39
1400_000.0,4.0,0.37,0.32,0.52,0.34,0.29,0.48,0.28,0.26,0.43
1400_001.3,4.0,0.36,0.15,0.51,0.32,0.13,0.45,0.26,0.11,0.39
1400_002.7,4.0,0.24,0.19,0.37,0.22,0.17,0.34,0.18,0.15,0.31
1400_004.4,4.0,0.24,0.21,0.41,0.22,0.2,0.38,0.18,0.17,0.34
1400_006.5,4.0,0.6,0.47,0.79,0.55,0.43,0.73,0.46,0.38,0.65
1400_006.8,4.0,0.57,0.54,0.84,0.53,0.5,0.77,0.44,0.42,0.71
1400_007.5,3.0,0.52,0.58,0.71,0.48,0.53,0.65,0.4,0.45,0.6
1402_000.0,4.0,0.31,0.33,0.5,0.29,0.3,0.46,0.24,0.26,0.41
1404_000.0,3.0,0.65,0.58,0.88,0.6,0.53,0.81,0.5,0.45,0.75
1404_000.4,3.0,0.56,0.35,0.85,0.52,0.32,0.78,0.43,0.28,0.72
1404_001.1,4.0,0.9,0.39,1.02,0.85,0.36,0.99,0.71,0.31,0.91
1404_001.4,4.0,1.3,0.75,1.57,1.27,0.69,1.53,1.05,0.59,1.42
1404_002.1,4.0,1.04,0.6,1.27,1.02,0.56,1.25,0.84,0.47,1.15
1406_000.0,4.0,0.23,0.13,0.3,0.21,0.12,0.28,0.17,0.1,0.25
1408_000.0,3.0,0.67,0.59,0.88,0.62,0.54,0.81,0.51,0.46,0.75
1408_000.1,3.0,0.58,0.55,0.83,0.54,0.51,0.76,0.44,0.43,0.7
1408_000.7,3.0,0.95,0.64,1.0,0.91,0.59,0.97,0.76,0.51,0.87
1408_001.2,3.0,0.47,0.35,0.5,0.43,0.32,0.46,0.36,0.28,0.42
1410_000.0,4.0,0.61,0.37,0.73,0.56,0.34,0.67,0.47,0.29,0.61
1410_001.0,4.0,0.49,0.43,0.62,0.45,0.4,0.57,0.38,0.34,0.51
1410_001.5,4.0,0.86,0.98,1.28,0.79,0.93,1.25,0.66,0.79,1.16
1410_002.0,4.0,0.77,0.92,1.23,0.71,0.85,1.2,0.58,0.72,1.11
1410_002.2,4.0,0.9,0.78,1.21,0.86,0.72,1.18,0.71,0.61,1.09
1410_002.3,4.0,0.33,0.3,0.4,0.3,0.28,0.36,0.25,0.24,0.34
1416_000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416_009.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416_024.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418_000.0,4.0,0.5,0.54,0.68,0.46,0.49,0.63,0.38,0.43,0.57
1418_000.9,4.0,0.44,0.38,0.49,0.41,0.35,0.45,0.34,0.3,0.42
1418_001.7,4.0,0.7,0.14,1.06,0.64,0.13,1.04,0.53,0.11,0.96
1420_000.0,2.0,0.71,0.77,0.88,0.66,0.71,0.81,0.54,0.6,0.74
1420_000.3,3.0,0.57,0.66,0.73,0.52,0.6,0.67,0.43,0.51,0.62
1420_000.7,4.0,1.04,0.91,1.39,1.02,0.84,1.36,0.85,0.73,1.23
1422_000.0,3.0,0.93,0.61,1.01,0.88,0.56,0.98,0.73,0.48,0.91
1422_000.7,4.0,1.14,0.75,1.33,1.11,0.69,1.3,0.92,0.59,1.2
1422_001.5,5.0,1.67,0.5,1.93,1.64,0.46,1.89,1.36,0.39,1.74
1422_002.0,5.0,1.17,0.73,1.4,1.15,0.67,1.37,0.95,0.57,1.26
1424_000.0,4.0,0.37,0.39,0.53,0.34,0.36,0.49,0.28,0.31,0.45
1424_000.3,4.0,0.42,0.38,0.46,0.39,0.35,0.42,0.32,0.3,0.39
1425_000.0,5.0,0.31,0.2,0.61,0.28,0.18,0.56,0.24,0.16,0.5
1425_000.6,5.0,0.37,0.35,0.67,0.34,0.33,0.62,0.28,0.28,0.57
1427_000.0,3.0,0.61,0.51,0.77,0.56,0.47,0.71,0.46,0.4,0.65
1427_000.1,3.0,0.35,0.25,0.43,0.32,0.23,0.39,0.27,0.19,0.36
1427_000.8,5.0,1.09,0.88,1.46,1.06,0.81,1.43,0.88,0.69,1.32
1427_000.9,3.0,0.5,0.44,0.55,0.46,0.41,0.5,0.38,0.35,0.46
1427_001.4,4.0,1.55,1.48,2.01,1.52,1.45,1.97,1.26,1.23,1.82
1428_000.0,5.0,0.26,0.1,0.67,0.24,0.09,0.62,0.2,0.08,0.57
1428_000.4,5.0,0.24,0.16,0.45,0.22,0.15,0.42,0.18,0.13,0.38
1428_001.1,5.0,0.23,0.13,0.28,0.21,0.12,0.26,0.17,0.1,0.24
1428_001.7,5.0,0.37,0.04,0.68,0.34,0.04,0.62,0.28,0.03,0.56
1428_004.2,5.0,0.27,0.16,0.47,0.25,0.15,0.43,0.21,0.13,0.39
1430_000.0,5.0,0.44,0.51,0.57,0.41,0.47,0.52,0.34,0.41,0.47
1431_000.5,5.0,0.66,0.26,0.81,0.6,0.24,0.75,0.5,0.2,0.69
1431_001.0,5.0,0.64,0.5,0.98,0.59,0.46,0.94,0.49,0.4,0.84
1431_002.8,5.0,0.71,0.34,0.94,0.62,0.3,0.83,0.52,0.26,0.72
1431_004.1,5.0,0.41,0.29,0.66,0.37,0.27,0.61,0.31,0.23,0.55
1432_000.0,5.0,0.53,0.22,0.62,0.49,0.2,0.57,0.41,0.17,0.51
1433_000.0,5.0,0.78,0.86,0.95,0.72,0.8,0.9,0.6,0.68,0.83
1435_000.0,3.0,0.37,0.32,0.66,0.34,0.3,0.61,0.28,0.26,0.54
1435_000.4,3.0,0.62,0.63,1.03,0.57,0.58,1.01,0.48,0.5,0.91
1435_000.9,3.0,0.47,0.4,0.77,0.43,0.37,0.71,0.36,0.32,0.64
1435_001.5,3.0,0.39,0.31,0.67,0.36,0.29,0.62,0.3,0.25,0.56
1435_002.0,3.0,0.58,0.44,0.92,0.54,0.4,0.85,0.45,0.35,0.76
1435_002.5,3.0,0.85,0.59,0.99,0.78,0.54,0.96,0.65,0.47,0.86
1435_003.5,3.0,0.81,0.68,0.95,0.75,0.63,0.9,0.62,0.54,0.83
1436_000.0,5.0,0.45,0.51,0.7,0.42,0.47,0.64,0.34,0.4,0.59
1436_000.3,5.0,0.51,0.31,1.55,0.47,0.29,1.51,0.39,0.25,1.36
1438_000.8,3.0,0.85,0.81,1.09,0.79,0.74,1.07,0.65,0.63,0.99
1438_000.9,4.0,0.68,0.53,0.73,0.63,0.49,0.67,0.52,0.42,0.61
1438_001.9,4.0,0.93,0.47,1.15,0.88,0.43,1.12,0.73,0.38,1.01
1438_002.0,4.0,0.32,0.21,0.36,0.3,0.19,0.33,0.25,0.16,0.3
1438_002.4,4.0,0.48,0.34,0.53,0.44,0.31,0.49,0.37,0.27,0.44
1438_003.6,4.0,0.68,0.62,0.84,0.62,0.57,0.77,0.52,0.49,0.69
1438_004.6,4.0,0.7,0.68,0.94,0.65,0.63,0.89,0.54,0.54,0.8
1438_005.7,4.0,0.24,0.21,0.51,0.22,0.19,0.47,0.18,0.17,0.42
1439_000.0,3.0,0.7,0.55,0.84,0.64,0.5,0.78,0.53,0.44,0.7
1441_000.0,5.0,0.42,0.38,0.82,0.39,0.35,0.75,0.32,0.31,0.68
1442_000.0,3.0,1.02,0.87,1.24,0.99,0.8,1.21,0.82,0.69,1.09
1442_000.1,3.0,0.62,0.58,0.78,0.57,0.53,0.71,0.48,0.46,0.64
1443_000.0,4.0,0.1,0.09,0.15,0.1,0.08,0.14,0.08,0.07,0.13
1443_001.4,4.0,0.18,0.2,0.25,0.16,0.18,0.23,0.14,0.16,0.21
1445_000.6,4.0,0.22,0.14,0.37,0.2,0.13,0.34,0.17,0.11,0.3
1445_001.4,5.0,0.36,0.35,0.73,0.33,0.32,0.67,0.28,0.28,0.6
1445_002.9,5.0,0.98,0.84,1.6,0.93,0.77,1.57,0.78,0.67,1.41
1445_003.7,5.0,0.48,0.37,0.69,0.44,0.34,0.64,0.37,0.3,0.57
1446_000.0,4.0,0.23,0.24,0.48,0.21,0.22,0.44,0.18,0.2,0.39
1446_000.8,4.0,0.44,0.39,0.72,0.41,0.36,0.66,0.34,0.31,0.59
1446_001.7,4.0,0.24,0.13,0.31,0.22,0.12,0.29,0.19,0.1,0.26
1446_002.7,4.0,0.21,0.13,0.22,0.2,0.12,0.2,0.16,0.11,0.18
1448_000.2,4.0,0.4,0.36,0.77,0.37,0.33,0.71,0.31,0.29,0.64
1449_000.0,4.0,0.35,0.29,0.51,0.32,0.27,0.47,0.27,0.23,0.42
1449_001.3,4.0,0.3,0.21,0.39,0.28,0.2,0.36,0.23,0.17,0.32
1450_000.0,4.0,0.22,0.18,0.42,0.21,0.16,0.38,0.17,0.14,0.34
1450_000.8,4.0,0.26,0.22,0.39,0.24,0.21,0.36,0.2,0.18,0.32
1452_000.0,3.0,0.52,0.35,0.79,0.48,0.32,0.73,0.4,0.28,0.66
1452_000.9,3.0,0.48,0.41,0.76,0.44,0.37,0.7,0.37,0.32,0.65
1454_000.0,3.0,0.95,0.86,1.14,0.91,0.79,1.12,0.75,0.67,1.03
1454_000.6,3.0,0.69,0.67,0.83,0.63,0.61,0.76,0.53,0.52,0.7
1456_000.0,3.0,0.45,0.37,0.72,0.42,0.34,0.66,0.35,0.3,0.59
1456_000.2,3.0,0.38,0.3,0.55,0.35,0.27,0.51,0.29,0.24,0.46
1456_001.0,3.0,0.56,0.51,0.78,0.51,0.46,0.72,0.43,0.4,0.64
1456_001.7,3.0,0.87,0.81,1.26,0.8,0.75,1.24,0.67,0.65,1.11
1456_002.7,3.0,0.69,0.52,0.93,0.63,0.48,0.89,0.53,0.42,0.8
1456_003.4,3.0,0.87,0.63,0.98,0.8,0.58,0.96,0.67,0.5,0.86
1456_003.7,3.0,0.4,0.3,0.52,0.37,0.28,0.48,0.31,0.24,0.43
1458_000.0,4.0,0.54,0.41,1.01,0.49,0.38,0.98,0.41,0.33,0.88
1458_000.4,4.0,0.6,0.41,0.98,0.55,0.38,0.93,0.46,0.33,0.84
1458_000.8,4.0,0.51,0.43,0.77,0.47,0.39,0.71,0.39,0.34,0.64
1458_001.3,4.0,0.37,0.27,0.62,0.34,0.25,0.57,0.29,0.21,0.51
1458_001.8,4.0,0.49,0.37,0.84,0.45,0.34,0.77,0.37,0.3,0.69
1458_002.3,4.0,0.69,0.5,0.85,0.63,0.46,0.78,0.53,0.4,0.7
1458_002.8,4.0,0.58,0.47,0.82,0.54,0.43,0.76,0.45,0.37,0.68
1458_003.4,4.0,0.75,0.72,1.01,0.69,0.66,0.98,0.57,0.56,0.91
1458_003.8,4.0,0.88,0.87,1.18,0.81,0.8,1.15,0.67,0.68,1.06
1459_000.0,4.0,0.36,0.27,0.58,0.33,0.25,0.54,0.27,0.22,0.48
1459_000.3,4.0,0.37,0.26,0.67,0.34,0.24,0.62,0.28,0.21,0.55
1459_000.9,5.0,0.65,0.28,0.92,0.59,0.26,0.84,0.5,0.22,0.76
1459_001.5,5.0,0.87,0.53,1.05,0.77,0.46,0.98,0.64,0.4,0.86
1459_002.0,5.0,0.45,0.36,0.76,0.41,0.34,0.7,0.34,0.29,0.63
1459_003.1,4.0,0.1,0.1,0.2,0.09,0.09,0.18,0.08,0.08,0.17
1459_003.6,3.0,0.5,0.4,0.6,0.46,0.37,0.55,0.38,0.32,0.51
1459_003.9,2.0,1.33,1.43,1.88,1.3,1.41,1.84,1.08,1.2,1.7
1461_000.0,4.0,0.19,0.14,0.29,0.17,0.13,0.27,0.14,0.11,0.24
1461_000.5,4.0,0.35,0.27,0.47,0.32,0.25,0.44,0.27,0.22,0.39
1462_000.1,4.0,0.42,0.45,0.71,0.39,0.41,0.65,0.32,0.35,0.6
1462_001.1,4.0,0.46,0.41,0.56,0.42,0.38,0.51,0.35,0.33,0.46
1462_001.9,4.0,0.39,0.36,0.54,0.36,0.33,0.49,0.3,0.29,0.44
1462_002.3,4.0,0.4,0.35,0.43,0.37,0.32,0.4,0.31,0.28,0.36
1464_000.0,5.0,1.38,1.09,1.64,1.36,1.07,1.61,1.13,0.93,1.45
1464_001.0,5.0,0.93,0.9,2.03,0.88,0.82,1.99,0.73,0.71,1.79
1464_002.0,5.0,1.2,0.87,2.1,1.18,0.8,2.06,0.98,0.69,1.85
1464_002.5,5.0,0.74,0.54,1.44,0.68,0.5,1.41,0.56,0.43,1.27
1464_003.0,5.0,0.92,0.72,1.31,0.85,0.66,1.29,0.71,0.57,1.16
1464_004.0,5.0,1.02,0.76,1.42,0.99,0.69,1.4,0.82,0.59,1.29
1464_005.0,5.0,1.0,0.7,1.28,0.95,0.64,1.26,0.78,0.55,1.16
1465_000.0,4.0,0.19,0.21,0.34,0.18,0.19,0.31,0.15,0.17,0.28
1465_000.3,4.0,0.28,0.29,0.46,0.26,0.27,0.42,0.21,0.23,0.38
1465_000.6,4.0,0.31,0.34,0.52,0.28,0.31,0.48,0.24,0.27,0.43
1465_000.8,4.0,0.35,0.35,0.59,0.32,0.32,0.54,0.27,0.28,0.49
1465_001.3,4.0,0.49,0.3,0.64,0.45,0.28,0.59,0.37,0.23,0.54
1466_000.0,4.0,0.55,0.55,0.87,0.51,0.51,0.8,0.42,0.44,0.72
1466_000.4,4.0,0.71,0.66,1.1,0.65,0.6,1.08,0.54,0.52,0.97
1466_000.9,4.0,0.7,0.66,0.99,0.65,0.61,0.96,0.54,0.53,0.87
1466_001.4,4.0,0.92,0.78,1.18,0.87,0.72,1.16,0.72,0.61,1.07
1467_000.0,3.0,1.32,0.92,1.73,1.3,0.87,1.69,1.08,0.76,1.52
1467_000.5,3.0,1.2,0.79,1.56,1.17,0.73,1.53,0.98,0.63,1.37
1467_001.1,3.0,1.64,1.02,1.91,1.6,0.99,1.88,1.34,0.86,1.69
1467_001.5,3.0,1.01,0.65,1.14,0.98,0.6,1.12,0.82,0.52,1.01
1467_002.5,3.0,1.05,0.79,1.12,1.03,0.73,1.1,0.85,0.62,1.01
1467_002.7,3.0,1.01,0.8,1.02,0.98,0.73,0.99,0.81,0.63,0.91
1468_000.0,5.0,0.2,0.12,0.22,0.17,0.11,0.19,0.14,0.09,0.17
1469_000.0,4.0,0.12,0.09,0.51,0.11,0.08,0.47,0.09,0.07,0.44
1470_000.0,4.0,1.03,1.04,1.26,1.0,1.02,1.23,0.82,0.87,1.14
1470_000.4,4.0,0.92,0.91,1.11,0.85,0.84,1.08,0.7,0.71,1.0
1472_000.0,5.0,0.3,0.33,0.49,0.28,0.31,0.45,0.23,0.26,0.41
1472_000.7,5.0,0.34,0.32,0.58,0.31,0.29,0.53,0.26,0.25,0.48
1472_001.3,5.0,0.27,0.26,0.48,0.25,0.24,0.44,0.21,0.21,0.4
1472_001.7,5.0,0.5,0.39,0.61,0.46,0.36,0.56,0.38,0.3,0.52
1474_000.0,3.0,0.49,0.37,0.54,0.45,0.34,0.5,0.37,0.29,0.46
1474_000.8,3.0,0.53,0.42,0.73,0.49,0.39,0.67,0.41,0.34,0.6
1474_001.3,3.0,0.52,0.42,0.67,0.48,0.39,0.62,0.4,0.34,0.56
1474_002.2,3.0,0.45,0.35,0.7,0.42,0.32,0.64,0.35,0.28,0.58
