SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0198_001.9,2.0,0.55,0.44,0.59,0.48,0.39,0.52,0.4,0.34,0.45
0198_002.4,2.0,0.72,0.64,0.88,0.64,0.56,0.78,0.53,0.49,0.68
0198_002.9,2.0,0.67,0.62,0.84,0.62,0.57,0.77,0.51,0.49,0.7
0198_003.7,2.0,0.77,0.73,0.94,0.71,0.67,0.89,0.59,0.58,0.8
0198_004.1,2.0,0.74,0.68,0.86,0.68,0.63,0.79,0.57,0.55,0.71
0198_004.4,2.0,1.05,1.01,1.15,1.03,0.98,1.12,0.86,0.85,1.01
0198_005.0,2.0,1.08,0.97,1.13,1.06,0.92,1.11,0.88,0.8,0.99
0198_005.3,2.0,1.22,1.14,1.42,1.2,1.12,1.39,1.0,0.97,1.25
0198_005.4,2.0,1.03,0.91,1.11,1.0,0.84,1.09,0.83,0.73,0.98
0198_005.9,2.0,1.22,1.07,1.76,1.2,1.05,1.72,1.0,0.91,1.55
0198_006.3,2.0,0.56,0.5,0.78,0.52,0.46,0.71,0.43,0.4,0.64
0198_007.6,2.0,0.47,0.38,0.81,0.43,0.35,0.74,0.36,0.31,0.67
0198_008.7,2.0,0.6,0.49,0.9,0.55,0.45,0.83,0.46,0.39,0.75
0198_008.9,2.0,0.66,0.49,0.91,0.6,0.45,0.86,0.5,0.39,0.78
0198_009.1,2.0,0.59,0.38,0.81,0.55,0.35,0.75,0.45,0.3,0.67
0198_009.5,2.0,0.61,0.37,0.83,0.57,0.34,0.77,0.47,0.3,0.69
0198_009.9,2.0,0.65,0.4,0.83,0.6,0.37,0.76,0.5,0.32,0.68
0198_010.5,2.0,0.99,0.65,1.03,0.91,0.57,0.96,0.75,0.5,0.84
0198_011.0,2.0,1.02,0.68,1.04,0.99,0.63,1.02,0.82,0.54,0.92
0198_011.5,2.0,1.58,1.03,1.71,1.55,1.01,1.67,1.29,0.88,1.5
0198_011.81,2.0,1.5,1.03,1.65,1.47,1.01,1.61,1.22,0.87,1.45
0198_012.3,3.0,1.15,0.6,1.65,1.13,0.55,1.62,0.93,0.47,1.49
0198_012.6,3.0,0.85,0.64,1.44,0.78,0.59,1.41,0.65,0.51,1.27
0198_012.9,3.0,0.52,0.55,1.02,0.48,0.51,0.99,0.4,0.44,0.89
0198_013.1,3.0,0.64,0.59,0.73,0.58,0.55,0.67,0.49,0.47,0.6
0198_013.4,3.0,0.49,0.58,0.81,0.45,0.53,0.75,0.37,0.46,0.67
0198_014.0,3.0,0.34,0.33,0.57,0.31,0.3,0.52,0.26,0.26,0.47
0198_014.5,3.0,0.18,0.19,0.3,0.17,0.17,0.28,0.14,0.15,0.25
0198_014.8,3.0,0.34,0.3,0.47,0.31,0.27,0.43,0.26,0.24,0.39
0201_000.0,12.0,0.75,0.54,0.64,0.66,0.48,0.57,0.54,0.42,0.53
0201_002.8,12.0,0.93,0.68,1.04,0.88,0.63,1.02,0.74,0.54,0.91
0201_006.2,33.0,0.56,0.56,0.59,0.52,0.51,0.54,0.45,0.39,0.51
0201_007.2,33.0,0.83,0.78,0.81,0.77,0.71,0.74,0.67,0.54,0.7
0201_007.7,33.0,0.9,0.83,0.83,0.82,0.76,0.76,0.72,0.58,0.71
0201_008.7,33.0,1.06,1.08,1.04,0.98,1.02,0.97,0.85,0.78,0.91
0201_010.8,38.0,1.12,1.09,1.09,1.1,1.07,1.06,0.96,0.81,1.0
0201_012.8,38.0,1.14,1.26,1.18,1.11,1.23,1.16,0.97,0.93,1.09
0201_013.8,38.0,1.32,1.39,1.3,1.3,1.36,1.27,1.13,1.04,1.19
0201_014.7,38.0,1.05,1.02,1.03,1.03,1.0,0.99,0.9,0.76,0.93
0201_015.3,38.0,0.97,1.01,1.0,0.92,0.98,0.97,0.8,0.75,0.91
0201_016.7,3.0,0.62,0.49,0.94,0.57,0.45,0.89,0.47,0.38,0.82
0201_017.0,3.0,0.37,0.33,0.78,0.34,0.31,0.72,0.28,0.26,0.66
0201_017.3,3.0,0.45,0.4,0.54,0.41,0.37,0.5,0.34,0.31,0.46
0201_017.5,3.0,0.88,0.83,1.06,0.81,0.77,1.04,0.67,0.65,0.96
0201_017.8,3.0,0.84,0.81,1.1,0.77,0.75,1.08,0.64,0.64,1.0
0201_018.0,3.0,0.91,0.79,1.23,0.84,0.73,1.2,0.69,0.62,1.11
0202_000.0,4.0,1.95,0.19,2.05,1.86,0.17,1.94,1.54,0.14,1.7
0202_001.5,4.0,2.03,0.04,1.9,1.92,0.03,1.8,1.6,0.03,1.57
0203_000.0,2.0,1.25,0.96,1.36,1.22,0.91,1.33,1.02,0.79,1.2
0203_000.5,2.0,1.17,0.92,1.19,1.14,0.84,1.17,0.94,0.72,1.08
0203_001.6,2.0,1.06,0.9,1.01,1.04,0.83,0.98,0.86,0.7,0.9
0203_001.8,2.0,1.09,0.9,1.06,1.07,0.83,1.04,0.88,0.71,0.96
0203_002.3,2.0,1.17,1.0,1.24,1.15,0.97,1.22,0.95,0.83,1.12
0203_003.1,2.0,1.32,0.9,1.3,1.29,0.83,1.27,1.08,0.72,1.15
0203_003.9,2.0,1.2,0.91,1.22,1.18,0.86,1.2,0.98,0.75,1.08
0203_004.2,2.0,1.2,0.91,1.23,1.18,0.84,1.21,0.98,0.73,1.08
0203_004.5,2.0,1.16,0.91,1.21,1.14,0.83,1.19,0.95,0.72,1.07
0203_004.8,2.0,1.16,0.91,1.18,1.13,0.84,1.15,0.94,0.72,1.06
0203_005.1,2.0,1.1,0.86,1.18,1.08,0.79,1.16,0.9,0.69,1.04
0203_005.4,2.0,0.98,0.72,1.02,0.95,0.66,0.99,0.8,0.57,0.89
0204_000.0,2.0,0.71,0.83,0.95,0.66,0.77,0.9,0.54,0.65,0.83
0204_000.1,2.0,0.6,0.62,0.73,0.56,0.57,0.67,0.46,0.49,0.62
0204_000.4,2.0,1.19,1.03,1.23,1.16,1.01,1.2,0.96,0.86,1.11
0204_001.1,2.0,0.82,0.9,1.04,0.76,0.83,1.02,0.63,0.71,0.94
0204_001.2,2.0,0.65,0.54,0.77,0.6,0.5,0.71,0.5,0.43,0.65
0204_001.5,2.0,0.71,0.57,0.82,0.65,0.52,0.76,0.54,0.44,0.7
0204_001.8,2.0,0.8,0.59,0.85,0.74,0.54,0.78,0.61,0.46,0.72
0204_002.1,2.0,0.92,0.64,0.99,0.84,0.59,0.94,0.7,0.5,0.86
0204_002.4,2.0,0.9,0.62,0.99,0.85,0.57,0.96,0.7,0.48,0.89
0204_002.5,2.0,0.85,0.7,1.01,0.78,0.64,0.98,0.65,0.55,0.91
0204_002.7,2.0,0.85,0.7,0.91,0.78,0.65,0.87,0.64,0.55,0.8
0204_003.1,2.0,0.9,0.72,0.92,0.83,0.66,0.87,0.68,0.56,0.81
0204_003.6,2.0,1.1,0.88,1.16,1.08,0.81,1.14,0.89,0.69,1.05
0204_004.1,2.0,1.11,0.84,1.21,1.09,0.77,1.19,0.9,0.66,1.1
0204_004.6,2.0,0.84,0.6,0.9,0.77,0.55,0.86,0.64,0.48,0.77
0204_005.1,2.0,0.78,0.57,0.82,0.72,0.53,0.76,0.6,0.46,0.68
0209_000.6,4.0,0.17,0.16,0.24,0.16,0.15,0.22,0.13,0.13,0.2
0209_001.7,2.0,0.1,0.09,0.14,0.09,0.08,0.13,0.08,0.07,0.12
0209_002.4,2.0,0.24,0.23,0.33,0.22,0.21,0.3,0.18,0.19,0.27
0209_003.0,2.0,1.27,0.99,1.32,1.25,0.94,1.29,1.04,0.82,1.16
0209_003.6,2.0,1.24,1.08,1.4,1.21,1.06,1.37,1.01,0.92,1.23
0209_004.2,2.0,1.09,0.99,1.12,1.07,0.94,1.1,0.89,0.81,0.98
0209_004.4,2.0,0.68,0.57,0.81,0.62,0.53,0.74,0.52,0.46,0.67
0209_004.6,2.0,0.92,0.79,1.04,0.85,0.72,1.02,0.71,0.63,0.92
0209_005.0,2.0,0.68,0.52,0.8,0.62,0.48,0.74,0.52,0.41,0.66
0209_005.2,2.0,0.74,0.51,0.92,0.68,0.47,0.87,0.56,0.41,0.79
0209_005.7,2.0,0.65,0.47,0.93,0.6,0.43,0.89,0.5,0.37,0.8
0209_006.2,2.0,0.62,0.51,0.99,0.57,0.47,0.94,0.48,0.41,0.85
0209_006.8,2.0,0.8,0.62,1.06,0.74,0.57,1.04,0.61,0.5,0.93
0209_007.2,2.0,0.74,0.61,0.95,0.68,0.56,0.9,0.57,0.49,0.81
0209_007.7,2.0,0.81,0.72,0.94,0.74,0.66,0.89,0.62,0.57,0.82
0209_008.2,2.0,1.01,0.9,1.2,0.98,0.82,1.18,0.82,0.71,1.06
0209_008.7,2.0,0.98,0.85,1.18,0.95,0.78,1.16,0.79,0.68,1.04
0209_009.2,2.0,1.05,0.9,1.18,1.03,0.83,1.15,0.85,0.7,1.06
0209_009.7,2.0,1.22,0.98,1.4,1.19,0.95,1.38,0.99,0.81,1.27
0209_010.2,2.0,1.16,0.97,1.32,1.14,0.92,1.29,0.94,0.78,1.19
0209_011.2,2.0,1.12,0.98,1.25,1.1,0.93,1.23,0.91,0.79,1.13
0209_011.5,2.0,1.03,0.98,1.03,1.0,0.94,1.01,0.82,0.8,0.93
0209_011.7,2.0,1.11,1.03,1.23,1.09,1.01,1.21,0.9,0.86,1.11
0209_011.9,2.0,0.91,0.87,1.0,0.85,0.8,0.97,0.71,0.68,0.89
0209_012.2,2.0,0.93,0.86,1.08,0.89,0.79,1.06,0.73,0.68,0.97
0209_013.1,2.0,0.65,0.6,0.99,0.6,0.55,0.94,0.5,0.47,0.86
0209_014.0,2.0,0.92,0.69,1.25,0.85,0.63,1.22,0.7,0.54,1.13
0209_014.5,2.0,1.0,0.86,1.2,0.95,0.79,1.17,0.79,0.69,1.06
0209_015.5,2.0,0.7,0.51,0.81,0.65,0.47,0.75,0.54,0.41,0.67
0209_016.0,2.0,0.77,0.61,0.89,0.7,0.56,0.82,0.59,0.49,0.73
0209_017.1,2.0,0.46,0.47,0.88,0.41,0.42,0.77,0.34,0.36,0.68
0209_017.6,2.0,0.11,0.12,0.2,0.1,0.11,0.18,0.09,0.1,0.16
0210_000.0,2.0,0.86,0.4,1.17,0.79,0.37,1.15,0.66,0.32,1.03
0210_000.7,2.0,0.77,0.36,1.07,0.7,0.33,1.05,0.59,0.29,0.94
0210_001.2,2.0,0.6,0.37,0.96,0.56,0.34,0.91,0.46,0.29,0.82
0210_002.2,2.0,0.69,0.73,1.03,0.64,0.67,1.01,0.53,0.58,0.9
0210_003.9,2.0,0.33,0.31,0.39,0.29,0.27,0.35,0.2,0.22,0.3
0210_010.8,2.0,0.24,0.28,0.34,0.21,0.24,0.3,0.14,0.2,0.27
0210_011.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0215_000.0,33.0,0.75,0.45,0.78,0.69,0.41,0.72,0.6,0.35,0.65
0215_000.3,33.0,1.14,0.68,1.23,1.12,0.63,1.21,0.98,0.54,1.1
0215_000.7,33.0,1.32,0.9,1.49,1.3,0.86,1.46,1.13,0.73,1.33
0215_001.8,33.0,1.13,0.78,1.24,1.11,0.72,1.22,0.96,0.61,1.11
0215_002.7,33.0,1.15,0.82,1.14,1.12,0.75,1.12,0.98,0.64,1.02
0215_003.7,34.0,0.92,0.65,1.07,0.87,0.6,1.05,0.76,0.51,0.95
0215_006.3,34.0,0.91,0.69,1.04,0.87,0.63,1.02,0.76,0.54,0.93
0215_007.7,34.0,1.0,0.91,1.21,0.95,0.84,1.19,0.83,0.72,1.08
0215_009.2,34.0,1.23,1.11,1.4,1.21,1.09,1.37,1.05,0.93,1.25
0215_010.6,34.0,0.97,0.98,1.23,0.92,0.95,1.21,0.81,0.82,1.1
0215_011.5,34.0,0.95,0.78,1.15,0.9,0.72,1.12,0.79,0.62,1.02
0215_013.5,34.0,0.9,0.63,1.06,0.85,0.58,1.03,0.74,0.49,0.94
0215_015.5,34.0,1.0,0.59,1.06,0.95,0.54,1.04,0.83,0.47,0.95
0215_017.5,34.0,0.91,0.55,0.98,0.86,0.51,0.93,0.75,0.43,0.85
0215_019.5,34.0,0.92,0.68,1.08,0.87,0.62,1.06,0.76,0.53,0.97
0215_020.6,34.0,0.72,0.59,0.9,0.66,0.54,0.83,0.58,0.46,0.75
0215_022.3,34.0,0.79,0.68,0.85,0.72,0.62,0.78,0.63,0.53,0.71
0215_023.7,34.0,0.74,0.61,0.85,0.68,0.57,0.78,0.6,0.48,0.71
0215_025.7,34.0,0.59,0.47,0.66,0.54,0.43,0.61,0.47,0.37,0.56
0215_026.7,34.0,0.15,0.11,0.16,0.14,0.1,0.14,0.12,0.08,0.13
0215_027.4,34.0,0.54,0.39,0.43,0.5,0.36,0.39,0.43,0.31,0.36
0225_000.1,2.0,0.33,0.33,0.47,0.31,0.3,0.43,0.25,0.26,0.4
0225_000.3,2.0,0.73,0.68,0.95,0.67,0.63,0.9,0.55,0.53,0.83
0225_000.6,3.0,1.22,1.3,1.79,1.19,1.27,1.76,0.99,1.09,1.62
0227_000.0,3.0,0.45,0.4,0.49,0.41,0.36,0.45,0.34,0.31,0.42
0227_000.5,3.0,0.72,0.58,0.79,0.66,0.54,0.73,0.55,0.46,0.67
0232_000.0,3.0,1.26,1.22,1.3,1.24,1.2,1.27,1.03,1.02,1.17
0232_000.1,3.0,1.52,1.52,1.66,1.49,1.49,1.63,1.24,1.27,1.5
0232_000.3,3.0,0.92,0.9,1.0,0.88,0.83,0.97,0.73,0.71,0.9
0232_000.9,3.0,0.84,0.66,0.92,0.78,0.61,0.87,0.64,0.52,0.81
0232_001.3,3.0,0.9,0.73,0.98,0.83,0.67,0.95,0.69,0.57,0.88
0232_002.3,3.0,0.38,0.25,0.43,0.35,0.23,0.4,0.29,0.19,0.37
0235_000.0,3.0,1.29,0.84,1.34,1.27,0.77,1.31,1.05,0.66,1.21
0235_000.5,3.0,1.1,0.77,1.17,1.08,0.71,1.14,0.9,0.61,1.03
0235_001.1,3.0,1.33,0.94,1.39,1.31,0.9,1.36,1.09,0.78,1.22
0235_001.2,3.0,1.03,0.71,1.11,1.01,0.66,1.09,0.84,0.57,0.98
0235_002.0,3.0,1.16,0.85,1.26,1.13,0.78,1.23,0.94,0.68,1.11
0235_002.4,3.0,1.02,0.87,1.13,1.0,0.8,1.1,0.84,0.69,0.99
0235_002.6,3.0,1.02,0.86,1.12,0.99,0.79,1.09,0.82,0.69,0.98
0235_003.1,3.0,0.87,0.7,0.94,0.8,0.64,0.9,0.66,0.56,0.81
0241_000.0,2.0,0.61,0.59,0.72,0.56,0.54,0.66,0.46,0.46,0.61
0241_000.3,2.0,0.9,0.91,1.08,0.83,0.83,1.06,0.69,0.71,0.98
0241_000.7,2.0,0.83,0.71,0.97,0.76,0.66,0.92,0.63,0.56,0.85
0241_001.2,2.0,0.82,0.66,0.95,0.76,0.61,0.9,0.63,0.52,0.83
0265_000.0,2.0,0.87,0.57,0.68,0.8,0.53,0.62,0.66,0.45,0.57
0265_000.4,2.0,0.91,0.82,1.02,0.83,0.76,0.99,0.69,0.64,0.92
0265_000.7,2.0,1.17,1.06,1.1,1.15,1.04,1.08,0.95,0.88,1.0
0265_001.2,2.0,1.19,0.9,1.03,1.17,0.86,1.01,0.97,0.73,0.93
0265_001.7,2.0,1.27,0.99,1.15,1.24,0.94,1.13,1.03,0.8,1.04
0265_002.3,2.0,0.9,0.77,0.98,0.83,0.71,0.93,0.69,0.61,0.86
0265_002.7,2.0,0.66,0.57,0.78,0.6,0.53,0.72,0.5,0.45,0.66
0265_003.6,2.0,0.83,0.66,0.95,0.76,0.61,0.9,0.63,0.52,0.83
0265_004.1,2.0,0.9,0.72,0.94,0.82,0.67,0.89,0.68,0.57,0.82
0266_000.0,2.0,0.73,0.57,0.81,0.67,0.52,0.75,0.55,0.44,0.69
0266_000.1,2.0,0.98,0.98,1.18,0.93,0.93,1.16,0.77,0.79,1.07
0266_000.3,2.0,1.15,0.92,1.35,1.13,0.87,1.32,0.93,0.74,1.22
0266_000.8,2.0,0.98,0.78,1.21,0.95,0.72,1.19,0.79,0.62,1.1
0266_001.7,2.0,0.82,0.7,0.93,0.76,0.64,0.88,0.63,0.55,0.81
0266_002.2,2.0,1.15,1.07,1.38,1.13,1.05,1.35,0.93,0.9,1.25
0266_002.6,2.0,1.16,1.17,1.31,1.14,1.15,1.28,0.94,0.98,1.18
0266_002.8,2.0,1.0,0.98,1.1,0.97,0.93,1.08,0.8,0.79,0.99
0266_003.0,2.0,0.93,0.92,1.08,0.89,0.84,1.06,0.73,0.72,0.98
0266_003.4,2.0,0.91,0.88,1.13,0.87,0.81,1.11,0.72,0.69,1.02
0266_003.5,2.0,0.88,0.82,1.03,0.81,0.75,1.0,0.67,0.64,0.92
0266_004.1,2.0,0.87,0.81,1.03,0.8,0.75,1.01,0.66,0.64,0.93
0266_004.4,2.0,0.87,0.89,1.11,0.8,0.82,1.08,0.67,0.7,1.0
0266_004.7,2.0,0.92,0.94,1.26,0.88,0.89,1.24,0.73,0.76,1.14
0266_005.0,2.0,0.92,0.88,1.19,0.87,0.81,1.17,0.72,0.69,1.07
0266_005.3,2.0,0.65,0.62,0.92,0.6,0.57,0.85,0.5,0.49,0.78
0266_006.0,2.0,0.82,0.68,0.91,0.75,0.63,0.87,0.62,0.53,0.8
0266_006.6,2.0,0.73,0.68,0.86,0.67,0.62,0.79,0.55,0.53,0.73
0266_006.9,2.0,0.72,0.7,0.95,0.66,0.65,0.91,0.55,0.56,0.82
0266_007.4,2.0,0.88,0.85,1.19,0.81,0.78,1.17,0.67,0.68,1.05
0266_008.1,2.0,0.82,0.99,1.59,0.75,0.96,1.56,0.63,0.83,1.4
0268_000.0,3.0,0.42,0.42,0.98,0.39,0.39,0.95,0.32,0.33,0.88
0268_000.2,3.0,0.56,0.45,0.44,0.52,0.42,0.4,0.43,0.36,0.37
0268_000.6,3.0,0.53,0.44,0.47,0.48,0.41,0.43,0.4,0.35,0.4
0269_000.0,2.0,1.52,1.25,1.39,1.49,1.23,1.36,1.24,1.05,1.25
0269_000.2,2.0,1.75,1.43,1.51,1.71,1.41,1.48,1.42,1.2,1.36
0269_000.3,2.0,1.43,1.25,1.23,1.4,1.23,1.21,1.16,1.05,1.11
0269_000.5,2.0,1.28,1.15,1.23,1.26,1.12,1.21,1.04,0.96,1.11
0269_000.6,2.0,1.1,0.98,1.07,1.08,0.95,1.05,0.89,0.81,0.96
0269_000.8,2.0,1.12,1.0,1.1,1.1,0.97,1.08,0.91,0.83,0.99
0269_000.9,2.0,0.67,0.71,0.82,0.61,0.66,0.76,0.51,0.56,0.7
0269_001.0,2.0,0.61,0.69,0.8,0.56,0.64,0.73,0.46,0.54,0.68
0269_001.2,2.0,0.77,0.88,0.97,0.71,0.81,0.92,0.59,0.69,0.85
0269_001.3,2.0,0.73,0.84,0.98,0.67,0.78,0.95,0.55,0.66,0.88
0269_001.5,2.0,0.83,0.91,1.08,0.77,0.84,1.05,0.63,0.71,0.97
0269_001.7,2.0,1.0,1.08,1.37,0.97,1.06,1.34,0.8,0.9,1.24
0270_000.0,3.0,0.8,0.81,0.93,0.73,0.75,0.88,0.61,0.64,0.81
0270_000.2,3.0,0.8,0.84,0.97,0.74,0.77,0.92,0.61,0.66,0.85
0270_000.3,3.0,0.91,0.84,1.03,0.84,0.77,1.01,0.7,0.66,0.93
0270_000.5,3.0,0.82,0.87,1.02,0.75,0.8,0.99,0.62,0.68,0.91
0270_000.6,3.0,0.81,0.82,0.93,0.75,0.76,0.89,0.62,0.65,0.82
0273_000.0,3.0,0.4,0.38,0.53,0.36,0.35,0.49,0.3,0.3,0.44
0273_001.1,3.0,0.39,0.42,0.63,0.36,0.39,0.58,0.3,0.34,0.52
0273_002.1,3.0,0.43,0.43,0.65,0.39,0.4,0.6,0.33,0.35,0.54
0273_002.4,3.0,1.0,0.92,1.1,0.95,0.84,1.08,0.79,0.73,0.97
0273_003.0,3.0,0.93,0.78,1.1,0.88,0.71,1.08,0.73,0.62,0.97
0282_000.0,4.0,0.64,0.45,0.59,0.59,0.41,0.55,0.49,0.35,0.5
0282_000.1,4.0,1.49,0.72,1.42,1.46,0.66,1.39,1.21,0.57,1.28
0282_000.5,3.0,0.51,0.5,0.59,0.47,0.46,0.54,0.39,0.39,0.5
0282_001.0,3.0,1.55,0.86,1.48,1.52,0.79,1.45,1.26,0.68,1.34
0282_001.4,4.0,1.43,1.27,1.65,1.4,1.24,1.62,1.16,1.06,1.49
0282_001.8,4.0,0.47,0.54,0.65,0.43,0.5,0.6,0.35,0.42,0.55
0282_002.2,4.0,0.79,0.47,0.92,0.72,0.44,0.87,0.6,0.37,0.8
0282_002.4,4.0,0.67,0.45,0.59,0.62,0.41,0.54,0.51,0.35,0.5
0287_000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0287_000.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0287_000.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0315_000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0315_000.9,5.0,1.15,0.87,1.31,1.09,0.77,1.25,0.91,0.67,1.09
0315_001.4,5.0,0.75,0.55,0.86,0.66,0.48,0.75,0.55,0.42,0.66
1082_008.5,5.0,0.22,0.14,0.16,0.2,0.13,0.14,0.16,0.11,0.12
1082_012.5,3.0,1.07,0.82,1.17,0.99,0.73,1.11,0.82,0.63,0.97
1082_013.3,3.0,0.83,0.76,0.97,0.77,0.7,0.92,0.64,0.61,0.83
1082_014.4,3.0,0.35,0.31,0.47,0.32,0.28,0.43,0.26,0.24,0.4
1084_000.0,5.0,0.11,0.09,0.76,0.1,0.08,0.67,0.08,0.07,0.61
1084_001.0,5.0,0.11,0.11,0.6,0.1,0.1,0.53,0.08,0.08,0.48
1085_000.0,4.0,0.35,0.24,0.41,0.3,0.21,0.36,0.25,0.18,0.31
1085_000.4,4.0,0.3,0.22,0.37,0.27,0.19,0.32,0.22,0.17,0.28
1085_001.5,5.0,0.34,0.28,0.42,0.3,0.24,0.37,0.25,0.21,0.32
1085_002.3,5.0,0.3,0.28,0.43,0.26,0.25,0.38,0.22,0.21,0.33
1085_003.4,5.0,0.44,0.39,0.63,0.39,0.34,0.56,0.32,0.3,0.49
1085_004.1,5.0,0.45,0.37,0.62,0.39,0.33,0.54,0.33,0.29,0.47
1085_005.4,4.0,0.25,0.24,0.29,0.22,0.21,0.26,0.19,0.18,0.22
1086_000.0,3.0,0.43,0.44,0.57,0.39,0.4,0.52,0.32,0.34,0.48
1086_000.7,3.0,0.53,0.53,0.72,0.49,0.49,0.66,0.41,0.42,0.61
1086_001.2,3.0,0.45,0.41,0.59,0.41,0.37,0.54,0.34,0.32,0.5
1086_001.7,3.0,0.31,0.28,0.4,0.28,0.26,0.37,0.23,0.22,0.34
1086_001.9,3.0,0.31,0.27,0.42,0.29,0.25,0.38,0.24,0.22,0.34
1086_002.6,3.0,0.33,0.28,0.42,0.3,0.26,0.38,0.25,0.22,0.34
1086_003.0,3.0,0.46,0.34,0.48,0.41,0.3,0.43,0.34,0.26,0.37
1086_003.4,3.0,0.23,0.17,0.22,0.2,0.15,0.19,0.17,0.13,0.17
1088_000.0,3.0,0.42,0.43,0.52,0.39,0.39,0.48,0.32,0.33,0.44
1088_000.4,5.0,0.36,0.41,0.59,0.33,0.38,0.54,0.28,0.33,0.48
1088_000.6,5.0,0.4,0.4,0.6,0.37,0.37,0.55,0.31,0.32,0.5
1090_000.0,5.0,0.1,0.09,0.14,0.09,0.08,0.13,0.07,0.07,0.11
1090_000.7,5.0,0.56,0.51,0.67,0.52,0.46,0.62,0.43,0.4,0.56
1090_001.2,5.0,0.36,0.31,0.47,0.34,0.29,0.44,0.28,0.25,0.39
1090_001.5,5.0,0.32,0.3,0.44,0.29,0.27,0.4,0.24,0.24,0.36
1092_000.0,5.0,0.05,0.05,0.07,0.05,0.05,0.06,0.04,0.04,0.06
1092_000.7,5.0,0.16,0.16,0.22,0.15,0.15,0.2,0.12,0.13,0.18
1092_001.2,5.0,0.09,0.09,0.13,0.08,0.08,0.12,0.07,0.07,0.11
1094_000.0,5.0,0.05,0.07,0.1,0.05,0.06,0.09,0.04,0.05,0.09
1094_000.4,5.0,0.42,0.36,0.56,0.39,0.33,0.51,0.32,0.28,0.47
1094_000.6,5.0,0.41,0.36,0.59,0.38,0.33,0.54,0.31,0.29,0.49
1094_000.9,5.0,0.34,0.28,0.44,0.31,0.26,0.41,0.26,0.23,0.37
1094_001.5,4.0,0.06,0.06,0.09,0.05,0.05,0.08,0.04,0.05,0.07
1096_000.0,5.0,0.19,0.17,0.24,0.17,0.16,0.22,0.14,0.14,0.2
1096_000.4,5.0,0.1,0.1,0.15,0.1,0.1,0.14,0.08,0.08,0.12
1098_000.0,5.0,0.64,0.53,0.86,0.56,0.47,0.75,0.47,0.4,0.66
1098_000.8,5.0,0.43,0.36,0.55,0.38,0.32,0.49,0.31,0.27,0.43
1100_000.0,5.0,0.51,0.48,0.7,0.47,0.44,0.64,0.39,0.38,0.58
1100_001.1,5.0,0.33,0.33,0.47,0.3,0.3,0.43,0.25,0.26,0.39
1100_001.6,5.0,0.14,0.13,0.19,0.13,0.12,0.17,0.11,0.1,0.16
1100_001.7,5.0,0.12,0.11,0.16,0.11,0.1,0.15,0.09,0.09,0.13
1102_000.0,2.0,0.05,0.0,0.07,0.04,0.0,0.06,0.04,0.0,0.05
1112_000.0,5.0,0.25,0.21,0.29,0.22,0.18,0.26,0.18,0.16,0.23
1112_002.2,5.0,0.27,0.2,0.26,0.23,0.17,0.23,0.19,0.15,0.21
1380_000.0,4.0,1.02,0.75,1.1,0.98,0.69,1.07,0.82,0.6,0.97
1380_000.1,3.0,0.7,0.55,0.72,0.64,0.5,0.66,0.54,0.44,0.59
1380_000.5,3.0,0.76,0.51,0.82,0.7,0.47,0.76,0.58,0.41,0.68
1380_001.2,3.0,0.87,0.71,0.99,0.8,0.66,0.96,0.67,0.57,0.86
1380_001.7,3.0,0.18,0.21,0.37,0.16,0.19,0.34,0.14,0.17,0.31
1384_000.0,5.0,0.48,0.52,0.58,0.45,0.48,0.53,0.37,0.41,0.48
1384_000.2,5.0,0.47,0.44,0.59,0.43,0.41,0.55,0.36,0.35,0.5
1384_000.6,5.0,0.44,0.46,0.71,0.4,0.42,0.65,0.33,0.36,0.6
1384_001.6,5.0,0.42,0.5,0.79,0.38,0.46,0.72,0.32,0.4,0.65
1384_002.5,5.0,0.38,0.29,0.72,0.35,0.27,0.66,0.29,0.23,0.61
1384_003.1,5.0,0.36,0.33,0.76,0.33,0.3,0.7,0.27,0.26,0.63
1384_003.8,5.0,0.38,0.36,0.69,0.35,0.33,0.64,0.29,0.29,0.57
1386_000.0,3.0,0.51,0.46,0.71,0.47,0.42,0.66,0.39,0.37,0.59
1386_000.5,3.0,0.64,0.52,0.92,0.59,0.48,0.84,0.49,0.41,0.78
1386_000.9,3.0,0.63,0.53,0.84,0.58,0.49,0.77,0.48,0.42,0.71
1388_000.0,3.0,1.05,0.74,1.2,1.03,0.68,1.17,0.85,0.58,1.08
1388_000.2,3.0,0.64,0.37,0.68,0.59,0.34,0.63,0.48,0.29,0.58
1388_000.5,3.0,0.68,0.46,0.88,0.63,0.42,0.81,0.52,0.37,0.73
1388_000.8,3.0,0.4,0.32,0.6,0.37,0.3,0.56,0.31,0.26,0.5
1388_001.4,3.0,0.31,0.31,0.5,0.28,0.29,0.46,0.23,0.25,0.41
