SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0013_001.3,2.0,0.57,0.5,0.76,0.52,0.46,0.7,0.43,0.39,0.65
0013_001.6,2.0,0.56,0.5,0.69,0.51,0.46,0.63,0.42,0.39,0.58
0013_001.8,2.0,0.52,0.46,0.64,0.47,0.42,0.58,0.4,0.37,0.53
0013_002.5,2.0,0.54,0.45,0.64,0.49,0.42,0.59,0.41,0.36,0.53
0013_002.9,2.0,0.4,0.35,0.5,0.37,0.32,0.46,0.31,0.28,0.42
0013_003.3,2.0,0.52,0.41,0.65,0.46,0.36,0.57,0.38,0.32,0.5
0013_004.9,2.0,0.81,0.59,0.96,0.71,0.52,0.85,0.6,0.45,0.78
0013_005.6,3.0,1.05,0.84,1.07,0.97,0.74,1.02,0.83,0.64,0.94
0015_241.6,35.0,0.66,0.52,0.89,0.61,0.48,0.82,0.55,0.43,0.78
0015_242.4,35.0,0.68,0.54,0.91,0.62,0.5,0.84,0.56,0.44,0.79
0015_244.8,36.0,1.0,0.79,1.03,0.95,0.73,1.0,0.85,0.65,0.95
0015_246.9,36.0,1.0,0.79,1.03,0.95,0.73,1.0,0.85,0.65,0.95
0015_248.8,35.0,0.9,0.72,1.07,0.83,0.66,1.05,0.75,0.59,0.99
0015_250.9,33.0,0.82,0.64,0.96,0.75,0.59,0.91,0.68,0.52,0.87
0015_251.6,33.0,1.08,1.0,1.46,1.06,0.97,1.43,0.95,0.86,1.35
0015_252.5,34.0,1.07,0.91,1.26,1.05,0.83,1.23,0.95,0.74,1.17
0015_253.6,34.0,1.24,0.97,1.28,1.21,0.92,1.25,1.09,0.82,1.19
0015_255.9,34.0,1.48,1.09,1.49,1.45,1.07,1.46,1.3,0.95,1.39
0015_257.3,33.0,1.72,1.25,1.5,1.69,1.22,1.47,1.52,1.09,1.4
0015_257.6,38.0,1.12,0.96,1.37,1.1,0.91,1.34,0.99,0.81,1.27
0015_258.8,38.0,1.04,0.83,0.99,1.02,0.76,0.96,0.92,0.68,0.91
0015_260.0,38.0,1.13,0.91,1.08,1.11,0.87,1.06,1.0,0.77,1.0
0015_261.8,38.0,1.12,0.92,1.07,1.06,0.81,1.01,0.91,0.71,0.97
0015_263.4,38.0,1.28,1.05,1.32,1.25,1.03,1.29,1.13,0.91,1.23
0015_264.2,38.0,1.28,1.05,1.32,1.25,1.03,1.29,1.13,0.91,1.23
0015_265.6,38.0,1.26,1.13,1.25,1.24,1.1,1.22,1.12,0.98,1.16
0015_266.5,38.0,1.2,1.16,1.25,1.18,1.14,1.23,1.06,1.01,1.17
0015_267.0,38.0,1.2,1.16,1.25,1.18,1.14,1.23,1.06,1.01,1.17
0015_267.9,38.0,1.2,1.16,1.25,1.18,1.14,1.23,1.06,1.01,1.17
0015_269.0,38.0,1.12,1.07,1.27,1.1,1.05,1.24,0.99,0.94,1.18
0015_269.6,38.0,1.12,1.07,1.26,1.09,1.04,1.23,0.99,0.93,1.17
0015_270.6,38.0,1.06,0.97,1.1,1.04,0.92,1.08,0.93,0.82,1.03
0015_271.6,38.0,1.25,1.14,1.35,1.22,1.11,1.33,1.1,0.99,1.26
0015_272.7,38.0,1.33,1.15,1.39,1.31,1.13,1.37,1.18,1.01,1.3
0015_274.7,38.0,1.21,1.02,1.41,1.19,0.98,1.39,1.07,0.88,1.32
0015_275.3,38.0,1.18,1.02,1.25,1.16,0.99,1.23,1.05,0.89,1.17
0015_276.4,38.0,1.2,1.03,1.3,1.17,1.0,1.28,1.06,0.9,1.21
0015_278.5,38.0,1.16,0.93,1.2,1.13,0.88,1.18,1.02,0.79,1.12
0015_279.6,38.0,1.12,0.97,1.16,1.1,0.93,1.14,0.99,0.82,1.08
0015_282.2,38.0,1.02,0.65,1.08,1.0,0.6,1.06,0.9,0.54,1.0
0015_283.3,38.0,1.0,0.78,1.07,0.97,0.72,1.05,0.87,0.64,0.99
0015_283.9,38.0,0.9,0.88,1.06,0.83,0.81,1.04,0.74,0.72,0.99
0015_285.1,38.0,0.9,0.87,1.11,0.86,0.8,1.09,0.77,0.71,1.03
0015_285.5,38.0,1.05,0.88,1.27,1.03,0.81,1.25,0.93,0.72,1.19
0015_285.8,38.0,1.04,0.87,1.26,1.02,0.8,1.23,0.92,0.71,1.17
0015_286.8,38.0,1.06,0.92,1.27,1.04,0.85,1.25,0.94,0.75,1.19
0015_288.2,38.0,0.93,0.81,1.06,0.89,0.75,1.04,0.8,0.67,0.99
0015_289.8,38.0,1.04,0.94,1.13,1.02,0.89,1.1,0.92,0.8,1.05
0015_291.4,38.0,0.94,0.84,1.02,0.9,0.78,0.99,0.81,0.69,0.94
0015_292.6,38.0,0.93,0.84,1.02,0.89,0.77,0.99,0.8,0.69,0.94
0015_293.0,38.0,0.97,0.88,1.06,0.92,0.81,1.04,0.83,0.72,0.99
0015_293.6,38.0,0.97,0.88,1.06,0.92,0.81,1.04,0.83,0.72,0.99
0015_295.6,38.0,1.14,1.04,1.22,1.11,1.02,1.19,1.0,0.91,1.13
0015_297.9,38.0,1.12,0.89,1.08,1.1,0.82,1.06,0.99,0.73,1.01
0015_299.0,38.0,0.98,0.87,0.97,0.95,0.8,0.92,0.86,0.72,0.88
0015_300.3,38.0,1.06,0.96,1.07,1.04,0.91,1.05,0.93,0.81,1.0
0015_301.7,38.0,1.11,0.99,1.09,1.08,0.94,1.07,0.98,0.84,1.01
0015_302.5,38.0,1.11,0.99,1.09,1.08,0.94,1.07,0.98,0.84,1.01
0015_303.4,38.0,1.02,0.97,1.21,1.0,0.93,1.19,0.9,0.82,1.13
0015_304.7,38.0,1.44,1.59,1.49,1.41,1.56,1.46,1.27,1.39,1.38
0015_305.2,38.0,1.27,1.18,1.26,1.25,1.15,1.23,1.12,1.03,1.17
0015_305.9,38.0,1.24,1.18,1.41,1.22,1.16,1.38,1.1,1.03,1.31
0015_306.3,38.0,1.19,1.15,1.4,1.17,1.13,1.37,1.05,1.01,1.3
0015_307.2,38.0,1.36,1.34,1.55,1.34,1.32,1.51,1.2,1.17,1.44
0015_307.5,38.0,1.54,1.5,1.88,1.51,1.47,1.85,1.36,1.31,1.75
0015_307.6,38.0,0.95,0.88,1.02,0.9,0.81,0.99,0.81,0.72,0.94
0015_307.8,38.0,0.95,0.77,0.99,0.9,0.71,0.96,0.81,0.63,0.91
0015_308.4,38.0,0.97,0.82,0.99,0.92,0.76,0.96,0.83,0.68,0.92
0015_309.3,38.0,0.92,0.76,0.92,0.85,0.7,0.85,0.76,0.62,0.81
0015_310.2,38.0,0.89,0.74,0.89,0.82,0.68,0.82,0.74,0.6,0.78
0015_311.4,38.0,0.93,0.68,0.86,0.82,0.6,0.76,0.7,0.53,0.72
0015_311.8,38.0,0.93,0.89,0.92,0.89,0.82,0.85,0.8,0.73,0.81
0015_313.7,38.0,0.87,0.77,0.82,0.8,0.71,0.76,0.72,0.63,0.72
0015_315.3,38.0,0.81,0.72,0.8,0.74,0.67,0.74,0.67,0.59,0.7
0015_316.9,38.0,0.77,0.71,0.79,0.71,0.65,0.73,0.64,0.58,0.69
0015_317.6,38.0,0.67,0.55,0.68,0.61,0.51,0.62,0.55,0.45,0.59
0015_318.3,38.0,0.68,0.65,0.74,0.63,0.59,0.68,0.57,0.53,0.64
0015_319.5,38.0,0.73,0.68,0.82,0.67,0.63,0.75,0.6,0.56,0.72
0015_321.0,38.0,0.62,0.58,0.68,0.57,0.53,0.62,0.52,0.48,0.59
0015_322.0,38.0,0.59,0.53,0.65,0.54,0.48,0.59,0.49,0.43,0.56
0015_323.8,38.0,0.51,0.38,0.58,0.46,0.35,0.53,0.42,0.31,0.51
0015_324.4,38.0,0.69,0.74,0.75,0.63,0.68,0.69,0.57,0.6,0.66
0015_325.6,38.0,0.79,0.85,0.9,0.73,0.78,0.83,0.65,0.69,0.79
0015_328.7,38.0,0.77,0.82,0.99,0.7,0.76,0.94,0.63,0.67,0.9
0015_330.1,38.0,0.74,0.79,0.93,0.68,0.72,0.88,0.61,0.64,0.84
0015_331.6,38.0,0.81,0.84,0.96,0.75,0.77,0.91,0.67,0.69,0.86
0015_332.9,38.0,0.88,0.91,0.98,0.81,0.84,0.93,0.73,0.75,0.88
0015_334.1,38.0,1.09,1.12,1.16,1.07,1.09,1.14,0.96,0.97,1.08
0015_335.8,38.0,1.12,1.13,1.16,1.1,1.11,1.14,0.99,0.99,1.08
0015_337.0,38.0,1.1,1.13,1.15,1.08,1.1,1.13,0.97,0.98,1.07
0015_338.5,38.0,1.09,1.04,1.03,1.07,1.02,1.0,0.96,0.91,0.95
0015_339.1,38.0,1.08,0.98,1.02,1.06,0.93,0.99,0.95,0.83,0.94
0015_340.3,23.0,1.11,0.96,1.23,1.08,0.91,1.2,0.98,0.81,1.14
0015_342.0,23.0,1.16,1.0,1.15,1.14,0.97,1.13,1.02,0.87,1.07
0015_343.1,23.0,0.95,0.91,1.0,0.9,0.84,0.97,0.81,0.75,0.92
0015_343.9,23.0,1.04,0.89,1.0,1.02,0.82,0.97,0.92,0.73,0.92
0015_345.0,23.0,1.02,0.91,1.03,1.0,0.86,1.01,0.9,0.77,0.95
0015_346.7,23.0,1.06,0.8,0.98,1.01,0.71,0.89,0.87,0.62,0.85
0015_349.4,23.0,0.92,0.7,0.94,0.87,0.64,0.89,0.79,0.57,0.85
0015_351.9,35.0,0.95,0.76,1.03,0.86,0.66,0.95,0.74,0.58,0.91
0015_357.6,35.0,0.86,0.67,0.95,0.76,0.59,0.86,0.65,0.52,0.82
0015_362.0,35.0,0.91,0.67,1.0,0.8,0.59,0.91,0.69,0.52,0.87
0015_363.7,35.0,0.84,0.59,0.87,0.74,0.52,0.76,0.63,0.46,0.73
0015_365.5,35.0,0.79,0.47,0.67,0.69,0.41,0.59,0.51,0.35,0.56
0026_000.0,2.0,0.68,0.5,0.87,0.63,0.46,0.8,0.52,0.39,0.74
0026_000.2,2.0,0.66,0.51,0.87,0.61,0.47,0.8,0.5,0.4,0.74
0026_000.4,2.0,1.37,1.05,1.28,1.35,1.03,1.25,1.11,0.88,1.16
0026_000.7,2.0,1.28,1.07,1.46,1.26,1.04,1.43,1.04,0.89,1.32
0026_001.0,2.0,1.19,1.01,1.27,1.17,0.98,1.24,0.97,0.83,1.15
0026_001.3,2.0,1.17,0.92,1.28,1.15,0.88,1.26,0.96,0.76,1.13
0026_001.8,2.0,1.22,0.98,1.29,1.2,0.93,1.26,0.99,0.79,1.16
0026_002.7,2.0,1.22,0.99,1.31,1.19,0.96,1.28,0.99,0.81,1.18
0026_003.0,2.0,0.39,0.37,0.53,0.36,0.34,0.48,0.29,0.29,0.45
0026_003.2,2.0,0.45,0.37,0.62,0.41,0.34,0.57,0.34,0.29,0.53
0026_003.3,2.0,0.5,0.38,0.59,0.46,0.35,0.54,0.38,0.3,0.5
0026_003.5,2.0,0.53,0.3,0.55,0.49,0.28,0.51,0.4,0.24,0.47
0037_000.0,2.0,1.21,0.94,1.27,1.19,0.89,1.24,0.98,0.76,1.14
0037_001.0,2.0,1.19,0.97,1.3,1.17,0.92,1.27,0.98,0.8,1.14
0037_001.5,2.0,1.08,0.88,1.24,1.06,0.81,1.22,0.88,0.7,1.09
0037_002.0,3.0,0.98,0.73,1.29,0.95,0.67,1.26,0.79,0.59,1.13
0037_003.0,3.0,0.43,0.36,0.63,0.39,0.34,0.58,0.33,0.29,0.53
0037_003.5,3.0,0.44,0.38,0.68,0.4,0.35,0.63,0.33,0.3,0.56
0037_004.1,3.0,1.33,1.03,1.4,1.31,1.01,1.38,1.09,0.88,1.24
0037_004.5,3.0,0.38,0.36,0.6,0.35,0.33,0.55,0.29,0.29,0.5
0037_005.7,3.0,0.36,0.27,0.51,0.33,0.25,0.47,0.27,0.22,0.42
0037_006.2,3.0,0.5,0.4,0.68,0.44,0.35,0.6,0.37,0.31,0.52
0037_006.7,3.0,0.22,0.31,0.76,0.2,0.27,0.66,0.16,0.24,0.58
0037_007.2,3.0,0.3,0.28,0.8,0.26,0.25,0.71,0.22,0.22,0.62
0037_009.0,3.0,0.5,0.37,0.89,0.44,0.33,0.78,0.37,0.28,0.68
0037_009.6,3.0,0.54,0.51,0.86,0.47,0.45,0.76,0.39,0.39,0.66
0037_010.0,3.0,0.68,0.54,1.04,0.6,0.47,0.94,0.49,0.41,0.82
0037_010.5,3.0,0.84,0.56,1.02,0.77,0.52,0.99,0.64,0.45,0.89
0037_011.5,3.0,0.85,0.6,0.96,0.78,0.55,0.91,0.65,0.48,0.82
0038_000.0,3.0,0.15,0.1,0.16,0.14,0.1,0.15,0.12,0.08,0.14
0038_000.5,3.0,0.23,0.16,0.22,0.2,0.14,0.2,0.17,0.12,0.17
0038_003.2,3.0,0.19,0.13,0.17,0.16,0.11,0.15,0.13,0.1,0.14
0039_000.0,2.0,1.29,0.94,1.44,1.23,0.86,1.37,1.02,0.74,1.19
0039_000.5,2.0,1.03,0.89,1.06,0.95,0.78,0.99,0.79,0.68,0.86
0039_001.5,2.0,0.99,0.83,1.07,0.9,0.73,1.02,0.75,0.64,0.89
0039_002.4,2.0,1.13,1.02,1.28,1.07,0.92,1.22,0.89,0.8,1.06
0039_003.5,2.0,0.9,0.58,0.9,0.85,0.53,0.83,0.71,0.46,0.75
0039_004.0,2.0,0.98,0.75,1.19,0.96,0.69,1.17,0.8,0.6,1.05
0039_004.3,2.0,0.97,0.77,1.25,0.93,0.71,1.22,0.77,0.61,1.1
0039_005.1,2.0,0.91,0.77,1.23,0.87,0.71,1.21,0.72,0.6,1.11
0039_006.0,2.0,0.87,0.84,1.13,0.8,0.77,1.11,0.66,0.66,1.02
0039_006.1,2.0,0.91,0.84,1.15,0.86,0.77,1.12,0.72,0.66,1.04
0039_006.2,2.0,0.97,0.81,1.3,0.92,0.74,1.27,0.76,0.63,1.17
0039_006.4,2.0,0.78,0.62,1.09,0.72,0.57,1.07,0.6,0.5,0.96
0039_007.3,2.0,0.74,0.59,0.9,0.68,0.55,0.86,0.56,0.47,0.77
0039_007.7,3.0,0.45,0.31,0.54,0.41,0.28,0.5,0.35,0.25,0.45
0039_007.9,3.0,0.29,0.17,0.34,0.26,0.15,0.31,0.22,0.13,0.28
0039_008.7,3.0,0.46,0.26,0.46,0.42,0.24,0.42,0.35,0.2,0.38
0048_000.0,2.0,1.01,1.0,1.27,0.98,0.97,1.24,0.81,0.83,1.15
0048_000.5,2.0,0.98,0.81,1.07,0.93,0.75,1.05,0.77,0.64,0.97
0048_001.0,2.0,0.89,0.66,1.07,0.82,0.61,1.05,0.68,0.53,0.95
0048_001.5,2.0,0.87,0.63,1.07,0.8,0.58,1.05,0.66,0.49,0.97
0048_002.0,2.0,0.77,0.6,0.98,0.71,0.56,0.93,0.59,0.47,0.86
0048_002.5,2.0,0.72,0.62,0.93,0.66,0.57,0.88,0.55,0.48,0.81
0048_003.3,2.0,0.74,0.68,0.9,0.68,0.63,0.86,0.56,0.53,0.79
0048_003.5,2.0,1.19,1.06,1.34,1.16,1.04,1.31,0.96,0.89,1.21
0048_003.9,2.0,1.22,1.34,1.58,1.2,1.32,1.55,0.99,1.12,1.43
0048_004.1,2.0,1.14,1.22,1.49,1.12,1.2,1.46,0.93,1.02,1.35
0051_000.0,3.0,0.75,0.47,0.95,0.69,0.43,0.9,0.57,0.37,0.83
0051_000.6,3.0,0.92,0.68,1.09,0.85,0.62,1.07,0.7,0.53,0.98
0051_001.0,3.0,0.99,0.66,1.11,0.94,0.61,1.09,0.78,0.53,0.98
0051_001.6,3.0,0.07,0.04,0.08,0.06,0.04,0.08,0.05,0.03,0.07
0051_002.4,3.0,1.04,0.81,1.27,1.02,0.74,1.25,0.85,0.65,1.12
0052_000.0,2.0,0.45,0.48,0.63,0.41,0.44,0.58,0.34,0.37,0.53
0052_000.5,2.0,0.99,0.9,1.15,0.96,0.86,1.13,0.79,0.73,1.04
0052_000.6,2.0,0.93,0.89,0.99,0.88,0.82,0.96,0.73,0.69,0.88
0052_001.0,2.0,0.92,0.83,1.0,0.87,0.76,0.97,0.72,0.65,0.89
0052_001.5,2.0,0.91,0.73,0.99,0.87,0.67,0.94,0.72,0.57,0.87
0052_001.8,2.0,0.94,0.77,1.18,0.89,0.71,1.16,0.74,0.6,1.07
0052_002.1,2.0,0.89,0.78,1.22,0.82,0.72,1.19,0.68,0.61,1.1
0052_002.6,2.0,0.61,0.54,0.98,0.56,0.5,0.93,0.47,0.43,0.84
0052_003.1,2.0,1.2,0.97,1.76,1.18,0.92,1.72,0.97,0.78,1.59
0052_003.7,31.0,0.89,0.66,1.22,0.82,0.61,1.2,0.68,0.52,1.1
0053_000.1,3.0,0.9,0.78,1.03,0.85,0.72,0.99,0.71,0.62,0.89
0053_000.9,3.0,1.13,0.99,1.23,1.11,0.94,1.2,0.91,0.8,1.11
0053_001.5,3.0,1.39,1.24,1.57,1.36,1.22,1.54,1.12,1.04,1.42
0053_001.7,3.0,0.66,0.66,0.76,0.61,0.61,0.7,0.5,0.52,0.64
0053_001.8,3.0,0.59,0.7,0.68,0.55,0.64,0.63,0.45,0.55,0.58
0060_000.0,4.0,1.08,1.03,2.01,1.06,1.01,1.97,0.87,0.86,1.81
0060_000.8,4.0,0.27,0.29,0.6,0.24,0.25,0.53,0.2,0.22,0.46
0060_003.7,4.0,0.24,0.25,0.51,0.21,0.22,0.45,0.18,0.19,0.39
0060_004.4,4.0,0.4,0.4,0.64,0.36,0.35,0.56,0.29,0.3,0.49
0060_007.4,4.0,0.33,0.42,0.77,0.29,0.37,0.68,0.24,0.32,0.59
0065_000.1,4.0,0.12,0.1,0.21,0.11,0.09,0.19,0.09,0.08,0.17
0065_002.4,7.0,0.16,0.12,0.21,0.14,0.1,0.18,0.1,0.08,0.15
0067_000.0,33.0,0.94,0.92,1.08,0.9,0.85,1.06,0.73,0.63,0.92
0067_001.0,33.0,0.94,0.92,1.08,0.9,0.85,1.06,0.73,0.63,0.92
0067_004.0,2.0,0.28,0.21,0.36,0.26,0.2,0.33,0.22,0.17,0.3
0067_004.1,33.0,0.95,0.95,1.07,0.86,0.86,1.01,0.7,0.64,0.88
0067_007.3,33.0,0.93,0.91,1.0,0.88,0.86,0.97,0.72,0.64,0.84
0067_010.1,33.0,0.73,0.8,0.86,0.67,0.74,0.79,0.54,0.55,0.68
0068_000.0,2.0,0.24,0.17,0.41,0.21,0.15,0.36,0.17,0.13,0.33
0068_009.1,2.0,0.24,0.17,0.41,0.21,0.15,0.36,0.17,0.13,0.34
0068_012.8,2.0,0.2,0.15,0.36,0.18,0.13,0.31,0.15,0.11,0.29
0068_017.2,2.0,0.24,0.21,0.48,0.21,0.18,0.42,0.18,0.16,0.37
0068_023.7,2.0,0.44,0.31,0.56,0.41,0.29,0.52,0.34,0.25,0.47
0068_024.7,2.0,0.75,0.5,0.83,0.69,0.46,0.76,0.58,0.4,0.68
0068_025.0,2.0,0.79,0.53,0.86,0.73,0.49,0.79,0.61,0.42,0.71
0068_025.4,2.0,1.12,0.79,1.18,1.09,0.72,1.16,0.91,0.63,1.04
0068_026.5,2.0,1.08,0.85,1.13,1.06,0.78,1.11,0.88,0.68,1.0
0068_026.9,2.0,1.08,0.85,1.11,1.06,0.78,1.09,0.88,0.68,0.98
0068_027.4,2.0,0.63,0.44,0.69,0.58,0.41,0.63,0.48,0.35,0.57
0068_028.3,2.0,0.57,0.37,0.57,0.53,0.34,0.53,0.44,0.29,0.47
0068_029.3,2.0,0.65,0.45,0.68,0.6,0.42,0.63,0.5,0.36,0.56
0068_029.7,2.0,0.69,0.45,0.7,0.64,0.41,0.65,0.53,0.35,0.6
0068_030.5,2.0,1.18,0.81,1.23,1.15,0.75,1.21,0.96,0.64,1.11
0068_031.0,2.0,0.99,0.72,1.03,0.96,0.66,1.0,0.8,0.56,0.92
0068_031.5,2.0,1.06,0.77,1.11,1.03,0.71,1.09,0.86,0.6,1.0
0068_031.7,2.0,0.9,0.47,0.97,0.83,0.43,0.92,0.69,0.37,0.85
0068_032.2,2.0,0.77,0.39,0.88,0.71,0.36,0.81,0.59,0.31,0.75
0068_032.4,2.0,0.82,0.44,0.94,0.76,0.4,0.89,0.63,0.34,0.82
0068_032.7,2.0,0.81,0.45,0.91,0.74,0.42,0.86,0.62,0.36,0.8
0068_033.3,2.0,0.33,0.21,0.4,0.31,0.19,0.37,0.25,0.16,0.34
0068_033.6,2.0,0.48,0.28,0.56,0.44,0.26,0.52,0.37,0.22,0.48
0068_034.0,2.0,0.26,0.14,0.32,0.24,0.13,0.29,0.2,0.11,0.26
0068_034.5,2.0,0.29,0.15,0.34,0.27,0.14,0.31,0.22,0.12,0.28
0068_034.6,2.0,0.44,0.17,0.5,0.4,0.16,0.46,0.33,0.14,0.41
0068_036.0,2.0,0.55,0.22,0.67,0.48,0.19,0.59,0.4,0.17,0.51
0068_038.1,2.0,0.95,0.34,1.12,0.86,0.3,1.06,0.71,0.26,0.92
0068_039.2,2.0,1.01,0.31,1.08,0.98,0.28,1.06,0.81,0.25,0.95
0068_039.8,2.0,1.21,0.48,1.66,1.18,0.44,1.63,0.99,0.39,1.46
0068_040.1,2.0,1.06,0.47,1.34,1.04,0.43,1.31,0.87,0.38,1.18
0068_040.8,2.0,0.6,0.43,1.01,0.55,0.39,0.98,0.46,0.34,0.88
0068_041.3,2.0,0.63,0.39,1.02,0.58,0.36,0.99,0.48,0.31,0.89
0068_042.3,2.0,0.67,0.44,0.95,0.62,0.4,0.91,0.52,0.35,0.82
0068_043.3,2.0,0.71,0.42,0.99,0.65,0.39,0.94,0.54,0.34,0.85
0068_043.8,2.0,0.86,0.49,1.21,0.79,0.45,1.19,0.66,0.39,1.07
0068_045.1,2.0,0.81,0.53,1.02,0.75,0.48,0.99,0.62,0.41,0.91
0068_045.8,2.0,0.92,0.63,1.14,0.87,0.58,1.12,0.72,0.5,1.03
0068_046.8,2.0,1.1,0.7,1.49,1.07,0.65,1.46,0.89,0.55,1.34
0068_047.2,2.0,1.1,0.69,1.51,1.08,0.64,1.48,0.9,0.54,1.37
0068_047.8,2.0,1.05,0.67,1.39,1.03,0.62,1.36,0.85,0.53,1.26
0068_048.3,2.0,1.09,0.66,1.44,1.07,0.6,1.42,0.88,0.51,1.31
0068_049.3,2.0,0.97,0.62,1.2,0.92,0.57,1.18,0.76,0.48,1.08
0068_050.3,2.0,1.49,0.95,1.75,1.46,0.9,1.71,1.21,0.77,1.58
0068_050.7,2.0,1.43,1.18,1.83,1.4,1.16,1.79,1.16,0.99,1.65
0068_051.3,2.0,1.06,0.7,1.27,1.04,0.65,1.24,0.86,0.55,1.15
0068_052.1,2.0,1.09,0.67,1.34,1.07,0.62,1.32,0.88,0.53,1.21
0068_052.3,2.0,1.05,0.73,1.36,1.03,0.67,1.33,0.85,0.57,1.23
0068_053.1,2.0,1.06,0.92,1.56,1.04,0.88,1.52,0.86,0.75,1.41
0068_053.3,2.0,0.91,0.59,1.2,0.87,0.54,1.18,0.72,0.46,1.09
0068_054.3,2.0,0.67,0.47,1.16,0.61,0.43,1.14,0.51,0.37,1.05
0068_054.8,2.0,0.68,0.46,1.1,0.63,0.42,1.08,0.52,0.36,1.0
0068_055.7,2.0,0.65,0.51,0.97,0.59,0.47,0.92,0.49,0.4,0.85
0068_056.2,2.0,0.84,0.51,1.28,0.78,0.47,1.25,0.64,0.4,1.16
0068_056.3,2.0,0.87,0.55,1.4,0.8,0.5,1.38,0.67,0.43,1.27
0068_056.8,2.0,0.58,0.6,1.13,0.54,0.56,1.11,0.44,0.47,1.02
0068_057.3,2.0,0.61,0.56,1.28,0.56,0.51,1.25,0.46,0.44,1.16
0068_058.1,2.0,0.56,0.53,1.45,0.52,0.49,1.42,0.43,0.42,1.28
0068_058.7,2.0,0.89,0.67,1.4,0.82,0.62,1.37,0.68,0.52,1.27
0068_059.1,2.0,0.81,0.71,0.91,0.75,0.65,0.84,0.62,0.56,0.77
0068_059.5,2.0,0.85,0.56,1.09,0.79,0.51,1.07,0.65,0.44,0.99
