SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0015_267.9,38.0,1.0,0.72,1.02,0.97,0.66,1.0,0.88,0.59,0.95
0015_269.0,38.0,0.89,0.74,0.92,0.82,0.68,0.87,0.74,0.61,0.83
0015_269.6,38.0,1.01,0.88,1.06,0.98,0.81,1.03,0.88,0.72,0.98
0015_270.6,38.0,0.95,0.77,0.93,0.91,0.71,0.89,0.82,0.63,0.84
0015_271.6,38.0,1.12,0.9,1.03,1.1,0.85,1.01,0.99,0.76,0.96
0015_272.7,38.0,1.16,0.94,1.09,1.13,0.89,1.06,1.02,0.79,1.01
0015_274.7,38.0,1.06,0.87,1.02,1.04,0.8,0.99,0.94,0.71,0.94
0015_275.3,38.0,1.02,0.92,1.02,1.0,0.85,1.0,0.9,0.76,0.95
0015_276.4,38.0,1.09,0.97,1.03,1.07,0.93,1.01,0.97,0.82,0.96
0015_278.5,38.0,1.17,0.91,1.07,1.15,0.83,1.05,1.03,0.74,0.99
0015_279.6,38.0,1.13,0.92,1.05,1.1,0.85,1.03,0.99,0.76,0.98
0015_282.2,38.0,1.02,0.84,1.1,0.99,0.77,1.08,0.89,0.69,1.02
0015_283.3,38.0,1.19,0.93,1.21,1.17,0.88,1.19,1.05,0.78,1.13
0015_283.9,38.0,0.93,0.9,1.15,0.88,0.86,1.13,0.79,0.76,1.04
0015_285.1,38.0,0.97,0.91,1.53,0.92,0.84,1.5,0.83,0.75,1.35
0015_285.8,38.0,1.02,0.92,1.14,0.99,0.85,1.11,0.89,0.76,1.06
0015_286.8,38.0,1.02,0.92,1.14,0.99,0.86,1.12,0.89,0.77,1.06
0015_288.2,38.0,0.95,0.88,1.1,0.91,0.81,1.08,0.82,0.72,1.03
0015_289.8,38.0,1.19,1.1,1.22,1.17,1.08,1.19,1.05,0.96,1.13
0015_291.4,38.0,1.02,0.98,1.05,0.99,0.93,1.03,0.89,0.83,0.98
0015_292.6,38.0,0.91,0.9,1.05,0.86,0.83,1.03,0.77,0.74,0.98
0015_293.0,38.0,0.86,0.88,1.06,0.79,0.81,1.03,0.71,0.72,0.98
0015_293.6,38.0,1.01,0.99,1.08,0.98,0.94,1.06,0.88,0.84,1.01
0015_295.6,38.0,1.04,0.99,1.06,1.02,0.94,1.04,0.92,0.84,0.99
0015_297.9,38.0,1.06,0.91,1.0,1.04,0.86,0.97,0.94,0.77,0.92
0015_299.0,38.0,1.0,0.9,0.97,0.95,0.86,0.92,0.85,0.76,0.88
0015_300.3,38.0,1.02,0.97,1.0,1.0,0.92,0.96,0.9,0.82,0.91
0015_301.7,38.0,1.03,0.98,1.03,1.01,0.93,1.0,0.91,0.83,0.95
0015_302.5,38.0,1.03,0.98,1.03,1.01,0.93,1.0,0.91,0.83,0.95
0015_303.4,38.0,0.98,0.92,0.98,0.93,0.88,0.93,0.83,0.78,0.89
0015_304.7,38.0,1.15,1.21,1.41,1.13,1.19,1.39,1.02,1.06,1.32
0015_305.2,38.0,1.24,1.18,1.22,1.22,1.15,1.19,1.1,1.03,1.13
0015_305.9,38.0,1.33,1.3,1.4,1.3,1.27,1.37,1.17,1.13,1.3
0015_306.3,38.0,1.06,1.07,1.14,1.04,1.05,1.12,0.94,0.94,1.06
0015_307.2,38.0,1.82,1.47,1.19,1.78,1.44,1.16,1.59,1.27,1.1
0015_307.5,38.0,1.44,1.55,2.08,1.41,1.52,2.04,1.27,1.35,1.93
0015_307.6,38.0,1.05,1.0,1.14,1.03,0.95,1.12,0.93,0.84,1.06
0015_307.8,38.0,1.0,0.86,1.06,0.95,0.79,1.04,0.85,0.7,0.99
0015_308.4,38.0,1.05,0.9,1.07,1.02,0.85,1.05,0.92,0.76,1.0
0015_309.3,38.0,1.0,0.85,1.03,0.95,0.78,1.0,0.85,0.7,0.95
0015_310.2,38.0,0.99,0.84,1.03,0.94,0.77,1.01,0.85,0.69,0.96
0015_311.4,38.0,0.98,0.78,1.04,0.89,0.68,0.95,0.76,0.6,0.91
0015_311.8,38.0,1.12,0.92,1.22,1.1,0.88,1.2,0.99,0.78,1.14
0015_313.7,38.0,0.98,0.86,1.15,0.95,0.79,1.13,0.86,0.7,1.07
0015_315.3,38.0,1.0,0.81,1.11,0.97,0.75,1.09,0.87,0.67,1.04
0015_316.9,38.0,1.03,0.79,1.15,1.01,0.73,1.13,0.91,0.65,1.07
0015_317.6,38.0,0.92,0.66,1.03,0.84,0.61,1.01,0.76,0.54,0.96
0015_318.3,38.0,0.99,0.77,1.13,0.96,0.71,1.1,0.87,0.63,1.05
0015_319.5,38.0,1.05,0.78,1.17,1.03,0.72,1.15,0.93,0.64,1.09
0015_321.0,38.0,0.99,0.7,0.98,0.96,0.64,0.93,0.87,0.57,0.89
0015_322.0,38.0,0.97,0.65,0.96,0.93,0.6,0.91,0.83,0.53,0.87
0015_323.8,38.0,0.89,0.56,0.8,0.82,0.52,0.73,0.74,0.46,0.7
0015_324.4,38.0,0.99,0.87,1.08,0.96,0.8,1.06,0.86,0.71,1.0
0015_325.6,38.0,0.97,0.87,1.05,0.92,0.8,1.03,0.83,0.71,0.98
0015_328.7,38.0,1.02,0.97,1.15,1.0,0.92,1.12,0.9,0.82,1.07
0015_330.1,38.0,0.97,0.89,1.0,0.92,0.82,0.97,0.83,0.73,0.92
0015_331.6,38.0,0.97,0.9,1.04,0.92,0.86,1.02,0.83,0.77,0.97
0015_332.9,38.0,0.98,0.92,0.99,0.95,0.87,0.94,0.86,0.78,0.9
0015_334.1,38.0,0.98,0.95,1.01,0.95,0.9,0.98,0.86,0.8,0.93
0015_335.8,38.0,1.0,0.94,0.97,0.97,0.89,0.92,0.87,0.79,0.87
0015_337.0,38.0,0.99,0.93,0.98,0.96,0.89,0.93,0.87,0.79,0.89
0015_338.5,38.0,0.95,0.86,0.98,0.91,0.79,0.93,0.82,0.7,0.88
0015_339.1,38.0,0.91,0.77,1.0,0.87,0.71,0.97,0.78,0.63,0.92
0015_340.3,23.0,0.86,0.73,1.0,0.79,0.67,0.95,0.71,0.6,0.9
0015_342.0,23.0,0.89,0.74,1.03,0.82,0.68,0.99,0.74,0.61,0.94
0015_343.1,23.0,0.75,0.67,0.95,0.69,0.61,0.9,0.62,0.55,0.86
0015_343.9,23.0,0.72,0.59,0.86,0.66,0.54,0.79,0.59,0.48,0.75
0015_345.0,23.0,0.82,0.64,0.95,0.72,0.56,0.84,0.62,0.5,0.8
0015_346.7,23.0,0.7,0.56,0.82,0.62,0.49,0.72,0.53,0.43,0.69
0015_349.4,23.0,0.5,0.46,0.64,0.44,0.4,0.57,0.38,0.35,0.54
0015_351.9,35.0,0.6,0.52,0.71,0.53,0.46,0.62,0.45,0.4,0.59
0015_357.6,35.0,0.58,0.49,0.65,0.51,0.43,0.57,0.44,0.38,0.55
0015_362.0,35.0,0.38,0.33,0.47,0.35,0.3,0.43,0.32,0.27,0.41
0015_363.7,35.0,0.34,0.3,0.4,0.3,0.26,0.35,0.25,0.23,0.34
0015_365.5,35.0,0.28,0.24,0.32,0.25,0.21,0.29,0.18,0.18,0.27
0015_368.1,35.0,0.44,0.37,0.5,0.39,0.32,0.44,0.29,0.28,0.42
0026_000.0,2.0,0.59,0.45,0.86,0.55,0.42,0.79,0.45,0.36,0.73
0026_000.2,2.0,0.58,0.44,0.82,0.53,0.41,0.76,0.44,0.35,0.7
0026_000.4,2.0,1.08,0.9,1.06,1.05,0.85,1.04,0.88,0.74,0.93
0026_000.7,2.0,1.11,0.91,1.2,1.09,0.86,1.17,0.91,0.75,1.06
0026_001.0,2.0,1.1,0.96,1.15,1.08,0.91,1.13,0.89,0.78,1.04
0026_001.3,2.0,1.14,0.92,1.13,1.11,0.87,1.11,0.92,0.74,1.02
0026_001.8,2.0,1.18,0.98,1.26,1.16,0.93,1.24,0.96,0.79,1.14
0026_002.7,2.0,1.26,0.98,1.25,1.23,0.95,1.22,1.02,0.81,1.13
0026_003.0,2.0,0.38,0.37,0.49,0.35,0.34,0.45,0.29,0.29,0.41
0026_003.2,2.0,0.41,0.45,0.59,0.38,0.42,0.54,0.31,0.35,0.5
0026_003.3,2.0,0.41,0.44,0.54,0.38,0.4,0.49,0.31,0.34,0.46
0026_003.5,2.0,0.42,0.39,0.53,0.39,0.36,0.49,0.32,0.31,0.45
0037_000.0,2.0,1.09,0.91,1.05,1.07,0.84,1.03,0.89,0.73,0.92
0037_001.0,2.0,1.02,0.9,0.94,0.99,0.83,0.9,0.82,0.72,0.8
0037_001.5,2.0,0.98,0.81,0.93,0.93,0.75,0.88,0.77,0.65,0.79
0037_002.0,3.0,0.62,0.5,0.78,0.57,0.46,0.72,0.47,0.4,0.64
0037_003.0,3.0,0.15,0.15,0.21,0.14,0.13,0.2,0.12,0.12,0.18
0037_003.5,3.0,0.12,0.13,0.21,0.11,0.12,0.19,0.09,0.1,0.18
0037_004.1,3.0,0.91,0.58,1.04,0.8,0.51,0.95,0.66,0.44,0.83
0037_004.5,3.0,0.42,0.35,0.63,0.37,0.31,0.56,0.31,0.27,0.48
0037_005.7,3.0,0.63,0.37,0.83,0.55,0.33,0.73,0.46,0.29,0.64
0037_006.2,3.0,0.38,0.31,0.53,0.33,0.27,0.47,0.28,0.24,0.41
0037_006.7,3.0,0.42,0.34,0.61,0.37,0.3,0.53,0.3,0.26,0.47
0037_007.2,3.0,0.38,0.29,0.58,0.33,0.25,0.51,0.28,0.22,0.44
0037_009.0,3.0,0.67,0.43,0.78,0.59,0.37,0.69,0.49,0.32,0.6
0037_009.6,3.0,0.3,0.18,0.38,0.27,0.16,0.33,0.22,0.14,0.29
0037_010.0,3.0,0.49,0.37,0.51,0.43,0.33,0.45,0.36,0.28,0.39
0037_010.5,3.0,0.48,0.29,0.58,0.44,0.27,0.53,0.37,0.23,0.48
0037_011.5,3.0,0.59,0.27,0.69,0.55,0.25,0.64,0.45,0.22,0.57
0038_000.0,3.0,0.09,0.08,0.12,0.08,0.08,0.11,0.07,0.07,0.1
0038_000.5,3.0,0.14,0.12,0.19,0.12,0.11,0.17,0.1,0.09,0.15
0038_003.2,3.0,0.12,0.1,0.15,0.1,0.09,0.13,0.08,0.08,0.12
0039_000.0,2.0,0.38,0.33,0.52,0.33,0.29,0.46,0.28,0.25,0.42
0039_000.5,2.0,0.48,0.37,0.57,0.42,0.32,0.5,0.36,0.28,0.46
0039_001.5,2.0,0.55,0.41,0.63,0.49,0.36,0.55,0.41,0.32,0.51
0039_002.4,2.0,0.62,0.46,0.73,0.55,0.41,0.65,0.45,0.35,0.56
0039_003.5,2.0,0.53,0.39,0.65,0.47,0.34,0.57,0.39,0.3,0.5
0039_004.0,2.0,0.8,0.65,0.94,0.74,0.6,0.89,0.61,0.51,0.82
0039_004.3,2.0,0.85,0.75,1.02,0.78,0.69,0.99,0.64,0.59,0.91
0039_005.1,2.0,0.89,0.72,1.01,0.82,0.66,0.98,0.68,0.56,0.91
0039_006.0,2.0,0.82,0.6,0.9,0.75,0.55,0.85,0.62,0.47,0.79
0039_006.1,2.0,0.83,0.6,0.91,0.76,0.55,0.87,0.63,0.47,0.8
0039_006.2,2.0,0.82,0.6,1.01,0.75,0.55,0.98,0.62,0.47,0.9
0039_006.4,2.0,0.68,0.64,0.91,0.62,0.59,0.87,0.52,0.5,0.8
0039_007.3,2.0,0.61,0.59,0.77,0.56,0.54,0.7,0.47,0.47,0.63
0039_007.7,3.0,0.41,0.27,0.51,0.37,0.25,0.47,0.31,0.22,0.42
0039_007.9,3.0,0.23,0.16,0.28,0.21,0.15,0.25,0.17,0.13,0.23
0039_008.7,3.0,0.34,0.23,0.38,0.31,0.21,0.35,0.26,0.18,0.31
0048_000.0,2.0,0.99,0.95,1.21,0.95,0.9,1.18,0.78,0.77,1.09
0048_000.5,2.0,0.91,0.75,1.02,0.84,0.69,1.0,0.69,0.59,0.92
0048_001.0,2.0,0.9,0.75,1.06,0.86,0.69,1.04,0.71,0.6,0.94
0048_001.5,2.0,0.99,0.8,1.17,0.94,0.74,1.14,0.78,0.63,1.05
0048_002.0,2.0,0.83,0.66,1.0,0.77,0.61,0.97,0.63,0.52,0.89
0048_002.5,2.0,0.77,0.64,0.97,0.71,0.59,0.92,0.58,0.51,0.85
0048_003.3,2.0,0.75,0.7,0.91,0.69,0.64,0.84,0.57,0.55,0.77
0048_003.5,2.0,1.2,1.13,1.46,1.17,1.11,1.43,0.97,0.94,1.32
0048_003.9,2.0,1.14,1.3,1.32,1.12,1.27,1.29,0.93,1.08,1.19
0048_004.1,2.0,1.1,1.19,1.27,1.08,1.17,1.25,0.89,0.99,1.15
0051_000.0,3.0,0.41,0.38,0.62,0.37,0.35,0.57,0.31,0.3,0.52
0051_000.6,3.0,0.58,0.57,0.8,0.53,0.52,0.74,0.44,0.45,0.68
0051_001.0,3.0,0.58,0.57,0.85,0.53,0.53,0.78,0.44,0.46,0.7
0051_002.4,3.0,0.84,0.82,0.96,0.77,0.75,0.91,0.64,0.65,0.82
0052_000.0,2.0,0.91,0.76,1.0,0.84,0.7,0.95,0.69,0.59,0.87
0052_000.5,2.0,1.12,1.04,1.36,1.09,1.02,1.34,0.91,0.87,1.23
0052_000.6,2.0,1.0,0.92,1.04,0.95,0.87,1.02,0.78,0.75,0.94
0052_001.0,2.0,0.98,0.89,1.03,0.93,0.82,1.01,0.77,0.7,0.93
0052_001.5,2.0,0.94,0.8,1.01,0.9,0.74,0.98,0.74,0.63,0.91
0052_001.8,2.0,0.98,0.87,1.06,0.95,0.8,1.04,0.79,0.69,0.96
0052_002.1,2.0,0.99,0.89,1.09,0.94,0.82,1.07,0.78,0.7,0.98
0052_002.6,2.0,0.78,0.68,0.87,0.72,0.62,0.8,0.59,0.53,0.74
0052_003.1,2.0,1.27,1.08,1.48,1.25,1.05,1.45,1.03,0.9,1.34
0052_003.7,31.0,0.92,0.87,1.04,0.88,0.8,1.02,0.74,0.62,0.94
0053_000.1,3.0,0.9,0.82,0.99,0.85,0.76,0.95,0.71,0.64,0.88
0053_000.9,3.0,1.0,0.95,1.17,0.96,0.9,1.14,0.79,0.77,1.05
0053_001.5,3.0,1.32,1.29,1.5,1.29,1.26,1.47,1.07,1.07,1.36
0053_001.7,3.0,0.73,0.71,0.86,0.67,0.66,0.79,0.56,0.56,0.73
0053_001.8,3.0,0.68,0.67,0.84,0.63,0.62,0.77,0.52,0.53,0.71
0060_000.0,4.0,1.03,1.1,1.62,1.01,1.08,1.59,0.84,0.94,1.43
0060_000.8,4.0,0.17,0.16,0.51,0.15,0.14,0.45,0.13,0.12,0.39
0060_003.7,4.0,0.1,0.11,0.32,0.09,0.1,0.29,0.07,0.08,0.25
0060_004.4,4.0,0.36,0.38,0.73,0.33,0.35,0.67,0.28,0.3,0.6
0060_007.4,4.0,0.5,0.57,1.07,0.46,0.53,1.05,0.39,0.46,0.94
0067_000.0,38.0,1.09,0.9,1.22,1.07,0.83,1.19,0.87,0.61,1.03
0067_001.0,38.0,1.09,0.9,1.22,1.07,0.83,1.19,0.87,0.61,1.03
0067_004.0,2.0,0.07,0.04,0.12,0.07,0.04,0.11,0.06,0.03,0.1
0067_004.1,38.0,1.15,0.94,1.21,1.13,0.89,1.18,0.92,0.66,1.02
0067_007.3,38.0,1.17,0.92,1.33,1.15,0.85,1.31,0.94,0.63,1.13
0067_010.1,38.0,0.8,0.8,1.02,0.74,0.73,1.0,0.6,0.54,0.87
0068_000.0,2.0,0.17,0.1,0.22,0.15,0.09,0.2,0.13,0.08,0.18
0068_012.8,2.0,0.14,0.1,0.19,0.12,0.09,0.17,0.1,0.08,0.16
0068_017.2,2.0,0.33,0.25,0.46,0.31,0.23,0.42,0.26,0.2,0.38
0068_023.7,2.0,0.8,0.58,0.78,0.74,0.53,0.72,0.62,0.46,0.65
0068_024.7,2.0,0.53,0.43,0.59,0.48,0.4,0.54,0.4,0.34,0.48
0068_025.0,2.0,0.53,0.54,0.86,0.49,0.49,0.79,0.41,0.43,0.71
0068_026.5,2.0,0.55,0.5,0.86,0.5,0.46,0.79,0.42,0.4,0.71
0068_026.9,2.0,0.4,0.35,0.66,0.37,0.32,0.61,0.31,0.28,0.55
0068_027.4,2.0,0.14,0.13,0.21,0.13,0.12,0.2,0.1,0.1,0.18
0068_028.3,2.0,0.17,0.14,0.26,0.16,0.13,0.24,0.13,0.11,0.21
0068_029.3,2.0,0.1,0.07,0.13,0.09,0.06,0.12,0.07,0.06,0.11
0068_029.7,2.0,0.16,0.11,0.19,0.15,0.11,0.18,0.13,0.09,0.16
0068_030.5,2.0,0.55,0.36,0.59,0.51,0.33,0.54,0.42,0.28,0.5
0068_031.0,2.0,0.39,0.31,0.39,0.36,0.29,0.36,0.29,0.24,0.33
0068_031.5,2.0,0.33,0.33,0.46,0.31,0.3,0.43,0.25,0.26,0.39
0068_031.7,2.0,0.92,0.62,1.21,0.87,0.57,1.19,0.72,0.49,1.1
0068_032.7,2.0,0.51,0.29,0.8,0.47,0.27,0.73,0.39,0.23,0.68
0068_033.6,2.0,0.31,0.15,0.45,0.28,0.14,0.41,0.23,0.12,0.38
0068_034.5,2.0,0.76,0.29,0.78,0.7,0.27,0.71,0.58,0.23,0.64
0068_034.6,2.0,0.57,0.11,0.68,0.53,0.1,0.63,0.44,0.09,0.56
0068_036.0,2.0,0.64,0.13,0.8,0.58,0.12,0.74,0.49,0.11,0.66
0068_038.1,2.0,1.25,0.52,1.35,1.22,0.48,1.32,1.02,0.42,1.19
0068_039.2,2.0,1.25,0.53,1.4,1.19,0.47,1.33,0.99,0.4,1.16
0068_040.1,2.0,1.29,0.62,1.44,1.26,0.57,1.41,1.05,0.5,1.27
0068_040.8,2.0,0.89,0.52,1.0,0.82,0.47,0.95,0.69,0.41,0.85
0068_041.3,2.0,0.88,0.51,1.01,0.81,0.47,0.98,0.68,0.4,0.88
0068_042.3,2.0,0.73,0.48,0.85,0.67,0.45,0.79,0.56,0.39,0.71
0068_043.3,2.0,0.71,0.45,0.85,0.65,0.42,0.79,0.54,0.36,0.71
0068_043.8,2.0,0.81,0.54,1.02,0.75,0.5,0.99,0.62,0.43,0.89
0068_045.1,2.0,0.76,0.57,0.93,0.7,0.53,0.88,0.58,0.46,0.79
0068_045.8,2.0,0.78,0.61,0.91,0.72,0.56,0.87,0.59,0.48,0.8
0068_046.8,2.0,0.69,0.49,1.03,0.63,0.45,1.01,0.52,0.39,0.93
0068_047.2,2.0,0.72,0.51,1.06,0.66,0.47,1.04,0.54,0.4,0.96
0068_047.8,2.0,0.71,0.48,1.0,0.65,0.44,0.97,0.54,0.38,0.89
0068_048.3,2.0,0.75,0.47,1.04,0.69,0.44,1.02,0.57,0.37,0.94
0068_049.3,2.0,0.83,0.64,1.11,0.77,0.59,1.09,0.64,0.51,0.98
0068_050.3,2.0,1.45,1.03,1.49,1.42,1.01,1.46,1.18,0.86,1.35
0068_050.7,2.0,1.14,0.99,1.52,1.11,0.96,1.49,0.92,0.82,1.38
0068_051.3,2.0,0.78,0.52,0.91,0.72,0.48,0.86,0.6,0.41,0.79
0068_052.1,2.0,0.8,0.49,0.94,0.73,0.45,0.89,0.61,0.38,0.82
0068_052.3,2.0,0.92,0.66,1.08,0.85,0.61,1.06,0.7,0.52,0.98
0068_053.1,2.0,0.99,0.89,1.24,0.94,0.82,1.22,0.78,0.7,1.12
0068_053.3,2.0,0.64,0.54,1.02,0.59,0.49,0.99,0.49,0.42,0.92
0068_054.3,2.0,0.48,0.41,0.91,0.44,0.38,0.84,0.36,0.32,0.77
0068_054.8,2.0,0.51,0.42,0.85,0.47,0.39,0.79,0.39,0.33,0.72
0068_055.7,2.0,0.4,0.4,0.69,0.37,0.37,0.64,0.3,0.32,0.59
0068_056.2,2.0,0.52,0.41,0.91,0.48,0.38,0.84,0.4,0.32,0.77
0068_056.3,2.0,0.67,0.51,1.03,0.61,0.47,1.01,0.51,0.4,0.93
0068_056.8,2.0,0.67,0.52,1.25,0.62,0.48,1.23,0.51,0.41,1.13
0068_057.3,2.0,0.59,0.57,0.98,0.54,0.52,0.96,0.45,0.44,0.88
0068_058.1,2.0,0.65,0.59,1.14,0.6,0.54,1.12,0.5,0.46,1.03
0068_058.7,2.0,0.8,0.68,1.12,0.73,0.63,1.1,0.61,0.54,1.01
0068_059.1,2.0,0.85,0.74,1.0,0.78,0.68,0.95,0.65,0.58,0.87
0068_059.5,2.0,0.87,0.62,1.56,0.8,0.57,1.53,0.66,0.48,1.41
0068_060.4,2.0,0.64,0.48,1.1,0.59,0.44,1.07,0.49,0.38,0.99
0068_060.8,2.0,0.4,0.31,1.04,0.37,0.28,1.02,0.31,0.25,0.92
0068_061.8,2.0,0.38,0.28,1.2,0.33,0.25,1.14,0.28,0.22,1.0
0068_062.6,2.0,0.5,0.42,0.79,0.46,0.38,0.73,0.39,0.33,0.65
0068_063.8,2.0,0.7,0.53,0.96,0.64,0.49,0.91,0.54,0.42,0.82
0068_064.4,2.0,0.59,0.46,0.78,0.54,0.42,0.71,0.45,0.37,0.64
0068_065.7,2.0,0.77,0.51,1.1,0.71,0.47,1.07,0.59,0.41,0.97
0068_066.6,2.0,0.75,0.49,1.16,0.69,0.45,1.13,0.57,0.39,1.02
0068_067.3,2.0,0.77,0.45,1.22,0.71,0.41,1.2,0.59,0.36,1.07
0068_068.2,2.0,0.78,0.48,1.13,0.71,0.44,1.11,0.6,0.38,1.0
0068_068.7,2.0,0.71,0.51,0.96,0.66,0.47,0.92,0.55,0.41,0.82
0068_068.9,2.0,0.9,0.71,1.19,0.86,0.65,1.16,0.71,0.56,1.07
0068_069.0,2.0,0.57,0.61,0.65,0.53,0.56,0.6,0.44,0.48,0.55
0068_069.2,2.0,0.68,0.66,0.95,0.62,0.61,0.9,0.52,0.52,0.83
0068_069.6,2.0,0.99,0.82,1.2,0.94,0.76,1.18,0.78,0.64,1.09
0068_070.0,2.0,1.1,0.73,1.38,1.08,0.67,1.35,0.89,0.57,1.24
0068_070.2,2.0,1.15,0.7,1.37,1.13,0.64,1.34,0.93,0.55,1.23
0068_070.5,2.0,0.1,0.05,0.14,0.09,0.04,0.13,0.08,0.04,0.12
0071_000.0,2.0,0.74,0.7,0.98,0.68,0.65,0.95,0.57,0.56,0.86
0071_000.4,2.0,0.76,0.73,0.99,0.7,0.67,0.94,0.58,0.57,0.87
0071_001.4,2.0,1.0,0.82,1.29,0.97,0.76,1.27,0.81,0.66,1.14
0071_002.4,2.0,0.93,0.6,1.21,0.88,0.55,1.19,0.74,0.48,1.07
0071_002.9,2.0,0.94,0.62,1.12,0.9,0.57,1.1,0.74,0.49,1.01
