SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0172_005.0,2.0,1.31,0.97,1.32,1.28,0.92,1.3,1.06,0.79,1.2
0172_005.5,2.0,1.08,0.99,1.13,1.06,0.94,1.11,0.88,0.8,1.02
0172_006.0,2.0,0.51,0.31,0.45,0.47,0.29,0.41,0.39,0.25,0.38
0172_007.0,2.0,0.88,0.66,0.87,0.81,0.61,0.8,0.67,0.53,0.72
0172_008.0,2.0,0.61,0.64,0.64,0.56,0.59,0.59,0.47,0.5,0.55
0172_008.5,2.0,0.69,0.61,0.84,0.63,0.56,0.77,0.52,0.48,0.71
0173_000.0,3.0,0.26,0.18,0.44,0.23,0.16,0.39,0.19,0.14,0.34
0173_000.7,3.0,0.38,0.29,0.56,0.35,0.27,0.51,0.29,0.23,0.46
0173_001.7,3.0,0.42,0.3,0.55,0.39,0.28,0.51,0.32,0.24,0.45
0173_002.2,3.0,0.24,0.19,0.38,0.22,0.18,0.35,0.18,0.15,0.31
0173_002.8,3.0,0.6,0.46,0.94,0.55,0.43,0.89,0.46,0.37,0.8
0173_003.8,3.0,0.48,0.32,0.66,0.44,0.29,0.61,0.36,0.25,0.56
0173_004.4,3.0,0.51,0.34,0.69,0.47,0.31,0.63,0.39,0.27,0.58
0173_004.7,3.0,0.92,0.68,1.26,0.87,0.62,1.23,0.72,0.53,1.14
0173_005.0,3.0,0.94,0.75,1.57,0.9,0.69,1.54,0.75,0.6,1.39
0173_005.3,3.0,0.97,0.75,1.5,0.92,0.69,1.47,0.77,0.6,1.32
0173_005.8,3.0,1.08,0.74,1.49,1.06,0.69,1.46,0.88,0.59,1.31
0173_006.3,3.0,1.1,0.83,1.53,1.08,0.76,1.5,0.89,0.65,1.38
0173_006.8,3.0,1.05,0.89,1.32,1.03,0.82,1.29,0.85,0.7,1.19
0173_007.3,3.0,0.83,0.81,1.03,0.76,0.75,1.01,0.63,0.64,0.93
0173_007.7,3.0,0.88,0.71,1.19,0.81,0.65,1.16,0.68,0.57,1.05
0173_008.8,3.0,0.76,0.64,0.99,0.7,0.59,0.95,0.58,0.5,0.87
0173_009.2,3.0,0.86,0.71,0.89,0.79,0.65,0.82,0.66,0.56,0.76
0173_009.3,3.0,0.8,0.66,0.91,0.73,0.6,0.87,0.61,0.52,0.8
0175_000.0,3.0,1.02,1.02,1.5,1.0,0.99,1.47,0.84,0.86,1.32
0175_000.1,3.0,1.0,0.91,1.33,0.97,0.86,1.31,0.81,0.75,1.17
0175_000.4,3.0,1.02,0.86,1.43,0.99,0.8,1.4,0.83,0.69,1.26
0175_000.9,3.0,0.98,0.84,1.4,0.93,0.77,1.37,0.78,0.67,1.23
0175_001.4,3.0,1.01,0.84,1.39,0.98,0.77,1.36,0.81,0.67,1.22
0175_001.9,3.0,1.0,0.83,1.36,0.97,0.77,1.33,0.81,0.66,1.2
0175_002.4,3.0,0.83,0.61,0.98,0.76,0.56,0.95,0.63,0.49,0.86
0175_002.9,3.0,0.89,0.67,1.01,0.82,0.61,0.98,0.68,0.52,0.91
0175_003.5,3.0,0.74,0.67,0.99,0.68,0.61,0.96,0.56,0.52,0.88
0175_003.9,3.0,0.73,0.63,0.95,0.67,0.58,0.91,0.56,0.5,0.83
0175_004.5,3.0,0.42,0.42,0.65,0.39,0.39,0.6,0.32,0.33,0.55
0175_004.7,3.0,0.59,0.55,0.78,0.54,0.51,0.72,0.45,0.43,0.67
0176_000.0,2.0,0.96,0.92,1.16,0.91,0.85,1.14,0.76,0.72,1.05
0176_000.4,2.0,1.01,0.79,1.05,0.98,0.73,1.03,0.81,0.62,0.95
0178_000.0,2.0,0.71,0.62,1.0,0.65,0.57,0.97,0.55,0.49,0.88
0178_000.7,2.0,0.5,0.49,0.62,0.46,0.45,0.57,0.38,0.39,0.51
0178_001.0,2.0,0.46,0.43,0.53,0.42,0.39,0.49,0.35,0.34,0.44
0180_000.1,3.0,0.9,0.77,0.93,0.83,0.7,0.89,0.68,0.6,0.82
0186_000.0,2.0,1.29,0.92,1.26,1.27,0.88,1.23,1.05,0.75,1.14
0186_001.2,2.0,1.02,0.79,0.99,0.99,0.72,0.96,0.82,0.62,0.89
0186_001.5,2.0,1.4,1.18,1.48,1.38,1.16,1.45,1.14,0.99,1.34
0186_001.6,2.0,1.32,1.08,1.39,1.29,1.06,1.36,1.07,0.9,1.26
0186_001.9,2.0,0.57,0.48,0.6,0.52,0.44,0.55,0.43,0.38,0.51
0186_002.1,2.0,0.67,0.59,0.77,0.62,0.55,0.71,0.51,0.46,0.66
0186_002.2,2.0,0.58,0.6,0.71,0.53,0.55,0.66,0.44,0.47,0.61
0186_002.4,2.0,0.62,0.64,0.75,0.57,0.59,0.69,0.47,0.5,0.64
0186_002.5,2.0,0.64,0.62,0.71,0.59,0.57,0.65,0.49,0.48,0.6
0186_002.7,3.0,0.68,0.58,0.87,0.62,0.53,0.8,0.52,0.45,0.74
0186_002.8,3.0,0.67,0.59,0.84,0.62,0.54,0.77,0.51,0.46,0.71
0186_003.0,3.0,0.64,0.57,0.85,0.59,0.52,0.78,0.49,0.45,0.72
0186_003.3,3.0,0.58,0.63,0.72,0.53,0.58,0.67,0.44,0.49,0.61
0186_003.6,2.0,0.62,0.54,0.63,0.57,0.5,0.58,0.47,0.43,0.53
0186_003.9,2.0,0.65,0.5,0.74,0.6,0.46,0.68,0.5,0.39,0.63
0186_004.6,2.0,0.75,0.55,0.69,0.69,0.5,0.64,0.57,0.43,0.59
0186_005.0,2.0,0.59,0.43,0.73,0.54,0.4,0.67,0.45,0.34,0.62
0186_005.5,2.0,1.26,0.79,1.35,1.24,0.72,1.32,1.02,0.62,1.22
0186_006.0,2.0,1.78,0.91,1.77,1.75,0.86,1.74,1.46,0.75,1.56
0186_006.4,2.0,1.68,0.91,1.67,1.65,0.83,1.64,1.38,0.72,1.47
0186_006.7,2.0,1.88,0.95,1.95,1.84,0.9,1.92,1.54,0.78,1.72
0186_006.9,2.0,1.88,0.92,1.88,1.84,0.88,1.84,1.53,0.76,1.65
0186_007.4,2.0,1.76,0.96,1.78,1.72,0.91,1.74,1.44,0.79,1.57
0186_008.0,2.0,1.65,0.95,1.68,1.62,0.9,1.65,1.34,0.77,1.52
0189_000.0,2.0,0.28,0.21,0.3,0.26,0.19,0.28,0.22,0.16,0.25
0189_000.2,2.0,1.2,0.99,1.03,1.18,0.94,1.01,0.98,0.8,0.93
0189_000.6,2.0,0.86,0.75,0.81,0.79,0.69,0.75,0.65,0.59,0.69
0189_001.1,4.0,1.61,1.49,1.74,1.58,1.46,1.71,1.31,1.24,1.57
0189_001.4,2.0,0.83,0.72,0.82,0.76,0.66,0.76,0.63,0.56,0.7
0189_001.6,2.0,0.86,0.74,0.89,0.79,0.68,0.82,0.66,0.58,0.76
0189_001.9,2.0,0.91,0.8,0.91,0.84,0.74,0.87,0.69,0.63,0.8
0189_002.1,2.0,0.9,0.84,0.96,0.86,0.77,0.91,0.71,0.66,0.84
0189_002.4,2.0,0.99,0.86,1.02,0.94,0.79,0.99,0.78,0.67,0.92
0189_002.6,2.0,0.96,0.86,1.0,0.91,0.79,0.97,0.76,0.67,0.89
0189_002.9,2.0,0.89,0.83,0.97,0.82,0.76,0.92,0.68,0.65,0.85
0189_003.1,2.0,0.89,0.82,0.96,0.82,0.76,0.92,0.67,0.64,0.84
0189_003.4,2.0,0.76,0.74,0.86,0.7,0.68,0.79,0.58,0.58,0.73
0189_004.0,15.0,0.9,0.85,1.03,0.85,0.79,1.01,0.71,0.68,0.9
0189_005.3,15.0,0.84,0.7,0.94,0.77,0.65,0.89,0.64,0.56,0.8
0189_005.7,3.0,1.61,1.36,1.84,1.58,1.34,1.8,1.31,1.14,1.66
0189_006.3,15.0,0.65,0.58,0.76,0.6,0.54,0.7,0.5,0.46,0.65
0189_007.0,15.0,1.2,1.06,1.57,1.17,1.04,1.54,0.97,0.89,1.42
0190_000.0,3.0,0.79,0.72,0.92,0.72,0.66,0.87,0.6,0.56,0.8
0190_000.1,2.0,0.63,0.58,0.77,0.58,0.53,0.7,0.48,0.45,0.65
0190_000.3,2.0,0.52,0.49,0.6,0.48,0.45,0.55,0.39,0.38,0.51
0190_000.8,2.0,0.98,0.8,1.11,0.93,0.73,1.08,0.77,0.62,1.0
0190_001.8,3.0,0.56,0.3,0.52,0.51,0.28,0.48,0.32,0.23,0.41
0193_000.0,2.0,0.42,0.35,0.49,0.39,0.32,0.45,0.32,0.27,0.41
0193_001.0,2.0,0.38,0.24,0.46,0.35,0.22,0.42,0.29,0.19,0.39
0193_002.0,2.0,0.39,0.22,0.45,0.36,0.2,0.41,0.3,0.17,0.38
0193_002.7,2.0,0.86,0.68,0.98,0.79,0.62,0.93,0.65,0.53,0.86
0193_003.8,2.0,0.76,0.61,0.83,0.7,0.56,0.76,0.58,0.48,0.7
0193_004.2,2.0,0.74,0.61,0.76,0.68,0.56,0.7,0.56,0.48,0.64
0193_004.4,2.0,0.93,0.92,0.98,0.88,0.85,0.93,0.73,0.72,0.85
0193_004.5,2.0,0.99,0.74,1.14,0.94,0.68,1.11,0.78,0.58,1.03
0193_005.2,2.0,0.86,0.64,1.14,0.79,0.59,1.12,0.66,0.51,1.01
0193_006.0,2.0,0.86,0.63,1.23,0.79,0.58,1.2,0.66,0.5,1.08
0193_006.7,2.0,1.05,0.82,1.52,1.03,0.76,1.49,0.86,0.66,1.34
0193_007.2,2.0,0.92,0.7,1.38,0.84,0.65,1.35,0.7,0.56,1.21
0193_007.8,2.0,0.9,0.72,1.19,0.82,0.66,1.16,0.69,0.57,1.04
0194_000.0,33.0,0.64,0.63,0.84,0.59,0.58,0.77,0.49,0.45,0.71
0194_000.8,33.0,0.53,0.64,0.85,0.49,0.59,0.78,0.42,0.46,0.7
0194_001.9,33.0,0.59,0.57,0.97,0.55,0.52,0.92,0.45,0.41,0.83
0194_002.4,3.0,1.93,1.68,2.93,1.89,1.65,2.87,1.56,1.4,2.64
0194_002.8,3.0,0.83,0.61,0.9,0.77,0.56,0.83,0.64,0.48,0.74
0198_000.0,2.0,0.43,0.39,0.56,0.4,0.36,0.51,0.33,0.31,0.46
0198_002.4,2.0,0.63,0.56,0.78,0.55,0.5,0.69,0.46,0.43,0.6
0198_002.9,2.0,0.69,0.66,0.88,0.63,0.6,0.81,0.53,0.52,0.73
0198_004.1,2.0,0.77,0.64,0.9,0.71,0.59,0.85,0.59,0.51,0.77
0198_004.4,2.0,0.65,0.6,0.86,0.6,0.55,0.79,0.5,0.48,0.71
0198_005.0,2.0,0.71,0.56,0.84,0.65,0.52,0.78,0.54,0.45,0.7
0198_005.3,2.0,0.71,0.6,0.87,0.66,0.55,0.8,0.55,0.48,0.72
0198_005.4,2.0,0.49,0.51,0.72,0.45,0.47,0.66,0.37,0.41,0.59
0198_005.9,2.0,0.55,0.58,0.85,0.51,0.54,0.78,0.42,0.46,0.7
0198_006.3,2.0,0.51,0.53,0.78,0.47,0.48,0.72,0.39,0.42,0.65
0198_007.6,2.0,0.45,0.45,0.64,0.41,0.41,0.58,0.34,0.36,0.53
0198_008.7,2.0,0.47,0.49,0.65,0.44,0.45,0.59,0.36,0.39,0.53
0198_008.9,2.0,0.48,0.47,0.65,0.44,0.43,0.6,0.37,0.37,0.54
0198_009.1,2.0,0.36,0.3,0.47,0.33,0.28,0.44,0.27,0.24,0.39
0198_009.5,2.0,0.42,0.35,0.54,0.38,0.32,0.5,0.32,0.28,0.45
0198_009.9,2.0,0.54,0.43,0.67,0.5,0.4,0.61,0.42,0.34,0.55
0198_010.5,2.0,0.68,0.48,0.76,0.62,0.45,0.7,0.52,0.39,0.63
0198_011.0,2.0,0.77,0.55,0.87,0.71,0.5,0.8,0.59,0.44,0.72
0198_011.5,2.0,1.05,0.87,1.21,1.03,0.8,1.18,0.86,0.69,1.06
0198_011.81,2.0,1.23,0.98,1.23,1.2,0.94,1.2,0.99,0.8,1.11
0198_012.3,3.0,0.76,0.55,1.08,0.7,0.51,1.06,0.58,0.43,0.97
0198_012.6,3.0,0.64,0.6,0.99,0.59,0.55,0.94,0.49,0.48,0.85
0198_012.9,3.0,0.53,0.46,0.79,0.49,0.43,0.73,0.41,0.37,0.65
0198_013.1,3.0,0.47,0.53,0.72,0.43,0.49,0.66,0.36,0.43,0.6
0198_013.4,3.0,0.5,0.43,0.83,0.46,0.39,0.77,0.38,0.34,0.69
0198_014.0,3.0,0.27,0.32,0.49,0.25,0.29,0.45,0.21,0.26,0.4
0198_014.5,3.0,0.15,0.2,0.34,0.14,0.18,0.31,0.12,0.16,0.28
0198_014.8,3.0,0.37,0.28,0.5,0.34,0.26,0.46,0.29,0.22,0.41
0201_000.0,12.0,0.87,0.6,0.76,0.76,0.53,0.67,0.63,0.46,0.62
0201_002.8,12.0,0.87,0.66,0.81,0.77,0.58,0.71,0.63,0.51,0.66
0201_006.2,33.0,0.32,0.29,0.28,0.28,0.25,0.25,0.24,0.19,0.23
0201_007.2,33.0,0.39,0.33,0.38,0.34,0.29,0.33,0.3,0.22,0.31
0201_007.7,33.0,0.4,0.33,0.39,0.36,0.3,0.35,0.32,0.23,0.33
0201_008.7,33.0,0.52,0.44,0.52,0.48,0.41,0.47,0.42,0.31,0.44
0201_010.8,38.0,1.09,1.06,1.06,1.07,1.04,1.04,0.92,0.79,0.97
0201_012.8,38.0,1.11,1.19,1.12,1.08,1.17,1.09,0.94,0.89,1.03
0201_013.8,38.0,1.24,1.3,1.21,1.22,1.27,1.18,1.06,0.97,1.11
0201_014.7,38.0,1.03,1.03,1.01,1.01,1.0,0.98,0.88,0.76,0.92
0201_015.3,38.0,0.92,0.98,0.97,0.88,0.93,0.92,0.76,0.71,0.87
0201_016.7,3.0,0.73,0.65,1.04,0.67,0.6,1.01,0.56,0.51,0.94
0201_017.0,3.0,0.56,0.49,0.9,0.52,0.45,0.86,0.43,0.39,0.79
0201_017.3,3.0,0.55,0.49,0.65,0.51,0.45,0.6,0.42,0.38,0.55
0201_017.5,3.0,0.92,0.85,1.08,0.88,0.78,1.05,0.72,0.66,0.97
0201_017.8,3.0,0.91,0.81,1.09,0.86,0.74,1.07,0.71,0.63,0.99
0201_018.0,3.0,0.9,0.77,1.15,0.85,0.71,1.12,0.7,0.6,1.03
0202_000.0,4.0,0.26,0.1,0.24,0.23,0.09,0.21,0.18,0.07,0.19
0202_001.5,4.0,0.11,0.04,0.17,0.1,0.03,0.15,0.08,0.03,0.13
0203_000.0,2.0,0.99,0.73,1.06,0.94,0.67,1.04,0.78,0.58,0.94
0203_000.5,2.0,0.9,0.71,0.99,0.85,0.65,0.94,0.71,0.57,0.85
0203_001.6,2.0,0.91,0.67,0.95,0.84,0.62,0.9,0.7,0.54,0.81
0203_001.8,2.0,0.94,0.72,0.96,0.89,0.66,0.92,0.74,0.56,0.84
0203_002.3,2.0,1.22,0.94,1.22,1.2,0.89,1.2,0.99,0.76,1.1
0203_003.1,2.0,1.17,0.86,1.28,1.14,0.79,1.25,0.95,0.68,1.12
0203_003.9,2.0,1.09,0.88,1.1,1.07,0.81,1.08,0.89,0.7,0.97
0203_004.2,2.0,1.08,0.89,1.1,1.06,0.82,1.08,0.88,0.71,0.97
0203_004.5,2.0,1.02,0.85,1.05,0.99,0.78,1.03,0.83,0.68,0.93
0203_004.8,2.0,1.0,0.84,1.0,0.97,0.77,0.97,0.8,0.66,0.9
0203_005.1,2.0,0.92,0.79,0.98,0.87,0.73,0.93,0.72,0.62,0.86
0203_005.4,2.0,0.79,0.63,0.89,0.73,0.58,0.82,0.61,0.5,0.73
0204_000.0,2.0,0.65,0.75,0.93,0.6,0.69,0.88,0.5,0.58,0.81
0204_000.1,2.0,0.59,0.66,0.79,0.54,0.6,0.72,0.45,0.51,0.67
0204_000.4,2.0,1.02,1.0,1.1,0.99,0.97,1.08,0.82,0.82,0.99
0204_001.1,2.0,0.91,0.91,1.03,0.84,0.86,1.01,0.7,0.73,0.93
0204_001.2,2.0,0.66,0.66,0.72,0.61,0.61,0.66,0.5,0.52,0.61
0204_001.5,2.0,0.68,0.66,0.73,0.63,0.61,0.67,0.52,0.52,0.62
0204_001.8,2.0,0.7,0.66,0.74,0.65,0.61,0.68,0.54,0.52,0.63
0204_002.1,2.0,0.79,0.73,0.82,0.72,0.67,0.75,0.6,0.57,0.69
0204_002.4,2.0,0.79,0.73,0.83,0.73,0.67,0.76,0.6,0.57,0.7
0204_002.5,2.0,0.78,0.72,0.89,0.72,0.66,0.82,0.6,0.57,0.75
0204_002.7,2.0,0.68,0.68,0.77,0.62,0.62,0.71,0.52,0.53,0.65
0204_003.1,2.0,0.7,0.63,0.76,0.65,0.58,0.7,0.53,0.49,0.64
0204_003.6,2.0,1.06,0.91,1.23,1.04,0.86,1.2,0.86,0.73,1.11
0204_004.1,2.0,1.09,0.89,1.23,1.07,0.82,1.21,0.88,0.7,1.11
0204_004.6,2.0,0.76,0.59,0.85,0.7,0.54,0.78,0.58,0.46,0.72
0204_005.1,2.0,0.63,0.47,0.68,0.58,0.43,0.63,0.48,0.37,0.56
0209_000.6,4.0,0.23,0.22,0.33,0.2,0.19,0.29,0.17,0.16,0.25
0209_001.7,2.0,0.25,0.2,0.38,0.23,0.18,0.35,0.19,0.16,0.31
0209_003.0,2.0,0.78,0.59,0.84,0.72,0.54,0.78,0.6,0.47,0.7
0209_004.2,2.0,0.87,0.71,0.91,0.8,0.65,0.86,0.67,0.57,0.78
0209_004.6,2.0,0.63,0.55,0.81,0.58,0.51,0.74,0.48,0.44,0.67
0209_005.0,2.0,0.41,0.35,0.56,0.38,0.32,0.51,0.32,0.28,0.46
0209_005.2,2.0,0.46,0.36,0.69,0.42,0.33,0.64,0.35,0.29,0.57
0209_005.7,2.0,0.42,0.35,0.71,0.38,0.32,0.65,0.32,0.28,0.59
0209_006.2,2.0,0.51,0.41,0.75,0.47,0.37,0.69,0.39,0.32,0.62
0209_006.8,2.0,0.68,0.54,0.91,0.63,0.5,0.83,0.52,0.43,0.75
0209_007.2,2.0,0.7,0.56,0.78,0.65,0.51,0.72,0.54,0.44,0.66
0209_007.7,2.0,0.66,0.58,0.8,0.61,0.54,0.74,0.51,0.46,0.68
0209_008.2,2.0,0.88,0.77,1.04,0.81,0.71,1.02,0.68,0.62,0.92
0209_008.7,2.0,0.89,0.76,0.97,0.82,0.7,0.92,0.68,0.6,0.83
0209_009.2,2.0,0.93,0.82,0.98,0.89,0.76,0.95,0.74,0.66,0.86
0209_009.7,2.0,1.19,1.0,1.26,1.17,0.97,1.23,0.97,0.83,1.13
0209_010.2,2.0,1.14,0.99,1.2,1.11,0.94,1.18,0.92,0.8,1.09
0209_011.2,2.0,1.05,0.93,1.26,1.03,0.89,1.24,0.85,0.76,1.14
0209_011.5,2.0,0.9,0.89,1.13,0.85,0.82,1.1,0.71,0.7,1.02
0209_011.7,2.0,1.15,1.05,1.52,1.12,1.03,1.49,0.93,0.88,1.37
0209_011.9,2.0,0.92,0.87,1.12,0.87,0.8,1.1,0.72,0.68,1.01
0209_012.2,2.0,1.03,0.9,1.15,1.0,0.83,1.12,0.82,0.71,1.04
0209_013.1,2.0,0.73,0.59,1.22,0.67,0.54,1.2,0.55,0.46,1.11
0209_014.0,2.0,1.08,0.77,1.24,1.06,0.71,1.22,0.87,0.6,1.12
0209_014.5,2.0,0.76,0.58,0.93,0.7,0.54,0.89,0.58,0.47,0.8
0209_015.5,2.0,0.71,0.44,0.87,0.66,0.41,0.8,0.55,0.35,0.72
0209_016.0,2.0,0.57,0.43,0.73,0.53,0.4,0.67,0.44,0.34,0.6
0209_017.1,2.0,0.31,0.31,0.81,0.28,0.28,0.75,0.23,0.25,0.67
0209_017.6,2.0,0.12,0.1,0.16,0.11,0.09,0.15,0.09,0.08,0.13
0210_000.0,2.0,0.72,0.48,1.07,0.66,0.44,1.05,0.54,0.37,0.96
0210_000.7,2.0,0.66,0.45,0.99,0.6,0.41,0.96,0.5,0.35,0.89
0210_001.2,2.0,0.52,0.39,0.91,0.48,0.36,0.87,0.4,0.31,0.78
0210_002.2,2.0,0.69,0.61,0.91,0.64,0.56,0.87,0.53,0.49,0.78
0215_000.0,33.0,0.55,0.33,0.64,0.5,0.3,0.59,0.44,0.26,0.53
0215_000.3,33.0,0.91,0.51,1.01,0.84,0.47,0.98,0.73,0.4,0.89
0215_000.7,33.0,0.97,0.66,1.17,0.93,0.61,1.15,0.81,0.52,1.05
0215_001.8,33.0,0.88,0.57,1.03,0.81,0.53,1.01,0.71,0.45,0.92
0215_002.7,33.0,0.93,0.63,0.97,0.88,0.58,0.92,0.77,0.49,0.84
0215_003.7,34.0,0.72,0.53,0.93,0.66,0.49,0.89,0.58,0.42,0.81
0215_006.3,34.0,0.74,0.56,0.95,0.68,0.51,0.91,0.59,0.44,0.83
0215_007.7,34.0,0.79,0.71,1.03,0.72,0.66,1.01,0.63,0.56,0.92
0215_009.2,34.0,1.02,0.96,1.25,1.0,0.91,1.22,0.87,0.78,1.11
0215_010.6,34.0,0.77,0.77,1.06,0.71,0.71,1.04,0.62,0.61,0.94
0215_011.5,34.0,0.84,0.7,1.01,0.77,0.64,0.98,0.67,0.55,0.89
0215_013.5,34.0,0.77,0.59,0.95,0.71,0.54,0.9,0.62,0.46,0.82
0215_015.5,34.0,0.81,0.52,0.92,0.74,0.48,0.87,0.65,0.41,0.8
0215_017.5,34.0,0.75,0.65,0.88,0.69,0.6,0.81,0.6,0.51,0.74
0215_019.5,34.0,0.87,0.65,1.02,0.8,0.6,1.0,0.7,0.51,0.91
0215_020.6,34.0,0.73,0.6,0.92,0.67,0.55,0.86,0.58,0.47,0.78
0215_022.3,34.0,0.82,0.67,0.92,0.76,0.61,0.86,0.66,0.53,0.79
0215_023.7,34.0,0.79,0.62,0.9,0.73,0.57,0.83,0.64,0.49,0.75
0215_025.7,34.0,0.77,0.55,0.83,0.71,0.51,0.76,0.62,0.44,0.7
0215_026.7,34.0,0.14,0.1,0.15,0.13,0.09,0.14,0.11,0.08,0.13
0215_027.4,34.0,0.2,0.14,0.18,0.18,0.13,0.16,0.16,0.11,0.15
0225_000.1,2.0,0.33,0.35,0.46,0.31,0.33,0.42,0.25,0.28,0.39
0225_000.3,2.0,0.73,0.62,0.9,0.67,0.57,0.86,0.55,0.48,0.79
0225_000.6,3.0,1.11,1.1,1.53,1.09,1.08,1.5,0.9,0.92,1.38
0227_000.0,3.0,0.73,0.67,0.81,0.67,0.62,0.74,0.55,0.53,0.69
0227_000.5,3.0,0.53,0.51,0.87,0.49,0.47,0.8,0.4,0.4,0.74
0232_000.0,3.0,1.11,1.05,1.19,1.09,1.03,1.17,0.9,0.88,1.08
0232_000.1,3.0,1.34,1.27,1.29,1.32,1.25,1.27,1.09,1.06,1.17
0232_000.3,3.0,0.85,0.78,0.92,0.78,0.72,0.88,0.65,0.61,0.81
0232_001.3,3.0,0.93,0.74,1.0,0.89,0.68,0.97,0.73,0.58,0.89
0235_000.0,3.0,1.04,0.77,1.12,1.02,0.71,1.1,0.85,0.62,0.99
0235_000.5,3.0,1.07,0.74,1.19,1.04,0.68,1.16,0.87,0.59,1.04
0235_001.1,3.0,1.27,0.89,1.4,1.24,0.82,1.37,1.03,0.71,1.23
0235_001.2,3.0,0.85,0.61,0.9,0.79,0.56,0.85,0.66,0.49,0.77
0235_002.0,3.0,0.93,0.74,1.03,0.88,0.68,1.01,0.73,0.59,0.91
0235_002.4,3.0,0.92,0.74,1.03,0.87,0.68,1.01,0.73,0.59,0.9
0235_002.6,3.0,0.92,0.76,1.08,0.88,0.7,1.06,0.73,0.6,0.95
0235_003.1,3.0,0.78,0.62,0.95,0.72,0.57,0.9,0.6,0.49,0.81
0241_000.0,3.0,1.01,0.99,1.37,0.98,0.96,1.34,0.81,0.82,1.23
0241_000.3,3.0,1.24,1.02,1.26,1.22,0.99,1.24,1.01,0.84,1.14
0241_000.7,3.0,0.98,0.75,1.03,0.93,0.69,1.01,0.77,0.59,0.93
0241_001.2,3.0,0.99,0.78,1.0,0.96,0.72,0.97,0.8,0.61,0.9
0265_000.0,2.0,1.01,0.85,1.02,0.98,0.79,0.99,0.81,0.67,0.91
0265_000.4,15.0,2.07,1.61,2.07,2.03,1.57,2.03,1.68,1.34,1.87
0265_000.7,15.0,1.05,1.08,1.54,1.03,1.06,1.51,0.85,0.9,1.4
0265_001.2,2.0,1.08,0.97,1.19,1.06,0.92,1.17,0.88,0.78,1.08
0265_001.7,2.0,0.88,0.83,1.03,0.81,0.76,1.01,0.67,0.65,0.93
0265_002.3,2.0,0.64,0.58,0.71,0.59,0.54,0.66,0.49,0.46,0.61
0265_002.7,2.0,0.61,0.58,0.74,0.57,0.53,0.68,0.47,0.45,0.63
0265_003.6,2.0,0.89,0.61,0.91,0.82,0.56,0.84,0.68,0.48,0.77
0265_004.1,2.0,0.86,0.66,0.91,0.79,0.61,0.87,0.66,0.52,0.8
0266_000.0,2.0,0.93,0.74,1.01,0.89,0.68,0.98,0.73,0.58,0.91
0266_000.1,2.0,1.03,0.97,1.25,1.01,0.92,1.22,0.83,0.79,1.13
0266_000.3,2.0,1.17,0.96,1.37,1.15,0.91,1.34,0.95,0.77,1.24
0266_000.8,2.0,0.91,0.69,1.13,0.83,0.63,1.11,0.69,0.54,1.02
0266_001.7,2.0,0.73,0.65,0.91,0.67,0.59,0.86,0.56,0.51,0.8
0266_002.2,2.0,1.02,0.99,1.17,1.0,0.94,1.15,0.83,0.8,1.06
0266_002.6,2.0,1.04,1.06,1.17,1.02,1.04,1.15,0.84,0.88,1.06
0266_002.8,2.0,0.99,0.92,1.05,0.94,0.87,1.03,0.78,0.74,0.95
0266_003.0,2.0,1.0,0.91,1.06,0.95,0.87,1.04,0.78,0.74,0.95
0266_003.4,2.0,0.97,0.88,1.1,0.92,0.81,1.08,0.76,0.69,1.0
0266_003.5,2.0,0.85,0.77,0.96,0.78,0.71,0.91,0.64,0.6,0.84
0266_004.1,2.0,0.82,0.76,0.94,0.75,0.7,0.9,0.62,0.59,0.83
0266_004.4,2.0,0.85,0.76,1.0,0.78,0.69,0.97,0.65,0.59,0.89
0266_004.7,2.0,0.91,0.89,1.18,0.87,0.81,1.16,0.72,0.69,1.07
0266_005.0,2.0,0.88,0.76,1.13,0.81,0.69,1.11,0.67,0.59,1.02
0266_005.3,2.0,0.62,0.56,0.78,0.57,0.52,0.72,0.47,0.44,0.67
0266_006.0,2.0,0.75,0.65,0.92,0.69,0.6,0.85,0.57,0.52,0.76
0266_006.6,2.0,0.63,0.65,0.91,0.58,0.6,0.84,0.48,0.52,0.75
0266_006.9,2.0,0.73,0.75,0.95,0.67,0.69,0.91,0.56,0.6,0.81
0266_007.4,2.0,0.91,0.83,1.29,0.86,0.76,1.27,0.72,0.66,1.14
0268_000.0,3.0,0.42,0.45,0.85,0.39,0.42,0.78,0.32,0.36,0.7
0268_000.2,3.0,0.79,0.68,0.72,0.73,0.63,0.67,0.6,0.54,0.61
0268_000.6,3.0,0.61,0.52,0.58,0.56,0.48,0.53,0.46,0.41,0.49
0269_000.0,2.0,1.86,1.52,1.81,1.82,1.49,1.77,1.51,1.27,1.63
0269_000.2,2.0,1.72,1.43,1.78,1.68,1.4,1.74,1.39,1.19,1.61
0269_000.3,2.0,1.17,1.06,1.31,1.15,1.04,1.29,0.95,0.89,1.19
0269_000.5,2.0,1.16,1.05,1.32,1.14,1.03,1.3,0.94,0.88,1.2
0269_000.6,2.0,1.22,1.05,1.35,1.2,1.03,1.33,0.99,0.88,1.22
0269_000.8,2.0,1.01,0.89,1.02,0.98,0.82,0.99,0.81,0.7,0.91
