,SEGID,DYVolScenario,DYVolBase,DYVolAdj
0,0006_141.0,2178.0,2379.0,-0.08448928121059268
1,0006_146.9,2181.8,2384.0,-0.08481543624161066
2,0006_149.9,4359.2,5458.5,-0.20139232389850695
3,0006_150.6,4602.4,5678.2,-0.18946144905075557
4,0006_152.6,5648.3,6247.9,-0.09596824533043094
5,0006_152.9,7568.6,7830.6,-0.033458483385692024
6,0006_155.8,7599.0,7850.4,-0.03202384591867926
7,0006_155.9,6396.1,6962.9,-0.08140286374929977
8,0006_157.3,9975.2,10461.1,-0.04644827025838579
9,0006_157.6,11818.2,11104.6,0.06426165733119611
10,0006_158.5,17773.7,14842.7,0.19747081056681062
11,0006_158.9,20372.1,12459.9,0.6350131220956828
12,0006_159.3,23356.6,15529.6,0.5040052544817637
13,0006_159.6,28610.8,21039.8,0.35984182359147904
14,0006_159.8,27070.7,21848.4,0.23902436791710144
15,0006_160.3,34171.7,28063.7,0.21764770860577887
16,0006_173.4,77679.4,78595.4,-0.011654626097710554
17,0006_173.7,62393.8,65273.8,-0.04412183755197338
18,0006_174.0,49686.3,56054.8,-0.11361203679256726
19,0006_174.4,49686.3,54277.5,-0.08458753627193583
20,0006_174.9,37873.5,44145.8,-0.142081466413566
21,0006_175.6,32429.1,33540.5,-0.03313605939088569
22,0006_176.1,23416.0,23728.9,-0.013186451963639335
23,0006_177.0,27823.6,27397.6,0.015548807194790785
24,0006_177.2,28019.6,28419.6,-0.014074793452406087
25,0006_177.5,22866.4,24138.8,-0.05271181666031442
26,0006_177.9,18917.4,19220.7,-0.015779862335919048
27,0006_178.8,16848.0,17091.0,-0.014218009478672985
28,0006_181.6,16098.0,16352.0,-0.015533268101761252
29,0006_184.1,15712.0,15930.0,-0.013684871311989956
30,0006_187.5,10645.0,10746.0,-0.009398846082263167
31,0006_194.8,10468.6,10565.2,-0.009143224927119255
32,0006_203.6,10264.0,10350.0,-0.008309178743961353
33,0006_211.2,10264.0,10350.0,-0.008309178743961353
34,0006_216.2,9146.0,9230.0,-0.009100758396533045
35,0013_000.0,18602.4,16447.1,0.13104437864425966
36,0013_000.6,18571.1,17990.5,0.032272588310497126
37,0013_001.3,18360.7,17559.1,0.04565154250502601
38,0013_001.6,18686.8,18372.8,0.017090481581468257
39,0013_001.8,15614.0,15209.9,0.026568222013293997
40,0013_002.5,12903.9,12368.1,0.043321124505784986
41,0013_002.9,7873.5,7472.2,0.05370573592783922
42,0013_003.3,13281.2,12953.8,0.02527443684478697
43,0013_004.9,14237.3,13883.8,0.025461329030956943
44,0013_005.6,13741.3,13606.4,0.009914452022577585
45,0015_241.6,48129.0,48273.0,-0.002983033994158225
46,0015_242.4,53964.3,51891.9,0.03993686875986428
47,0015_244.8,76934.9,73700.8,0.04388147754162765
48,0015_246.9,76934.9,73700.8,0.04388147754162765
49,0015_248.8,93667.5,98572.8,-0.04976322068562527
50,0015_250.9,116065.3,116031.5,0.0002913002072713264
51,0015_251.6,120492.5,131300.1,-0.08231219930525571
52,0015_252.5,120492.5,137141.9,-0.12140272228983261
53,0015_253.6,139062.0,148548.9,-0.0638638185809521
54,0015_255.9,139062.0,172424.9,-0.19349235522247654
55,0015_257.3,149556.8,176211.4,-0.15126490113579488
56,0015_257.6,234321.8,232833.9,0.0063903924643275494
57,0015_258.8,216329.1,246016.6,-0.1206727513509251
58,0015_260.0,235956.0,258232.9,-0.08626669955687287
59,0015_261.8,257641.3,275650.5,-0.06533345667793097
60,0015_263.4,208358.0,229346.8,-0.09151555635395824
61,0015_264.2,208358.0,229346.8,-0.09151555635395824
62,0015_265.6,217032.1,240612.0,-0.09799968413877942
63,0015_266.5,217032.1,255609.2,-0.15092218902918988
64,0015_267.0,217032.1,255609.2,-0.15092218902918988
65,0015_267.9,217032.1,263214.6,-0.1754556928073138
66,0015_269.0,249356.7,286072.2,-0.1283434741299574
67,0015_269.6,249356.7,283767.8,-0.12126499201107377
68,0015_270.6,274728.1,314234.4,-0.12572239067396837
69,0015_271.6,284288.8,342102.2,-0.1689945285356248
70,0015_272.7,287286.8,337243.6,-0.1481326850976564
71,0015_274.7,287286.8,326376.4,-0.11976846365117096
72,0015_275.3,293205.1,341531.6,-0.14149935174373324
73,0015_276.4,283962.1,315264.1,-0.09928818409707925
74,0015_278.5,250118.1,283261.7,-0.11700699388586598
75,0015_279.6,242095.7,292025.7,-0.17097810226976598
76,0015_282.2,244059.2,255970.3,-0.04653313294550179
77,0015_283.3,260217.7,266406.6,-0.023231031063044104
78,0015_283.9,287389.8,318851.9,-0.09867308302067522
79,0015_285.1,284465.9,319446.6,-0.10950406108563984
80,0015_285.5,284705.5,322672.2,-0.11766337478096969
81,0015_285.8,284708.2,317628.2,-0.10364319037163576
82,0015_286.8,284705.4,324756.3,-0.12332601399880454
83,0015_288.2,293891.4,315343.9,-0.06802890431684265
84,0015_289.8,325441.2,333648.3,-0.024598057295661262
85,0015_291.4,334811.0,337901.1,-0.009144983546960863
86,0015_292.6,331088.7,330176.1,0.0027639795854395126
87,0015_293.0,337344.6,336943.9,0.0011892187393805122
88,0015_293.6,337344.6,336943.9,0.0011892187393805122
89,0015_295.6,401351.6,379791.1,0.05676936610678871
90,0015_297.9,392150.8,382146.2,0.026180032668125384
91,0015_299.0,296270.0,306966.2,-0.034844878686969484
92,0015_300.3,296374.3,307299.3,-0.035551659245562875
93,0015_301.7,298752.5,307830.8,-0.02949120101042517
94,0015_302.5,298752.5,307830.8,-0.02949120101042517
95,0015_303.4,294352.0,296812.1,-0.00828840872727216
96,0015_304.7,257852.7,265839.2,-0.03004259717904658
