,SEGID,FYEAR,SiteGroup,MonthGroup,DOWGroup,Period,VC15Min_Max
41,0015_317.6,2017,SN6,M07-Jul,5-Friday,PM,0.5864697031171711
42,0015_318.3,2017,SN7,M07-Jul,5-Friday,PM,0.5536535273159939
43,0015_319.5,2017,SN6,M07-Jul,5-Friday,PM,0.674976808504925
44,0015_321.0,2017,SN6,M07-Jul,5-Friday,PM,0.603631007084572
45,0015_322.0,2017,SN6,M07-Jul,5-Friday,PM,0.5596275231711825
46,0015_323.8,2017,SN6,M07-Jul,5-Friday,PM,0.7015502744090705
47,0015_324.4,2017,SN6,M07-Jul,5-Friday,PM,0.6838818043993151
48,0015_325.6,2017,SN6,M07-Jul,5-Friday,PM,0.6410516603888874
49,0015_328.7,2017,SN6,M07-Jul,5-Friday,PM,0.7505960914017377
50,0015_330.1,2017,SN7,M07-Jul,5-Friday,PM,0.6101749167476378
51,0015_331.6,2017,SN7,M07-Jul,5-Friday,PM,0.742939786209026
52,0015_332.9,2017,SN7,M07-Jul,5-Friday,PM,0.6649304955616532
53,0015_334.1,2017,SN6,M07-Jul,5-Friday,PM,0.7382780620131018
54,0015_335.8,2017,SN6,M07-Jul,5-Friday,PM,0.685725363271577
55,0015_337.0,2017,SN6,M07-Jul,5-Friday,PM,0.6869664289138305
56,0015_338.5,2017,SN6,M07-Jul,5-Friday,PM,0.6416396714238131
57,0015_339.1,2017,SN7,M07-Jul,5-Friday,PM,0.5589513841115307
58,0015_340.3,2017,SN6,M07-Jul,5-Friday,PM,0.5520862929297865
59,0015_342.0,2017,SN6,M07-Jul,5-Friday,PM,0.5677269556925377
60,0015_343.1,2017,SN6,M07-Jul,5-Friday,PM,0.4776472713645678
61,0015_343.9,2017,SN5,M07-Jul,5-Friday,PM,0.5170981888420869
62,0015_345.0,2017,SN5,M07-Jul,5-Friday,PM,0.5759267671564083
63,0015_346.7,2017,SN5,M07-Jul,5-Friday,PM,0.5039533004325274
64,0015_349.4,2017,SN5,M07-Jul,5-Friday,PM,0.3698220574266965
65,0015_351.9,2017,SN4,M07-Jul,5-Friday,PM,0.3578911615738004
66,0015_357.6,2017,SN4,M07-Jul,5-Friday,PM,0.3040352313468373
67,0015_362.0,2017,SN4,M07-Jul,5-Friday,PM,0.296910563148474
68,0015_363.7,2017,SN6,M07-Jul,5-Friday,PM,0.29617919806865434
69,0015_365.5,2017,SN4,M07-Jul,5-Friday,PM,0.2560945051670987
70,0026_000.0,2017,SNT,M07-Jul,5-Friday,PM,0.3109794477558214
71,0026_000.2,2017,SNU,M07-Jul,5-Friday,PM,0.3331463171794796
72,0026_000.4,2017,SNT,M07-Jul,5-Friday,PM,0.5198205753345914
73,0026_000.7,2017,SNU,M07-Jul,5-Friday,PM,0.5573700699916547
74,0026_001.0,2017,SNT,M07-Jul,5-Friday,PM,0.5083019054241861
75,0026_001.3,2017,SNT,M07-Jul,5-Friday,PM,0.3716948352591382
76,0026_001.8,2017,SNU,M07-Jul,5-Friday,PM,0.44600854139241897
77,0026_002.7,2017,SNU,M07-Jul,5-Friday,PM,0.4364964577804935
78,0026_003.0,2017,SNU,M07-Jul,5-Friday,PM,0.2170320036075165
79,0026_003.2,2017,SNU,M07-Jul,5-Friday,PM,0.2154437969624612
80,0026_003.3,2017,SNU,M07-Jul,5-Friday,PM,0.22777181500506802
81,0026_003.5,2017,SNU,M07-Jul,5-Friday,PM,0.20712621451553462
82,0037_000.0,2017,SNT,M07-Jul,5-Friday,PM,0.5008530255234741
83,0037_001.0,2017,SNT,M07-Jul,5-Friday,PM,0.49827129102403905
84,0037_001.5,2017,SNT,M07-Jul,5-Friday,PM,0.5906401355274411
85,0037_002.0,2017,SNT,M07-Jul,5-Friday,PM,0.5186418271558338
86,0037_003.0,2017,SNT,M07-Jul,5-Friday,PM,0.12127815628000652
87,0037_003.5,2017,SNT,M07-Jul,5-Friday,PM,0.12027776178799726
88,0037_004.1,2017,SNT,M07-Jul,5-Friday,PM,0.1203211740273703
89,0037_004.5,2017,SNS,M07-Jul,5-Friday,PM,0.11568249944939944
90,0037_005.7,2017,SNS,M07-Jul,5-Friday,PM,0.14269241857916762
91,0037_006.2,2017,SNS,M07-Jul,5-Friday,PM,0.1022574517628413
92,0037_006.7,2017,SNS,M07-Jul,5-Friday,PM,0.14437110803978753
93,0037_007.2,2017,SNS,M07-Jul,5-Friday,PM,0.17719912459546752
94,0037_009.0,2017,SNS,M07-Jul,5-Friday,PM,0.17119705792214376
95,0037_009.6,2017,SNS,M07-Jul,5-Friday,PM,0.21237466219856213
96,0037_010.0,2017,SNS,M07-Jul,5-Friday,PM,0.2955516790661574
97,0037_010.5,2017,SNS,M07-Jul,5-Friday,PM,0.3276782572427319
98,0037_011.5,2017,SNT,M07-Jul,5-Friday,PM,0.26258867643192024
99,0038_000.0,2017,SNT,M07-Jul,5-Friday,PM,0.042407986621024345
100,0038_000.5,2017,SNQ,M07-Jul,5-Friday,PM,0.07867112556370133
101,0039_000.0,2017,SNQ,M07-Jul,5-Friday,PM,0.24957971967416695
102,0039_000.5,2017,SNQ,M07-Jul,5-Friday,PM,0.2725540525434043
103,0039_001.5,2017,SNQ,M07-Jul,5-Friday,PM,0.3721572314794807
104,0039_002.4,2017,SNS,M07-Jul,5-Friday,PM,0.3794516454982883
105,0039_003.5,2017,SNT,M07-Jul,5-Friday,PM,0.253269556272091
106,0039_004.0,2017,SNT,M07-Jul,5-Friday,PM,0.4853105864356849
107,0039_004.3,2017,SNT,M07-Jul,5-Friday,PM,0.5081747206098741
108,0039_005.1,2017,SNT,M07-Jul,5-Friday,PM,0.5662469621786949
109,0039_006.0,2017,SNT,M07-Jul,5-Friday,PM,0.43043083496028256
110,0039_006.1,2017,SNT,M07-Jul,5-Friday,PM,0.42853171091503384
111,0039_006.2,2017,SNT,M07-Jul,5-Friday,PM,0.4497032468283937
112,0039_006.4,2017,SNT,M07-Jul,5-Friday,PM,0.4519779745597979
113,0039_007.3,2017,SNT,M07-Jul,5-Friday,PM,0.29620398699726486
114,0039_007.7,2017,SNT,M07-Jul,5-Friday,PM,0.19084957287236431
115,0039_007.9,2017,SNT,M07-Jul,5-Friday,PM,0.12120999775218386
116,0039_008.7,2017,SNQ,M07-Jul,5-Friday,PM,0.19425402656782323
117,0048_000.0,2017,SNU,M07-Jul,5-Friday,PM,0.6419373706168161
118,0048_000.5,2017,SNT,M07-Jul,5-Friday,PM,0.552710761434957
119,0048_001.0,2017,SNT,M07-Jul,5-Friday,PM,0.6015578077319409
120,0048_001.5,2017,SNT,M07-Jul,5-Friday,PM,0.6176634125264449
121,0048_002.0,2017,SNT,M07-Jul,5-Friday,PM,0.521105087028192
122,0048_002.5,2017,SNU,M07-Jul,5-Friday,PM,0.6044087145930307
123,0048_003.3,2017,SNU,M07-Jul,5-Friday,PM,0.4601990284535716
124,0048_003.5,2017,SNU,M07-Jul,5-Friday,PM,0.8301009237345921
125,0048_003.9,2017,SNU,M07-Jul,5-Friday,PM,0.49388341498388527
126,0048_004.1,2017,SNU,M07-Jul,5-Friday,PM,0.5342038698240484
127,0053_000.1,2017,SNT,M07-Jul,5-Friday,PM,0.4262764763031873
128,0053_000.9,2017,SNT,M07-Jul,5-Friday,PM,0.6012764746933734
129,0053_001.5,2017,SNU,M07-Jul,5-Friday,PM,0.335650356672675
130,0053_001.7,2017,SNU,M07-Jul,5-Friday,PM,0.294428273516776
131,0053_001.8,2017,SNU,M07-Jul,5-Friday,PM,0.32895477236903486
132,0060_000.0,2017,SNT,M07-Jul,5-Friday,PM,0.611516372569253
133,0060_000.8,2017,SNS,M07-Jul,5-Friday,PM,0.16229523694604556
134,0060_003.7,2017,SNS,M07-Jul,5-Friday,PM,0.1959391159733232
135,0060_004.4,2017,SNS,M07-Jul,5-Friday,PM,0.19846808587427778
136,0060_007.4,2017,SNS,M07-Jul,5-Friday,PM,0.36212690826832244
137,0067_000.0,2017,SNF,M07-Jul,5-Friday,PM,0.5587568963520702
138,0067_001.0,2017,SNF,M07-Jul,5-Friday,PM,0.5587568963520702
139,0067_004.0,2017,SNT,M07-Jul,5-Friday,PM,0.7507226614536219
140,0067_004.1,2017,SNF,M07-Jul,5-Friday,PM,0.6626060489096489
141,0067_007.3,2017,SNF,M07-Jul,5-Friday,PM,0.6570228186535677
142,0067_010.1,2017,SNF,M07-Jul,5-Friday,PM,0.6570228186535677
143,0068_036.0,2017,SNS,M07-Jul,5-Friday,PM,0.6834821842811521
144,0068_038.1,2017,SNS,M07-Jul,5-Friday,PM,0.5661590291090058
145,0068_039.2,2017,SNS,M07-Jul,5-Friday,PM,0.6141439444638457
146,0068_040.1,2017,SNS,M07-Jul,5-Friday,PM,0.6705781848357711
147,0068_040.8,2017,SNT,M07-Jul,5-Friday,PM,0.2545860964875907
148,0068_041.3,2017,SNT,M07-Jul,5-Friday,PM,0.28094694518128993
149,0068_042.3,2017,SNT,M07-Jul,5-Friday,PM,0.378138418873565
150,0068_043.3,2017,SNT,M07-Jul,5-Friday,PM,0.38757802220767784
151,0068_043.8,2017,SNU,M07-Jul,5-Friday,PM,0.6275215962046303
152,0068_045.1,2017,SNT,M07-Jul,5-Friday,PM,0.5460989831581714
153,0068_045.8,2017,SNU,M07-Jul,5-Friday,PM,0.5301178427225299
154,0068_046.8,2017,SNT,M07-Jul,5-Friday,PM,0.5614782510705875
155,0068_047.2,2017,SNT,M07-Jul,5-Friday,PM,0.5759355599548199
156,0068_047.8,2017,SNT,M07-Jul,5-Friday,PM,0.5737610550428759
157,0068_048.3,2017,SNT,M07-Jul,5-Friday,PM,0.6021524859370769
158,0068_049.3,2017,SNT,M07-Jul,5-Friday,PM,0.6180202854874001
159,0068_050.3,2017,SNU,M07-Jul,5-Friday,PM,1.0382663348730705
160,0068_050.7,2017,SNU,M07-Jul,5-Friday,PM,0.7338861228208717
161,0068_051.3,2017,SNT,M07-Jul,5-Friday,PM,0.4334302806876561
162,0068_052.1,2017,SNT,M07-Jul,5-Friday,PM,0.4632735995159851
163,0068_052.3,2017,SNT,M07-Jul,5-Friday,PM,0.5342804209307644
164,0068_053.1,2017,SNT,M07-Jul,5-Friday,PM,0.6771496389536568
165,0068_053.3,2017,SNU,M07-Jul,5-Friday,PM,0.5638065165623491
166,0068_054.3,2017,SNU,M07-Jul,5-Friday,PM,0.5040459390385889
167,0068_054.8,2017,SNU,M07-Jul,5-Friday,PM,0.4771872521072879
168,0068_055.7,2017,SNU,M07-Jul,5-Friday,PM,0.38069069302401914
169,0068_056.2,2017,SNU,M07-Jul,5-Friday,PM,0.5371957012100433
170,0068_056.3,2017,SNU,M07-Jul,5-Friday,PM,0.604728057506793
171,0068_056.8,2017,SNU,M07-Jul,5-Friday,PM,0.7354737847967324
172,0068_057.3,2017,SNT,M07-Jul,5-Friday,PM,0.5010987268743609
173,0068_058.1,2017,SNT,M07-Jul,5-Friday,PM,0.555972149879924
174,0068_058.7,2017,SNT,M07-Jul,5-Friday,PM,0.4048977967894824
175,0068_059.1,2017,SNU,M07-Jul,5-Friday,PM,0.4190263725876025
176,0068_059.5,2017,SNU,M07-Jul,5-Friday,PM,0.6730815960135677
177,0068_060.4,2017,SNT,M07-Jul,5-Friday,PM,0.41462755822282715
178,0068_060.8,2017,SNT,M07-Jul,5-Friday,PM,0.4552536693289046
179,0068_061.8,2017,SNT,M07-Jul,5-Friday,PM,0.45938706338186774
180,0068_062.6,2017,SNT,M07-Jul,5-Friday,PM,0.2475663937232937
181,0068_063.8,2017,SNT,M07-Jul,5-Friday,PM,0.22843167980903978
182,0068_064.4,2017,SNU,M07-Jul,5-Friday,PM,0.18673661647680892
183,0068_065.7,2017,SNT,M07-Jul,5-Friday,PM,0.45197896232188184
184,0068_066.6,2017,SNT,M07-Jul,5-Friday,PM,0.549250441988901
185,0068_067.3,2017,SNT,M07-Jul,5-Friday,PM,0.23155592024219895
186,0068_068.2,2017,SNT,M07-Jul,5-Friday,PM,0.20999436017034978
187,0068_068.7,2017,SNT,M07-Jul,5-Friday,PM,0.24607331603146707
188,0068_068.9,2017,SNU,M07-Jul,5-Friday,PM,0.2843604188621819
189,0068_069.0,2017,SNU,M07-Jul,5-Friday,PM,0.41822035289302883
190,0068_069.2,2017,SNU,M07-Jul,5-Friday,PM,0.42943005183310096
191,0068_069.6,2017,SNU,M07-Jul,5-Friday,PM,0.5601075572052062
192,0068_070.0,2017,SNU,M07-Jul,5-Friday,PM,0.571578887919112
193,0068_070.2,2017,SNU,M07-Jul,5-Friday,PM,0.5517272108378565
194,0068_070.5,2017,SNU,M07-Jul,5-Friday,PM,0.0
195,0071_000.0,2017,SNT,M07-Jul,5-Friday,PM,0.45241838579812504
196,0071_000.4,2017,SNT,M07-Jul,5-Friday,PM,0.43091504041002054
197,0071_001.4,2017,SNT,M07-Jul,5-Friday,PM,0.5822517870703842
198,0071_002.4,2017,SNT,M07-Jul,5-Friday,PM,0.501604563604227
199,0071_002.9,2017,SNT,M07-Jul,5-Friday,PM,0.5116601786182753
200,0071_004.1,2017,SNU,M07-Jul,5-Friday,PM,0.5899900294371023
201,0071_004.7,2017,SNU,M07-Jul,5-Friday,PM,0.5801630693331675
202,0071_005.0,2017,SNU,M07-Jul,5-Friday,PM,0.4263306417342913
203,0071_005.1,2017,SNU,M07-Jul,5-Friday,PM,0.43646344648763086
204,0071_005.5,2017,SNU,M07-Jul,5-Friday,PM,0.5976355593547019
205,0071_006.0,2017,SNU,M07-Jul,5-Friday,PM,0.6411717344328289
206,0071_006.6,2017,SNT,M07-Jul,5-Friday,PM,0.5001485533154574
207,0071_007.2,2017,SNU,M07-Jul,5-Friday,PM,0.2816039943796647
208,0071_007.7,2017,SNT,M07-Jul,5-Friday,PM,0.4003674213884425
209,0071_008.2,2017,SNT,M07-Jul,5-Friday,PM,0.6037484317639108
210,0071_009.2,2017,SNU,M07-Jul,5-Friday,PM,0.6101213231278536
211,0071_009.7,2017,SNU,M07-Jul,5-Friday,PM,0.5387967092948248
212,0071_010.2,2017,SNU,M07-Jul,5-Friday,PM,0.7023104828020474
213,0071_010.7,2017,SNT,M07-Jul,5-Friday,PM,0.5324791554157013
214,0071_011.5,2017,SNT,M07-Jul,5-Friday,PM,0.5459951689486768
215,0071_011.7,2017,SNU,M07-Jul,5-Friday,PM,0.6015290575645033
216,0071_012.2,2017,SNU,M07-Jul,5-Friday,PM,0.5835953279722966
217,0071_012.6,2017,SNU,M07-Jul,5-Friday,PM,0.5611762568910696
218,0071_012.7,2017,SNU,M07-Jul,5-Friday,PM,0.5686420268536198
219,0071_013.3,2017,SNU,M07-Jul,5-Friday,PM,0.6367920631172727
220,0071_014.1,2017,SNU,M07-Jul,5-Friday,PM,0.6418054181577061
221,0071_014.6,2017,SNU,M07-Jul,5-Friday,PM,0.6107533241264967
222,0071_015.7,2017,SNU,M07-Jul,5-Friday,PM,0.3745743402670147
223,0071_016.5,2017,SNU,M07-Jul,5-Friday,PM,0.46343853457224304
224,0071_017.4,2017,SNU,M07-Jul,5-Friday,PM,0.42752148218104696
225,0071_018.3,2017,SNT,M07-Jul,5-Friday,PM,0.39557538029426814
226,0071_019.2,2017,SNT,M07-Jul,5-Friday,PM,0.3501751733396743
227,0071_019.6,2017,SNU,M07-Jul,5-Friday,PM,0.5517361106553008
228,0071_020.0,2017,SNU,M07-Jul,5-Friday,PM,0.5201551619303855
229,0071_020.6,2017,SNT,M07-Jul,5-Friday,PM,0.4920247907071037
230,0071_021.2,2017,SNU,M07-Jul,5-Friday,PM,0.49258135632069583
231,0071_021.7,2017,SNU,M07-Jul,5-Friday,PM,0.466781264421717
232,0071_021.9,2017,SNU,M07-Jul,5-Friday,PM,0.48213440897388704
233,0071_022.2,2017,SNU,M07-Jul,5-Friday,PM,0.45577771100042924
234,0071_022.3,2017,SNU,M07-Jul,5-Friday,PM,0.41038798829927536
235,0079_000.0,2017,SNT,M07-Jul,5-Friday,PM,0.30707620032522975
236,0079_000.7,2017,SNT,M07-Jul,5-Friday,PM,0.3641957417922128
237,0079_001.9,2017,SNT,M07-Jul,5-Friday,PM,0.3975826150845558
238,0079_002.5,2017,SNT,M07-Jul,5-Friday,PM,0.35206052865349896
239,0079_002.9,2017,SNT,M07-Jul,5-Friday,PM,0.5375708483243559
240,0079_003.0,2017,SNT,M07-Jul,5-Friday,PM,0.3996144088134722
241,0079_003.3,2017,SNU,M07-Jul,5-Friday,PM,0.6342097598315385
242,0079_003.4,2017,SNU,M07-Jul,5-Friday,PM,0.5566122881313276
243,0079_003.6,2017,SNU,M07-Jul,5-Friday,PM,0.5249010990309647
244,0079_003.9,2017,SNU,M07-Jul,5-Friday,PM,0.341702060036589
245,0079_004.3,2017,SNU,M07-Jul,5-Friday,PM,0.2595836199398939
246,0079_004.9,2017,SNU,M07-Jul,5-Friday,PM,0.47433287492741333
247,0079_005.0,2017,SNU,M07-Jul,5-Friday,PM,0.5310289964672774
248,0079_005.1,2017,SNU,M07-Jul,5-Friday,PM,0.6003324970816193
249,0080_101.5,2017,SNA,M07-Jul,5-Friday,PM,0.4130172773650753
250,0080_104.3,2017,SNA,M07-Jul,5-Friday,PM,0.42928527325129695
251,0080_117.7,2017,SND,M07-Jul,5-Friday,PM,0.44998235714815504
252,0080_122.4,2017,SND,M07-Jul,5-Friday,PM,0.9593229287321307
253,0080_123.2,2017,SND,M07-Jul,5-Friday,PM,0.7128110398976601
254,0084_081.0,2017,SNE,M07-Jul,5-Friday,PM,0.235900534668993
255,0084_081.7,2017,SNE,M07-Jul,5-Friday,PM,0.2848258179492463
256,0084_084.6,2017,SNE,M07-Jul,5-Friday,PM,0.29455649356392116
257,0084_087.8,2017,SNE,M07-Jul,5-Friday,PM,0.2227979808930932
258,0085_003.0,2017,SNS,M07-Jul,5-Friday,PM,0.242295459281885
259,0085_003.5,2017,SNS,M07-Jul,5-Friday,PM,0.13483336480825792
260,0085_004.5,2017,SNS,M07-Jul,5-Friday,PM,0.13646214204424797
261,0085_005.8,2017,SNS,M07-Jul,5-Friday,PM,0.13526883948695195
262,0085_006.0,2017,SNT,M07-Jul,5-Friday,PM,0.2307894677887832
263,0085_006.6,2017,SNT,M07-Jul,5-Friday,PM,0.27018773344805636
264,0085_007.9,2017,SNT,M07-Jul,5-Friday,PM,0.24809166475536715
265,0085_008.9,2017,SNT,M07-Jul,5-Friday,PM,0.43965074084294
266,0085_010.0,2017,SNS,M07-Jul,5-Friday,PM,0.5519196171271366
267,0085_010.3,2017,SNR,M07-Jul,5-Friday,PM,0.23057494875713683
268,0085_010.8,2017,SNR,M07-Jul,5-Friday,PM,0.22603346636504085
269,0085_011.3,2017,SNT,M07-Jul,5-Friday,PM,0.20713921118741763
270,0085_012.5,2017,SNT,M07-Jul,5-Friday,PM,0.19576217901250767
271,0085_013.9,2017,SNT,M07-Jul,5-Friday,PM,0.21585666997973021
272,0085_015.5,2017,SNT,M07-Jul,5-Friday,PM,0.32623216292302304
273,0085_017.7,2017,SNT,M07-Jul,5-Friday,PM,0.2359642778560769
274,0085_018.7,2017,SNT,M07-Jul,5-Friday,PM,0.16707609164628393
275,0089_362.5,2017,SNU,M07-Jul,5-Friday,PM,0.5539741010296433
276,0089_363.3,2017,SNU,M07-Jul,5-Friday,PM,0.533419969914878
277,0089_363.8,2017,SNU,M07-Jul,5-Friday,PM,0.5701184028063132
278,0089_364.3,2017,SNU,M07-Jul,5-Friday,PM,0.5979127186132789
279,0089_364.8,2017,SNU,M07-Jul,5-Friday,PM,0.5826815487218601
280,0089_365.5,2017,SNU,M07-Jul,5-Friday,PM,0.5328888921004775
281,0089_366.3,2017,SNU,M07-Jul,5-Friday,PM,0.33624958336988986
282,0089_366.8,2017,SNU,M07-Jul,5-Friday,PM,0.3743004193734585
283,0089_367.2,2017,SNT,M07-Jul,5-Friday,PM,0.5083300647547704
284,0089_368.0,2017,SNT,M07-Jul,5-Friday,PM,0.37071539223345684
285,0089_368.4,2017,SNT,M07-Jul,5-Friday,PM,0.4868715808761582
286,0089_369.0,2017,SNU,M07-Jul,5-Friday,PM,0.5278836314425916
287,0089_369.8,2017,SNU,M07-Jul,5-Friday,PM,0.5047065735285521
288,0089_369.9,2017,SNU,M07-Jul,5-Friday,PM,0.5200186900174598
289,0089_370.6,2017,SNU,M07-Jul,5-Friday,PM,0.6090142044180766
290,0089_371.0,2017,SNU,M07-Jul,5-Friday,PM,0.6646896836629429
291,0089_371.5,2017,SNU,M07-Jul,5-Friday,PM,0.5287189721364375
292,0089_372.0,2017,SNU,M07-Jul,5-Friday,PM,0.5786398750281004
293,0089_372.2,2017,SNU,M07-Jul,5-Friday,PM,0.5336606362234978
294,0089_372.6,2017,SNU,M07-Jul,5-Friday,PM,0.5663028154293516
295,0089_372.7,2017,SNU,M07-Jul,5-Friday,PM,0.5514953172589361
296,0089_373.6,2017,SNU,M07-Jul,5-Friday,PM,0.466560866622293
297,0089_374.5,2017,SNU,M07-Jul,5-Friday,PM,0.4305784308773098
298,0089_375.3,2017,SNU,M07-Jul,5-Friday,PM,0.5116812030205458
299,0089_375.7,2017,SNU,M07-Jul,5-Friday,PM,0.45787958256808137
300,0089_376.2,2017,SNU,M07-Jul,5-Friday,PM,0.3459588838317
301,0089_376.8,2017,SNU,M07-Jul,5-Friday,PM,0.3489353699008497
302,0089_377.3,2017,SNU,M07-Jul,5-Friday,PM,0.313210369731555
303,0089_377.9,2017,SNU,M07-Jul,5-Friday,PM,0.46130485301746704
304,0089_378.0,2017,SNU,M07-Jul,5-Friday,PM,0.4558525097793746
305,0089_379.1,2017,SNU,M07-Jul,5-Friday,PM,0.5133850813366183
306,0089_380.0,2017,SNU,M07-Jul,5-Friday,PM,0.5695910861094039
307,0089_380.3,2017,SNU,M07-Jul,5-Friday,PM,0.6896976842293941
308,0089_380.7,2017,SNU,M07-Jul,5-Friday,PM,0.587993755326979
309,0089_381.0,2017,SNU,M07-Jul,5-Friday,PM,0.4670107501807747
310,0089_381.3,2017,SNU,M07-Jul,5-Friday,PM,0.3957099081151778
311,0089_381.6,2017,SNS,M07-Jul,5-Friday,PM,0.5506213910920881
312,0089_383.5,2017,SNT,M07-Jul,5-Friday,PM,0.4593178386362238
313,0089_384.9,2017,SNT,M07-Jul,5-Friday,PM,0.5851143031135475
314,0089_385.0,2017,SNT,M07-Jul,5-Friday,PM,0.7322388760946322
315,0089_385.2,2017,SNU,M07-Jul,5-Friday,PM,0.36163605825895867
316,0089_385.7,2017,SNU,M07-Jul,5-Friday,PM,0.3955968620760273
317,0089_386.3,2017,SNU,M07-Jul,5-Friday,PM,0.5397001715041544
318,0089_386.8,2017,SNU,M07-Jul,5-Friday,PM,0.3664044106234078
319,0089_387.2,2017,SNU,M07-Jul,5-Friday,PM,0.33815295732514355
320,0089_387.6,2017,SNU,M07-Jul,5-Friday,PM,0.3111476984053071
321,0089_387.8,2017,SNU,M07-Jul,5-Friday,PM,0.3213818147077946
322,0089_388.4,2017,SNU,M07-Jul,5-Friday,PM,0.34542564599574066
323,0089_389.1,2017,SNT,M07-Jul,5-Friday,PM,0.3556717847680193
324,0089_396.1,2017,SNT,M07-Jul,5-Friday,PM,0.35288761863842144
325,0089_396.8,2017,SNT,M07-Jul,5-Friday,PM,0.3906795926981763
326,0089_397.6,2017,SNT,M07-Jul,5-Friday,PM,0.4083781797724374
327,0089_398.7,2017,SNT,M07-Jul,5-Friday,PM,0.6164755908846717
328,0089_399.7,2017,SNT,M07-Jul,5-Friday,PM,0.6023062522917101
329,0089_400.5,2017,SNT,M07-Jul,5-Friday,PM,0.6090652490889387
330,0089_400.9,2017,SNT,M07-Jul,5-Friday,PM,0.6252704739670539
331,0089_401.4,2017,SNT,M07-Jul,5-Friday,PM,0.5783467894654776
332,0089_402.2,2017,SNT,M07-Jul,5-Friday,PM,0.5783467894654776
333,0089_403.2,2017,SNT,M07-Jul,5-Friday,PM,0.5532399502357559
334,0089_404.3,2017,SNS,M07-Jul,5-Friday,PM,0.4657901198709056
335,0089_405.7,2017,SNT,M07-Jul,5-Friday,PM,0.4199458626896837
336,0089_406.4,2017,SNT,M07-Jul,5-Friday,PM,0.7053450286580775
337,0089_406.6,2017,SNT,M07-Jul,5-Friday,PM,0.6645398671148466
338,0089_407.0,2017,SNT,M07-Jul,5-Friday,PM,0.6376489331664903
339,0089_408.1,2017,SNT,M07-Jul,5-Friday,PM,0.4930347491389473
