,SEGID,DYVolScenario,DYVolBase,DYVolAdj
0,0006_141.0,2362.0,2379.0,-0.007145859604875998
1,0006_146.9,2365.0,2384.0,-0.007969798657718121
2,0006_149.9,3701.1,5458.5,-0.32195658147842815
3,0006_150.6,3945.8,5678.2,-0.30509668556937053
4,0006_152.6,4558.4,6247.9,-0.2704108580483042
5,0006_152.9,6189.2,7830.6,-0.20961356728730882
6,0006_155.8,6214.2,7850.4,-0.20842250076429225
7,0006_155.9,3303.7,6962.9,-0.5255281563716268
8,0006_157.3,6647.6,10461.1,-0.3645410138513158
9,0006_157.6,6862.9,11104.6,-0.38197683842731844
10,0006_158.5,7385.1,14842.7,-0.5024422780221928
11,0006_158.9,5662.0,12459.9,-0.5455822277867398
12,0006_159.3,8592.7,15529.6,-0.44668890377086334
13,0006_159.6,14280.5,21039.8,-0.3212625595300335
14,0006_159.8,14149.2,21848.4,-0.35239193716702366
15,0006_160.3,17408.6,28063.7,-0.37967552389741915
16,0006_173.4,86851.1,78595.4,0.10504049855335061
17,0006_173.7,73408.3,65273.8,0.1246212109605998
18,0006_174.0,61776.2,56054.8,0.10206797633744111
19,0006_174.4,59951.5,54277.5,0.10453687071069964
20,0006_174.9,50290.6,44145.8,0.13919330944280078
21,0006_175.6,35642.2,33540.5,0.06266155841445407
22,0006_176.1,24416.7,23728.9,0.02898575155190503
23,0006_177.0,25559.2,27397.6,-0.06710076795047734
24,0006_177.2,26284.0,28419.6,-0.07514532224239605
25,0006_177.5,24501.6,24138.8,0.01502974464347852
26,0006_177.9,19279.4,19220.7,0.0030539990739151396
27,0006_178.8,17142.0,17091.0,0.002984026680709145
28,0006_181.6,16355.0,16352.0,0.0001834637964774951
29,0006_184.1,15949.0,15930.0,0.0011927181418706842
30,0006_187.5,10703.0,10746.0,-0.004001488926112041
31,0006_194.8,10509.5,10565.2,-0.0052720251391361
32,0006_203.6,10302.0,10350.0,-0.00463768115942029
33,0006_211.2,10302.0,10350.0,-0.00463768115942029
34,0006_216.2,9163.0,9230.0,-0.0072589382448537375
35,0013_000.0,15209.6,16447.1,-0.07524122793683982
36,0013_000.6,16518.9,17990.5,-0.08179872710597251
37,0013_001.3,16348.3,17559.1,-0.06895569818498666
38,0013_001.6,17033.6,18372.8,-0.07289035966210924
39,0013_001.8,14106.7,15209.9,-0.07253170632285544
40,0013_002.5,11311.6,12368.1,-0.08542136625674113
41,0013_002.9,6600.2,7472.2,-0.11669923181927679
42,0013_003.3,8615.1,12953.8,-0.33493646651947684
43,0013_004.9,14702.4,13883.8,0.05896080323830655
44,0013_005.6,13621.5,13606.4,0.0011097718720602338
