,SEGID,FYEAR,SiteGroup,MonthGroup,DOWGroup,Period,VC15Min_Max
64,0015_349.4,2050,SN5,M10-Oct,W1-Weekday,PM,0.48837703213847156
65,0015_351.9,2050,SN4,M10-Oct,W1-Weekday,PM,0.44151926504511535
66,0015_357.6,2050,SN4,M10-Oct,W1-Weekday,PM,0.38809166273474743
67,0015_362.0,2050,SN4,M10-Oct,W1-Weekday,PM,0.343254600423642
68,0015_363.7,2050,SN6,M10-Oct,W1-Weekday,PM,0.3608429071361839
69,0015_365.5,2050,SN4,M10-Oct,W1-Weekday,PM,0.26757630626308265
70,0026_000.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.43102610549507675
71,0026_000.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.3995989682487992
72,0026_000.4,2050,SNT,M10-Oct,W1-Weekday,PM,0.6271900630919809
73,0026_000.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.6357640079209944
74,0026_001.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.6407182453074162
75,0026_001.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.45257071317249636
76,0026_001.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.4995375060834842
77,0026_002.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.49402994840243486
78,0026_003.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.248000349439677
79,0026_003.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.25321939326321635
80,0026_003.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.2305271838806765
81,0026_003.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.26373036974684766
82,0037_000.0,2050,SNT,M10-Oct,W1-Weekday,PM,1.1694221909742473
83,0037_001.0,2050,SNT,M10-Oct,W1-Weekday,PM,1.0065514262018376
84,0037_001.5,2050,SNT,M10-Oct,W1-Weekday,PM,1.0787334205663357
85,0037_002.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.678135679179241
86,0037_003.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.22594809067468943
87,0037_003.5,2050,SNT,M10-Oct,W1-Weekday,PM,0.1920722562334523
88,0037_004.1,2050,SNT,M10-Oct,W1-Weekday,PM,0.4163067598962897
89,0037_004.5,2050,SNS,M10-Oct,W1-Weekday,PM,0.28618211557638007
90,0037_005.7,2050,SNS,M10-Oct,W1-Weekday,PM,0.35300082916654646
91,0037_006.2,2050,SNS,M10-Oct,W1-Weekday,PM,0.2635984214322376
92,0037_006.7,2050,SNS,M10-Oct,W1-Weekday,PM,0.281032785257311
93,0037_007.2,2050,SNS,M10-Oct,W1-Weekday,PM,0.31168897516274624
94,0037_009.0,2050,SNS,M10-Oct,W1-Weekday,PM,0.40150864670050546
95,0037_009.6,2050,SNS,M10-Oct,W1-Weekday,PM,0.4681975753140832
96,0037_010.0,2050,SNS,M10-Oct,W1-Weekday,PM,0.32162516135113167
97,0037_010.5,2050,SNS,M10-Oct,W1-Weekday,PM,0.3074016696678098
98,0037_011.5,2050,SNT,M10-Oct,W1-Weekday,PM,0.3937955692231048
99,0038_000.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.05587526053860525
100,0038_000.5,2050,SNQ,M10-Oct,W1-Weekday,PM,0.08636491194872578
101,0039_000.0,2050,SNQ,M10-Oct,W1-Weekday,PM,0.5483762152235726
102,0039_000.5,2050,SNQ,M10-Oct,W1-Weekday,PM,0.6474112299029255
103,0039_001.5,2050,SNQ,M10-Oct,W1-Weekday,PM,0.7921590941520011
104,0039_002.4,2050,SNS,M10-Oct,W1-Weekday,PM,0.8062965365170863
105,0039_003.5,2050,SNT,M10-Oct,W1-Weekday,PM,0.36287939697163585
106,0039_004.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.6496627802557805
107,0039_004.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.6468716709419812
108,0039_005.1,2050,SNT,M10-Oct,W1-Weekday,PM,0.6659506674075342
109,0039_006.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.5145580366868941
110,0039_006.1,2050,SNT,M10-Oct,W1-Weekday,PM,0.5037496022237374
111,0039_006.2,2050,SNT,M10-Oct,W1-Weekday,PM,0.5375972188449093
112,0039_006.4,2050,SNT,M10-Oct,W1-Weekday,PM,0.5346882421569231
113,0039_007.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.39835879735470764
114,0039_007.7,2050,SNT,M10-Oct,W1-Weekday,PM,0.2186446105758922
115,0039_007.9,2050,SNT,M10-Oct,W1-Weekday,PM,0.13125031667891793
116,0039_008.7,2050,SNQ,M10-Oct,W1-Weekday,PM,0.19315309158842667
117,0048_000.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.6776471360710584
118,0048_000.5,2050,SNT,M10-Oct,W1-Weekday,PM,0.6423836137993924
119,0048_001.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.6702432447342254
120,0048_001.5,2050,SNT,M10-Oct,W1-Weekday,PM,0.6962841026534536
121,0048_002.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.7402391018643951
122,0048_002.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.7695835804785673
123,0048_003.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.5333772884022739
124,0048_003.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.8954746819068923
125,0048_003.9,2050,SNU,M10-Oct,W1-Weekday,PM,0.6175228570618122
126,0048_004.1,2050,SNU,M10-Oct,W1-Weekday,PM,0.6311700043784736
127,0053_000.1,2050,SNT,M10-Oct,W1-Weekday,PM,0.9099852026857458
128,0053_000.9,2050,SNT,M10-Oct,W1-Weekday,PM,1.1231175879307793
129,0053_001.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.5484684665664421
130,0053_001.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.4263462088039599
131,0053_001.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.45170383778010653
132,0060_000.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.8122628113092547
133,0060_000.8,2050,SNS,M10-Oct,W1-Weekday,PM,0.2044533282738084
134,0060_003.7,2050,SNS,M10-Oct,W1-Weekday,PM,0.2106414684475265
135,0060_004.4,2050,SNS,M10-Oct,W1-Weekday,PM,0.26569383444932254
136,0060_007.4,2050,SNS,M10-Oct,W1-Weekday,PM,0.4407160906374424
137,0067_000.0,2050,SNF,M10-Oct,W1-Weekday,PM,1.390655577359766
138,0067_001.0,2050,SNF,M10-Oct,W1-Weekday,PM,1.390655577359766
139,0067_004.0,2050,SNT,M10-Oct,W1-Weekday,PM,1.5854959273466662
140,0067_004.1,2050,SNF,M10-Oct,W1-Weekday,PM,1.3077631595219932
141,0067_007.3,2050,SNF,M10-Oct,W1-Weekday,PM,1.4504318720923637
142,0067_010.1,2050,SNF,M10-Oct,W1-Weekday,PM,1.2198996540114577
143,0068_036.0,2050,SNS,M10-Oct,W1-Weekday,PM,0.1737414284399775
144,0068_038.1,2050,SNS,M10-Oct,W1-Weekday,PM,0.685634549740398
145,0068_039.2,2050,SNS,M10-Oct,W1-Weekday,PM,0.7437456353931752
146,0068_040.1,2050,SNS,M10-Oct,W1-Weekday,PM,0.9319749620246894
147,0068_040.8,2050,SNT,M10-Oct,W1-Weekday,PM,0.561588342953133
148,0068_041.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.5997458857497496
149,0068_042.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.6146227634181316
150,0068_043.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.5994835926613481
151,0068_043.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.6609118460943085
152,0068_045.1,2050,SNT,M10-Oct,W1-Weekday,PM,0.6941044650526704
153,0068_045.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.5924914389256841
154,0068_046.8,2050,SNT,M10-Oct,W1-Weekday,PM,0.5388847846170928
155,0068_047.2,2050,SNT,M10-Oct,W1-Weekday,PM,0.559757308520787
156,0068_047.8,2050,SNT,M10-Oct,W1-Weekday,PM,0.5367322405525111
157,0068_048.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.5498796744293097
158,0068_049.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.6016837099542637
159,0068_050.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.8578358379150697
160,0068_050.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.6138021173591801
161,0068_051.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.39303636923035806
162,0068_052.1,2050,SNT,M10-Oct,W1-Weekday,PM,0.43784905125354795
163,0068_052.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.6346106402077221
164,0068_053.1,2050,SNT,M10-Oct,W1-Weekday,PM,0.7936252367440354
165,0068_053.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.5743083807193067
166,0068_054.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.5476636371827761
167,0068_054.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.5184807293652733
168,0068_055.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.4200968531991128
169,0068_056.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.5442599475903779
170,0068_056.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.5866591958157562
171,0068_056.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.6510672261207457
172,0068_057.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.5719979806315386
173,0068_058.1,2050,SNT,M10-Oct,W1-Weekday,PM,0.6577129600110019
174,0068_058.7,2050,SNT,M10-Oct,W1-Weekday,PM,0.5630263531723118
175,0068_059.1,2050,SNU,M10-Oct,W1-Weekday,PM,0.492497836205546
176,0068_059.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.7401567628334169
177,0068_060.4,2050,SNT,M10-Oct,W1-Weekday,PM,0.5108838447016408
178,0068_060.8,2050,SNT,M10-Oct,W1-Weekday,PM,0.6424966599650643
179,0068_061.8,2050,SNT,M10-Oct,W1-Weekday,PM,0.6101930288700506
180,0068_062.6,2050,SNT,M10-Oct,W1-Weekday,PM,0.36045552204266296
181,0068_063.8,2050,SNT,M10-Oct,W1-Weekday,PM,0.4063666423209417
182,0068_064.4,2050,SNU,M10-Oct,W1-Weekday,PM,0.30909922305616033
183,0068_065.7,2050,SNT,M10-Oct,W1-Weekday,PM,0.9680692488024095
184,0068_066.6,2050,SNT,M10-Oct,W1-Weekday,PM,1.1216930273785208
185,0068_067.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.5398840044685602
186,0068_068.2,2050,SNT,M10-Oct,W1-Weekday,PM,0.437413845808729
187,0068_068.7,2050,SNT,M10-Oct,W1-Weekday,PM,0.4366557095577543
188,0068_068.9,2050,SNU,M10-Oct,W1-Weekday,PM,0.44504609548647917
189,0068_069.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.46151129358736065
190,0068_069.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.43013844161315135
191,0068_069.6,2050,SNU,M10-Oct,W1-Weekday,PM,0.5863888697252048
192,0068_070.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.5498796632876966
193,0068_070.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.4839479553591817
194,0068_070.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.6113479360276601
195,0071_000.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.5807128671834119
196,0071_000.4,2050,SNT,M10-Oct,W1-Weekday,PM,0.5366009161705527
197,0071_001.4,2050,SNT,M10-Oct,W1-Weekday,PM,0.6855059700823188
198,0071_002.4,2050,SNT,M10-Oct,W1-Weekday,PM,0.7049369699488993
199,0071_002.9,2050,SNT,M10-Oct,W1-Weekday,PM,0.7190687687667603
200,0071_004.1,2050,SNU,M10-Oct,W1-Weekday,PM,0.720872002705326
201,0071_004.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.8058676395843484
202,0071_005.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.554148888160731
203,0071_005.1,2050,SNU,M10-Oct,W1-Weekday,PM,0.5210078055203139
204,0071_005.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.6270869412925126
205,0071_006.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.563700151743415
206,0071_006.6,2050,SNT,M10-Oct,W1-Weekday,PM,0.4982516677535027
207,0071_007.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.24700916435507866
208,0071_007.7,2050,SNT,M10-Oct,W1-Weekday,PM,0.39884897016815124
209,0071_008.2,2050,SNT,M10-Oct,W1-Weekday,PM,0.6125967514669947
210,0071_009.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.5456498054075852
211,0071_009.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.5914145720490883
212,0071_010.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.8254525627791339
213,0071_010.7,2050,SNT,M10-Oct,W1-Weekday,PM,0.7591060528366704
214,0071_011.5,2050,SNT,M10-Oct,W1-Weekday,PM,0.778374577395334
215,0071_011.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.6893252648990742
216,0071_012.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.6440046087688243
217,0071_012.6,2050,SNU,M10-Oct,W1-Weekday,PM,0.6351434754963914
218,0071_012.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.6134248542029612
219,0071_013.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.652381301511567
220,0071_014.1,2050,SNU,M10-Oct,W1-Weekday,PM,0.6537601457436654
221,0071_014.6,2050,SNU,M10-Oct,W1-Weekday,PM,0.6480517220411863
222,0071_015.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.3860937092517541
223,0071_016.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.4690447774425015
224,0071_017.4,2050,SNU,M10-Oct,W1-Weekday,PM,0.43346867028629804
225,0071_018.3,2050,SNT,M10-Oct,W1-Weekday,PM,0.45174463093470446
226,0071_019.2,2050,SNT,M10-Oct,W1-Weekday,PM,0.39729806727737066
227,0071_019.6,2050,SNU,M10-Oct,W1-Weekday,PM,0.5418100559510556
228,0071_020.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.5026001957503141
229,0071_020.6,2050,SNT,M10-Oct,W1-Weekday,PM,0.5631610775979836
230,0071_021.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.49415415794789974
231,0071_021.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.4637690745388039
232,0071_021.9,2050,SNU,M10-Oct,W1-Weekday,PM,0.4836738537239467
233,0071_022.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.42645770134794714
234,0071_022.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.3879465204931009
235,0079_000.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.48945851123700795
236,0079_000.7,2050,SNT,M10-Oct,W1-Weekday,PM,0.4588536031211784
237,0079_001.9,2050,SNT,M10-Oct,W1-Weekday,PM,0.49037823174975276
238,0079_002.5,2050,SNT,M10-Oct,W1-Weekday,PM,0.5193432153595923
239,0079_002.9,2050,SNT,M10-Oct,W1-Weekday,PM,0.8519827802633445
240,0079_003.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.6856146232535038
241,0079_003.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.87006465352601
242,0079_003.4,2050,SNU,M10-Oct,W1-Weekday,PM,0.6681584229028568
243,0079_003.6,2050,SNU,M10-Oct,W1-Weekday,PM,0.5175757790025916
244,0079_003.9,2050,SNU,M10-Oct,W1-Weekday,PM,0.5680257579810198
245,0079_004.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.3370043662497711
246,0079_004.9,2050,SNU,M10-Oct,W1-Weekday,PM,0.5140086584313772
247,0079_005.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.6473780462024373
248,0079_005.1,2050,SNU,M10-Oct,W1-Weekday,PM,0.7860783195646254
249,0080_101.5,2050,SNA,M10-Oct,W1-Weekday,PM,0.6076469238515074
250,0080_104.3,2050,SNA,M10-Oct,W1-Weekday,PM,0.6487350784385101
251,0080_117.7,2050,SND,M10-Oct,W1-Weekday,PM,0.6215183209456406
252,0080_122.4,2050,SND,M10-Oct,W1-Weekday,PM,1.0544918927290055
253,0080_123.2,2050,SND,M10-Oct,W1-Weekday,PM,0.7975301219877684
254,0084_081.0,2050,SNE,M10-Oct,W1-Weekday,PM,0.4303781392532893
255,0084_081.7,2050,SNE,M10-Oct,W1-Weekday,PM,0.4956157733929945
256,0084_084.6,2050,SNE,M10-Oct,W1-Weekday,PM,0.41580837608716553
257,0084_087.8,2050,SNE,M10-Oct,W1-Weekday,PM,0.3512463098347462
258,0085_003.0,2050,SNS,M10-Oct,W1-Weekday,PM,0.8864790557523209
259,0085_003.5,2050,SNS,M10-Oct,W1-Weekday,PM,2.05883991847334
260,0085_004.5,2050,SNS,M10-Oct,W1-Weekday,PM,2.0379147185099122
261,0085_005.8,2050,SNS,M10-Oct,W1-Weekday,PM,1.9368691857060027
262,0085_006.0,2050,SNT,M10-Oct,W1-Weekday,PM,1.774341492800426
263,0085_006.6,2050,SNT,M10-Oct,W1-Weekday,PM,2.1835563086381753
264,0085_007.9,2050,SNT,M10-Oct,W1-Weekday,PM,1.7621833118169048
265,0085_008.9,2050,SNT,M10-Oct,W1-Weekday,PM,2.1520071130484264
266,0085_010.0,2050,SNS,M10-Oct,W1-Weekday,PM,2.2865942752000645
267,0085_010.3,2050,SNR,M10-Oct,W1-Weekday,PM,1.7176744371722223
268,0085_010.8,2050,SNR,M10-Oct,W1-Weekday,PM,1.6907435329062386
269,0085_011.3,2050,SNT,M10-Oct,W1-Weekday,PM,1.8048693716398236
270,0085_012.5,2050,SNT,M10-Oct,W1-Weekday,PM,1.7065097917418175
271,0085_013.9,2050,SNT,M10-Oct,W1-Weekday,PM,1.61286745022383
272,0085_015.5,2050,SNT,M10-Oct,W1-Weekday,PM,1.9042157189992648
273,0085_017.7,2050,SNT,M10-Oct,W1-Weekday,PM,1.9075245300404162
274,0085_018.7,2050,SNT,M10-Oct,W1-Weekday,PM,1.8933794267009876
275,0089_362.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.6113172212005645
276,0089_363.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.7244744433084893
277,0089_363.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.8427373779394299
278,0089_364.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.8313180687659332
279,0089_364.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.7128238883543414
280,0089_365.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.6984750068046817
281,0089_366.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.4638194289080343
282,0089_366.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.4037780701027506
283,0089_367.2,2050,SNT,M10-Oct,W1-Weekday,PM,0.6076825795560675
284,0089_368.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.45394280491971123
285,0089_368.4,2050,SNT,M10-Oct,W1-Weekday,PM,0.5438159653175686
286,0089_369.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.575057784799137
287,0089_369.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.5384234997907341
288,0089_369.9,2050,SNU,M10-Oct,W1-Weekday,PM,0.5189676686326341
289,0089_370.6,2050,SNU,M10-Oct,W1-Weekday,PM,0.6007972971291999
290,0089_371.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.6557215947958697
291,0089_371.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.5356717475899936
292,0089_372.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.6201168919872325
293,0089_372.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.5662510225136393
294,0089_372.6,2050,SNU,M10-Oct,W1-Weekday,PM,0.5942101249068464
295,0089_372.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.5958144014204558
296,0089_373.6,2050,SNU,M10-Oct,W1-Weekday,PM,0.5148556439269448
297,0089_374.5,2050,SNU,M10-Oct,W1-Weekday,PM,0.5221413014875186
298,0089_375.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.5986896245645714
299,0089_375.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.5005645446849868
300,0089_376.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.37974457100098397
301,0089_376.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.41138297467627655
302,0089_377.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.3655717661980607
303,0089_377.9,2050,SNU,M10-Oct,W1-Weekday,PM,0.5384241588740164
304,0089_378.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.4783168463849779
305,0089_379.1,2050,SNU,M10-Oct,W1-Weekday,PM,0.5651648965648536
306,0089_380.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.6527257850289522
307,0089_380.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.7025444874790413
308,0089_380.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.5444964984762202
309,0089_381.0,2050,SNU,M10-Oct,W1-Weekday,PM,0.4685019054150948
310,0089_381.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.4122416090437889
311,0089_381.6,2050,SNS,M10-Oct,W1-Weekday,PM,0.4671401277073377
312,0089_383.5,2050,SNT,M10-Oct,W1-Weekday,PM,0.5168911921584372
313,0089_384.9,2050,SNT,M10-Oct,W1-Weekday,PM,0.6800443681320034
314,0089_385.0,2050,SNT,M10-Oct,W1-Weekday,PM,0.8375301625648243
315,0089_385.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.49335555883940047
316,0089_385.7,2050,SNU,M10-Oct,W1-Weekday,PM,0.4797208722413045
317,0089_386.3,2050,SNU,M10-Oct,W1-Weekday,PM,0.5666313956019999
318,0089_386.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.4025022096897375
319,0089_387.2,2050,SNU,M10-Oct,W1-Weekday,PM,0.34614012501684804
320,0089_387.6,2050,SNU,M10-Oct,W1-Weekday,PM,0.3495698805659634
321,0089_387.8,2050,SNU,M10-Oct,W1-Weekday,PM,0.3369965762733174
322,0089_388.4,2050,SNU,M10-Oct,W1-Weekday,PM,0.3420859084834185
323,0089_389.1,2050,SNT,M10-Oct,W1-Weekday,PM,0.42891713203082393
