,SEGID,DYVolScenario,DYVolBase,DYVolAdj
0,0006_141.0,2121.0,2115.0,0.0028368794326241137
1,0006_146.9,2125.0,2122.0,0.001413760603204524
2,0006_149.9,3019.0,2756.2,0.09534866845657071
3,0006_150.6,3259.4,2997.9,0.0872277260749191
4,0006_152.6,4095.9,3780.5,0.08342811797381301
5,0006_152.9,5858.6,5475.0,0.07006392694063934
6,0006_155.8,5876.8,5493.3,0.06981231682231082
7,0006_155.9,5285.4,4989.2,0.059368235388438995
8,0006_157.3,8354.4,8127.7,0.027892269645779226
9,0006_157.6,9080.3,8829.7,0.028381485214673038
10,0006_158.5,15250.8,15179.3,0.004710362137911498
11,0006_158.9,13997.0,13897.6,0.007152314068616138
12,0006_159.3,16195.5,16080.1,0.007176572284998205
13,0006_159.6,20575.8,20820.6,-0.011757586236707841
14,0006_159.8,20778.5,21257.1,-0.022514830339039595
15,0006_160.3,27433.2,27005.3,0.015845037825908303
16,0006_173.4,75563.5,77285.0,-0.022274697548036487
17,0006_173.7,60706.7,65398.0,-0.07173460962108938
18,0006_174.0,47491.2,56142.7,-0.15409839569525513
19,0006_174.4,47491.2,54148.8,-0.12295009307685499
20,0006_174.9,34153.4,42206.6,-0.19080428179479034
21,0006_175.6,29134.1,31445.7,-0.07351084568001355
22,0006_176.1,20779.9,20836.9,-0.0027355316769769014
23,0006_177.0,24170.4,23446.8,0.03086135421464772
24,0006_177.2,24369.4,24311.4,0.0023857120527818222
25,0006_177.5,18661.7,19043.6,-0.02005398139007319
26,0006_177.9,16959.2,16906.9,0.0030934115656920708
27,0006_178.8,15848.0,15818.0,0.0018965735238336073
28,0006_181.6,15102.0,15079.0,0.0015253000862126135
29,0006_184.1,14694.0,14660.0,0.002319236016371078
30,0006_187.5,10048.0,9969.0,0.00792456615508075
31,0006_194.8,9901.7,9834.1,0.006874040329059127
32,0006_203.6,9715.0,9659.0,0.005797701625427063
33,0006_211.2,9715.0,9659.0,0.005797701625427063
34,0006_216.2,8809.0,8737.0,0.008240814925031476
35,0013_000.0,17562.7,15672.8,0.12058470726353948
36,0013_000.6,17706.9,17330.1,0.021742517354198933
37,0013_001.3,16977.2,16505.8,0.028559657817252206
38,0013_001.6,17901.9,17709.0,0.010892766389971283
39,0013_001.8,14765.0,14499.8,0.01828990744699932
40,0013_002.5,11844.7,11586.1,0.022319848784319172
41,0013_002.9,6959.6,6843.3,0.01699472476729066
42,0013_003.3,11783.1,11699.1,0.007180039490217196
43,0013_004.9,12204.8,12229.6,-0.0020278668149408883
44,0013_005.6,11998.0,11930.2,0.005683056444988287
45,0015_241.6,43299.0,43306.0,-0.00016164041934143075
46,0015_242.4,48499.2,47668.8,0.017420199375692155
47,0015_244.8,69096.0,69123.8,-0.00040217696365076733
48,0015_246.9,69096.0,69123.8,-0.00040217696365076733
49,0015_248.8,81796.7,84964.2,-0.03728040751281128
50,0015_250.9,94564.9,102434.9,-0.07682928376949653
51,0015_251.6,113014.3,114451.6,-0.012558146849847471
52,0015_252.5,118926.6,119208.1,-0.0023614167158104186
53,0015_253.6,131266.4,131736.0,-0.0035647051679116248
54,0015_255.9,131266.4,150288.8,-0.12657230611995035
55,0015_257.3,142463.2,157480.2,-0.0953580196113543
56,0015_257.6,208697.5,218490.8,-0.04482248222808461
57,0015_258.8,215075.7,229125.3,-0.061318413985709905
58,0015_260.0,225934.6,236957.9,-0.04652007803917906
59,0015_261.8,241777.2,250372.0,-0.03432811975780035
60,0015_263.4,197590.1,202820.2,-0.025786879216172776
61,0015_264.2,197590.1,202820.2,-0.025786879216172776
62,0015_265.6,213272.0,215567.4,-0.010648177785694843
63,0015_266.5,213272.0,228645.1,-0.06723564161226288
64,0015_267.0,213272.0,228645.1,-0.06723564161226288
65,0015_267.9,213272.0,228645.1,-0.06723564161226288
66,0015_269.0,247889.4,252925.7,-0.01991217183544423
67,0015_269.6,247889.4,252925.7,-0.01991217183544423
68,0015_270.6,276549.0,280100.0,-0.01267761513745091
69,0015_271.6,283510.3,284720.2,-0.004249435059402259
70,0015_272.7,283810.2,283365.7,0.0015686443348648055
71,0015_274.7,276402.8,269461.5,0.025759895198386368
72,0015_275.3,286676.9,280998.8,0.020206847858425143
73,0015_276.4,278714.7,272669.7,0.022169680019452104
74,0015_278.5,258956.0,262089.8,-0.011956970473478894
75,0015_279.6,259256.8,260969.8,-0.006563977900891214
76,0015_282.2,242999.7,243210.5,-0.0008667388949078612
77,0015_283.3,257563.1,259818.1,-0.00867914898923516
78,0015_283.9,292537.6,304191.9,-0.03831232850052893
79,0015_285.1,289310.5,299325.1,-0.033457267699902135
80,0015_285.5,289717.1,304137.2,-0.04741314117444375
81,0015_285.8,289722.0,291489.2,-0.00606266029753422
82,0015_286.8,289717.4,295023.3,-0.017984681209924656
83,0015_288.2,287359.4,299839.0,-0.04162100327175577
84,0015_289.8,311567.4,317056.1,-0.0173114474063106
85,0015_291.4,319249.6,319905.1,-0.0020490451699582157
86,0015_292.6,314588.8,313582.0,0.003210643468056165
87,0015_293.0,321429.4,319678.7,0.005476436184206241
88,0015_293.6,321429.4,319678.7,0.005476436184206241
89,0015_295.6,369630.6,367885.1,0.004744687947405318
90,0015_297.9,370913.3,368982.2,0.005233585793569383
91,0015_299.0,299117.8,296867.6,0.007579809989369038
92,0015_300.3,300884.9,299634.8,0.00417207881060556
93,0015_301.7,303430.7,299809.9,0.01207698611686935
94,0015_302.5,303430.7,299809.9,0.01207698611686935
95,0015_303.4,293019.0,289504.6,0.012139358062013604
96,0015_304.7,261379.9,257460.8,0.01522212313486172
97,0015_305.2,356702.9,352165.9,0.012883132637203091
98,0015_305.9,327387.5,323518.0,0.011960694613591824
99,0015_306.3,263260.1,258645.3,0.017842195470012364
100,0015_307.2,232512.3,229720.4,0.012153470044454016
101,0015_307.5,231837.6,233414.5,-0.0067557928063594775
102,0015_307.6,311163.7,307161.0,0.01303127675714043
103,0015_307.8,212852.8,216619.5,-0.017388554585344402
104,0015_308.4,212133.7,215902.8,-0.017457392863825652
105,0015_309.3,226067.2,230084.6,-0.01746053408181162
106,0015_310.2,230935.9,235128.1,-0.01782943000007235
107,0015_311.4,231080.7,235355.0,-0.018161075821631102
108,0015_311.8,231080.7,235354.9,-0.018160658647854717
109,0015_313.7,237464.0,242979.0,-0.022697434757736265
110,0015_315.3,224847.1,231109.6,-0.027097532945407718
111,0015_316.9,221624.5,228451.8,-0.029885078603013805
112,0015_317.6,202522.4,209116.3,-0.03153221437066357
113,0015_318.3,221933.2,228661.1,-0.02942301948166957
114,0015_319.5,216989.8,224458.7,-0.03327516376063847
115,0015_321.0,194559.3,202516.5,-0.03929161327595535
116,0015_322.0,173394.7,184681.5,-0.061114946543102525
117,0015_323.8,114226.2,121469.5,-0.059630606860158336
118,0015_324.4,170433.4,175982.1,-0.03152991128074964
119,0015_325.6,179486.3,183149.0,-0.01999847119012395
120,0015_328.7,185149.6,193234.5,-0.0418398370891326
121,0015_330.1,180591.0,189252.6,-0.045767402931320394
122,0015_331.6,176935.1,183720.1,-0.03693117954976075
123,0015_332.9,181453.0,187761.7,-0.03359950405221092
124,0015_334.1,188460.0,184484.6,0.021548682112219632
125,0015_335.8,190584.3,186724.6,0.020670549033174966
126,0015_337.0,190359.7,184219.5,0.033330890595186784
127,0015_338.5,173400.7,167533.2,0.03502290889208825
128,0015_339.1,146320.5,140667.2,0.04018918411683738
129,0015_340.3,172485.0,167775.0,0.028073312472060796
130,0015_342.0,169230.3,164287.5,0.030086281670851332
131,0015_343.1,167304.3,166209.4,0.0065874733919982515
132,0015_343.9,151898.7,150534.1,0.009065055691700456
133,0015_345.0,128739.4,126573.1,0.017115011009448202
134,0015_346.7,109809.1,109564.0,0.0022370486656201473
135,0015_349.4,79763.4,80067.7,-0.003800533798273248
136,0015_351.9,74180.7,73933.4,0.0033449023039655006
137,0015_357.6,69080.7,68569.1,0.007461086699402372
138,0015_362.0,48328.7,48574.0,-0.005050026763289062
139,0015_363.7,41213.7,41370.4,-0.0037877322916869153
140,0015_365.5,35127.1,35048.8,0.00223402798383955
141,0026_000.0,42922.8,42448.3,0.011178303960347056
142,0026_000.2,44739.6,44288.6,0.010183207416807035
143,0026_000.4,71819.1,71154.9,0.009334564450234794
144,0026_000.7,80529.3,79551.3,0.012293953712887155
145,0026_001.0,64938.0,63513.4,0.02242991242792857
146,0026_001.3,56237.5,54076.3,0.03996575209472536
147,0026_001.8,63759.6,60956.1,0.045992115637319315
148,0026_002.7,54940.7,52985.6,0.036898704553690036
149,0026_003.0,36375.1,35216.2,0.032908150226316345
150,0026_003.2,29202.0,28399.9,0.028243057193863306
151,0026_003.3,23322.7,22493.2,0.0368778119609482
152,0026_003.5,13434.7,13074.0,0.027589108153587328
153,0037_000.0,44434.1,42012.9,0.05762991842981553
154,0037_001.0,41415.1,39907.4,0.03777996060880932
155,0037_001.5,37313.5,37341.3,-0.000744483989577302
156,0037_002.0,19066.3,23239.1,-0.1795594493762667
157,0037_003.0,15198.1,15115.6,0.005457937495038238
