SEGID,DailyVolScenario,DailyVolBase,DailyVolAdj
0026_001.0,58527.00000000001,59394.6,-867.5999999999913
0026_001.3,47898.5,48369.3,-470.8000000000029
0026_001.8,60204.8,60380.7,-175.89999999999418
0026_002.7,53022.7,52975.1,47.599999999998545
0026_003.0,28720.800000000003,28767.0,-46.19999999999709
0026_003.2,22775.0,22569.9,205.09999999999854
0026_003.3,18533.199999999997,18537.399999999998,-4.200000000000728
0026_003.5,9081.400000000001,8990.599999999999,90.80000000000291
0037_000.0,19916.0,34890.00000000001,-14974.000000000007
0037_001.0,19364.1,33760.9,-14396.800000000003
0037_001.5,15826.8,25605.5,-9778.7
0037_002.0,14216.500000000002,16075.7,-1859.199999999999
0037_003.0,8923.900000000001,9836.599999999999,-912.6999999999971
0037_003.5,6991.3,7729.999999999999,-738.6999999999989
0037_004.1,13593.9,14560.800000000001,-966.9000000000015
0037_004.5,5851.099999999999,5842.699999999999,8.400000000000546
0037_005.7,5757.999999999999,5755.6,2.3999999999987267
0037_006.2,6280.400000000001,6118.9,161.5000000000009
0037_006.7,4496.2,4391.8,104.39999999999964
0037_007.2,4073.0,3929.6,143.4000000000001
0037_009.0,7133.9,8265.4,-1131.5
0037_009.6,8717.800000000001,8380.6,337.2000000000007
0037_010.0,9892.199999999999,9294.0,598.1999999999989
0037_010.5,8115.0999999999985,7672.7,442.3999999999987
0037_011.5,8351.1,7589.3,761.8000000000002
0038_000.0,2167.8,2171.6,-3.799999999999727
0038_000.5,3827.3,3842.2999999999993,-14.99999999999909
0039_000.0,8994.6,9515.8,-521.1999999999989
0039_000.5,13740.0,13625.5,114.5
0039_001.5,14737.8,14263.900000000001,473.8999999999978
0039_002.4,16174.999999999998,15782.400000000001,392.5999999999967
0039_003.5,22515.8,20634.000000000004,1881.7999999999956
0039_004.0,41147.0,37143.399999999994,4003.600000000006
0039_004.3,36282.0,35821.700000000004,460.29999999999563
0039_005.1,31566.2,30538.699999999997,1027.5000000000036
0039_006.0,19024.8,19242.899999999998,-218.09999999999854
0039_006.1,17409.699999999997,17769.0,-359.3000000000029
0039_006.2,18862.0,19057.600000000002,-195.60000000000218
0039_006.4,15944.5,15769.500000000002,174.99999999999818
0039_007.3,24249.4,23897.399999999998,352.00000000000364
0039_007.7,5770.999999999999,5710.8,60.19999999999891
0039_007.9,2418.3,2340.6,77.70000000000027
0039_008.7,9093.9,9122.3,-28.399999999999636
0048_000.0,40324.5,41315.6,-991.0999999999985
0048_000.5,38628.49999999999,37915.9,712.5999999999913
0048_001.0,40373.7,39795.399999999994,578.3000000000029
0048_001.5,40131.6,39277.2,854.4000000000015
0048_002.0,36699.2,35921.299999999996,777.9000000000015
0048_002.5,33901.799999999996,32868.5,1033.2999999999956
0048_003.3,35499.200000000004,33751.8,1747.4000000000015
0048_003.5,69524.7,58990.8,10533.899999999994
0048_003.9,41855.5,46484.5,-4629.0
0048_004.1,31697.300000000003,36389.9,-4692.5999999999985
0051_000.0,7943.599999999999,6725.599999999999,1218.0
0051_000.6,10687.9,9294.2,1393.699999999999
0051_001.0,12290.5,10611.4,1679.1000000000004
0051_002.4,14517.3,14527.199999999999,-9.899999999999636
0052_000.0,26057.6,26110.7,-53.10000000000218
0052_000.5,47712.799999999996,46970.9,741.8999999999942
0052_000.6,52249.5,51927.9,321.59999999999854
0052_001.0,44788.1,44637.6,150.5
0052_001.5,38598.299999999996,38120.4,477.8999999999942
0052_001.8,31884.5,31676.3,208.20000000000073
0052_002.1,30064.499999999996,30034.399999999998,30.099999999998545
0052_002.6,27550.999999999996,27599.600000000002,-48.60000000000582
0052_003.1,26057.2,25805.5,251.70000000000073
0052_003.7,38961.0,38315.8,645.1999999999971
0053_000.1,19624.199999999997,20379.899999999998,-755.7000000000007
0053_000.9,25335.399999999998,25642.399999999994,-306.99999999999636
0053_001.5,25605.8,25753.199999999997,-147.39999999999782
0053_001.7,18178.2,18332.600000000002,-154.40000000000146
0053_001.8,15879.699999999999,16507.899999999998,-628.1999999999989
0060_000.0,9587.2,9822.7,-235.5
0060_000.8,1476.8,883.3,593.5
0060_003.7,5971.8,1393.4999999999998,4578.3
0060_004.4,7043.4,7027.3,16.099999999999454
0060_007.4,4338.400000000001,4276.900000000001,61.5
0067_000.0,65857.2,72048.5,-6191.300000000003
0067_001.0,65857.2,72048.5,-6191.300000000003
0067_004.0,10693.999999999998,14819.599999999999,-4125.6
0067_004.1,69418.4,76392.6,-6974.200000000012
0067_007.3,65357.49999999999,70170.0,-4812.500000000007
0067_010.1,58070.5,60008.799999999996,-1938.2999999999956
0068_000.0,1692.6000000000001,1770.3999999999999,-77.79999999999973
0068_012.8,1707.5,1837.7000000000003,-130.20000000000027
0068_017.2,1997.5000000000002,2076.5,-78.99999999999977
0068_023.7,7797.799999999999,7683.299999999999,114.5
0068_024.7,5087.200000000001,5891.8,-804.5999999999995
0068_025.0,19857.1,14151.0,5706.0999999999985
0068_026.5,23879.800000000003,19519.0,4360.800000000003
0068_026.9,23815.2,17094.500000000004,6720.699999999997
0068_027.4,36253.100000000006,22495.1,13758.000000000007
0068_028.3,40549.8,25815.300000000003,14734.5
0068_029.3,48444.7,34016.899999999994,14427.800000000003
0068_029.7,51874.899999999994,37497.4,14377.499999999993
0068_030.5,47832.4,32443.300000000003,15389.099999999999
0068_031.0,53571.200000000004,34150.3,19420.9
0068_031.5,62019.299999999996,47977.5,14041.799999999996
0068_031.7,25373.200000000004,10948.3,14424.900000000005
0068_032.7,25603.899999999998,9668.0,15935.899999999998
0068_033.6,31089.800000000003,12336.3,18753.500000000004
0068_034.5,42443.6,12942.599999999999,29501.0
0068_034.6,50434.2,10987.8,39446.399999999994
0068_036.0,52494.0,12589.599999999999,39904.4
0068_038.1,30921.5,29943.399999999998,978.1000000000022
0068_039.2,24927.3,27225.600000000002,-2298.300000000003
0068_040.1,32378.8,32867.0,-488.2000000000007
0068_040.8,27675.8,27802.0,-126.20000000000073
0068_041.3,29554.399999999998,28496.1,1058.2999999999993
0068_042.3,34210.7,29771.699999999997,4439.0
0068_043.3,35795.7,30981.9,4813.799999999996
0068_043.8,30499.399999999998,25682.0,4817.399999999998
0068_045.1,42944.9,35174.9,7770.0
0068_045.8,49783.90000000001,42190.9,7593.000000000007
0068_046.8,38404.7,31824.300000000003,6580.399999999994
0068_047.2,39086.200000000004,32476.299999999996,6609.900000000009
0068_047.8,47924.899999999994,40471.1,7453.799999999996
0068_048.3,45961.1,37251.4,8709.699999999997
0068_049.3,52587.40000000001,45258.4,7329.000000000007
0068_050.3,74514.2,65749.1,8765.099999999991
0068_050.7,55917.1,53558.3,2358.7999999999956
0068_051.3,44491.99999999999,42760.799999999996,1731.199999999997
0068_052.1,47632.5,45552.4,2080.0999999999985
0068_052.3,39272.3,38582.600000000006,689.6999999999971
0068_053.1,49427.600000000006,47647.799999999996,1779.8000000000102
0068_053.3,35822.3,33860.9,1961.4000000000015
0068_054.3,22565.1,20551.7,2013.3999999999978
0068_054.8,27983.3,25865.7,2117.5999999999985
0068_055.7,57337.600000000006,55660.399999999994,1677.2000000000116
0068_056.2,35711.100000000006,34434.0,1277.1000000000058
0068_056.3,31157.0,30091.8,1065.2000000000007
0068_056.8,15151.000000000002,14556.599999999999,594.4000000000033
0068_057.3,23036.600000000002,22108.4,928.2000000000007
0068_058.1,19154.699999999997,17916.2,1238.4999999999964
0068_058.7,26629.6,26444.499999999996,185.10000000000218
0068_059.1,43431.9,41744.8,1687.0999999999985
0068_059.5,16231.6,17066.899999999998,-835.2999999999975
0068_060.4,21787.5,23053.100000000002,-1265.6000000000022
0068_060.8,10782.4,11794.599999999999,-1012.1999999999989
0068_061.8,8883.099999999999,9819.5,-936.4000000000015
0068_062.6,17079.800000000003,14855.7,2224.100000000002
0068_063.8,38117.9,38331.200000000004,-213.3000000000029
0068_064.4,28583.299999999996,29096.0,-512.7000000000044
0068_065.7,16433.3,17946.5,-1513.2000000000007
0068_066.6,11217.5,12945.1,-1727.6000000000004
0068_067.3,10101.9,11501.699999999999,-1399.7999999999993
0068_068.2,12426.5,13030.4,-603.8999999999996
0068_068.7,14805.4,15185.9,-380.5
0068_068.9,17487.6,17832.799999999996,-345.1999999999971
0068_069.0,36838.200000000004,38880.5,-2042.2999999999956
0068_069.2,17140.4,18025.8,-885.3999999999978
0068_069.6,10288.1,10378.500000000002,-90.40000000000146
0068_070.0,6460.799999999999,6569.200000000001,-108.40000000000146
0068_070.2,8563.9,8685.7,-121.80000000000109
0068_070.5,9014.5,8996.6,17.899999999999636
0071_000.0,29848.000000000004,26478.700000000004,3369.2999999999993
0071_000.4,30938.200000000004,25630.0,5308.200000000004
0071_001.4,33097.7,28026.600000000002,5071.099999999995
0071_002.4,31326.000000000007,28086.599999999995,3239.4000000000124
0071_002.9,33309.8,30727.899999999998,2581.900000000005
0071_004.1,37883.3,34973.1,2910.2000000000044
0071_004.7,57560.6,55893.09999999999,1667.5000000000073
0071_005.0,63097.69999999999,61567.899999999994,1529.7999999999956
0071_005.1,49604.100000000006,50592.69999999999,-988.599999999984
0071_005.5,38268.9,37495.100000000006,773.7999999999956
0071_006.0,10690.3,8329.4,2360.8999999999996
0071_006.6,13891.8,11670.0,2221.7999999999993
0071_007.2,26423.7,25328.3,1095.4000000000015
0071_007.7,21774.9,19554.699999999997,2220.2000000000044
0071_008.2,21046.4,16820.6,4225.800000000003
0071_009.2,31157.5,26755.8,4401.700000000001
0071_009.7,30582.7,27787.300000000003,2795.399999999998
0071_010.2,37402.3,35862.399999999994,1539.9000000000087
0071_010.7,39196.2,36481.0,2715.199999999997
0071_011.5,37129.700000000004,34489.100000000006,2640.5999999999985
0071_011.7,41321.200000000004,38149.0,3172.2000000000044
0071_012.2,36418.3,33530.399999999994,2887.9000000000087
0071_012.6,40805.2,38597.200000000004,2207.9999999999927
0071_012.7,25453.8,24632.0,821.7999999999993
0071_013.3,21411.0,21261.3,149.70000000000073
0071_014.1,19843.4,19427.899999999998,415.50000000000364
0071_014.6,25051.4,24533.699999999997,517.7000000000044
0071_015.7,34030.5,34188.4,-157.90000000000146
0071_016.5,44090.6,43850.9,239.6999999999971
0071_017.4,42746.299999999996,42648.1,98.19999999999709
0071_018.3,51051.4,50708.09999999999,343.3000000000102
0071_019.2,50272.5,49449.200000000004,823.2999999999956
0071_019.6,49072.6,50871.5,-1798.9000000000015
0071_020.0,47803.700000000004,47690.6,113.10000000000582
0071_020.6,48801.7,48605.9,195.79999999999563
0071_021.2,48154.299999999996,48618.600000000006,-464.3000000000102
0071_021.7,50393.99999999999,51008.899999999994,-614.9000000000015
0071_021.9,51159.2,51926.7,-767.5
0071_022.2,46782.9,45791.1,991.8000000000029
0071_022.3,60605.5,64520.79999999999,-3915.2999999999884
0073_018.5,2214.1,2228.9999999999995,-14.899999999999636
0073_020.7,2990.3999999999996,2715.7,274.6999999999998
0073_024.6,5211.099999999999,3835.4999999999995,1375.6
0073_025.7,6308.499999999999,4702.799999999999,1605.6999999999998
0073_027.8,6485.6,4881.4,1604.2000000000007
0073_029.7,13438.400000000001,6692.799999999999,6745.600000000002
0073_030.7,21217.899999999998,28103.5,-6885.600000000002
0073_033.3,48877.399999999994,65031.399999999994,-16154.0
0073_034.6,52938.200000000004,79343.6,-26405.4
0073_035.4,27853.500000000004,29217.399999999998,-1363.8999999999942
0073_035.7,34433.9,32848.6,1585.300000000003
0074_000.0,18619.1,20774.9,-2155.800000000003
0074_000.1,14879.099999999999,17002.899999999998,-2123.7999999999993
0074_000.4,10848.999999999998,12263.2,-1414.2000000000025
0074_001.0,12960.0,14751.5,-1791.5
0074_001.6,15141.099999999999,16429.9,-1288.800000000003
0074_002.1,16613.4,17604.199999999997,-990.7999999999956
0074_002.3,9482.3,9617.0,-134.70000000000073
0074_003.1,7746.0,7651.7,94.30000000000018
0074_003.9,6967.2,6080.2,887.0
0074_004.6,6924.599999999999,5959.299999999999,965.3000000000002
0075_000.0,14292.199999999997,15180.7,-888.5000000000036
0075_000.1,24795.699999999997,27059.5,-2263.800000000003
0075_000.6,23791.0,26497.0,-2706.0
0075_000.9,12038.8,12301.1,-262.3000000000011
0077_000.0,1067.0,735.0,332.0
0077_001.0,1146.8999999999999,687.5,459.39999999999986
0077_002.4,1143.8,666.6,477.19999999999993
0077_002.9,1207.1,722.1,484.9999999999999
0077_003.9,1637.0,1051.0,586.0
0077_004.9,2902.1,2162.2999999999997,739.8000000000002
0077_006.6,31192.699999999997,27671.699999999997,3521.0
0077_007.4,40784.4,37573.7,3210.7000000000044
0077_007.9,34060.6,30883.399999999998,3177.2000000000007
0077_008.5,29889.699999999997,26998.5,2891.199999999997
0079_000.0,13106.400000000001,12297.7,808.7000000000007
0079_000.7,18735.7,17598.6,1137.1000000000022
0079_001.9,17248.6,15926.599999999999,1322.0
0079_002.5,62132.9,62410.00000000001,-277.1000000000058
0079_002.9,31406.5,31491.600000000002,-85.10000000000218
0079_003.0,33877.3,33853.7,23.60000000000582
0079_003.3,17468.3,17298.2,170.09999999999854
0079_003.4,16234.5,16155.8,78.70000000000073
0079_003.6,11791.900000000001,11605.1,186.8000000000011
0079_003.9,21372.0,21234.5,137.5
0079_004.3,15034.9,14987.4,47.5
0079_004.9,12735.8,12663.5,72.29999999999927
0079_005.0,14791.7,14565.9,225.8000000000011
0079_005.1,15847.9,15750.8,97.10000000000036
0080_101.5,22027.700000000004,20114.300000000003,1913.4000000000015
0080_104.3,22555.300000000003,21488.199999999997,1067.1000000000058
0080_111.3,56170.5,54457.100000000006,1713.3999999999942
0080_112.5,56170.5,54457.100000000006,1713.3999999999942
0080_113.3,83875.3,86595.4,-2720.0999999999913
0080_114.3,126090.00000000001,130164.90000000001,-4074.899999999994
0080_115.3,171072.49999999997,184915.7,-13843.20000000004
0080_117.7,124274.19999999998,121587.7,2686.4999999999854
0080_122.4,156838.5,156902.0,-63.5
0080_123.2,166478.6,167411.8,-933.1999999999825
0080_124.1,139673.9,140981.9,-1308.0
0080_125.1,90970.6,91644.59999999999,-673.9999999999854
0080_126.8,66500.1,66796.20000000001,-296.1000000000058
0080_127.0,40265.90000000001,40593.1,-327.1999999999898
0080_127.8,42347.5,42643.1,-295.59999999999854
0084_081.0,25420.6,22935.9,2484.699999999997
0084_081.7,31130.2,28742.5,2387.7000000000007
0084_084.6,23856.9,21803.7,2053.2000000000007
0084_087.8,28856.800000000003,28889.199999999997,-32.39999999999418
0085_003.0,40154.899999999994,47610.2,-7455.300000000003
0085_003.5,37804.9,87275.2,-49470.299999999996
0085_004.5,38959.6,84605.49999999999,-45645.89999999999
0085_005.8,35302.299999999996,79029.3,-43727.00000000001
0085_006.0,38338.0,79249.0,-40911.0
0085_006.6,47643.0,86980.2,-39337.2
0085_007.9,43676.3,52474.299999999996,-8797.999999999993
0085_008.9,50261.8,53763.100000000006,-3501.300000000003
0085_010.0,54568.5,59151.299999999996,-4582.799999999996
0085_010.3,44979.4,51653.6,-6674.199999999997
0085_010.8,57279.90000000001,55604.700000000004,1675.2000000000044
0085_011.3,63003.9,52019.9,10984.0
0085_012.5,46298.6,45683.1,615.5
0085_013.9,44740.3,39776.899999999994,4963.400000000009
0085_015.5,44423.399999999994,38235.3,6188.099999999991
0085_017.7,50960.2,42965.3,7994.899999999994
0085_018.7,48012.200000000004,41409.7,6602.500000000007
0089_322.3,5013.400000000001,4902.799999999999,110.60000000000127
0089_324.2,7238.1,7130.8,107.30000000000018
0089_324.7,8823.1,8326.4,496.7000000000007
0089_325.7,15521.199999999999,14858.300000000001,662.8999999999978
0089_326.8,18972.2,18707.7,264.5
0089_327.0,14496.900000000001,14901.4,-404.4999999999982
0089_327.7,20714.699999999997,25545.4,-4830.700000000004
0089_327.9,36799.200000000004,31807.500000000004,4991.700000000001
0089_328.1,28037.0,25601.8,2435.2000000000007
0089_328.5,26553.899999999998,24378.4,2175.4999999999964
0089_328.8,25810.100000000002,23500.9,2309.2000000000007
0089_329.8,28662.800000000003,26498.9,2163.9000000000015
0089_331.1,30814.5,34852.9,-4038.4000000000015
0089_331.7,30063.800000000003,31174.8,-1110.9999999999964
0089_333.1,21814.699999999997,21790.4,24.299999999995634
0089_333.2,19534.7,19160.9,373.7999999999993
0089_333.5,21934.2,20837.5,1096.7000000000007
0089_334.1,14734.9,17273.199999999997,-2538.2999999999975
0089_334.3,11292.3,9715.199999999999,1577.1000000000004
0089_334.6,17665.100000000002,16949.600000000002,715.5
0089_334.9,29507.899999999998,22743.100000000002,6764.799999999996
0089_335.0,33850.3,26812.1,7038.200000000004
0089_335.3,35755.200000000004,28733.399999999998,7021.800000000007
0089_335.6,39230.5,36799.8,2430.699999999997
0089_336.0,44591.6,37311.6,7280.0
0089_336.5,44049.7,37816.100000000006,6233.599999999991
0089_336.7,44333.2,37458.0,6875.199999999997
0089_337.2,47082.6,39892.8,7189.799999999996
0089_337.5,45732.2,38945.5,6786.699999999997
0089_337.9,43125.7,39279.700000000004,3845.9999999999927
0089_338.0,43468.7,41088.59999999999,2380.100000000006
0089_338.5,47638.1,45445.7,2192.4000000000015
0089_339.1,48218.299999999996,46471.3,1746.9999999999927
0089_339.6,41721.700000000004,39799.799999999996,1921.9000000000087
0089_340.2,44115.5,42485.9,1629.5999999999985
0089_340.7,42773.200000000004,40804.1,1969.1000000000058
0089_341.3,38809.6,37269.399999999994,1540.2000000000044
0089_341.8,32294.3,30599.1,1695.2000000000007
0089_342.4,34622.200000000004,32428.000000000004,2194.2000000000007
0089_343.3,34434.0,32513.0,1921.0
0089_344.0,27653.7,25786.9,1866.7999999999993
0089_344.3,29033.800000000003,27041.7,1992.1000000000022
0089_344.6,19057.3,18063.3,994.0
0089_344.7,24985.8,23293.0,1692.7999999999993
0089_345.0,24214.300000000003,22646.600000000002,1567.7000000000007
0089_345.4,26740.300000000003,25262.3,1478.0000000000036
0089_345.9,26984.3,25256.399999999998,1727.9000000000015
0089_346.5,22946.3,20278.3,2668.0
0089_347.4,35339.8,34576.4,763.4000000000015
0089_348.0,32487.699999999997,33134.299999999996,-646.5999999999985
0089_348.3,38287.2,38873.5,-586.3000000000029
0089_348.5,40640.299999999996,40824.899999999994,-184.59999999999854
0089_348.8,13014.700000000003,12357.3,657.4000000000033
0089_349.3,23635.3,22240.9,1394.3999999999978
0089_349.8,36135.9,34002.5,2133.4000000000015
0089_350.1,8586.5,7575.6,1010.8999999999996
0089_350.9,10076.800000000001,9567.5,509.3000000000011
0089_351.4,14389.599999999999,13852.9,536.6999999999989
0089_351.8,13628.900000000001,12831.5,797.4000000000015
0089_352.0,20398.2,17981.9,2416.2999999999993
0089_352.2,19441.0,16958.2,2482.7999999999993
0089_362.5,12898.0,7659.5,5238.5
0089_363.3,17966.6,11161.5,6805.0999999999985
0089_363.8,38407.2,34306.99999999999,4100.200000000004
0089_364.3,38790.3,32573.6,6216.700000000004
0089_364.8,47462.9,41771.2,5691.700000000004
0089_365.5,47676.5,41363.9,6312.5999999999985
0089_366.3,46754.9,41485.0,5269.9000000000015
0089_366.8,37476.6,34958.8,2517.7999999999956
0089_367.2,31227.0,30424.6,802.4000000000015
0089_368.0,39708.399999999994,38197.0,1511.3999999999942
0089_368.4,42781.6,35074.8,7706.799999999996
0089_369.0,38831.9,35171.6,3660.300000000003
0089_369.8,41269.49999999999,41616.5,-347.0000000000073
0089_369.9,35632.1,35835.0,-202.90000000000146
0089_370.6,29989.100000000002,29333.1,656.0000000000036
0089_371.0,27853.799999999996,27314.7,539.0999999999949
0089_371.5,27974.7,27636.2,338.5
0089_372.0,48957.899999999994,49189.0,-231.10000000000582
0089_372.2,44151.100000000006,43916.8,234.3000000000029
0089_372.6,38022.700000000004,37570.6,452.1000000000058
0089_372.7,33937.7,34191.2,-253.5
0089_373.6,36663.3,36471.399999999994,191.90000000000873
0089_374.5,35578.2,36679.1,-1100.9000000000015
0089_375.3,41930.09999999999,42933.4,-1003.3000000000102
0089_375.7,39662.600000000006,40240.9,-578.2999999999956
0089_376.2,46788.799999999996,48063.4,-1274.6000000000058
0089_376.8,43000.5,43535.0,-534.5
0089_377.3,40935.1,42015.3,-1080.2000000000044
0089_377.9,44578.899999999994,44616.200000000004,-37.300000000010186
