SEGID,DailyVolScenario,DailyVolBase,DailyVolAdj
0171_000.0,10683.199999999999,11037.5,-354.3000000000011
0171_000.5,12883.6,13506.200000000003,-622.6000000000022
0171_001.5,17618.3,17920.1,-301.7999999999993
0171_002.5,23562.6,22955.499999999996,607.1000000000022
0171_003.3,37478.5,35523.799999999996,1954.7000000000044
0171_003.5,32258.6,28033.699999999997,4224.9000000000015
0171_004.0,33141.2,30007.0,3134.199999999997
0171_004.5,35909.9,31860.5,4049.4000000000015
0171_005.0,44132.3,40647.50000000001,3484.7999999999956
0171_005.5,55997.09999999999,53779.7,2217.399999999994
0171_005.8,60399.4,59995.5,403.90000000000146
0171_006.0,53974.1,54788.90000000001,-814.8000000000102
0171_006.5,56716.700000000004,58140.799999999996,-1424.0999999999913
0171_007.0,66398.79999999999,73791.09999999999,-7392.300000000003
0171_007.3,50966.3,54555.700000000004,-3589.4000000000015
0171_007.6,43592.899999999994,43019.7,573.1999999999971
0171_008.0,30545.2,30850.399999999998,-305.1999999999971
0171_008.8,50446.600000000006,51560.0,-1113.3999999999942
0171_009.2,53027.2,53543.9,-516.7000000000044
0171_009.5,49552.6,50927.99999999999,-1375.3999999999942
0171_009.8,60415.2,62144.29999999999,-1729.0999999999913
0171_010.0,81625.4,82415.8,-790.4000000000087
0171_010.1,62397.49999999999,62364.700000000004,32.79999999998836
0171_010.4,56463.3,56475.100000000006,-11.80000000000291
0171_010.6,52535.1,52435.299999999996,99.80000000000291
0171_010.7,40330.3,40402.4,-72.09999999999854
0171_011.0,40120.9,39941.4,179.5
0171_011.3,38357.600000000006,38358.2,-0.5999999999912689
0171_011.6,33659.299999999996,33664.2,-4.900000000001455
0171_011.9,29273.499999999996,29296.1,-22.600000000002183
0171_012.2,26228.199999999997,26255.5,-27.30000000000291
0171_012.5,25483.000000000004,25372.9,110.10000000000218
0171_012.7,20184.800000000003,19838.8,346.00000000000364
0171_013.1,15954.800000000001,15485.8,469.0000000000018
0171_013.6,16996.499999999996,16628.6,367.8999999999978
0171_014.1,15554.5,15327.9,226.60000000000036
0171_014.6,6317.6,6619.0,-301.39999999999964
0171_015.6,6641.000000000001,6932.3,-291.2999999999993
0172_000.0,27272.0,25700.899999999998,1571.1000000000022
0172_001.0,26352.4,25556.599999999995,795.8000000000065
0172_002.0,27312.0,24416.600000000002,2895.399999999998
0172_003.0,24965.0,19366.1,5598.9000000000015
0172_004.0,29284.100000000002,31454.6,-2170.4999999999964
0172_004.5,23207.7,24511.8,-1304.0999999999985
0172_005.0,43260.00000000001,43528.299999999996,-268.29999999998836
0172_005.5,42965.5,43162.2,-196.6999999999971
0172_006.0,22862.399999999998,24198.6,-1336.2000000000007
0172_007.0,26859.3,26703.6,155.70000000000073
0172_008.0,15135.800000000001,15280.800000000003,-145.00000000000182
0172_008.5,23085.3,23763.899999999998,-678.5999999999985
0173_000.0,3934.1000000000004,4072.7999999999997,-138.69999999999936
0173_000.7,8978.699999999999,9252.6,-273.90000000000146
0173_001.7,10953.6,11341.9,-388.2999999999993
0173_002.2,15499.5,15208.500000000004,290.99999999999636
0173_002.8,21658.899999999998,20469.3,1189.5999999999985
0173_003.8,26287.8,24470.5,1817.2999999999993
0173_004.4,34619.8,32378.4,2241.4000000000015
0173_004.7,41365.2,39511.0,1854.199999999997
0173_005.0,38810.799999999996,37563.600000000006,1247.1999999999898
0173_005.3,36635.1,35975.1,660.0
0173_005.8,40261.100000000006,39696.9,564.2000000000044
0173_006.3,36479.5,37540.5,-1061.0
0173_006.8,36816.899999999994,37205.6,-388.70000000000437
0173_007.3,31024.000000000004,31668.8,-644.7999999999956
0173_007.7,31793.6,32211.1,-417.5
0173_008.8,32809.4,33379.5,-570.0999999999985
0173_009.2,52611.8,52617.6,-5.799999999995634
0173_009.3,35368.8,35561.9,-193.09999999999854
0175_000.0,37241.299999999996,37378.7,-137.40000000000146
0175_000.1,19776.3,19365.7,410.59999999999854
0175_000.4,23691.8,23555.199999999997,136.60000000000218
0175_000.9,26441.9,26310.799999999996,131.10000000000582
0175_001.4,26069.2,25878.3,190.90000000000146
0175_001.9,27355.800000000003,27252.9,102.90000000000146
0175_002.4,35112.0,35208.399999999994,-96.39999999999418
0175_002.9,32579.4,32901.1,-321.6999999999971
0175_003.5,31852.699999999997,31560.899999999998,291.7999999999993
0175_003.9,30377.399999999998,30551.600000000002,-174.20000000000437
0175_004.5,47071.799999999996,48302.50000000001,-1230.7000000000116
0175_004.7,59663.7,64523.09999999999,-4859.399999999994
0176_000.0,29823.0,32818.9,-2995.9000000000015
0176_000.4,25460.300000000003,33610.7,-8150.399999999994
0178_000.0,14685.7,14318.4,367.3000000000011
0178_000.7,9144.4,8877.9,266.5
0178_001.0,7977.6,7743.500000000001,234.09999999999945
0180_000.1,32427.100000000002,32086.6,340.50000000000364
0186_000.0,13175.400000000001,15571.100000000002,-2395.7000000000007
0186_001.2,15598.900000000001,17886.7,-2287.7999999999993
0186_001.5,10935.5,16370.3,-5434.799999999999
0186_001.6,13848.500000000002,19986.1,-6137.599999999997
0186_001.9,41548.49999999999,44178.4,-2629.9000000000087
0186_002.1,36450.49999999999,37786.4,-1335.9000000000087
0186_002.2,40622.6,41865.5,-1242.9000000000015
0186_002.4,45109.4,46316.700000000004,-1207.300000000003
0186_002.5,49619.600000000006,50672.59999999999,-1052.9999999999854
0186_002.7,31092.500000000004,32426.4,-1333.8999999999978
0186_002.8,28748.7,29808.3,-1059.5999999999985
0186_003.0,29491.8,30549.3,-1057.5
0186_003.3,33352.399999999994,34367.5,-1015.1000000000058
0186_003.6,53448.1,51307.8,2140.2999999999956
0186_003.9,36173.100000000006,36027.8,145.3000000000029
0186_004.6,52872.7,54980.3,-2107.600000000006
0186_005.0,33066.0,33553.9,-487.90000000000146
0186_005.5,57509.8,57519.3,-9.5
0186_006.0,49015.399999999994,49612.2,-596.8000000000029
0186_006.4,39687.299999999996,39591.9,95.39999999999418
0186_006.7,36063.799999999996,35922.2,141.59999999999854
0186_006.9,29742.800000000003,29555.0,187.8000000000029
0186_007.4,31084.4,30861.2,223.20000000000073
0186_008.0,34631.49999999999,34307.1,324.3999999999942
0189_000.0,4911.299999999999,4999.7,-88.40000000000055
0189_000.2,41990.5,42507.5,-517.0
0189_000.6,54764.4,55245.8,-481.40000000000146
0189_001.1,33312.1,33732.4,-420.3000000000029
0189_001.4,52208.8,52953.80000000001,-745.0000000000073
0189_001.6,42228.49999999999,44327.2,-2098.7000000000044
0189_001.9,40094.5,43296.899999999994,-3202.399999999994
0189_002.1,38682.299999999996,41961.5,-3279.2000000000044
0189_002.4,38682.799999999996,41627.7,-2944.9000000000015
0189_002.6,49122.50000000001,50731.6,-1609.0999999999913
0189_002.9,37024.700000000004,37361.3,-336.59999999999854
0189_003.1,28065.600000000002,28252.7,-187.09999999999854
0189_003.4,22406.0,22915.199999999997,-509.1999999999971
0189_004.0,34913.6,35393.6,-480.0
0189_005.3,27848.900000000005,28302.7,-453.79999999999563
0189_005.7,28240.2,28592.3,-352.09999999999854
0189_006.3,20325.2,21232.2,-907.0
0189_007.0,22295.2,23222.899999999998,-927.6999999999971
0190_000.0,16009.1,15709.900000000001,299.1999999999989
0190_000.1,57350.8,56986.799999999996,364.0000000000073
0190_000.3,36663.6,36125.200000000004,538.3999999999942
0190_000.8,19027.499999999996,19140.0,-112.50000000000364
0190_001.8,4922.5,4919.5,3.0
0193_000.0,17270.9,19166.9,-1896.0
0193_001.0,20738.199999999997,21021.000000000004,-282.80000000000655
0193_002.0,27154.0,25291.100000000002,1862.8999999999978
0193_002.7,33994.7,32077.9,1916.7999999999956
0193_003.8,42096.200000000004,37770.3,4325.9000000000015
0193_004.2,51881.1,46239.6,5641.5
0193_004.4,75216.59999999999,61499.3,13717.299999999988
0193_004.5,74692.90000000001,63132.7,11560.200000000012
0193_005.2,60054.8,53296.299999999996,6758.500000000007
0193_006.0,35384.100000000006,33430.2,1953.9000000000087
0193_006.7,34348.3,32234.7,2113.600000000002
0193_007.2,23714.3,22021.899999999998,1692.4000000000015
0193_007.8,30917.0,29800.100000000002,1116.8999999999978
0194_000.0,19817.100000000002,20496.2,-679.0999999999985
0194_000.3,72279.7,73372.09999999999,-1092.3999999999942
0194_000.6,108990.59999999999,108435.80000000002,554.7999999999738
0194_001.1,105753.5,108510.8,-2757.300000000003
0194_002.1,111777.10000000002,114226.4,-2449.299999999974
0198_000.0,8122.4,8148.700000000001,-26.30000000000109
0198_002.4,12589.800000000001,13192.9,-603.0999999999985
0198_002.9,13937.100000000002,14483.7,-546.5999999999985
0198_004.1,15259.1,15672.3,-413.1999999999989
0198_004.4,24610.4,24693.700000000004,-83.30000000000291
0198_005.0,19940.7,19942.7,-2.0
0198_005.3,26375.699999999997,26352.5,23.19999999999709
0198_005.4,14891.5,15031.800000000001,-140.3000000000011
0198_005.9,15307.800000000001,15415.599999999999,-107.79999999999745
0198_006.3,19184.199999999997,18727.199999999997,457.0
0198_007.6,17716.0,17801.9,-85.90000000000146
0198_008.7,17567.8,17695.8,-128.0
0198_008.9,19726.8,19909.299999999996,-182.49999999999636
0198_009.1,13959.4,14122.599999999999,-163.1999999999989
0198_009.5,16639.399999999998,16825.5,-186.10000000000218
0198_009.9,18326.1,18489.2,-163.10000000000218
0198_010.5,25056.199999999997,25094.300000000003,-38.10000000000582
0198_011.0,27782.9,27798.3,-15.399999999997817
0198_011.5,34752.1,34810.3,-58.200000000004366
0198_011.81,37804.8,37821.7,-16.89999999999418
0198_012.3,5581.7,5636.2,-54.5
0198_012.6,4840.2,4853.299999999999,-13.099999999999454
0198_012.9,4543.7,4541.2,2.5
0198_013.1,6374.5,6477.199999999999,-102.69999999999891
0198_013.4,6258.800000000001,6296.5,-37.69999999999891
0198_014.0,2235.9,2243.3,-7.400000000000091
0198_014.5,1535.1,1541.5,-6.400000000000091
0198_014.8,3504.2000000000007,3499.1000000000004,5.100000000000364
0201_000.0,39575.1,39480.4,94.69999999999709
0201_002.8,42354.9,42272.200000000004,82.69999999999709
0201_006.2,29687.500000000004,40805.3,-11117.8
0201_007.2,49269.8,52409.4,-3139.5999999999985
0201_007.7,54501.6,59201.899999999994,-4700.299999999996
0201_008.7,71330.9,78012.3,-6681.400000000009
0201_010.8,143920.39999999997,145661.20000000004,-1740.8000000000757
0201_012.8,184641.9,187104.20000000004,-2462.3000000000466
0201_013.8,201021.40000000002,205010.19999999998,-3988.7999999999593
0201_014.7,161594.3,160938.49999999997,655.8000000000175
0201_015.3,178025.50000000003,179551.90000000002,-1526.3999999999942
0201_016.7,18243.2,18739.3,-496.09999999999854
0201_017.0,29573.6,29730.800000000003,-157.20000000000437
0201_017.3,39752.5,39874.5,-122.0
0201_017.5,33929.7,33951.6,-21.900000000001455
0201_017.8,30300.799999999996,30094.2,206.5999999999949
0201_018.0,29148.4,29375.0,-226.59999999999854
0202_000.0,1532.6999999999998,1529.3999999999999,3.2999999999999545
0202_001.5,41.9,21.4,20.5
0203_000.0,37185.2,34846.0,2339.199999999997
0203_000.5,45753.4,41778.2,3975.2000000000044
0203_001.6,50592.600000000006,45622.0,4970.600000000006
0203_001.8,50781.700000000004,46213.0,4568.700000000004
0203_002.3,50411.200000000004,48871.1,1540.1000000000058
0203_003.1,47255.0,46972.200000000004,282.79999999999563
0203_003.9,45800.6,45406.3,394.29999999999563
0203_004.2,43717.200000000004,43354.8,362.40000000000146
0203_004.5,41566.7,41289.399999999994,277.3000000000029
0203_004.8,39441.5,39096.3,345.1999999999971
0203_005.1,37432.799999999996,37300.9,131.89999999999418
0203_005.4,31784.599999999995,31650.4,134.19999999999345
0204_000.0,12815.3,12758.2,57.099999999998545
0204_000.1,29194.600000000002,29144.5,50.10000000000218
0204_000.4,39159.1,39439.1,-280.0
0204_001.1,40399.899999999994,40938.9,-539.0000000000073
0204_001.2,40086.4,40330.0,-243.59999999999854
0204_001.5,39378.2,39485.5,-107.30000000000291
0204_001.8,35905.299999999996,36250.6,-345.3000000000029
0204_002.1,35830.7,36221.5,-390.8000000000029
0204_002.4,35634.3,36084.1,-449.79999999999563
0204_002.5,38046.399999999994,37965.4,80.99999999999272
0204_002.7,37246.100000000006,37646.700000000004,-400.59999999999854
0204_003.1,30035.399999999998,30346.8,-311.40000000000146
0204_003.6,30809.800000000003,31225.3,-415.49999999999636
0204_004.1,27750.0,27883.9,-133.90000000000146
0204_004.6,25838.300000000003,25974.1,-135.79999999999563
0204_005.1,33064.799999999996,33813.399999999994,-748.5999999999985
0209_000.6,3665.8,3741.2000000000003,-75.40000000000009
0209_001.7,3938.7,3987.0,-48.30000000000018
0209_003.0,16864.9,15672.799999999997,1192.100000000004
0209_004.2,28677.800000000003,28543.3,134.50000000000364
0209_004.6,47509.2,47956.6,-447.40000000000146
0209_005.0,48022.1,48453.59999999999,-431.4999999999927
0209_005.2,26950.3,28396.499999999996,-1446.199999999997
0209_005.7,27045.2,28588.399999999998,-1543.199999999997
0209_006.2,29474.299999999996,31148.1,-1673.800000000003
0209_006.8,43594.3,44776.6,-1182.2999999999956
0209_007.2,45505.0,47820.5,-2315.5
0209_007.7,54534.29999999999,57661.0,-3126.7000000000116
0209_008.2,50403.49999999999,52524.700000000004,-2121.2000000000116
0209_008.7,52139.2,54345.5,-2206.300000000003
0209_009.2,53389.2,55731.2,-2342.0
0209_009.7,52203.3,53347.29999999999,-1143.9999999999854
0209_010.2,57248.7,57974.0,-725.3000000000029
0209_011.2,55611.700000000004,56875.700000000004,-1264.0
0209_011.5,62118.09999999999,69915.8,-7797.700000000012
0209_011.7,70232.8,85107.59999999999,-14874.799999999988
0209_011.9,67041.20000000001,72962.4,-5921.1999999999825
0209_012.2,47424.6,47609.0,-184.40000000000146
0209_013.1,12848.599999999999,13442.1,-593.5000000000018
0209_014.0,25311.5,23118.699999999997,2192.800000000003
0209_014.5,25138.0,24207.600000000002,930.3999999999978
0209_015.5,17292.499999999996,17063.600000000002,228.89999999999418
0209_016.0,9113.699999999999,8997.099999999999,116.60000000000036
0209_017.1,4074.3,4060.2,14.100000000000364
0209_017.6,1450.9000000000003,1416.0,34.90000000000032
0210_000.0,15175.0,15221.8,-46.79999999999927
0210_000.7,16404.100000000002,16500.600000000002,-96.5
0210_001.2,16356.9,16471.3,-114.39999999999964
0210_002.2,6062.8,6122.000000000001,-59.20000000000073
0215_000.0,24574.8,23533.199999999997,1041.6000000000022
0215_000.3,58295.5,56796.90000000001,1498.5999999999913
0215_000.7,96444.9,94366.2,2078.699999999997
0215_001.8,93183.29999999999,91095.2,2088.0999999999913
0215_002.7,77852.09999999999,72468.4,5383.699999999997
0215_003.7,85671.3,83499.5,2171.800000000003
0215_006.3,89298.9,86037.09999999999,3261.800000000003
0215_007.7,99074.70000000001,96677.50000000001,2397.199999999997
0215_009.2,146138.4,144872.8,1265.6000000000058
0215_010.6,154502.90000000002,153894.80000000002,608.1000000000058
0215_011.5,150363.5,150550.7,-187.20000000001164
0215_013.5,126955.5,125679.2,1276.300000000003
0215_015.5,139634.4,136833.5,2800.899999999994
0215_017.5,146427.59999999998,134259.4,12168.199999999983
0215_019.5,145014.6,139835.1,5179.5
0215_020.6,143966.9,141154.2,2812.6999999999825
0215_022.3,162087.1,163164.40000000002,-1077.3000000000175
0215_023.7,144265.1,146283.1,-2018.0
0215_025.7,134443.1,136194.1,-1751.0
0215_026.7,50619.799999999996,53597.200000000004,-2977.4000000000087
0215_027.4,25823.800000000003,28170.9,-2347.0999999999985
0225_000.1,32835.8,31689.1,1146.7000000000044
0225_000.3,19378.899999999998,18804.899999999998,574.0
0225_000.6,12879.299999999997,12494.9,384.3999999999978
0227_000.0,12086.2,11919.6,166.60000000000036
0227_000.5,8068.1,8227.000000000002,-158.90000000000146
0232_000.0,49925.7,49009.90000000001,915.7999999999884
0232_000.1,55987.1,56146.99999999999,-159.89999999999418
0232_000.3,43390.899999999994,44264.600000000006,-873.7000000000116
0232_001.3,35186.5,36468.2,-1281.699999999997
0235_000.0,25055.8,24909.300000000003,146.49999999999636
0235_000.5,19140.199999999997,18916.8,223.39999999999782
0235_001.1,35034.5,33162.5,1872.0
0235_001.2,29941.199999999997,30482.699999999997,-541.5
0235_002.0,24842.000000000004,24991.299999999996,-149.299999999992
0235_002.4,24224.499999999996,24703.3,-478.8000000000029
0235_002.6,23655.699999999997,24032.1,-376.40000000000146
0235_003.1,22766.4,22933.8,-167.39999999999782
0265_000.0,43715.0,56511.6,-12796.599999999999
0265_000.4,62042.600000000006,59821.80000000001,2220.7999999999956
0265_000.7,34416.4,31087.199999999997,3329.2000000000044
0265_001.2,47558.7,44822.299999999996,2736.4000000000015
0265_001.7,35227.6,32472.7,2754.899999999998
0265_002.3,28791.1,27797.600000000002,993.4999999999964
0265_002.7,47136.5,46863.29999999999,273.20000000001164
0265_003.6,32312.8,31949.5,363.2999999999993
0265_004.1,26917.2,26004.700000000004,912.4999999999964
0266_000.0,67501.09999999999,68973.40000000001,-1472.3000000000175
0266_000.1,41004.8,41233.6,-228.79999999999563
0266_000.3,38267.200000000004,38527.8,-260.59999999999854
0266_000.8,26409.7,26774.100000000002,-364.40000000000146
0266_001.7,36546.799999999996,36887.799999999996,-341.0
0266_002.2,48485.9,49470.3,-984.4000000000015
0266_002.6,55093.00000000001,56271.100000000006,-1178.0999999999985
0266_002.8,78046.6,78360.90000000001,-314.3000000000029
0266_003.0,67696.1,67801.09999999999,-104.99999999998545
0266_003.4,53124.200000000004,53191.4,-67.19999999999709
0266_003.5,61985.1,61795.9,189.1999999999971
0266_004.1,56815.5,56693.7,121.80000000000291
0266_004.4,26169.600000000002,26250.7,-81.09999999999854
0266_004.7,24488.4,24623.3,-134.89999999999782
0266_005.0,16204.1,16414.5,-210.39999999999964
0266_005.3,16692.1,16669.699999999997,22.400000000001455
0266_006.0,16594.9,18506.2,-1911.2999999999993
0266_006.6,9058.5,10194.9,-1136.3999999999996
0266_006.9,13425.9,13617.800000000001,-191.90000000000146
0266_007.4,12303.4,10058.9,2244.5
0268_000.0,24892.600000000002,29552.3,-4659.699999999997
0268_000.2,53270.8,50288.5,2982.300000000003
0268_000.6,39379.0,36982.9,2396.0999999999985
0269_000.0,55267.600000000006,56554.4,-1286.7999999999956
0269_000.2,41993.8,43552.600000000006,-1558.800000000003
0269_000.3,46296.0,44965.399999999994,1330.6000000000058
0269_000.5,44518.100000000006,46089.7,-1571.5999999999913
0269_000.6,53310.7,53441.0,-130.3000000000029
0269_000.8,52832.100000000006,53043.600000000006,-211.5
0269_000.9,55112.799999999996,55349.50000000001,-236.70000000001164
0269_001.0,57679.700000000004,57483.0,196.70000000000437
0269_001.2,52491.5,51966.0,525.5
0269_001.3,53174.600000000006,47781.7,5392.900000000009
0269_001.5,50353.8,47625.1,2728.7000000000044
0269_001.7,61493.4,60688.899999999994,804.5000000000073
0270_000.0,59738.5,60713.100000000006,-974.6000000000058
0270_000.2,55935.9,55482.3,453.59999999999854
0270_000.3,54937.1,54860.5,76.59999999999854
0270_000.5,47294.1,47515.0,-220.90000000000146
0270_000.6,39491.0,38487.799999999996,1003.2000000000044
0273_000.0,16544.4,17243.7,-699.2999999999993
0273_001.1,18432.3,18790.6,-358.2999999999993
0273_002.1,20580.300000000003,20645.499999999996,-65.19999999999345
0273_002.4,28540.2,26590.499999999996,1949.7000000000044
0273_003.0,15906.0,15306.400000000001,599.5999999999985
0282_000.0,45350.200000000004,47350.200000000004,-2000.0
0282_000.1,6127.5,4897.200000000001,1230.2999999999993
0282_000.5,36160.399999999994,36329.700000000004,-169.3000000000102
0282_001.0,26203.4,25816.899999999998,386.50000000000364
0282_001.4,32957.2,32991.700000000004,-34.500000000007276
0282_001.8,12231.199999999999,12844.6,-613.4000000000015
0282_002.2,12231.2,12844.599999999999,-613.3999999999978
0282_002.4,2207.2,2167.6,39.59999999999991
0287_000.0,7636.0,7949.700000000001,-313.7000000000007
0315_000.0,4.5,4.5,0.0
0315_000.9,5621.1,5605.499999999999,15.600000000001273
0315_001.4,3103.0,3098.2999999999997,4.700000000000273
1082_008.5,1020.8,1019.5999999999999,1.2000000000000455
1082_012.5,9788.2,9779.3,8.900000000001455
1082_013.3,9122.4,9113.5,8.899999999999636
1082_014.4,10613.800000000001,10621.4,-7.599999999998545
1084_000.0,731.0999999999999,701.4,29.699999999999932
1084_001.0,921.8,892.5999999999999,29.200000000000045
1085_001.5,2190.0,2181.7,8.300000000000182
1085_001.6,2333.3999999999996,2321.2,12.199999999999818
1085_002.3,2541.7000000000003,2545.6,-3.899999999999636
1085_003.4,5568.3,5580.799999999999,-12.49999999999909
1085_004.1,6952.799999999999,6963.1,-10.300000000001091
1085_004.5,2955.4,2959.2,-3.799999999999727
1085_005.4,3318.2000000000003,3321.8,-3.599999999999909
1086_000.0,10354.1,10372.6,-18.5
1086_000.7,9082.7,9103.2,-20.5
1086_001.2,8321.0,8342.0,-21.0
1086_001.7,6771.400000000001,6773.799999999999,-2.3999999999987267
1086_001.9,6245.999999999999,6250.199999999999,-4.199999999999818
1086_002.6,3016.9,3020.0,-3.099999999999909
1086_003.0,3115.5,3112.2000000000003,3.299999999999727
1086_003.4,1723.5,1719.4,4.099999999999909
1088_000.0,6508.6,6513.5,-4.899999999999636
1088_000.4,2853.7,2854.5,-0.8000000000001819
1088_000.6,1943.1000000000001,1943.4,-0.2999999999999545
1090_000.0,1329.9,1331.1000000000001,-1.2000000000000455
1090_000.7,2910.9,2915.8999999999996,-4.999999999999545
1090_001.2,3029.9,3029.1,0.8000000000001819
1090_001.5,1727.8,1728.6,-0.7999999999999545
1092_000.0,975.9,977.2000000000002,-1.300000000000182
1092_000.7,1410.8,1411.5,-0.7000000000000455
1092_001.2,769.9999999999999,768.8,1.1999999999999318
1094_000.0,1593.4,1593.9,-0.5
1094_000.4,3137.1000000000004,3130.7999999999997,6.300000000000637
1094_000.6,2724.2000000000003,2719.5,4.700000000000273
1094_000.9,1011.4999999999999,1010.8,0.6999999999999318
1096_000.0,1285.2,1284.9,0.2999999999999545
1096_000.4,1449.4,1450.1000000000004,-0.7000000000002728
1098_000.0,4981.4,4984.6,-3.2000000000007276
1098_000.8,2825.8999999999996,2829.4,-3.5000000000004547
1100_000.0,2566.9000000000005,2568.3999999999996,-1.4999999999990905
1100_001.1,2053.1000000000004,2054.5,-1.3999999999996362
1100_001.6,1918.3999999999996,1920.2,-1.8000000000004093
1100_001.7,1418.1,1419.4,-1.300000000000182
1112_000.0,508.59999999999997,508.2,0.39999999999997726
1380_000.0,22836.8,22078.6,758.2000000000007
1380_000.1,8477.6,7964.800000000001,512.7999999999993
1380_000.5,14648.400000000001,13938.800000000001,709.6000000000004
1380_001.2,10274.0,10129.100000000002,144.89999999999782
1380_001.7,6123.0,6230.1,-107.10000000000036
1384_000.0,9836.1,10372.800000000001,-536.7000000000007
1384_000.2,5740.700000000001,5162.000000000001,578.6999999999998
1384_000.6,6518.5,6492.9,25.600000000000364
1384_001.6,1463.7,1670.6999999999998,-206.99999999999977
1384_002.5,1664.1999999999998,2460.5,-796.3000000000002
1384_003.1,3100.4,3192.7,-92.29999999999973
1384_003.8,2284.2000000000003,2294.5,-10.299999999999727
1386_000.0,13658.0,14966.099999999999,-1308.0999999999985
1386_000.9,15574.900000000001,16645.5,-1070.5999999999985
1388_000.0,29374.800000000003,29131.7,243.10000000000218
1388_000.2,19866.0,19502.7,363.2999999999993
1388_000.5,22956.199999999997,22703.199999999997,253.0
1388_000.8,14887.6,14460.6,427.0
1388_001.4,10872.7,10621.2,251.5
1388_001.7,9921.1,9959.199999999999,-38.099999999998545
1388_002.4,16412.7,16341.900000000001,70.79999999999927
1388_003.0,8692.3,8590.300000000001,101.99999999999818
1388_003.9,3894.9,3554.1,340.8000000000002
1388_004.4,6361.2,5921.1,440.09999999999945
1388_004.9,2217.1,2062.6000000000004,154.49999999999955
1389_000.8,6954.1,6970.2,-16.099999999999454
1389_001.2,5190.900000000001,5201.900000000001,-11.0
1389_002.1,4219.0,4163.1,55.899999999999636
1389_003.1,2645.0000000000005,2547.4,97.60000000000036
1390_000.0,4866.599999999999,4893.3,-26.700000000000728
1390_000.3,3849.6000000000004,3780.1000000000004,69.5
1392_000.0,7797.4,8224.699999999999,-427.2999999999993
1392_001.2,19110.3,20481.1,-1370.7999999999993
1392_002.1,18060.6,19474.0,-1413.4000000000015
1392_002.3,11399.4,12597.9,-1198.5
1392_002.4,5803.999999999998,5526.6,277.3999999999978
1394_000.0,4896.0,4538.099999999999,357.90000000000055
1396_000.0,10683.099999999999,10561.599999999999,121.5
1397_000.0,5851.1,5766.5,84.60000000000036
1398_000.0,3162.6000000000004,3313.0,-150.39999999999964
1398_000.3,6369.299999999999,7012.800000000001,-643.5000000000018
1400_000.0,4649.8,4523.5,126.30000000000018
1400_001.3,3890.0,3823.0999999999995,66.90000000000055
1400_002.7,1751.4,1712.0,39.40000000000009
1400_004.4,3778.5999999999995,3834.0,-55.400000000000546
1400_006.5,7086.099999999999,7112.2,-26.100000000000364
1400_006.8,9251.0,9143.5,107.5
1400_007.5,19183.5,19222.0,-38.5
1402_000.0,9901.2,9953.400000000001,-52.20000000000073
1404_000.0,11777.0,11827.999999999998,-50.99999999999818
1404_000.4,4633.7,4592.3,41.399999999999636
1404_001.1,4382.5,4446.900000000001,-64.40000000000055
1404_001.4,4617.400000000001,4547.4,70.00000000000091
1404_002.1,7534.3,7376.0999999999985,158.20000000000164
1406_000.0,8270.9,8099.200000000001,171.6999999999989
1408_000.0,6858.0,6725.699999999999,132.3000000000011
1408_000.1,3104.5,3027.6,76.90000000000009
1408_000.7,7289.499999999999,7011.299999999999,278.1999999999998
1408_001.2,2881.3999999999996,2824.9,56.499999999999545
1410_000.0,6270.5,6133.500000000001,136.9999999999991
1410_001.0,6342.900000000001,6627.5,-284.59999999999945
1410_001.5,11004.2,11010.2,-6.0
1410_002.0,5646.599999999999,5729.999999999999,-83.39999999999964
1410_002.2,6430.199999999999,6339.700000000001,90.49999999999818
1410_002.3,4965.799999999999,4983.9,-18.100000000000364
1418_000.0,8119.5,7809.5,310.0
1418_000.9,4074.6000000000004,3721.3000000000006,353.2999999999997
1418_001.7,5478.6,5291.099999999999,187.5000000000009
1420_000.0,20826.900000000005,20830.4,-3.499999999996362
1420_000.3,15125.0,15378.000000000002,-253.00000000000182
1420_000.7,4771.6,4844.7,-73.09999999999945
1422_000.0,10797.1,10672.800000000001,124.29999999999927
1422_000.7,9652.1,9569.300000000001,82.79999999999927
1422_001.5,3715.0999999999995,3729.5999999999995,-14.5
1422_002.0,7387.5,7616.7,-229.19999999999982
1424_000.0,2130.9,2189.2000000000003,-58.30000000000018
1424_000.3,2433.2999999999997,2743.2999999999997,-310.0
1425_000.0,1593.5,1517.3,76.20000000000005
1425_000.6,2500.3,2419.5,80.80000000000018
1427_000.0,20575.899999999998,19855.800000000003,720.0999999999949
1427_000.1,9969.0,10067.1,-98.10000000000036
1428_000.0,1504.6,1420.8,83.79999999999995
1428_000.4,3732.2000000000003,3679.9,52.30000000000018
1428_001.1,6913.599999999999,6796.299999999999,117.30000000000018
1428_001.7,1063.3,782.4999999999999,280.80000000000007
1428_004.2,3664.0,3900.399999999999,-236.39999999999918
1430_000.0,3846.5,4347.9,-501.39999999999964
1431_000.5,3692.7000000000003,3674.4,18.300000000000182
1431_001.0,11529.5,13799.099999999999,-2269.5999999999985
1431_002.8,11070.1,13408.400000000001,-2338.300000000001
1432_000.0,4710.3,4528.0,182.30000000000018
1435_000.4,4613.5,4781.699999999999,-168.1999999999989
1435_000.9,7740.599999999999,7673.2,67.39999999999964
1435_001.4,9807.500000000002,9248.0,559.5000000000018
1435_002.4,25236.300000000003,24418.3,818.0000000000036
1436_000.0,2000.6000000000004,2051.0,-50.399999999999636
