,SEGID,DYVolScenario,DYVolBase,DYVolAdj
0,0006_141.0,2291.0,2379.0,-0.036990332072299285
1,0006_146.9,2296.5,2384.0,-0.03670302013422819
2,0006_149.9,3684.3,5458.5,-0.32503435009618026
3,0006_150.6,3920.4,5678.2,-0.30956993413405653
4,0006_152.6,4917.9,6247.9,-0.21287152483234367
5,0006_152.9,6838.1,7830.6,-0.12674635404694404
6,0006_155.8,6870.3,7850.4,-0.12484714154692748
7,0006_155.9,5958.3,6962.9,-0.14427896422467643
8,0006_157.3,9580.1,10461.1,-0.08421676496735525
9,0006_157.6,10494.8,11104.6,-0.05491417970930975
10,0006_158.5,17932.2,14842.7,0.2081494606776395
11,0006_158.9,16736.4,12459.9,0.34322105313846835
12,0006_159.3,19682.8,15529.6,0.267437667422213
13,0006_159.6,25159.6,21039.8,0.19580984610119864
14,0006_159.8,24746.0,21848.4,0.13262298383405643
15,0006_160.3,32781.1,28063.7,0.16809615268122158
16,0006_173.4,79671.4,78595.4,0.013690368647528992
17,0006_173.7,64122.1,65273.8,-0.01764413899604442
18,0006_174.0,50492.3,56054.8,-0.09923325031933036
19,0006_174.4,50492.3,54277.5,-0.06973792086960522
20,0006_174.9,38380.2,44145.8,-0.13060359082857273
21,0006_175.6,32827.3,33540.5,-0.021263845202069052
22,0006_176.1,23755.9,23728.9,0.001137852997821222
23,0006_177.0,27643.1,27397.6,0.008960638888077788
24,0006_177.2,27826.6,28419.6,-0.020865881293192022
25,0006_177.5,23167.8,24138.8,-0.0402256947321325
26,0006_177.9,19157.1,19220.7,-0.0033089325570870042
27,0006_178.8,17085.0,17091.0,-0.00035106196243637
28,0006_181.6,16333.0,16352.0,-0.0011619373776908023
29,0006_184.1,15887.0,15930.0,-0.002699309478970496
30,0006_187.5,10675.0,10746.0,-0.006607109622184999
31,0006_194.8,10495.4,10565.2,-0.006606595237193909
32,0006_203.6,10285.0,10350.0,-0.006280193236714976
33,0006_211.2,10285.0,10350.0,-0.006280193236714976
34,0006_216.2,9162.0,9230.0,-0.007367280606717226
35,0013_000.0,18530.1,16447.1,0.12664846690297987
36,0013_000.6,18508.8,17990.5,0.028809649537255733
37,0013_001.3,18173.4,17559.1,0.03498470878347996
38,0013_001.6,18672.6,18372.8,0.016317599930331755
39,0013_001.8,15468.1,15209.9,0.016975785508123047
40,0013_002.5,12669.7,12368.1,0.02438531383155055
41,0013_002.9,7714.8,7472.2,0.03246701105430802
42,0013_003.3,13180.1,12953.8,0.01746977720823242
43,0013_004.9,14073.5,13883.8,0.013663406272058136
44,0013_005.6,13633.1,13606.4,0.001962311853245585
45,0015_241.6,48070.0,48273.0,-0.004205249311209165
46,0015_242.4,54332.0,51891.9,0.04702275306936147
47,0015_244.8,77187.7,73700.8,0.04731156242537386
48,0015_246.9,77187.7,73700.8,0.04731156242537386
49,0015_248.8,92509.6,98572.8,-0.061509868848201504
50,0015_250.9,106050.2,116031.5,-0.08602233014310771
51,0015_251.6,128914.5,131300.1,-0.01816906460848092
52,0015_252.5,135949.2,137141.9,-0.008696831529969926
53,0015_253.6,146126.9,148548.9,-0.01630439538764676
54,0015_255.9,146126.9,172424.9,-0.15251857475341438
55,0015_257.3,157937.2,176211.4,-0.10370611663036548
