,SEGID,DYVolScenario,DYVolBase,DYVolAdj
0,0006_141.0,2303.0,2115.0,188.0
1,0006_146.9,2307.0,2122.0,185.0
2,0006_149.9,3277.3,2756.2,521.1000000000004
3,0006_150.6,3520.6,2997.9,522.6999999999998
4,0006_152.6,4469.0,3780.5,688.5
5,0006_152.9,6352.4,5475.0,877.3999999999996
6,0006_155.8,6382.4,5493.3,889.0999999999995
7,0006_155.9,5671.0,4989.2,681.8000000000002
8,0006_157.3,9246.3,8127.7,1118.5999999999995
9,0006_157.6,10168.6,8829.7,1338.8999999999996
10,0006_158.5,18267.4,15179.3,3088.100000000002
11,0006_158.9,17093.2,13897.6,3195.6000000000004
12,0006_159.3,20090.7,16080.1,4010.6000000000004
13,0006_159.6,25938.7,20820.6,5118.100000000002
14,0006_159.8,26095.7,21257.1,4838.600000000002
15,0006_160.3,33678.7,27005.3,6673.399999999998
16,0006_173.4,82781.8,77285.0,5496.800000000003
17,0006_173.7,70317.9,65398.0,4919.899999999994
18,0006_174.0,61981.5,56142.7,5838.800000000003
19,0006_174.4,59873.0,54148.8,5724.199999999997
20,0006_174.9,47686.6,42206.6,5480.0
21,0006_175.6,35259.8,31445.7,3814.100000000002
22,0006_176.1,24103.0,20836.9,3266.0999999999985
23,0006_177.0,27148.6,23446.8,3701.7999999999993
24,0006_177.2,28412.0,24311.4,4100.5999999999985
25,0006_177.5,23879.7,19043.6,4836.100000000002
26,0006_177.9,19104.6,16906.9,2197.699999999997
27,0006_178.8,17019.0,15818.0,1201.0
28,0006_181.6,16238.0,15079.0,1159.0
29,0006_184.1,15837.0,14660.0,1177.0
30,0006_187.5,10676.0,9969.0,707.0
31,0006_194.8,10485.6,9834.1,651.5
32,0006_203.6,10276.0,9659.0,617.0
33,0006_211.2,10276.0,9659.0,617.0
34,0006_216.2,9139.0,8737.0,402.0
35,0013_000.0,16644.3,15672.8,971.5
36,0013_000.6,18201.0,17330.1,870.9000000000015
37,0013_001.3,17867.4,16505.8,1361.6000000000022
38,0013_001.6,18517.7,17709.0,808.7000000000007
39,0013_001.8,15351.9,14499.8,852.1000000000004
40,0013_002.5,12568.9,11586.1,982.7999999999993
41,0013_002.9,7636.6,6843.3,793.3000000000002
42,0013_003.3,13113.6,11699.1,1414.5
43,0013_004.9,14125.8,12229.6,1896.199999999999
44,0013_005.6,13694.8,11930.2,1764.5999999999985
45,0015_241.6,48146.0,43306.0,4840.0
46,0015_242.4,53005.5,47668.8,5336.699999999997
47,0015_244.8,78606.7,69123.8,9482.899999999994
48,0015_246.9,78606.7,69123.8,9482.899999999994
49,0015_248.8,97828.8,84964.2,12864.600000000006
50,0015_250.9,119220.9,102434.9,16786.0
51,0015_251.6,133518.9,114451.6,19067.29999999999
52,0015_252.5,139472.5,119208.1,20264.399999999994
53,0015_253.6,150549.0,131736.0,18813.0
54,0015_255.9,170835.9,150288.8,20547.100000000006
55,0015_257.3,178803.0,157480.2,21322.79999999999
56,0015_257.6,240083.5,218490.8,21592.70000000001
57,0015_258.8,247127.7,229125.3,18002.400000000023
58,0015_260.0,259891.4,236957.9,22933.5
59,0015_261.8,274225.1,250372.0,23853.099999999977
60,0015_263.4,220245.4,202820.2,17425.199999999983
61,0015_264.2,220245.4,202820.2,17425.199999999983
62,0015_265.6,231336.7,215567.4,15769.300000000017
63,0015_266.5,240199.2,228645.1,11554.100000000006
64,0015_267.0,240199.2,228645.1,11554.100000000006
65,0015_267.9,240199.2,228645.1,11554.100000000006
66,0015_269.0,264273.3,252925.7,11347.599999999977
67,0015_269.6,264273.3,252925.7,11347.599999999977
68,0015_270.6,290964.1,280100.0,10864.099999999977
69,0015_271.6,295159.3,284720.2,10439.099999999977
70,0015_272.7,293898.4,283365.7,10532.700000000012
71,0015_274.7,281210.6,269461.5,11749.099999999977
72,0015_275.3,291904.3,280998.8,10905.5
73,0015_276.4,281744.0,272669.7,9074.299999999988
74,0015_278.5,265140.2,262089.8,3050.4000000000233
75,0015_279.6,266693.7,260969.8,5723.900000000023
76,0015_282.2,242610.5,243210.5,-600.0
77,0015_283.3,258495.2,259818.1,-1322.8999999999942
78,0015_283.9,300125.9,304191.9,-4066.0
79,0015_285.1,296322.0,299325.1,-3003.0999999999767
80,0015_285.5,296640.7,304137.2,-7496.5
81,0015_285.8,289163.3,291489.2,-2325.9000000000233
82,0015_286.8,292921.4,295023.3,-2101.899999999965
83,0015_288.2,286416.2,299839.0,-13422.799999999988
84,0015_289.8,319168.2,317056.1,2112.100000000035
85,0015_291.4,322333.5,319905.1,2428.4000000000233
86,0015_292.6,314443.1,313582.0,861.0999999999767
87,0015_293.0,322381.1,319678.7,2702.399999999965
88,0015_293.6,322381.1,319678.7,2702.399999999965
89,0015_295.6,369687.1,367885.1,1802.0
90,0015_297.9,372912.9,368982.2,3930.7000000000116
91,0015_299.0,299210.6,296867.6,2343.0
92,0015_300.3,300340.4,299634.8,705.6000000000349
93,0015_301.7,303061.7,299809.9,3251.7999999999884
94,0015_302.5,303061.7,299809.9,3251.7999999999884
95,0015_303.4,294953.4,289504.6,5448.800000000047
