,SEGID,FYEAR,SiteGroup,MonthGroup,DOWGroup,Period,VC15Min_Max
109,0039_006.0,2050,SNT,M07-Jul,5-Friday,PM,0.516517001952339
110,0039_006.1,2050,SNT,M07-Jul,5-Friday,PM,0.5056674188797399
111,0039_006.2,2050,SNT,M07-Jul,5-Friday,PM,0.5396438961940724
112,0039_006.4,2050,SNT,M07-Jul,5-Friday,PM,0.5367238447897601
113,0039_007.3,2050,SNT,M07-Jul,5-Friday,PM,0.3998753824463076
114,0039_007.7,2050,SNT,M07-Jul,5-Friday,PM,0.21947700880321896
115,0039_007.9,2050,SNT,M07-Jul,5-Friday,PM,0.13174999755672157
116,0039_008.7,2050,SNQ,M07-Jul,5-Friday,PM,0.271052130094637
117,0048_000.0,2050,SNU,M07-Jul,5-Friday,PM,0.7983067301260404
118,0048_000.5,2050,SNT,M07-Jul,5-Friday,PM,0.6448292216741163
119,0048_001.0,2050,SNT,M07-Jul,5-Friday,PM,0.6727949165423024
120,0048_001.5,2050,SNT,M07-Jul,5-Friday,PM,0.6989349141746614
121,0048_002.0,2050,SNT,M07-Jul,5-Friday,PM,0.7430572537253851
122,0048_002.5,2050,SNU,M07-Jul,5-Friday,PM,0.9066130718895461
123,0048_003.3,2050,SNU,M07-Jul,5-Friday,PM,0.6283486734654534
124,0048_003.5,2050,SNU,M07-Jul,5-Friday,PM,1.054919923912711
125,0048_003.9,2050,SNU,M07-Jul,5-Friday,PM,0.7274769220708581
126,0048_004.1,2050,SNU,M07-Jul,5-Friday,PM,0.7435540350253647
127,0053_000.1,2050,SNT,M07-Jul,5-Friday,PM,0.9134495920782584
128,0053_000.9,2050,SNT,M07-Jul,5-Friday,PM,1.1273933900500752
129,0053_001.5,2050,SNU,M07-Jul,5-Friday,PM,0.6461269365948993
130,0053_001.7,2050,SNU,M07-Jul,5-Friday,PM,0.5022599959992061
131,0053_001.8,2050,SNU,M07-Jul,5-Friday,PM,0.5321327200087327
132,0060_000.0,2050,SNT,M07-Jul,5-Friday,PM,0.8153551634256706
133,0060_000.8,2050,SNS,M07-Jul,5-Friday,PM,0.2724241477308622
134,0060_003.7,2050,SNS,M07-Jul,5-Friday,PM,0.28066954450232784
135,0060_004.4,2050,SNS,M07-Jul,5-Friday,PM,0.35402415318114405
136,0060_007.4,2050,SNS,M07-Jul,5-Friday,PM,0.5872328242189013
137,0067_000.0,2050,SNF,M07-Jul,5-Friday,PM,1.9024341947225252
138,0067_001.0,2050,SNF,M07-Jul,5-Friday,PM,1.9024341947225252
139,0067_004.0,2050,SNT,M07-Jul,5-Friday,PM,1.5915320422816785
140,0067_004.1,2050,SNF,M07-Jul,5-Friday,PM,1.7890363320560525
141,0067_007.3,2050,SNF,M07-Jul,5-Friday,PM,1.9842089123337747
142,0067_010.1,2050,SNF,M07-Jul,5-Friday,PM,1.6688379593800622
143,0068_036.0,2050,SNS,M07-Jul,5-Friday,PM,0.23150203015974513
144,0068_038.1,2050,SNS,M07-Jul,5-Friday,PM,0.9135747969713502
145,0068_039.2,2050,SNS,M07-Jul,5-Friday,PM,0.9910050012939327
146,0068_040.1,2050,SNS,M07-Jul,5-Friday,PM,1.2418114533995763
147,0068_040.8,2050,SNT,M07-Jul,5-Friday,PM,0.5637263565082362
148,0068_041.3,2050,SNT,M07-Jul,5-Friday,PM,0.6020291682456211
149,0068_042.3,2050,SNT,M07-Jul,5-Friday,PM,0.6169626834252901
150,0068_043.3,2050,SNT,M07-Jul,5-Friday,PM,0.6017658765856052
151,0068_043.8,2050,SNU,M07-Jul,5-Friday,PM,0.778591610105745
152,0068_045.1,2050,SNT,M07-Jul,5-Friday,PM,0.6967469785121498
153,0068_045.8,2050,SNU,M07-Jul,5-Friday,PM,0.6979884929179976
154,0068_046.8,2050,SNT,M07-Jul,5-Friday,PM,0.5409363638362976
155,0068_047.2,2050,SNT,M07-Jul,5-Friday,PM,0.561888351175434
156,0068_047.8,2050,SNT,M07-Jul,5-Friday,PM,0.5387756248573345
157,0068_048.3,2050,SNT,M07-Jul,5-Friday,PM,0.551973112108987
158,0068_049.3,2050,SNT,M07-Jul,5-Friday,PM,0.6039743699081411
159,0068_050.3,2050,SNU,M07-Jul,5-Friday,PM,1.0105792326097884
160,0068_050.7,2050,SNU,M07-Jul,5-Friday,PM,0.7230936798382119
161,0068_051.3,2050,SNT,M07-Jul,5-Friday,PM,0.39453269139517416
162,0068_052.1,2050,SNT,M07-Jul,5-Friday,PM,0.4395159790279859
163,0068_052.3,2050,SNT,M07-Jul,5-Friday,PM,0.6370266557251422
164,0068_053.1,2050,SNT,M07-Jul,5-Friday,PM,0.7966466340631254
165,0068_053.3,2050,SNU,M07-Jul,5-Friday,PM,0.6765678198748188
166,0068_054.3,2050,SNU,M07-Jul,5-Friday,PM,0.6451788019693936
167,0068_054.8,2050,SNU,M07-Jul,5-Friday,PM,0.6107996826973284
168,0068_055.7,2050,SNU,M07-Jul,5-Friday,PM,0.4948979009312248
169,0068_056.2,2050,SNU,M07-Jul,5-Friday,PM,0.6411690627345679
170,0068_056.3,2050,SNU,M07-Jul,5-Friday,PM,0.6911177800077634
171,0068_056.8,2050,SNU,M07-Jul,5-Friday,PM,0.7669940898594494
172,0068_057.3,2050,SNT,M07-Jul,5-Friday,PM,0.5741756245435384
173,0068_058.1,2050,SNT,M07-Jul,5-Friday,PM,0.6602169279824097
174,0068_058.7,2050,SNT,M07-Jul,5-Friday,PM,0.565169841351986
175,0068_059.1,2050,SNU,M07-Jul,5-Friday,PM,0.5801903620443727
176,0068_059.5,2050,SNU,M07-Jul,5-Friday,PM,0.8719466130175764
177,0068_060.4,2050,SNT,M07-Jul,5-Friday,PM,0.5128288220124441
178,0068_060.8,2050,SNT,M07-Jul,5-Friday,PM,0.6449426982159483
179,0068_061.8,2050,SNT,M07-Jul,5-Friday,PM,0.6125160845091571
180,0068_062.6,2050,SNT,M07-Jul,5-Friday,PM,0.36182780621096766
181,0068_063.8,2050,SNT,M07-Jul,5-Friday,PM,0.40791371394471393
182,0068_064.4,2050,SNU,M07-Jul,5-Friday,PM,0.3641364021297774
183,0068_065.7,2050,SNT,M07-Jul,5-Friday,PM,0.9717547689920458
184,0068_066.6,2050,SNT,M07-Jul,5-Friday,PM,1.1259634060772472
185,0068_067.3,2050,SNT,M07-Jul,5-Friday,PM,0.5419393878008911
186,0068_068.2,2050,SNT,M07-Jul,5-Friday,PM,0.4390791167198223
187,0068_068.7,2050,SNT,M07-Jul,5-Friday,PM,0.43831809418105067
188,0068_068.9,2050,SNU,M07-Jul,5-Friday,PM,0.5242895222771479
189,0068_069.0,2050,SNU,M07-Jul,5-Friday,PM,0.5436864587609375
190,0068_069.2,2050,SNU,M07-Jul,5-Friday,PM,0.5067274611630591
191,0068_069.6,2050,SNU,M07-Jul,5-Friday,PM,0.6907993205530876
192,0068_070.0,2050,SNU,M07-Jul,5-Friday,PM,0.6477894063083268
193,0068_070.2,2050,SNU,M07-Jul,5-Friday,PM,0.5701181178657849
194,0068_070.5,2050,SNU,M07-Jul,5-Friday,PM,0.720202515145535
195,0071_000.0,2050,SNT,M07-Jul,5-Friday,PM,0.5829236893937382
196,0071_000.4,2050,SNT,M07-Jul,5-Friday,PM,0.5386438005125258
197,0071_001.4,2050,SNT,M07-Jul,5-Friday,PM,0.6881157483559083
198,0071_002.4,2050,SNT,M07-Jul,5-Friday,PM,0.7076207236559631
199,0071_002.9,2050,SNT,M07-Jul,5-Friday,PM,0.721806323407924
200,0071_004.1,2050,SNU,M07-Jul,5-Friday,PM,0.849228072674617
201,0071_004.7,2050,SNU,M07-Jul,5-Friday,PM,0.9493577498179105
202,0071_005.0,2050,SNU,M07-Jul,5-Friday,PM,0.6528187951556336
203,0071_005.1,2050,SNU,M07-Jul,5-Friday,PM,0.6137767216232309
204,0071_005.5,2050,SNU,M07-Jul,5-Friday,PM,0.7387439553134509
205,0071_006.0,2050,SNU,M07-Jul,5-Friday,PM,0.6640707249482872
206,0071_006.6,2050,SNT,M07-Jul,5-Friday,PM,0.5001485533154574
207,0071_007.2,2050,SNU,M07-Jul,5-Friday,PM,0.29099079419232016
208,0071_007.7,2050,SNT,M07-Jul,5-Friday,PM,0.4003674213884425
209,0071_008.2,2050,SNT,M07-Jul,5-Friday,PM,0.6149289582780575
210,0071_009.2,2050,SNU,M07-Jul,5-Friday,PM,0.6428063940097029
211,0071_009.7,2050,SNU,M07-Jul,5-Friday,PM,0.6967198827088252
212,0071_010.2,2050,SNU,M07-Jul,5-Friday,PM,0.9724298992643736
213,0071_010.7,2050,SNT,M07-Jul,5-Friday,PM,0.7619960327500553
214,0071_011.5,2050,SNT,M07-Jul,5-Friday,PM,0.7813379141851754
215,0071_011.7,2050,SNU,M07-Jul,5-Friday,PM,0.8120642277120794
216,0071_012.2,2050,SNU,M07-Jul,5-Friday,PM,0.7586739263639858
217,0071_012.6,2050,SNU,M07-Jul,5-Friday,PM,0.7482350091880927
218,0071_012.7,2050,SNU,M07-Jul,5-Friday,PM,0.7226492424598084
219,0071_013.3,2050,SNU,M07-Jul,5-Friday,PM,0.7685421451415358
220,0071_014.1,2050,SNU,M07-Jul,5-Friday,PM,0.7701665017892473
221,0071_014.6,2050,SNU,M07-Jul,5-Friday,PM,0.7634416551581208
222,0071_015.7,2050,SNU,M07-Jul,5-Friday,PM,0.45484027032423213
223,0071_016.5,2050,SNU,M07-Jul,5-Friday,PM,0.5525613296822899
224,0071_017.4,2050,SNU,M07-Jul,5-Friday,PM,0.5106506592718061
225,0071_018.3,2050,SNT,M07-Jul,5-Friday,PM,0.4534644603373318
226,0071_019.2,2050,SNT,M07-Jul,5-Friday,PM,0.3988106140812958
227,0071_019.6,2050,SNU,M07-Jul,5-Friday,PM,0.638282951542407
228,0071_020.0,2050,SNU,M07-Jul,5-Friday,PM,0.5920915141122474
229,0071_020.6,2050,SNT,M07-Jul,5-Friday,PM,0.5653050786847575
230,0071_021.2,2050,SNU,M07-Jul,5-Friday,PM,0.5821416029244587
231,0071_021.7,2050,SNU,M07-Jul,5-Friday,PM,0.5463462526754188
232,0071_021.9,2050,SNU,M07-Jul,5-Friday,PM,0.5697952106055029
233,0071_022.2,2050,SNU,M07-Jul,5-Friday,PM,0.502391340534564
234,0071_022.3,2050,SNU,M07-Jul,5-Friday,PM,0.45702298696964755
235,0079_000.0,2050,SNT,M07-Jul,5-Friday,PM,0.4913219205203676
236,0079_000.7,2050,SNT,M07-Jul,5-Friday,PM,0.4606004969725043
237,0079_001.9,2050,SNT,M07-Jul,5-Friday,PM,0.49224514248564044
238,0079_002.5,2050,SNT,M07-Jul,5-Friday,PM,0.5213203981984503
239,0079_002.9,2050,SNT,M07-Jul,5-Friday,PM,0.85522634960693
240,0079_003.0,2050,SNT,M07-Jul,5-Friday,PM,0.6882248151787578
241,0079_003.3,2050,SNU,M07-Jul,5-Friday,PM,1.0249854704348098
242,0079_003.4,2050,SNU,M07-Jul,5-Friday,PM,0.7871284882665238
243,0079_003.6,2050,SNU,M07-Jul,5-Friday,PM,0.6097335998844541
244,0079_003.9,2050,SNU,M07-Jul,5-Friday,PM,0.6691665342383202
245,0079_004.3,2050,SNU,M07-Jul,5-Friday,PM,0.39701024226101406
246,0079_004.9,2050,SNU,M07-Jul,5-Friday,PM,0.6055313296945704
247,0079_005.0,2050,SNU,M07-Jul,5-Friday,PM,0.7626480268413026
248,0079_005.1,2050,SNU,M07-Jul,5-Friday,PM,0.9260448093280299
249,0080_101.5,2050,SNA,M07-Jul,5-Friday,PM,0.5956979961996278
250,0080_104.3,2050,SNA,M07-Jul,5-Friday,PM,0.635978182594514
251,0080_117.7,2050,SND,M07-Jul,5-Friday,PM,0.6927359971886069
252,0080_122.4,2050,SND,M07-Jul,5-Friday,PM,1.2058156256980255
253,0080_123.2,2050,SND,M07-Jul,5-Friday,PM,0.9119788304573005
254,0084_081.0,2050,SNE,M07-Jul,5-Friday,PM,0.4100175959722973
255,0084_081.7,2050,SNE,M07-Jul,5-Friday,PM,0.49534924860738483
256,0084_084.6,2050,SNE,M07-Jul,5-Friday,PM,0.4351402745830653
257,0084_087.8,2050,SNE,M07-Jul,5-Friday,PM,0.38483287608807004
258,0085_003.0,2050,SNS,M07-Jul,5-Friday,PM,1.1811903639991894
259,0085_003.5,2050,SNS,M07-Jul,5-Friday,PM,2.706581514165766
260,0085_004.5,2050,SNS,M07-Jul,5-Friday,PM,2.679072935721633
261,0085_005.8,2050,SNS,M07-Jul,5-Friday,PM,2.5462369785779195
262,0085_006.0,2050,SNT,M07-Jul,5-Friday,PM,1.8318914005734668
263,0085_006.6,2050,SNT,M07-Jul,5-Friday,PM,2.2543789009572204
264,0085_007.9,2050,SNT,M07-Jul,5-Friday,PM,1.8193388748726924
265,0085_008.9,2050,SNT,M07-Jul,5-Friday,PM,2.2218064224741427
266,0085_010.0,2050,SNS,M07-Jul,5-Friday,PM,3.005990771853155
267,0085_010.3,2050,SNR,M07-Jul,5-Friday,PM,2.1638572114131303
268,0085_010.8,2050,SNR,M07-Jul,5-Friday,PM,2.1299307407474997
269,0085_011.3,2050,SNT,M07-Jul,5-Friday,PM,1.9678225062804673
270,0085_012.5,2050,SNT,M07-Jul,5-Friday,PM,1.7618596111125688
271,0085_013.9,2050,SNT,M07-Jul,5-Friday,PM,1.6651800255579183
272,0085_015.5,2050,SNT,M07-Jul,5-Friday,PM,1.9659780344571656
273,0085_017.7,2050,SNT,M07-Jul,5-Friday,PM,1.969394165183411
274,0085_018.7,2050,SNT,M07-Jul,5-Friday,PM,1.9547902722615218
275,0089_362.5,2050,SNU,M07-Jul,5-Friday,PM,0.720166331338536
276,0089_363.3,2050,SNU,M07-Jul,5-Friday,PM,0.8534719518638044
277,0089_363.8,2050,SNU,M07-Jul,5-Friday,PM,0.992792391093752
278,0089_364.3,2050,SNU,M07-Jul,5-Friday,PM,0.9793397977286463
279,0089_364.8,2050,SNU,M07-Jul,5-Friday,PM,0.8397469378638573
280,0089_365.5,2050,SNU,M07-Jul,5-Friday,PM,0.8228431422139727
281,0089_366.3,2050,SNU,M07-Jul,5-Friday,PM,0.5464055729760711
282,0089_366.8,2050,SNU,M07-Jul,5-Friday,PM,0.47567344962043684
283,0089_367.2,2050,SNT,M07-Jul,5-Friday,PM,0.6099960777057244
284,0089_368.0,2050,SNT,M07-Jul,5-Friday,PM,0.45567100295362406
285,0089_368.4,2050,SNT,M07-Jul,5-Friday,PM,0.5458863179520562
286,0089_369.0,2050,SNU,M07-Jul,5-Friday,PM,0.677450660351326
287,0089_369.8,2050,SNU,M07-Jul,5-Friday,PM,0.6342933964615587
288,0089_369.9,2050,SNU,M07-Jul,5-Friday,PM,0.6113733247502567
289,0089_370.6,2050,SNU,M07-Jul,5-Friday,PM,0.7077732645939809
290,0089_371.0,2050,SNU,M07-Jul,5-Friday,PM,0.7724771999326093
291,0089_371.5,2050,SNU,M07-Jul,5-Friday,PM,0.6310516764209093
292,0089_372.0,2050,SNU,M07-Jul,5-Friday,PM,0.7305328422229769
293,0089_372.2,2050,SNU,M07-Jul,5-Friday,PM,0.6670757952793722
294,0089_372.6,2050,SNU,M07-Jul,5-Friday,PM,0.7000132024057263
295,0089_372.7,2050,SNU,M07-Jul,5-Friday,PM,0.7019031310568278
296,0089_373.6,2050,SNU,M07-Jul,5-Friday,PM,0.6065291266089808
297,0089_374.5,2050,SNU,M07-Jul,5-Friday,PM,0.6151120441104425
298,0089_375.3,2050,SNU,M07-Jul,5-Friday,PM,0.7052903068661575
299,0089_375.7,2050,SNU,M07-Jul,5-Friday,PM,0.589693401792226
300,0089_376.2,2050,SNU,M07-Jul,5-Friday,PM,0.4473606256444397
301,0089_376.8,2050,SNU,M07-Jul,5-Friday,PM,0.4846324581956246
302,0089_377.3,2050,SNU,M07-Jul,5-Friday,PM,0.4306642583808881
303,0089_377.9,2050,SNU,M07-Jul,5-Friday,PM,0.634294172899017
304,0089_378.0,2050,SNU,M07-Jul,5-Friday,PM,0.5634843523661713
305,0089_379.1,2050,SNU,M07-Jul,5-Friday,PM,0.665796277358427
306,0089_380.0,2050,SNU,M07-Jul,5-Friday,PM,0.7689479662476952
307,0089_380.3,2050,SNU,M07-Jul,5-Friday,PM,0.8276372210752732
308,0089_380.7,2050,SNU,M07-Jul,5-Friday,PM,0.6414477330839771
309,0089_381.0,2050,SNU,M07-Jul,5-Friday,PM,0.5519217956681883
310,0089_381.3,2050,SNU,M07-Jul,5-Friday,PM,0.4856439781413545
311,0089_381.6,2050,SNS,M07-Jul,5-Friday,PM,0.6224415725388822
312,0089_383.5,2050,SNT,M07-Jul,5-Friday,PM,0.5188590399409193
313,0089_384.9,2050,SNT,M07-Jul,5-Friday,PM,0.6826333536324722
314,0089_385.0,2050,SNT,M07-Jul,5-Friday,PM,0.8407187095901334
315,0089_385.2,2050,SNU,M07-Jul,5-Friday,PM,0.5812008079161834
316,0089_385.7,2050,SNU,M07-Jul,5-Friday,PM,0.5651383743943247
317,0089_386.3,2050,SNU,M07-Jul,5-Friday,PM,0.6675238963340857
318,0089_386.8,2050,SNU,M07-Jul,5-Friday,PM,0.4741704137479395
319,0089_387.2,2050,SNU,M07-Jul,5-Friday,PM,0.40777268383326143
320,0089_387.6,2050,SNU,M07-Jul,5-Friday,PM,0.4118131302423182
321,0089_387.8,2050,SNU,M07-Jul,5-Friday,PM,0.3970010652272757
322,0089_388.4,2050,SNU,M07-Jul,5-Friday,PM,0.4029965869950308
323,0089_389.1,2050,SNT,M07-Jul,5-Friday,PM,0.430550055245497
324,0089_396.1,2050,SNT,M07-Jul,5-Friday,PM,0.6104002052124046
325,0089_396.8,2050,SNT,M07-Jul,5-Friday,PM,0.7659376225266877
326,0089_397.6,2050,SNT,M07-Jul,5-Friday,PM,0.7692705246876147
327,0089_398.7,2050,SNT,M07-Jul,5-Friday,PM,1.2579434354538575
328,0089_399.7,2050,SNT,M07-Jul,5-Friday,PM,1.1808372577824315
329,0089_400.5,2050,SNT,M07-Jul,5-Friday,PM,1.1540183666948312
330,0089_400.9,2050,SNT,M07-Jul,5-Friday,PM,1.184723003305997
331,0089_401.4,2050,SNT,M07-Jul,5-Friday,PM,1.111034621867891
332,0089_402.2,2050,SNT,M07-Jul,5-Friday,PM,1.1414739265766005
333,0089_403.2,2050,SNT,M07-Jul,5-Friday,PM,1.0990036849277853
334,0089_404.3,2050,SNS,M07-Jul,5-Friday,PM,0.808003269163816
335,0089_405.7,2050,SNT,M07-Jul,5-Friday,PM,0.6741236216860713
336,0089_406.4,2050,SNT,M07-Jul,5-Friday,PM,1.0733511305666399
337,0089_406.6,2050,SNT,M07-Jul,5-Friday,PM,0.9895865412471088
338,0089_407.0,2050,SNT,M07-Jul,5-Friday,PM,0.9426114664200295
339,0089_408.1,2050,SNT,M07-Jul,5-Friday,PM,0.7166202749112606
