,SEGID,DYVolScenario,DYVolBase,DYVolAdj
0,0006_141.0,2303.0,2379.0,-0.031946195880622114
1,0006_146.9,2307.0,2384.0,-0.03229865771812081
2,0006_149.9,3277.3,5458.5,-0.39959695887148483
3,0006_150.6,3520.6,5678.2,-0.3799795709908069
4,0006_152.6,4469.0,6247.9,-0.28471966580771135
5,0006_152.9,6352.4,7830.6,-0.18877225244553428
6,0006_155.8,6382.4,7850.4,-0.18699684092530316
7,0006_155.9,5671.0,6962.9,-0.18554050754714266
8,0006_157.3,9246.3,10461.1,-0.11612545525805136
9,0006_157.6,10168.6,11104.6,-0.08428939358464059
10,0006_158.5,18267.4,14842.7,0.23073295289940512
11,0006_158.9,17093.2,12459.9,0.3718569169897031
12,0006_159.3,20090.7,15529.6,0.293703636925613
13,0006_159.6,25938.7,21039.8,0.23283966577629073
14,0006_159.8,26095.7,21848.4,0.1943986745024807
15,0006_160.3,33678.7,28063.7,0.2000805310775128
16,0006_173.4,82781.8,78595.4,0.05326520381599952
17,0006_173.7,70317.9,65273.8,0.0772760280541349
18,0006_174.0,61981.5,56054.8,0.10573046376046291
19,0006_174.4,59873.0,54277.5,0.10309059923541063
20,0006_174.9,47686.6,44145.8,0.08020695060458742
21,0006_175.6,35259.8,33540.5,0.05126041651138185
22,0006_176.1,24103.0,23728.9,0.015765585425367316
23,0006_177.0,27148.6,27397.6,-0.009088387303997431
24,0006_177.2,28412.0,28419.6,-0.00026742107559566444
25,0006_177.5,23879.7,24138.8,-0.010733756441910889
26,0006_177.9,19104.6,19220.7,-0.006040362733927598
27,0006_178.8,17019.0,17091.0,-0.00421274354923644
28,0006_181.6,16238.0,16352.0,-0.006971624266144814
29,0006_184.1,15837.0,15930.0,-0.005838041431261771
30,0006_187.5,10676.0,10746.0,-0.0065140517401823935
31,0006_194.8,10485.6,10565.2,-0.007534168780524776
32,0006_203.6,10276.0,10350.0,-0.00714975845410628
33,0006_211.2,10276.0,10350.0,-0.00714975845410628
34,0006_216.2,9139.0,9230.0,-0.009859154929577466
35,0013_000.0,16644.3,16447.1,0.011989955676076679
36,0013_000.6,18201.0,17990.5,0.011700619771546093
37,0013_001.3,17867.4,17559.1,0.01755784749787876
38,0013_001.6,18517.7,18372.8,0.007886658538709476
39,0013_001.8,15351.9,15209.9,0.009336024562949132
