SEGID,PERIOD,SEASONGROUP,DOWGROUP,HRPCTOF,VCGroupCode,numRecords,CAP1HLSum,PrdPCEFlowSum,PkHrPCEFlowSum,Pk15PCEFlowSum,PrdVCMax,PkHrVCMax,Pk15VCMax
0006_141.0,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,147,180,205,0.08,0.1,0.12
0006_141.0,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,108,126,143,0.06,0.07,0.08
0006_141.0,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,188,208,237,0.09,0.1,0.12
0006_146.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,147,181,206,0.1,0.12,0.13
0006_146.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,107,127,143,0.06,0.07,0.08
0006_146.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,187,208,236,0.09,0.1,0.12
0006_149.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,213,258,294,0.16,0.19,0.21
0006_149.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,166,189,214,0.09,0.1,0.11
0006_149.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,382,412,469,0.18,0.2,0.22
0006_150.6,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,215,262,297,0.15,0.19,0.21
0006_150.6,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,171,195,221,0.09,0.1,0.12
0006_150.6,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,388,418,475,0.19,0.2,0.23
0006_152.6,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1966,217,265,301,0.17,0.2,0.23
0006_152.6,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1966,177,202,230,0.1,0.11,0.13
0006_152.6,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1966,361,389,442,0.19,0.21,0.24
0006_152.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2022,343,418,474,0.23,0.27,0.31
0006_152.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2022,294,334,379,0.15,0.18,0.2
0006_152.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2022,530,572,650,0.27,0.29,0.33
0006_155.8,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2032,391,472,537,0.26,0.31,0.35
0006_155.8,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2032,335,386,439,0.18,0.2,0.23
0006_155.8,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2032,605,693,788,0.3,0.35,0.39
0006_155.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1991,495,598,679,0.33,0.4,0.45
0006_155.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1991,413,475,541,0.22,0.25,0.28
0006_155.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1991,747,856,973,0.36,0.41,0.47
0006_157.3,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1991,590,712,809,0.35,0.42,0.48
0006_157.3,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1991,535,616,699,0.27,0.31,0.36
0006_157.3,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1991,884,1014,1152,0.43,0.5,0.56
0006_157.6,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1992,623,753,855,0.24,0.29,0.33
0006_157.6,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1992,569,656,746,0.27,0.32,0.36
0006_157.6,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1992,942,1078,1226,0.48,0.55,0.62
0006_158.5,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1971,897,1083,1230,0.44,0.54,0.61
0006_158.5,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1971,839,968,1099,0.42,0.48,0.55
0006_158.5,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1971,1344,1539,1749,0.65,0.74,0.84
0006_158.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1920,952,1143,1243,0.51,0.61,0.66
0006_158.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1920,873,1006,1094,0.46,0.52,0.57
0006_158.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1920,1406,1564,1672,0.77,0.86,0.91
0006_159.3,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1858,1082,1298,1411,0.3,0.36,0.4
0006_159.3,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1858,1001,1153,1254,0.27,0.31,0.34
0006_159.3,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1858,1601,1781,1936,0.46,0.51,0.55
0006_159.6,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1858,1107,1328,1443,0.33,0.4,0.43
0006_159.6,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1858,1055,1216,1322,0.29,0.34,0.37
0006_159.6,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1858,1587,1766,1919,0.45,0.5,0.55
0006_159.8,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1858,1557,1867,2029,0.42,0.5,0.55
0006_159.8,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1858,1426,1644,1787,0.39,0.45,0.49
0006_159.8,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1858,2164,2408,2617,0.6,0.67,0.73
0006_160.3,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1858,2102,2521,2741,0.57,0.69,0.75
0006_160.3,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1858,1936,2232,2426,0.53,0.61,0.66
0006_160.3,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1858,2997,3333,3509,0.84,0.93,0.98
0006_173.4,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,6,6889,4472,5296,5655,0.73,0.86,0.9
0006_173.4,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,6,6889,3792,4688,5098,0.39,0.46,0.5
0006_173.4,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,6,6889,5249,5778,6280,0.58,0.64,0.69
0006_173.7,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,4,5416,3999,4720,5026,0.75,0.88,0.93
0006_173.7,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,4,5416,3171,3967,4312,0.35,0.45,0.49
0006_173.7,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,4,5416,4770,5261,5719,0.63,0.69,0.75
0006_174.0,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,4,5416,4171,4912,5148,0.85,0.99,1.02
0006_174.0,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,4,5416,2939,3726,4051,0.4,0.51,0.55
0006_174.0,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,4,5416,5005,5527,6009,0.71,0.78,0.85
0006_174.4,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,4,5486,4014,4735,5148,0.72,0.85,0.92
0006_174.4,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,4,5486,2831,3551,3861,0.36,0.46,0.5
0006_174.4,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,4,5486,4831,5357,5823,0.61,0.68,0.74
0006_174.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,3460,3559,4185,4445,0.74,0.87,0.92
0006_174.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,3460,2724,3482,3786,0.44,0.57,0.62
0006_174.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,3460,4453,4930,5358,0.72,0.8,0.87
0006_175.6,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2042,2402,2882,3066,0.78,0.94,0.99
0006_175.6,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2042,1981,2283,2482,0.52,0.6,0.65
