,SEGID,FYEAR,SiteGroup,MonthGroup,DOWGroup,Period,VC15Min_Max
79,0026_003.2,2019,SNU,M07-Jul,5-Friday,PM,0.2237300968456328
80,0026_003.3,2019,SNU,M07-Jul,5-Friday,PM,0.22777181500506802
81,0026_003.5,2019,SNU,M07-Jul,5-Friday,PM,0.21748252524131137
82,0037_000.0,2019,SNT,M07-Jul,5-Friday,PM,0.5478079966662998
83,0037_001.0,2019,SNT,M07-Jul,5-Friday,PM,0.5259530294142634
84,0037_001.5,2019,SNT,M07-Jul,5-Friday,PM,0.6398601468213944
85,0037_002.0,2019,SNT,M07-Jul,5-Friday,PM,0.5510569413530735
86,0037_003.0,2019,SNT,M07-Jul,5-Friday,PM,0.13911317926236044
87,0037_003.5,2019,SNT,M07-Jul,5-Friday,PM,0.12027776178799726
88,0037_004.1,2019,SNT,M07-Jul,5-Friday,PM,0.12386003208699886
89,0037_004.5,2019,SNS,M07-Jul,5-Friday,PM,0.13282064751597714
90,0037_005.7,2019,SNS,M07-Jul,5-Friday,PM,0.1638320361464517
91,0037_006.2,2019,SNS,M07-Jul,5-Friday,PM,0.12448733258085025
92,0037_006.7,2019,SNS,M07-Jul,5-Friday,PM,0.16241749654476098
93,0037_007.2,2019,SNS,M07-Jul,5-Friday,PM,0.19934901516990094
94,0037_009.0,2019,SNS,M07-Jul,5-Friday,PM,0.20864641434261275
95,0037_009.6,2019,SNS,M07-Jul,5-Friday,PM,0.27874174413561276
96,0037_010.0,2019,SNS,M07-Jul,5-Friday,PM,0.2955516790661574
97,0037_010.5,2019,SNS,M07-Jul,5-Friday,PM,0.3276782572427319
98,0037_011.5,2019,SNT,M07-Jul,5-Friday,PM,0.2823534155181939
99,0038_000.0,2019,SNT,M07-Jul,5-Friday,PM,0.04377598618944449
100,0038_000.5,2019,SNQ,M07-Jul,5-Friday,PM,0.0850498654742717
101,0039_000.0,2019,SNQ,M07-Jul,5-Friday,PM,0.25789904366330585
102,0039_000.5,2019,SNQ,M07-Jul,5-Friday,PM,0.28163918762818446
103,0039_001.5,2019,SNQ,M07-Jul,5-Friday,PM,0.39632328547165474
104,0039_002.4,2019,SNS,M07-Jul,5-Friday,PM,0.4205970046487051
105,0039_003.5,2019,SNT,M07-Jul,5-Friday,PM,0.27437535262809865
106,0039_004.0,2019,SNT,M07-Jul,5-Friday,PM,0.5611403655662607
107,0039_004.3,2019,SNT,M07-Jul,5-Friday,PM,0.5434646317633375
108,0039_005.1,2019,SNT,M07-Jul,5-Friday,PM,0.6055696678855487
109,0039_006.0,2019,SNT,M07-Jul,5-Friday,PM,0.44764806835869386
110,0039_006.1,2019,SNT,M07-Jul,5-Friday,PM,0.4456729793516352
111,0039_006.2,2019,SNT,M07-Jul,5-Friday,PM,0.46769137670152944
112,0039_006.4,2019,SNT,M07-Jul,5-Friday,PM,0.4708103901664562
113,0039_007.3,2019,SNT,M07-Jul,5-Friday,PM,0.3184192860220597
114,0039_007.7,2019,SNT,M07-Jul,5-Friday,PM,0.20039205151598255
115,0039_007.9,2019,SNT,M07-Jul,5-Friday,PM,0.1247233310203631
116,0039_008.7,2019,SNQ,M07-Jul,5-Friday,PM,0.2032890975709778
117,0048_000.0,2019,SNU,M07-Jul,5-Friday,PM,0.6913171683565711
118,0048_000.5,2019,SNT,M07-Jul,5-Friday,PM,0.5945827888163931
119,0048_001.0,2019,SNT,M07-Jul,5-Friday,PM,0.6173882763564658
120,0048_001.5,2019,SNT,M07-Jul,5-Friday,PM,0.6339177128560881
121,0048_002.0,2019,SNT,M07-Jul,5-Friday,PM,0.5307551812324179
122,0048_002.5,2019,SNU,M07-Jul,5-Friday,PM,0.6276552036158396
123,0048_003.3,2019,SNU,M07-Jul,5-Friday,PM,0.4601990284535716
124,0048_003.5,2019,SNU,M07-Jul,5-Friday,PM,0.8387478083568276
125,0048_003.9,2019,SNU,M07-Jul,5-Friday,PM,0.51390571559134
126,0048_004.1,2019,SNU,M07-Jul,5-Friday,PM,0.5486418122517254
127,0053_000.1,2019,SNT,M07-Jul,5-Friday,PM,0.4567247960391292
128,0053_000.9,2019,SNT,M07-Jul,5-Friday,PM,0.6313402984280422
129,0053_001.5,2019,SNU,M07-Jul,5-Friday,PM,0.36082413342312564
130,0053_001.7,2019,SNU,M07-Jul,5-Friday,PM,0.31174758372364514
131,0053_001.8,2019,SNU,M07-Jul,5-Friday,PM,0.35798019346042026
132,0060_000.0,2019,SNT,M07-Jul,5-Friday,PM,0.6319002516548947
133,0060_000.8,2019,SNS,M07-Jul,5-Friday,PM,0.16809149540840435
134,0060_003.7,2019,SNS,M07-Jul,5-Friday,PM,0.21182607132251163
135,0060_004.4,2019,SNS,M07-Jul,5-Friday,PM,0.2091960905161306
136,0060_007.4,2019,SNS,M07-Jul,5-Friday,PM,0.38170133574228576
137,0067_000.0,2019,SNF,M07-Jul,5-Friday,PM,0.6385793101166516
138,0067_001.0,2019,SNF,M07-Jul,5-Friday,PM,0.6385793101166516
139,0067_004.0,2019,SNT,M07-Jul,5-Friday,PM,0.7657371146826945
140,0067_004.1,2019,SNF,M07-Jul,5-Friday,PM,0.7421187747788069
141,0067_007.3,2019,SNF,M07-Jul,5-Friday,PM,0.735865556891996
142,0067_010.1,2019,SNF,M07-Jul,5-Friday,PM,0.735865556891996
143,0068_036.0,2019,SNS,M07-Jul,5-Friday,PM,0.7165539028754014
144,0068_038.1,2019,SNS,M07-Jul,5-Friday,PM,0.6304952824168474
145,0068_039.2,2019,SNS,M07-Jul,5-Friday,PM,0.6978908459816425
146,0068_040.1,2019,SNS,M07-Jul,5-Friday,PM,0.8692680173797034
147,0068_040.8,2019,SNT,M07-Jul,5-Friday,PM,0.2818631782541181
148,0068_041.3,2019,SNT,M07-Jul,5-Friday,PM,0.32108222306433126
149,0068_042.3,2019,SNT,M07-Jul,5-Friday,PM,0.42789347398850774
150,0068_043.3,2019,SNT,M07-Jul,5-Friday,PM,0.4283757087558545
151,0068_043.8,2019,SNU,M07-Jul,5-Friday,PM,0.639142366504716
152,0068_045.1,2019,SNT,M07-Jul,5-Friday,PM,0.5931764817062898
153,0068_045.8,2019,SNU,M07-Jul,5-Friday,PM,0.5831296269947828
154,0068_046.8,2019,SNT,M07-Jul,5-Friday,PM,0.5683255468153507
155,0068_047.2,2019,SNT,M07-Jul,5-Friday,PM,0.5829591643445128
156,0068_047.8,2019,SNT,M07-Jul,5-Friday,PM,0.5737610550428759
157,0068_048.3,2019,SNT,M07-Jul,5-Friday,PM,0.6164894498879595
158,0068_049.3,2019,SNT,M07-Jul,5-Friday,PM,0.6461121166459184
159,0068_050.3,2019,SNU,M07-Jul,5-Friday,PM,1.0867187638338134
160,0068_050.7,2019,SNU,M07-Jul,5-Friday,PM,0.7662634517688512
161,0068_051.3,2019,SNT,M07-Jul,5-Friday,PM,0.4334302806876561
162,0068_052.1,2019,SNT,M07-Jul,5-Friday,PM,0.4632735995159851
163,0068_052.3,2019,SNT,M07-Jul,5-Friday,PM,0.5479799189033482
164,0068_053.1,2019,SNT,M07-Jul,5-Friday,PM,0.7037045267557607
165,0068_053.3,2019,SNU,M07-Jul,5-Friday,PM,0.5960240317944834
166,0068_054.3,2019,SNU,M07-Jul,5-Friday,PM,0.5544505329424476
167,0068_054.8,2019,SNU,M07-Jul,5-Friday,PM,0.5439934674023081
168,0068_055.7,2019,SNU,M07-Jul,5-Friday,PM,0.44921501776834255
169,0068_056.2,2019,SNU,M07-Jul,5-Friday,PM,0.5805179351785953
170,0068_056.3,2019,SNU,M07-Jul,5-Friday,PM,0.6392839465071812
171,0068_056.8,2019,SNU,M07-Jul,5-Friday,PM,0.7354737847967324
172,0068_057.3,2019,SNT,M07-Jul,5-Friday,PM,0.5010987268743609
173,0068_058.1,2019,SNT,M07-Jul,5-Friday,PM,0.5907204092474192
174,0068_058.7,2019,SNT,M07-Jul,5-Friday,PM,0.45551002138816765
175,0068_059.1,2019,SNU,M07-Jul,5-Friday,PM,0.46737556942463354
176,0068_059.5,2019,SNU,M07-Jul,5-Friday,PM,0.7036762140141846
177,0068_060.4,2019,SNT,M07-Jul,5-Friday,PM,0.42553880975500674
178,0068_060.8,2019,SNT,M07-Jul,5-Friday,PM,0.47422257221760894
179,0068_061.8,2019,SNT,M07-Jul,5-Friday,PM,0.4976693186636901
180,0068_062.6,2019,SNT,M07-Jul,5-Friday,PM,0.2951753155931578
181,0068_063.8,2019,SNT,M07-Jul,5-Friday,PM,0.28553959976129983
182,0068_064.4,2019,SNU,M07-Jul,5-Friday,PM,0.21474710894833027
183,0068_065.7,2019,SNT,M07-Jul,5-Friday,PM,0.49717685855406996
184,0068_066.6,2019,SNT,M07-Jul,5-Friday,PM,0.5767129640883462
185,0068_067.3,2019,SNT,M07-Jul,5-Friday,PM,0.24140936365676058
186,0068_068.2,2019,SNT,M07-Jul,5-Friday,PM,0.22908475654947252
187,0068_068.7,2019,SNT,M07-Jul,5-Friday,PM,0.26145289828343377
188,0068_068.9,2019,SNU,M07-Jul,5-Friday,PM,0.30213294504106825
189,0068_069.0,2019,SNU,M07-Jul,5-Friday,PM,0.4349491670087499
190,0068_069.2,2019,SNU,M07-Jul,5-Friday,PM,0.446607253906425
191,0068_069.6,2019,SNU,M07-Jul,5-Friday,PM,0.5787778091120463
192,0068_070.0,2019,SNU,M07-Jul,5-Friday,PM,0.571578887919112
193,0068_070.2,2019,SNU,M07-Jul,5-Friday,PM,0.5517272108378565
194,0068_070.5,2019,SNU,M07-Jul,5-Friday,PM,0.6547295592232139
195,0071_000.0,2019,SNT,M07-Jul,5-Friday,PM,0.48721980009028854
196,0071_000.4,2019,SNT,M07-Jul,5-Friday,PM,0.4557755235105987
197,0071_001.4,2019,SNT,M07-Jul,5-Friday,PM,0.5910737838441779
198,0071_002.4,2019,SNT,M07-Jul,5-Friday,PM,0.5105617879543025
199,0071_002.9,2019,SNT,M07-Jul,5-Friday,PM,0.5116601786182753
200,0071_004.1,2019,SNU,M07-Jul,5-Friday,PM,0.6168077580478797
201,0071_004.7,2019,SNU,M07-Jul,5-Friday,PM,0.6241148170099226
202,0071_005.0,2019,SNU,M07-Jul,5-Friday,PM,0.44631489056558626
203,0071_005.1,2019,SNU,M07-Jul,5-Friday,PM,0.45010292919036937
204,0071_005.5,2019,SNU,M07-Jul,5-Friday,PM,0.6142365471145547
205,0071_006.0,2019,SNU,M07-Jul,5-Friday,PM,0.6411717344328289
206,0071_006.6,2019,SNT,M07-Jul,5-Friday,PM,0.5001485533154574
207,0071_007.2,2019,SNU,M07-Jul,5-Friday,PM,0.30037759400497566
208,0071_007.7,2019,SNT,M07-Jul,5-Friday,PM,0.40907106098384344
209,0071_008.2,2019,SNT,M07-Jul,5-Friday,PM,0.6484705378204969
210,0071_009.2,2019,SNU,M07-Jul,5-Friday,PM,0.6645964412642691
211,0071_009.7,2019,SNU,M07-Jul,5-Friday,PM,0.5945342999115308
212,0071_010.2,2019,SNU,M07-Jul,5-Friday,PM,0.7743423271920011
213,0071_010.7,2019,SNT,M07-Jul,5-Friday,PM,0.5875632059759464
214,0071_011.5,2019,SNT,M07-Jul,5-Friday,PM,0.6024774278054366
215,0071_011.7,2019,SNU,M07-Jul,5-Friday,PM,0.6416309947354701
216,0071_012.2,2019,SNU,M07-Jul,5-Friday,PM,0.6225016831704497
217,0071_012.6,2019,SNU,M07-Jul,5-Friday,PM,0.6079409449653254
218,0071_012.7,2019,SNU,M07-Jul,5-Friday,PM,0.604182153531971
219,0071_013.3,2019,SNU,M07-Jul,5-Friday,PM,0.6587504101213165
220,0071_014.1,2019,SNU,M07-Jul,5-Friday,PM,0.6845924460348864
221,0071_014.6,2019,SNU,M07-Jul,5-Friday,PM,0.6543785615641037
222,0071_015.7,2019,SNU,M07-Jul,5-Friday,PM,0.38795199527655094
223,0071_016.5,2019,SNU,M07-Jul,5-Friday,PM,0.4812630935942524
224,0071_017.4,2019,SNU,M07-Jul,5-Friday,PM,0.44533487727192395
225,0071_018.3,2019,SNT,M07-Jul,5-Friday,PM,0.41004765030503404
226,0071_019.2,2019,SNT,M07-Jul,5-Friday,PM,0.3696293496363229
227,0071_019.6,2019,SNU,M07-Jul,5-Friday,PM,0.5787819984325215
228,0071_020.0,2019,SNU,M07-Jul,5-Friday,PM,0.5422894241401891
229,0071_020.6,2019,SNT,M07-Jul,5-Friday,PM,0.5181963221276945
230,0071_021.2,2019,SNU,M07-Jul,5-Friday,PM,0.5205689333843718
231,0071_021.7,2019,SNU,M07-Jul,5-Friday,PM,0.48269426207245736
232,0071_021.9,2019,SNU,M07-Jul,5-Friday,PM,0.4985708092798151
233,0071_022.2,2019,SNU,M07-Jul,5-Friday,PM,0.45577771100042924
234,0071_022.3,2019,SNU,M07-Jul,5-Friday,PM,0.42437848790038707
235,0079_000.0,2019,SNT,M07-Jul,5-Friday,PM,0.3531376303740142
236,0079_000.7,2019,SNT,M07-Jul,5-Friday,PM,0.3856190207211664
237,0079_001.9,2019,SNT,M07-Jul,5-Friday,PM,0.42598137330488123
238,0079_002.5,2019,SNT,M07-Jul,5-Friday,PM,0.3859125025624892
239,0079_002.9,2019,SNT,M07-Jul,5-Friday,PM,0.5864409254447519
240,0079_003.0,2019,SNT,M07-Jul,5-Friday,PM,0.4262553694010371
241,0079_003.3,2019,SNU,M07-Jul,5-Friday,PM,0.6726467149728439
242,0079_003.4,2019,SNU,M07-Jul,5-Friday,PM,0.590346366199893
243,0079_003.6,2019,SNU,M07-Jul,5-Friday,PM,0.5302031303343078
244,0079_003.9,2019,SNU,M07-Jul,5-Friday,PM,0.3559396458714469
245,0079_004.3,2019,SNU,M07-Jul,5-Friday,PM,0.26569146982083247
246,0079_004.9,2019,SNU,M07-Jul,5-Friday,PM,0.47433287492741333
247,0079_005.0,2019,SNU,M07-Jul,5-Friday,PM,0.5366782411105462
248,0079_005.1,2019,SNU,M07-Jul,5-Friday,PM,0.6386515926400204
249,0080_101.5,2019,SNA,M07-Jul,5-Friday,PM,0.4527304771117172
250,0080_104.3,2019,SNA,M07-Jul,5-Friday,PM,0.4690339096634542
251,0080_117.7,2019,SND,M07-Jul,5-Friday,PM,0.4943885108140912
252,0080_122.4,2019,SND,M07-Jul,5-Friday,PM,0.9859707878635791
253,0080_123.2,2019,SND,M07-Jul,5-Friday,PM,0.7363966993060386
254,0084_081.0,2019,SNE,M07-Jul,5-Friday,PM,0.2752172904471585
255,0084_081.7,2019,SNE,M07-Jul,5-Friday,PM,0.3281688772023925
256,0084_084.6,2019,SNE,M07-Jul,5-Friday,PM,0.33472328814081953
257,0084_087.8,2019,SNE,M07-Jul,5-Friday,PM,0.25824311421699436
258,0085_003.0,2019,SNS,M07-Jul,5-Friday,PM,0.31296496823910147
259,0085_003.5,2019,SNS,M07-Jul,5-Friday,PM,0.17845592401092963
260,0085_004.5,2019,SNS,M07-Jul,5-Friday,PM,0.18061165858797523
261,0085_005.8,2019,SNS,M07-Jul,5-Friday,PM,0.14720432532403596
262,0085_006.0,2019,SNT,M07-Jul,5-Friday,PM,0.2380016386571827
263,0085_006.6,2019,SNT,M07-Jul,5-Friday,PM,0.2955178334588116
264,0085_007.9,2019,SNT,M07-Jul,5-Friday,PM,0.2894402755479284
265,0085_008.9,2019,SNT,M07-Jul,5-Friday,PM,0.557414332140156
266,0085_010.0,2019,SNS,M07-Jul,5-Friday,PM,0.7096109363063187
267,0085_010.3,2019,SNR,M07-Jul,5-Friday,PM,0.3192576213560356
268,0085_010.8,2019,SNR,M07-Jul,5-Friday,PM,0.2521142509456224
269,0085_011.3,2019,SNT,M07-Jul,5-Friday,PM,0.2708743530912385
270,0085_012.5,2019,SNT,M07-Jul,5-Friday,PM,0.24470272376563457
271,0085_013.9,2019,SNT,M07-Jul,5-Friday,PM,0.2698208374746628
272,0085_015.5,2019,SNT,M07-Jul,5-Friday,PM,0.4550080167084269
273,0085_017.7,2019,SNT,M07-Jul,5-Friday,PM,0.38117306422904734
274,0085_018.7,2019,SNT,M07-Jul,5-Friday,PM,0.45110544744496656
275,0089_362.5,2019,SNU,M07-Jul,5-Friday,PM,0.6093715111326075
276,0089_363.3,2019,SNU,M07-Jul,5-Friday,PM,0.5867619669063655
277,0089_363.8,2019,SNU,M07-Jul,5-Friday,PM,0.6585850515176376
278,0089_364.3,2019,SNU,M07-Jul,5-Friday,PM,0.670074598445916
279,0089_364.8,2019,SNU,M07-Jul,5-Friday,PM,0.5912503950265933
280,0089_365.5,2019,SNU,M07-Jul,5-Friday,PM,0.626928108353503
281,0089_366.3,2019,SNU,M07-Jul,5-Friday,PM,0.413306779558823
282,0089_366.8,2019,SNU,M07-Jul,5-Friday,PM,0.3820983447770722
283,0089_367.2,2019,SNT,M07-Jul,5-Friday,PM,0.5286632673449612
284,0089_368.0,2019,SNT,M07-Jul,5-Friday,PM,0.37843862957165386
285,0089_368.4,2019,SNT,M07-Jul,5-Friday,PM,0.49424842301064564
286,0089_369.0,2019,SNU,M07-Jul,5-Friday,PM,0.5366816919666347
287,0089_369.8,2019,SNU,M07-Jul,5-Friday,PM,0.5251676508337636
288,0089_369.9,2019,SNU,M07-Jul,5-Friday,PM,0.5340732492071206
289,0089_370.6,2019,SNU,M07-Jul,5-Friday,PM,0.6254740477807272
290,0089_371.0,2019,SNU,M07-Jul,5-Friday,PM,0.6826542697078871
291,0089_371.5,2019,SNU,M07-Jul,5-Friday,PM,0.545774422850516
292,0089_372.0,2019,SNU,M07-Jul,5-Friday,PM,0.6148048672173567
293,0089_372.2,2019,SNU,M07-Jul,5-Friday,PM,0.5633084493470255
294,0089_372.6,2019,SNU,M07-Jul,5-Friday,PM,0.5977640829532044
295,0089_372.7,2019,SNU,M07-Jul,5-Friday,PM,0.5932752655361282
296,0089_373.6,2019,SNU,M07-Jul,5-Friday,PM,0.5054409388408174
297,0089_374.5,2019,SNU,M07-Jul,5-Friday,PM,0.46133403308283194
298,0089_375.3,2019,SNU,M07-Jul,5-Friday,PM,0.5462542572786906
299,0089_375.7,2019,SNU,M07-Jul,5-Friday,PM,0.47869229086663057
300,0089_376.2,2019,SNU,M07-Jul,5-Friday,PM,0.3638533088574775
301,0089_376.8,2019,SNU,M07-Jul,5-Friday,PM,0.3683206682286747
302,0089_377.3,2019,SNU,M07-Jul,5-Friday,PM,0.3327860178397772
303,0089_377.9,2019,SNU,M07-Jul,5-Friday,PM,0.5061539359497208
304,0089_378.0,2019,SNU,M07-Jul,5-Friday,PM,0.46851507949546833
305,0089_379.1,2019,SNU,M07-Jul,5-Friday,PM,0.5294283651283878
306,0089_380.0,2019,SNU,M07-Jul,5-Friday,PM,0.583830863262139
307,0089_380.3,2019,SNU,M07-Jul,5-Friday,PM,0.6896976842293941
308,0089_380.7,2019,SNU,M07-Jul,5-Friday,PM,0.587993755326979
309,0089_381.0,2019,SNU,M07-Jul,5-Friday,PM,0.4670107501807747
310,0089_381.3,2019,SNU,M07-Jul,5-Friday,PM,0.3957099081151778
311,0089_381.6,2019,SNS,M07-Jul,5-Friday,PM,0.5625914213332205
312,0089_383.5,2019,SNT,M07-Jul,5-Friday,PM,0.46782372453689464
313,0089_384.9,2019,SNT,M07-Jul,5-Friday,PM,0.6067852032288642
314,0089_385.0,2019,SNT,M07-Jul,5-Friday,PM,0.7457988552815701
315,0089_385.2,2019,SNU,M07-Jul,5-Friday,PM,0.38746720527745576
316,0089_385.7,2019,SNU,M07-Jul,5-Friday,PM,0.3955968620760273
317,0089_386.3,2019,SNU,M07-Jul,5-Friday,PM,0.5397001715041544
318,0089_386.8,2019,SNU,M07-Jul,5-Friday,PM,0.37718101093586104
319,0089_387.2,2019,SNU,M07-Jul,5-Friday,PM,0.3480986325405889
320,0089_387.6,2019,SNU,M07-Jul,5-Friday,PM,0.32029910129958084
321,0089_387.8,2019,SNU,M07-Jul,5-Friday,PM,0.3308342210227297
322,0089_388.4,2019,SNU,M07-Jul,5-Friday,PM,0.34542564599574066
323,0089_389.1,2019,SNT,M07-Jul,5-Friday,PM,0.37439135238738874
324,0089_396.1,2019,SNT,M07-Jul,5-Friday,PM,0.37196262505130895
325,0089_396.8,2019,SNT,M07-Jul,5-Friday,PM,0.4112416765243962
326,0089_397.6,2019,SNT,M07-Jul,5-Friday,PM,0.4226239302296154
327,0089_398.7,2019,SNT,M07-Jul,5-Friday,PM,0.6414678445691855
328,0089_399.7,2019,SNT,M07-Jul,5-Friday,PM,0.6260814990926987
329,0089_400.5,2019,SNT,M07-Jul,5-Friday,PM,0.633107298395081
330,0089_400.9,2019,SNT,M07-Jul,5-Friday,PM,0.6581794462811095
331,0089_401.4,2019,SNT,M07-Jul,5-Friday,PM,0.6163959203513643
332,0089_402.2,2019,SNT,M07-Jul,5-Friday,PM,0.6163959203513643
333,0089_403.2,2019,SNT,M07-Jul,5-Friday,PM,0.5906210279543882
334,0089_404.3,2019,SNS,M07-Jul,5-Friday,PM,0.5085667635325194
335,0089_405.7,2019,SNT,M07-Jul,5-Friday,PM,0.45309948342834294
336,0089_406.4,2019,SNT,M07-Jul,5-Friday,PM,0.743678997606886
337,0089_406.6,2019,SNT,M07-Jul,5-Friday,PM,0.6934329048154921
338,0089_407.0,2019,SNT,M07-Jul,5-Friday,PM,0.6861656998204624
