SEGID,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0071_006.0,1.0,0.55,1.36,0.95,0.5,1.34,0.78,0.43,1.23
0071_006.6,0.94,0.56,1.18,0.89,0.52,1.16,0.74,0.44,1.07
0071_007.2,0.49,0.35,0.61,0.45,0.32,0.56,0.38,0.28,0.5
0071_007.7,0.83,0.5,1.0,0.77,0.46,0.97,0.64,0.4,0.87
0071_008.2,0.94,0.62,1.14,0.9,0.57,1.12,0.75,0.5,1.0
0071_009.2,0.92,0.68,1.01,0.87,0.63,0.98,0.72,0.54,0.9
0071_009.7,0.91,0.66,0.98,0.83,0.61,0.96,0.69,0.52,0.88
0071_010.2,1.09,0.9,1.24,1.07,0.83,1.21,0.89,0.71,1.12
0071_010.7,0.92,0.67,0.99,0.84,0.62,0.94,0.7,0.54,0.85
0071_011.5,0.98,0.72,0.99,0.95,0.66,0.94,0.79,0.57,0.87
0071_011.7,0.95,0.71,0.99,0.9,0.65,0.94,0.74,0.55,0.87
0071_012.2,0.95,0.72,0.95,0.91,0.67,0.9,0.75,0.57,0.83
0071_012.6,0.94,0.66,0.95,0.89,0.61,0.9,0.74,0.52,0.83
0071_012.7,0.75,0.54,1.0,0.69,0.5,0.95,0.57,0.42,0.88
0071_013.3,1.02,0.6,1.28,0.99,0.55,1.25,0.82,0.47,1.15
0071_014.1,0.98,0.62,1.31,0.95,0.57,1.28,0.79,0.49,1.18
0071_014.6,0.91,0.59,1.19,0.84,0.54,1.16,0.69,0.46,1.07
0071_015.7,0.57,0.4,0.74,0.53,0.37,0.68,0.44,0.32,0.62
0071_016.5,0.75,0.45,0.9,0.69,0.42,0.85,0.57,0.35,0.79
0071_017.4,0.63,0.42,0.77,0.58,0.39,0.71,0.48,0.33,0.65
0071_018.3,0.69,0.45,0.83,0.63,0.41,0.76,0.53,0.36,0.68
0071_019.2,0.59,0.41,0.7,0.54,0.38,0.64,0.45,0.33,0.58
0071_019.6,0.99,0.69,0.98,0.94,0.63,0.93,0.78,0.54,0.86
0071_020.0,0.92,0.62,0.97,0.88,0.57,0.92,0.72,0.49,0.85
0071_020.6,0.93,0.62,1.0,0.89,0.57,0.97,0.73,0.48,0.89
0071_021.2,0.9,0.57,0.93,0.86,0.52,0.88,0.71,0.44,0.81
0071_021.7,0.87,0.54,0.91,0.8,0.49,0.87,0.66,0.42,0.8
0071_021.9,0.83,0.62,0.92,0.77,0.57,0.84,0.63,0.48,0.78
0071_022.2,1.03,0.62,0.89,1.01,0.57,0.82,0.83,0.48,0.76
0071_022.3,0.8,0.58,0.79,0.74,0.54,0.72,0.61,0.46,0.67
0073_015.5,0.09,0.07,0.11,0.08,0.06,0.09,0.06,0.05,0.08
0073_018.5,0.09,0.07,0.11,0.08,0.06,0.09,0.06,0.05,0.08
0073_020.7,0.13,0.11,0.15,0.12,0.1,0.13,0.09,0.09,0.12
0073_022.2,0.13,0.11,0.15,0.11,0.1,0.13,0.09,0.09,0.12
0073_023.2,0.13,0.11,0.15,0.11,0.1,0.13,0.09,0.09,0.12
0073_023.8,0.13,0.11,0.16,0.12,0.1,0.14,0.1,0.09,0.13
0073_024.3,0.13,0.11,0.16,0.12,0.1,0.14,0.1,0.09,0.13
0073_024.6,0.13,0.11,0.16,0.12,0.1,0.14,0.1,0.09,0.13
0073_025.7,0.18,0.15,0.22,0.16,0.13,0.19,0.13,0.11,0.18
0073_026.5,0.18,0.15,0.23,0.16,0.13,0.2,0.13,0.11,0.18
0073_026.7,0.18,0.15,0.23,0.16,0.13,0.2,0.13,0.11,0.18
0073_027.7,0.18,0.15,0.23,0.16,0.13,0.2,0.13,0.11,0.18
0073_027.8,0.18,0.15,0.23,0.16,0.13,0.2,0.13,0.11,0.18
0073_028.5,0.18,0.15,0.23,0.16,0.13,0.2,0.13,0.11,0.18
0073_029.2,0.18,0.15,0.23,0.16,0.13,0.2,0.13,0.11,0.18
0073_029.7,0.21,0.15,0.27,0.18,0.13,0.24,0.15,0.11,0.22
0073_030.2,0.2,0.14,0.26,0.18,0.12,0.23,0.14,0.11,0.21
0073_030.7,0.24,0.17,0.32,0.21,0.15,0.28,0.17,0.13,0.25
0073_031.3,0.25,0.16,0.33,0.22,0.14,0.29,0.18,0.12,0.25
0073_031.8,0.25,0.16,0.32,0.22,0.14,0.29,0.18,0.12,0.25
0073_032.3,0.25,0.16,0.33,0.22,0.14,0.29,0.18,0.12,0.25
0073_033.3,1.11,0.69,1.22,1.06,0.61,1.16,0.88,0.53,1.01
0073_033.9,1.11,0.69,1.21,1.05,0.61,1.15,0.87,0.53,1.0
0073_034.6,1.1,0.69,1.19,1.04,0.61,1.13,0.87,0.53,0.99
0073_035.4,0.79,0.51,0.86,0.69,0.45,0.75,0.57,0.39,0.66
0073_035.7,0.89,0.65,0.94,0.82,0.6,0.89,0.68,0.51,0.82
0073_035.8,0.72,0.72,0.69,0.66,0.66,0.64,0.55,0.56,0.59
0074_000.0,0.72,0.53,0.75,0.66,0.49,0.69,0.55,0.42,0.64
0074_000.1,1.13,0.88,1.15,1.11,0.81,1.13,0.93,0.7,1.01
0074_000.4,1.35,0.98,1.64,1.32,0.93,1.61,1.1,0.81,1.45
0074_001.0,1.0,0.79,1.11,0.97,0.72,1.09,0.81,0.63,0.98
0074_001.6,0.82,0.66,1.0,0.75,0.61,0.97,0.63,0.53,0.87
0074_002.1,0.78,0.66,0.98,0.72,0.6,0.95,0.6,0.52,0.86
0074_002.3,0.74,0.66,0.98,0.68,0.6,0.95,0.56,0.52,0.86
0074_003.1,0.68,0.71,1.08,0.62,0.66,1.06,0.52,0.57,0.95
0074_003.9,0.78,0.68,0.95,0.72,0.62,0.9,0.6,0.54,0.81
0074_004.6,0.88,0.8,1.08,0.77,0.71,1.03,0.64,0.61,0.9
0075_000.0,0.85,0.78,1.21,0.75,0.69,1.15,0.62,0.6,1.01
0075_000.1,0.62,0.52,0.81,0.57,0.48,0.74,0.48,0.42,0.67
0075_000.6,0.62,0.52,0.79,0.57,0.47,0.73,0.47,0.41,0.66
0075_000.9,0.83,0.53,0.84,0.77,0.49,0.78,0.64,0.42,0.7
0077_000.0,0.08,0.06,0.09,0.07,0.05,0.08,0.05,0.05,0.07
0077_000.5,0.08,0.06,0.1,0.07,0.05,0.08,0.06,0.05,0.08
0077_001.0,0.09,0.06,0.1,0.08,0.05,0.09,0.06,0.04,0.08
0077_002.0,0.09,0.06,0.11,0.08,0.05,0.09,0.06,0.04,0.09
0077_002.4,0.17,0.1,0.21,0.15,0.09,0.18,0.13,0.08,0.17
0077_002.9,0.17,0.11,0.21,0.15,0.09,0.18,0.12,0.08,0.17
0077_003.9,0.17,0.11,0.2,0.15,0.09,0.18,0.12,0.08,0.17
0077_004.2,0.17,0.11,0.2,0.15,0.09,0.18,0.12,0.08,0.16
0077_004.4,0.17,0.11,0.2,0.15,0.1,0.18,0.12,0.09,0.16
0077_004.9,0.17,0.11,0.2,0.15,0.1,0.18,0.12,0.09,0.16
0077_005.2,0.17,0.11,0.2,0.15,0.1,0.18,0.12,0.09,0.16
0077_005.4,0.17,0.11,0.2,0.15,0.1,0.18,0.12,0.09,0.16
0077_005.8,0.19,0.14,0.25,0.17,0.12,0.22,0.14,0.1,0.19
0077_006.6,0.23,0.22,0.33,0.21,0.2,0.3,0.18,0.18,0.27
0077_007.1,0.64,0.55,0.71,0.59,0.51,0.65,0.49,0.44,0.58
0077_007.4,0.96,0.8,1.03,0.91,0.73,1.0,0.76,0.64,0.9
0077_007.9,0.95,0.79,1.04,0.9,0.73,1.02,0.75,0.63,0.92
0077_008.5,0.57,0.48,0.68,0.53,0.44,0.63,0.44,0.38,0.56
0079_000.0,0.51,0.22,0.71,0.47,0.21,0.66,0.39,0.18,0.59
0079_000.7,0.68,0.37,0.82,0.62,0.34,0.75,0.52,0.3,0.68
0079_001.9,0.74,0.48,0.93,0.68,0.44,0.88,0.57,0.38,0.79
0079_002.5,0.71,0.58,0.7,0.65,0.53,0.65,0.54,0.46,0.58
0079_002.9,0.44,0.42,0.54,0.41,0.38,0.49,0.34,0.33,0.45
0079_003.0,0.42,0.34,0.4,0.38,0.31,0.37,0.32,0.27,0.34
0079_003.3,0.45,0.39,0.55,0.42,0.36,0.5,0.34,0.31,0.47
0079_003.4,0.45,0.39,0.49,0.41,0.36,0.45,0.34,0.3,0.42
0079_003.6,0.41,0.37,0.48,0.38,0.34,0.44,0.32,0.29,0.41
0079_003.8,0.6,0.55,0.57,0.55,0.51,0.52,0.45,0.43,0.48
0079_003.9,0.62,0.56,0.62,0.57,0.52,0.57,0.47,0.44,0.52
0079_004.3,0.41,0.37,0.5,0.37,0.34,0.46,0.31,0.3,0.41
0079_004.9,0.39,0.36,0.48,0.36,0.33,0.44,0.29,0.28,0.41
0079_005.0,0.38,0.35,0.5,0.35,0.33,0.46,0.29,0.28,0.43
0079_005.1,0.37,0.36,0.55,0.34,0.33,0.51,0.28,0.28,0.47
0080_101.5,0.61,0.27,0.89,0.53,0.24,0.79,0.47,0.2,0.71
0080_104.3,0.63,0.28,0.94,0.55,0.25,0.82,0.49,0.21,0.75
0080_111.3,0.58,0.26,0.87,0.51,0.23,0.77,0.46,0.2,0.69
0080_112.5,0.37,0.17,0.56,0.34,0.15,0.51,0.3,0.13,0.46
0080_113.3,0.4,0.25,0.56,0.36,0.23,0.52,0.32,0.2,0.47
0080_114.3,0.66,0.4,0.77,0.61,0.36,0.71,0.54,0.31,0.64
0080_115.3,0.56,0.45,0.78,0.52,0.41,0.72,0.44,0.37,0.66
0080_117.7,0.63,0.54,0.84,0.58,0.5,0.77,0.49,0.44,0.72
0080_122.4,1.02,0.94,1.29,0.99,0.9,1.26,0.85,0.8,1.17
0080_123.2,0.99,0.84,1.16,0.96,0.77,1.14,0.82,0.69,1.06
0080_124.1,0.97,0.77,1.12,0.93,0.71,1.1,0.79,0.63,1.02
0080_125.1,1.2,0.8,1.39,1.18,0.74,1.36,1.0,0.66,1.26
0080_126.8,0.99,0.64,1.18,0.94,0.59,1.16,0.8,0.53,1.08
0080_127.0,0.68,0.57,0.99,0.62,0.53,0.94,0.53,0.47,0.87
0080_127.8,0.65,0.45,0.87,0.59,0.42,0.8,0.49,0.38,0.73
0080_128.7,0.68,0.43,0.85,0.6,0.38,0.75,0.49,0.34,0.68
0080_130.4,0.68,0.43,0.85,0.6,0.38,0.75,0.49,0.34,0.68
0080_131.9,0.67,0.42,0.83,0.59,0.37,0.73,0.48,0.34,0.67
0080_133.7,0.67,0.42,0.83,0.59,0.37,0.73,0.48,0.34,0.66
0080_136.1,0.67,0.42,0.83,0.59,0.37,0.73,0.48,0.33,0.67
0084_081.0,0.29,0.19,0.39,0.27,0.17,0.36,0.25,0.16,0.34
0084_081.7,0.32,0.23,0.44,0.3,0.21,0.4,0.27,0.19,0.38
0084_084.6,0.32,0.18,0.54,0.28,0.16,0.47,0.26,0.14,0.45
0084_087.8,0.38,0.22,0.45,0.34,0.2,0.39,0.31,0.18,0.37
0085_003.0,0.41,0.25,0.49,0.36,0.22,0.43,0.3,0.19,0.38
0085_003.5,0.4,0.26,0.52,0.36,0.22,0.46,0.3,0.19,0.4
0085_004.5,0.39,0.26,0.55,0.34,0.23,0.48,0.28,0.2,0.42
0085_005.8,0.37,0.25,0.49,0.34,0.23,0.45,0.28,0.2,0.41
0085_006.0,0.53,0.36,0.51,0.49,0.33,0.47,0.41,0.28,0.42
0085_006.6,0.47,0.32,0.5,0.43,0.3,0.46,0.36,0.26,0.42
0085_007.0,0.46,0.31,0.53,0.42,0.29,0.49,0.35,0.25,0.44
0085_007.9,0.33,0.31,0.45,0.3,0.28,0.41,0.25,0.25,0.37
0085_008.1,0.33,0.31,0.45,0.31,0.29,0.41,0.26,0.25,0.37
0085_008.9,0.75,0.59,0.88,0.69,0.54,0.81,0.58,0.47,0.73
0085_010.0,0.75,0.59,0.91,0.69,0.54,0.83,0.58,0.47,0.75
0085_010.3,0.92,0.69,0.95,0.87,0.64,0.9,0.72,0.54,0.83
0085_010.8,0.98,0.67,0.99,0.93,0.62,0.96,0.78,0.54,0.86
0085_011.3,1.02,0.69,1.09,0.95,0.61,1.04,0.79,0.53,0.91
0085_011.9,1.02,0.69,1.09,0.95,0.61,1.04,0.79,0.53,0.91
0085_012.5,0.39,0.26,0.41,0.36,0.24,0.38,0.3,0.21,0.34
0085_013.9,0.44,0.3,0.47,0.4,0.28,0.44,0.34,0.24,0.39
0085_015.5,0.76,0.45,0.8,0.7,0.41,0.74,0.58,0.36,0.67
0085_017.7,0.51,0.27,0.54,0.47,0.25,0.5,0.39,0.22,0.45
0085_018.7,0.38,0.21,0.36,0.35,0.19,0.34,0.29,0.17,0.3
0089_297.1,0.17,0.1,0.17,0.15,0.09,0.15,0.12,0.08,0.14
0089_322.3,0.37,0.31,0.5,0.33,0.27,0.44,0.27,0.24,0.38
0089_324.2,0.2,0.17,0.33,0.18,0.15,0.29,0.15,0.13,0.25
0089_324.7,0.44,0.35,0.68,0.39,0.31,0.6,0.32,0.27,0.52
0089_325.7,0.76,0.57,1.01,0.7,0.52,0.97,0.58,0.45,0.88
0089_326.1,0.73,0.55,0.97,0.67,0.51,0.93,0.56,0.44,0.83
0089_326.5,0.41,0.29,0.55,0.38,0.27,0.5,0.32,0.23,0.45
0089_326.8,0.49,0.31,0.6,0.45,0.28,0.56,0.37,0.25,0.5
0089_327.0,0.53,0.3,0.64,0.49,0.28,0.59,0.41,0.24,0.53
0089_327.7,0.81,0.6,0.9,0.75,0.56,0.86,0.62,0.48,0.77
0089_327.9,0.82,0.59,0.96,0.76,0.54,0.91,0.63,0.47,0.82
0089_328.1,0.81,0.54,0.91,0.74,0.5,0.84,0.61,0.43,0.78
0089_328.5,1.09,0.69,1.26,1.07,0.64,1.23,0.89,0.54,1.13
0089_328.8,1.04,0.6,1.24,1.02,0.56,1.22,0.85,0.48,1.1
0089_329.8,0.91,0.53,0.99,0.84,0.49,0.94,0.7,0.42,0.85
0089_331.1,0.71,0.53,0.98,0.65,0.49,0.95,0.54,0.42,0.85
0089_331.6,0.78,0.55,1.0,0.72,0.51,0.95,0.6,0.44,0.85
0089_331.7,0.93,0.64,1.06,0.89,0.59,1.04,0.74,0.51,0.93
0089_333.1,0.46,0.35,0.56,0.42,0.32,0.52,0.35,0.27,0.48
0089_333.2,0.48,0.34,0.57,0.44,0.31,0.52,0.36,0.27,0.48
0089_333.5,0.51,0.49,0.69,0.47,0.45,0.63,0.39,0.38,0.58
0089_334.1,0.97,0.8,1.18,0.93,0.74,1.16,0.77,0.63,1.07
0089_334.3,0.84,0.84,1.1,0.77,0.77,1.08,0.64,0.66,0.99
0089_334.6,0.56,0.56,0.65,0.51,0.51,0.59,0.43,0.44,0.55
0089_334.9,0.92,0.87,1.0,0.85,0.8,0.95,0.7,0.69,0.87
0089_335.0,0.95,0.85,0.98,0.9,0.78,0.93,0.75,0.66,0.86
0089_335.3,0.95,0.82,1.0,0.91,0.75,0.97,0.75,0.64,0.9
0089_335.6,0.99,0.87,1.04,0.94,0.8,1.01,0.78,0.68,0.94
0089_336.0,0.9,0.83,1.05,0.86,0.77,1.03,0.71,0.65,0.95
0089_336.5,0.9,0.83,1.05,0.86,0.77,1.03,0.71,0.65,0.95
0089_336.7,0.91,0.83,1.03,0.84,0.77,1.01,0.7,0.65,0.93
0089_337.2,0.87,0.84,1.02,0.8,0.77,0.99,0.66,0.65,0.91
0089_337.5,0.88,0.84,1.03,0.81,0.78,1.0,0.67,0.66,0.92
0089_337.9,0.94,0.78,1.03,0.89,0.72,1.01,0.74,0.61,0.93
0089_338.0,0.93,0.79,1.01,0.89,0.73,0.98,0.73,0.62,0.9
0089_338.5,1.09,0.94,1.16,1.07,0.9,1.13,0.88,0.76,1.04
0089_339.1,1.1,0.92,1.21,1.08,0.88,1.19,0.89,0.75,1.1
0089_339.6,1.15,0.86,1.22,1.13,0.8,1.2,0.93,0.68,1.11
0089_340.2,1.09,0.88,1.15,1.07,0.81,1.13,0.89,0.69,1.04
0089_340.7,1.0,0.77,1.14,0.97,0.71,1.12,0.81,0.6,1.03
0089_341.3,1.02,0.76,1.16,0.99,0.7,1.13,0.82,0.59,1.04
0089_341.8,1.01,0.71,1.28,0.98,0.65,1.25,0.81,0.56,1.16
0089_342.4,0.93,0.62,1.19,0.88,0.57,1.17,0.73,0.49,1.08
0089_343.3,0.7,0.49,0.96,0.64,0.45,0.91,0.54,0.39,0.82
0089_344.0,0.8,0.52,0.98,0.74,0.48,0.95,0.61,0.41,0.88
0089_344.3,0.8,0.53,0.98,0.74,0.49,0.93,0.61,0.41,0.86
0089_344.6,0.76,0.49,1.05,0.7,0.45,1.03,0.58,0.39,0.95
0089_344.7,0.66,0.37,0.85,0.61,0.34,0.79,0.5,0.29,0.72
0089_345.0,0.69,0.51,1.1,0.64,0.47,1.07,0.53,0.4,0.99
0089_345.4,0.87,0.55,1.05,0.8,0.51,1.03,0.66,0.43,0.95
0089_345.9,0.83,0.56,0.99,0.77,0.52,0.96,0.63,0.44,0.88
0089_346.5,0.79,0.63,1.05,0.73,0.58,1.03,0.6,0.5,0.95
0089_347.4,1.02,0.8,1.13,1.0,0.74,1.1,0.83,0.63,1.02
0089_348.0,0.74,0.65,0.84,0.68,0.59,0.77,0.56,0.51,0.71
0089_348.3,0.74,0.65,0.83,0.68,0.6,0.76,0.56,0.51,0.7
0089_348.5,0.7,0.61,0.83,0.64,0.56,0.77,0.53,0.49,0.69
0089_348.8,0.74,0.84,1.35,0.68,0.78,1.32,0.57,0.66,1.22
0089_349.3,0.66,0.69,1.11,0.61,0.63,1.09,0.5,0.54,1.0
0089_349.8,0.75,0.71,0.96,0.69,0.65,0.91,0.57,0.55,0.84
0089_350.1,0.56,0.3,0.95,0.52,0.28,0.91,0.43,0.24,0.84
0089_350.9,0.6,0.29,0.9,0.55,0.26,0.85,0.46,0.23,0.77
0089_351.4,0.53,0.28,0.78,0.49,0.26,0.72,0.41,0.23,0.65
0089_351.8,0.43,0.26,0.84,0.4,0.24,0.77,0.33,0.21,0.69
0089_352.0,0.56,0.34,0.92,0.51,0.32,0.88,0.43,0.27,0.79
0089_352.2,0.53,0.34,0.9,0.48,0.31,0.83,0.4,0.27,0.75
0089_362.5,0.52,0.32,1.23,0.48,0.29,1.2,0.4,0.25,1.11
0089_363.3,0.5,0.31,1.14,0.46,0.28,1.11,0.38,0.24,1.03
0089_363.8,0.92,0.41,1.1,0.85,0.38,1.08,0.7,0.32,0.99
0089_364.3,0.93,0.39,1.21,0.89,0.36,1.19,0.73,0.31,1.09
0089_364.8,0.93,0.53,1.2,0.88,0.48,1.17,0.73,0.41,1.08
0089_365.5,0.92,0.55,1.15,0.84,0.5,1.13,0.7,0.43,1.04
0089_366.3,0.65,0.39,0.79,0.6,0.36,0.72,0.49,0.31,0.67
0089_366.8,0.64,0.5,0.72,0.59,0.46,0.66,0.49,0.39,0.61
0089_367.2,0.97,0.73,0.99,0.92,0.67,0.94,0.76,0.57,0.87
0089_368.0,0.67,0.47,0.74,0.62,0.43,0.68,0.51,0.37,0.63
0089_368.4,0.94,0.67,0.97,0.89,0.62,0.92,0.74,0.53,0.85
0089_369.0,0.8,0.49,0.93,0.74,0.45,0.89,0.61,0.39,0.82
0089_369.8,0.88,0.66,1.01,0.81,0.61,0.98,0.67,0.52,0.9
0089_369.9,0.91,0.66,1.08,0.84,0.61,1.05,0.7,0.52,0.97
0089_370.6,0.86,0.64,1.25,0.79,0.59,1.22,0.65,0.5,1.13
0089_371.0,0.85,0.63,1.38,0.78,0.58,1.36,0.65,0.49,1.25
0089_371.5,0.76,0.51,1.04,0.7,0.47,1.02,0.58,0.4,0.94
0089_372.0,0.94,0.66,1.11,0.9,0.61,1.09,0.74,0.52,1.0
0089_372.2,0.89,0.59,1.02,0.82,0.54,0.99,0.68,0.46,0.91
0089_372.6,0.89,0.59,1.06,0.82,0.54,1.04,0.68,0.46,0.96
0089_372.7,0.89,0.53,1.03,0.82,0.49,1.01,0.68,0.42,0.93
0089_373.6,0.81,0.5,0.91,0.75,0.46,0.84,0.62,0.39,0.77
0089_374.5,0.65,0.48,0.82,0.6,0.44,0.75,0.49,0.38,0.7
0089_375.3,0.79,0.67,0.95,0.72,0.61,0.91,0.6,0.52,0.83
0089_375.7,0.88,0.57,0.88,0.81,0.53,0.81,0.67,0.45,0.75
0089_376.2,0.68,0.54,0.69,0.63,0.49,0.63,0.52,0.42,0.58
0089_376.8,0.67,0.51,0.73,0.62,0.47,0.67,0.51,0.4,0.62
0089_377.3,0.57,0.45,0.61,0.52,0.41,0.56,0.43,0.35,0.51
0089_377.9,0.92,0.67,0.87,0.85,0.61,0.8,0.7,0.52,0.74
0089_378.0,0.9,0.83,0.85,0.83,0.76,0.78,0.68,0.65,0.72
0089_378.3,0.93,0.78,0.81,0.88,0.71,0.74,0.73,0.61,0.69
0089_378.5,0.76,0.7,0.87,0.7,0.64,0.8,0.58,0.55,0.74
0089_378.6,0.97,0.71,1.04,0.92,0.66,1.02,0.76,0.56,0.94
0089_378.8,0.91,0.7,0.94,0.84,0.64,0.9,0.69,0.55,0.83
0089_378.9,0.8,0.7,0.89,0.74,0.65,0.82,0.61,0.55,0.76
0089_379.1,0.71,0.65,0.81,0.65,0.59,0.75,0.54,0.51,0.69
0089_379.2,0.32,0.27,0.63,0.3,0.25,0.58,0.25,0.21,0.54
0089_379.4,0.36,0.27,0.63,0.33,0.25,0.58,0.27,0.21,0.53
0089_379.5,0.54,0.27,0.66,0.5,0.25,0.61,0.41,0.21,0.56
0089_379.8,0.8,0.22,0.89,0.73,0.21,0.82,0.61,0.18,0.75
0089_380.0,0.96,0.32,0.99,0.91,0.3,0.94,0.76,0.25,0.86
0089_380.3,1.01,0.32,1.02,0.98,0.29,0.99,0.81,0.25,0.92
0089_380.7,0.75,0.05,0.94,0.69,0.05,0.89,0.57,0.04,0.82
0089_381.0,0.7,0.11,0.79,0.64,0.1,0.72,0.53,0.09,0.67
0089_381.3,0.6,0.12,0.7,0.56,0.11,0.65,0.46,0.09,0.6
0089_381.6,0.8,0.35,0.89,0.7,0.31,0.78,0.58,0.27,0.69
0089_383.5,0.91,0.48,0.98,0.86,0.44,0.93,0.72,0.38,0.84
0089_384.9,1.06,0.58,1.14,1.04,0.53,1.12,0.87,0.46,1.01
0089_385.0,1.36,0.53,1.44,1.33,0.49,1.41,1.11,0.43,1.27
0089_385.2,0.68,0.25,0.76,0.62,0.23,0.7,0.52,0.2,0.63
0089_385.7,0.57,0.27,0.69,0.52,0.25,0.64,0.44,0.22,0.57
0089_386.3,0.92,0.41,1.0,0.87,0.38,0.97,0.72,0.32,0.9
0089_386.8,0.48,0.42,0.64,0.45,0.39,0.58,0.37,0.33,0.54
0089_387.2,0.49,0.43,0.75,0.46,0.39,0.69,0.38,0.33,0.64
0089_387.6,0.38,0.42,0.62,0.35,0.39,0.57,0.29,0.33,0.53
0089_387.8,0.39,0.43,0.63,0.36,0.4,0.58,0.29,0.34,0.53
0089_388.4,0.54,0.46,0.75,0.5,0.42,0.69,0.41,0.36,0.63
0089_389.1,0.75,0.56,0.84,0.69,0.51,0.78,0.57,0.44,0.72
0089_396.1,0.65,0.39,0.65,0.6,0.35,0.6,0.51,0.28,0.54
0089_396.8,0.9,0.54,0.74,0.83,0.5,0.68,0.7,0.39,0.61
0089_397.6,0.89,0.63,0.84,0.82,0.58,0.77,0.7,0.45,0.7
0089_398.7,1.27,0.85,1.17,1.24,0.78,1.15,1.04,0.67,1.03
0089_399.7,1.27,0.85,1.25,1.24,0.78,1.22,1.04,0.68,1.1
0089_400.5,1.22,0.84,1.25,1.19,0.77,1.22,1.0,0.67,1.1
0089_400.9,1.27,0.87,1.36,1.21,0.76,1.29,1.0,0.66,1.13
0089_401.4,1.17,0.84,1.26,1.11,0.74,1.19,0.92,0.64,1.04
0089_402.2,1.17,0.84,1.24,1.15,0.77,1.21,0.96,0.67,1.09
0089_403.2,1.03,0.77,1.12,1.0,0.71,1.09,0.83,0.61,0.98
0089_404.3,0.75,0.66,1.06,0.66,0.58,0.98,0.56,0.45,0.89
0089_405.7,0.9,0.76,1.14,0.79,0.67,1.08,0.67,0.52,0.97
0089_406.4,1.26,1.01,1.43,1.2,0.92,1.35,0.99,0.79,1.18
0089_406.6,1.19,0.99,1.34,1.13,0.9,1.28,0.94,0.78,1.11
0089_407.0,1.18,0.94,1.2,1.16,0.89,1.18,0.96,0.77,1.06
0089_408.1,1.13,0.81,1.1,1.11,0.75,1.08,0.92,0.65,0.97
0089_408.4,0.66,0.64,0.75,0.6,0.59,0.69,0.5,0.51,0.62
0089_409.3,0.68,0.66,0.8,0.62,0.61,0.74,0.52,0.53,0.66
0089_409.6,0.68,0.65,0.81,0.63,0.6,0.75,0.52,0.52,0.67
0089_410.0,0.67,0.64,0.82,0.62,0.59,0.75,0.52,0.51,0.68
0089_410.2,0.64,0.6,0.96,0.59,0.55,0.91,0.49,0.48,0.82
0089_410.5,0.74,0.64,1.05,0.68,0.59,1.03,0.57,0.51,0.92
0089_410.7,0.82,0.63,1.12,0.75,0.58,1.09,0.63,0.5,0.98
0089_411.1,0.86,0.69,1.14,0.79,0.63,1.12,0.66,0.54,1.03
0089_411.3,0.89,0.68,1.13,0.82,0.62,1.1,0.68,0.53,1.02
0089_411.7,0.76,0.7,1.2,0.7,0.64,1.17,0.58,0.55,1.08
0089_412.2,0.68,0.6,1.08,0.63,0.55,1.06,0.52,0.47,0.98
0089_412.4,0.62,0.65,1.05,0.57,0.6,1.03,0.47,0.51,0.95
0089_412.9,0.98,0.97,1.27,0.95,0.92,1.25,0.79,0.79,1.15
0089_413.1,0.74,0.67,0.95,0.68,0.62,0.9,0.57,0.52,0.83
0089_413.3,0.74,0.69,1.06,0.68,0.64,1.04,0.56,0.54,0.96
0089_413.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0089_413.9,0.42,0.31,0.48,0.38,0.28,0.44,0.32,0.24,0.41
0089_414.2,0.45,0.31,0.49,0.41,0.28,0.45,0.34,0.24,0.41
0089_414.4,0.31,0.34,0.63,0.29,0.31,0.58,0.24,0.27,0.53
0089_414.5,0.85,0.57,0.91,0.78,0.53,0.86,0.65,0.46,0.77
0089_414.9,0.87,0.58,0.91,0.8,0.53,0.87,0.66,0.45,0.8
0089_415.4,0.87,0.56,0.97,0.8,0.51,0.92,0.66,0.44,0.85
0089_415.9,0.88,0.55,0.99,0.81,0.51,0.94,0.67,0.43,0.87
0089_416.5,0.28,0.23,0.37,0.26,0.21,0.34,0.21,0.19,0.3
0089_417.0,0.41,0.31,0.51,0.37,0.29,0.47,0.31,0.25,0.42
0089_417.4,0.46,0.34,0.55,0.43,0.31,0.5,0.35,0.27,0.45
0089_417.9,0.44,0.34,0.53,0.4,0.31,0.49,0.34,0.27,0.44
0089_418.2,0.48,0.34,0.56,0.44,0.31,0.52,0.36,0.27,0.46
0089_418.6,0.46,0.34,0.54,0.42,0.31,0.5,0.35,0.27,0.45
0089_419.3,0.39,0.34,0.54,0.36,0.31,0.5,0.3,0.27,0.45
0089_420.1,0.4,0.34,0.6,0.36,0.31,0.56,0.3,0.27,0.5
0089_420.3,0.2,0.16,0.29,0.18,0.15,0.26,0.15,0.13,0.24
0089_421.7,0.19,0.17,0.33,0.17,0.15,0.29,0.14,0.13,0.26
0089_422.5,0.33,0.22,0.45,0.29,0.2,0.39,0.24,0.17,0.34
0089_422.7,0.28,0.19,0.35,0.25,0.16,0.31,0.2,0.14,0.29
0089_423.4,0.26,0.22,0.32,0.23,0.19,0.29,0.19,0.17,0.27
