SEGID,PERIOD,SEASONGROUP,DOWGROUP,HRPCTOF,VCGroupCode,numRecords,CAP1HLSum,PrdPCEFlowSum,PkHrPCEFlowSum,Pk15PCEFlowSum,PrdVCMax,PkHrVCMax,Pk15VCMax
0006_141.0,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,124,152,173,0.07,0.09,0.1
0006_141.0,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,100,117,133,0.05,0.06,0.07
0006_141.0,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,153,170,193,0.07,0.08,0.09
0006_146.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,124,153,174,0.08,0.1,0.11
0006_146.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,100,116,132,0.05,0.06,0.07
0006_146.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,153,169,192,0.07,0.08,0.09
0006_149.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,169,206,234,0.11,0.13,0.15
0006_149.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,140,160,181,0.07,0.08,0.1
0006_149.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,333,358,407,0.17,0.18,0.2
0006_150.6,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,168,204,233,0.11,0.13,0.15
0006_150.6,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,143,162,185,0.08,0.09,0.1
0006_150.6,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,325,350,398,0.16,0.18,0.2
0006_152.6,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1966,176,214,244,0.12,0.15,0.17
0006_152.6,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1966,151,172,195,0.08,0.1,0.11
0006_152.6,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1966,299,322,367,0.16,0.17,0.19
0006_152.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2022,294,358,407,0.18,0.22,0.25
0006_152.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2022,260,294,335,0.14,0.16,0.18
