SEGID,PERIOD,SEASONGROUP,DOWGROUP,HRPCTOF,VCGroupCode,numRecords,CAP1HLSum,PrdPCEFlowSum,PkHrPCEFlowSum,Pk15PCEFlowSum,PrdVCMax,PkHrVCMax,Pk15VCMax
0006_141.0,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,147,180,205,0.08,0.1,0.12
0006_141.0,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,110,130,147,0.06,0.07,0.08
0006_141.0,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,183,203,231,0.09,0.1,0.11
0006_146.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,147,182,206,0.1,0.12,0.13
0006_146.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,110,129,147,0.06,0.07,0.08
0006_146.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,183,204,231,0.09,0.1,0.11
0006_149.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,256,312,354,0.19,0.23,0.26
0006_149.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,168,191,217,0.09,0.1,0.11
0006_149.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,429,462,524,0.22,0.23,0.26
0006_150.6,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2130,258,313,357,0.19,0.23,0.26
0006_150.6,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2130,176,199,227,0.09,0.1,0.12
0006_150.6,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2130,431,465,528,0.22,0.23,0.27
0006_152.6,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1966,256,312,354,0.2,0.24,0.27
0006_152.6,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1966,183,208,237,0.1,0.11,0.13
0006_152.6,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1966,409,440,500,0.23,0.25,0.28
0006_152.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2022,387,472,536,0.26,0.32,0.36
0006_152.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2022,304,345,392,0.16,0.18,0.2
0006_152.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2022,593,638,725,0.31,0.34,0.39
0006_155.8,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2032,442,533,606,0.3,0.36,0.41
0006_155.8,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2032,346,399,454,0.18,0.21,0.23
0006_155.8,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2032,675,773,879,0.36,0.41,0.47
0006_155.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2032,557,673,764,0.37,0.45,0.51
0006_155.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2032,432,498,566,0.22,0.26,0.29
0006_155.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2032,754,864,981,0.39,0.44,0.5
0006_157.3,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2032,644,777,883,0.39,0.46,0.53
0006_157.3,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2032,540,622,707,0.28,0.32,0.36
0006_157.3,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2032,889,1018,1157,0.44,0.51,0.58
0006_157.6,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,2032,683,825,938,0.42,0.5,0.57
0006_157.6,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,2032,583,671,762,0.3,0.34,0.39
0006_157.6,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,2032,950,1089,1238,0.48,0.55,0.62
0006_158.5,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1996,941,1136,1290,0.48,0.58,0.66
0006_158.5,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1996,840,968,1100,0.42,0.49,0.55
0006_158.5,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1996,1294,1483,1685,0.65,0.75,0.85
0006_158.9,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1920,1009,1210,1315,0.54,0.65,0.7
0006_158.9,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1920,872,1005,1093,0.46,0.53,0.57
0006_158.9,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1920,1350,1501,1632,0.73,0.81,0.88
0006_159.3,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1858,1135,1362,1481,0.32,0.38,0.42
0006_159.3,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1858,1000,1153,1252,0.27,0.31,0.34
0006_159.3,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1858,1545,1718,1868,0.43,0.48,0.52
0006_159.6,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1858,1127,1352,1470,0.34,0.41,0.45
0006_159.6,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1858,1050,1209,1315,0.29,0.33,0.36
0006_159.6,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1858,1544,1718,1868,0.43,0.48,0.52
0006_159.8,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1858,1557,1868,2030,0.42,0.5,0.55
0006_159.8,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1858,1388,1599,1739,0.38,0.44,0.48
0006_159.8,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1858,1985,2208,2399,0.54,0.6,0.65
0006_160.3,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1858,2181,2616,2844,0.61,0.73,0.79
0006_160.3,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1858,1983,2287,2485,0.54,0.62,0.67
0006_160.3,PM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkPM,2,1858,2846,3165,3385,0.78,0.87,0.92
0006_173.4,AM,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkAM,2,1838,4131,4993,5219,0.95,1.14,1.17
0006_173.4,MD,S00-Ann,1-Weekday (Tu-Th),Prd,AnnWkMD,2,1838,3628,4258,4628,0.72,0.84,0.91
