,SEGID,DYVolScenario,DYVolBase,DYVolAdj
0,0006_146.9,1836.0,1849.0,-13.0
1,0006_149.9,3829.5,3869.7,-40.19999999999982
2,0006_150.6,4157.8,4179.5,-21.699999999999818
3,0006_152.6,5160.2,5144.7,15.5
4,0006_152.9,6882.0,6794.4,87.60000000000036
5,0006_155.9,3020.1,3022.0,-1.900000000000091
6,0006_157.3,5889.1,5762.8,126.30000000000018
7,0006_157.6,7157.5,7030.1,127.39999999999964
8,0006_158.5,6709.1,6532.5,176.60000000000036
9,0006_159.6,15446.8,14862.1,584.6999999999989
10,0006_159.8,15890.0,15208.7,681.2999999999993
11,0006_160.3,23132.9,22168.0,964.9000000000015
12,0006_173.4,105039.7,97454.0,7585.699999999997
13,0006_173.7,83245.0,77776.6,5468.399999999994
14,0006_174.0,71447.0,67145.5,4301.5
15,0006_174.4,69484.3,65343.3,4141.0
16,0006_174.9,58966.2,55518.5,3447.699999999997
17,0006_175.6,38238.2,36511.3,1726.8999999999942
18,0006_176.1,25455.4,24532.7,922.7000000000007
19,0006_177.0,27482.3,26742.7,739.5999999999985
20,0006_177.2,27482.3,26742.7,739.5999999999985
21,0006_177.5,22831.3,22453.2,378.09999999999854
22,0006_177.9,16959.5,16940.3,19.200000000000728
23,0013_000.0,13658.7,13139.6,519.1000000000004
24,0013_000.6,15789.6,15306.5,483.10000000000036
25,0013_001.3,20705.4,20272.2,433.2000000000007
26,0013_001.6,17493.4,16976.3,517.1000000000022
27,0013_001.8,14323.5,13973.1,350.39999999999964
28,0013_002.5,12068.9,11855.9,213.0
29,0013_002.9,7431.1,7330.3,100.80000000000018
30,0013_003.3,10364.3,10222.4,141.89999999999964
31,0013_004.9,12154.5,11843.0,311.5
32,0013_005.6,14140.8,14015.0,125.79999999999927
33,0015_241.6,44982.0,45028.0,-46.0
34,0015_242.4,53661.5,52782.5,879.0
35,0015_244.8,75347.8,72952.1,2395.699999999997
36,0015_246.9,99184.9,95176.1,4008.7999999999884
37,0015_248.8,116924.6,111585.4,5339.200000000012
38,0015_250.3,55159.0,52711.2,2447.800000000003
39,0015_250.9,111243.4,106184.0,5059.399999999994
40,0015_251.6,166426.7,158454.2,7972.5
41,0015_252.5,107239.6,103019.2,4220.400000000009
42,0015_253.6,113868.6,108696.8,5171.800000000003
43,0015_255.9,136286.2,129258.1,7028.100000000006
44,0015_257.3,137973.7,130665.5,7308.200000000012
45,0015_257.6,215288.3,202151.6,13136.699999999983
46,0015_258.8,224171.3,208506.1,15665.199999999983
47,0015_260.0,237880.7,219406.9,18473.800000000017
48,0015_261.8,257568.3,237723.2,19845.099999999977
49,0015_263.4,209619.0,192401.8,17217.20000000001
50,0015_264.2,209619.0,192401.8,17217.20000000001
51,0015_265.6,219141.5,202321.6,16819.899999999994
52,0015_266.5,232554.1,212764.6,19789.5
53,0015_267.9,232554.1,212764.6,19789.5
54,0015_269.0,268878.1,249171.3,19706.79999999999
55,0015_269.6,268878.1,249171.3,19706.79999999999
56,0015_270.6,297632.5,272975.5,24657.0
57,0015_271.6,315218.0,286957.3,28260.70000000001
58,0015_272.7,326238.6,290461.5,35777.09999999998
59,0015_274.7,317869.5,284400.0,33469.5
60,0015_275.3,342072.9,307704.4,34368.5
61,0015_276.4,337591.0,299925.4,37665.59999999998
62,0015_278.5,313182.6,280751.8,32430.79999999999
63,0015_279.6,319142.0,284562.7,34579.29999999999
64,0015_282.2,321546.4,287131.7,34414.70000000001
65,0015_283.3,335935.5,299479.7,36455.79999999999
66,0015_283.9,397131.8,356053.6,41078.20000000001
67,0015_285.1,395351.8,353564.0,41787.79999999999
68,0015_285.8,370326.6,327545.2,42781.399999999965
69,0015_286.8,370325.1,327547.0,42778.09999999998
70,0015_288.2,358165.5,322208.8,35956.70000000001
71,0015_289.8,396153.8,360471.9,35681.899999999965
72,0015_291.4,401025.0,366021.1,35003.90000000002
73,0015_292.6,392880.5,358536.2,34344.29999999999
74,0015_293.0,368049.7,335476.2,32573.5
75,0015_293.6,384978.1,350940.1,34038.0
76,0015_295.6,449965.3,404551.9,45413.399999999965
77,0015_297.9,447206.8,407764.9,39441.899999999965
78,0015_299.0,368484.4,337433.4,31051.0
79,0015_300.3,362704.2,331073.8,31630.400000000023
80,0015_301.7,356692.8,325760.2,30932.599999999977
81,0015_302.5,356692.8,325760.2,30932.599999999977
82,0015_303.4,349686.1,319706.2,29979.899999999965
83,0015_304.7,305506.0,276963.6,28542.400000000023
84,0015_305.2,404618.2,373437.7,31180.5
85,0015_305.9,372829.2,340513.4,32315.79999999999
86,0015_306.3,302041.2,270665.7,31375.5
87,0015_307.2,303516.1,276143.7,27372.399999999965
88,0015_307.5,271630.3,248773.0,22857.29999999999
89,0015_307.6,349320.3,323777.9,25542.399999999965
90,0015_307.8,259264.6,230172.6,29092.0
91,0015_308.4,259410.1,230337.2,29072.899999999994
92,0015_309.3,265261.4,234705.9,30555.50000000003
93,0015_310.2,270164.0,238965.6,31198.399999999994
94,0015_311.4,259338.2,228431.5,30906.70000000001
95,0015_311.8,249786.2,219531.0,30255.20000000001
96,0015_313.7,271381.7,240092.3,31289.400000000023
97,0015_315.3,257521.4,227751.2,29770.199999999983
98,0015_316.9,246756.3,219085.7,27670.599999999977
99,0015_317.6,223356.3,197906.8,25449.5
100,0015_318.3,245571.3,217817.9,27753.399999999994
101,0015_319.5,234847.4,207233.2,27614.199999999983
102,0015_321.0,211781.9,188184.4,23597.5
103,0015_322.0,187719.3,166176.7,21542.599999999977
