SEGID,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0071_006.0,0.74,0.36,1.3,0.68,0.33,1.27,0.56,0.28,1.17
0071_006.6,0.69,0.37,1.09,0.64,0.34,1.07,0.53,0.29,0.99
0071_007.2,0.53,0.38,0.77,0.49,0.35,0.71,0.41,0.31,0.64
0071_007.7,0.8,0.52,1.11,0.74,0.48,1.09,0.62,0.42,0.98
0071_008.2,1.03,0.6,1.59,1.01,0.55,1.56,0.84,0.47,1.44
0071_009.2,0.98,0.64,1.25,0.95,0.59,1.22,0.79,0.5,1.13
0071_009.7,0.78,0.56,1.02,0.72,0.51,0.99,0.59,0.44,0.91
0071_010.2,0.92,0.71,1.23,0.87,0.65,1.21,0.72,0.56,1.11
0071_010.7,0.71,0.48,0.92,0.66,0.44,0.88,0.54,0.38,0.81
0071_011.5,0.77,0.49,0.96,0.71,0.45,0.91,0.58,0.38,0.84
0071_011.7,0.75,0.5,0.96,0.69,0.46,0.91,0.57,0.39,0.84
0071_012.2,0.81,0.52,0.95,0.74,0.48,0.9,0.62,0.41,0.83
0071_012.6,0.72,0.5,0.87,0.66,0.46,0.8,0.55,0.39,0.74
0071_012.7,0.87,0.62,1.13,0.8,0.57,1.1,0.66,0.49,1.02
0071_013.3,1.15,0.65,1.46,1.13,0.59,1.43,0.93,0.51,1.32
0071_014.1,1.09,0.67,1.51,1.07,0.61,1.48,0.89,0.52,1.36
0071_014.6,0.99,0.62,1.35,0.96,0.57,1.32,0.79,0.48,1.22
0071_015.7,0.64,0.42,0.82,0.58,0.39,0.75,0.48,0.33,0.69
0071_016.5,0.81,0.44,0.99,0.75,0.4,0.94,0.62,0.34,0.87
0071_017.4,0.69,0.43,0.83,0.63,0.39,0.77,0.52,0.34,0.71
0071_018.3,0.76,0.47,0.92,0.7,0.43,0.84,0.58,0.38,0.76
0071_019.2,0.66,0.44,0.77,0.61,0.41,0.71,0.5,0.35,0.65
0071_019.6,0.99,0.71,0.98,0.96,0.65,0.95,0.8,0.56,0.88
0071_020.0,0.96,0.69,1.02,0.91,0.63,0.99,0.75,0.54,0.91
0071_020.6,0.95,0.67,1.05,0.91,0.62,1.03,0.75,0.53,0.95
0071_021.2,0.94,0.64,1.01,0.89,0.59,0.98,0.74,0.5,0.9
0071_021.7,0.89,0.62,0.99,0.82,0.57,0.96,0.68,0.48,0.89
0071_021.9,0.96,0.71,0.98,0.91,0.66,0.93,0.75,0.56,0.86
0071_022.2,1.17,0.84,0.97,1.15,0.77,0.92,0.95,0.66,0.85
0071_022.3,0.96,0.59,0.95,0.91,0.54,0.9,0.75,0.46,0.83
0073_015.5,0.1,0.08,0.13,0.09,0.07,0.11,0.07,0.06,0.11
0073_018.5,0.1,0.08,0.13,0.09,0.07,0.11,0.07,0.06,0.11
0073_020.7,0.19,0.16,0.24,0.17,0.14,0.21,0.14,0.13,0.2
0073_022.2,0.35,0.34,0.5,0.31,0.3,0.44,0.26,0.26,0.38
0073_023.2,0.4,0.32,0.49,0.36,0.28,0.43,0.29,0.25,0.4
0073_023.8,0.44,0.37,0.55,0.39,0.33,0.48,0.32,0.29,0.45
0073_024.3,0.44,0.37,0.55,0.39,0.33,0.48,0.32,0.29,0.45
0073_024.6,0.42,0.35,0.52,0.37,0.31,0.46,0.3,0.27,0.43
0073_025.7,0.47,0.39,0.58,0.41,0.34,0.51,0.34,0.3,0.47
0073_026.5,0.45,0.37,0.56,0.4,0.33,0.49,0.33,0.29,0.45
0073_026.7,0.45,0.37,0.56,0.4,0.33,0.49,0.33,0.29,0.45
0073_027.7,0.45,0.37,0.56,0.4,0.33,0.49,0.33,0.29,0.45
0073_027.8,0.45,0.37,0.56,0.4,0.32,0.49,0.33,0.29,0.46
0073_028.5,0.47,0.39,0.58,0.41,0.34,0.51,0.34,0.3,0.48
0073_029.2,0.47,0.39,0.58,0.41,0.34,0.51,0.34,0.3,0.48
0073_029.7,0.55,0.41,0.73,0.48,0.36,0.64,0.4,0.32,0.59
0073_030.2,0.61,0.49,0.9,0.54,0.43,0.79,0.45,0.38,0.69
0073_030.7,0.89,0.58,1.08,0.78,0.51,1.0,0.65,0.45,0.87
0073_031.3,0.99,0.66,1.11,0.9,0.58,1.05,0.75,0.51,0.92
0073_031.8,1.04,0.71,1.18,0.97,0.62,1.12,0.8,0.54,0.98
0073_032.3,0.9,0.6,0.98,0.85,0.55,0.95,0.71,0.48,0.86
0073_033.3,0.61,0.43,0.71,0.56,0.4,0.66,0.48,0.31,0.59
0073_033.9,0.6,0.43,0.72,0.55,0.39,0.66,0.47,0.31,0.6
0073_034.6,0.58,0.41,0.69,0.53,0.38,0.63,0.45,0.32,0.57
0073_035.4,0.58,0.58,0.88,0.53,0.54,0.81,0.44,0.46,0.73
0073_035.7,0.79,0.79,0.89,0.73,0.73,0.82,0.6,0.62,0.75
0073_035.8,0.53,0.66,0.64,0.48,0.6,0.59,0.4,0.51,0.55
0074_000.0,0.83,0.58,0.82,0.76,0.53,0.75,0.63,0.46,0.69
0074_000.1,1.2,0.94,1.09,1.17,0.89,1.07,0.98,0.78,0.96
0074_000.4,1.31,1.0,1.38,1.28,0.97,1.35,1.07,0.84,1.21
0074_001.0,1.07,0.91,1.1,1.04,0.84,1.07,0.87,0.73,0.97
0074_001.6,1.06,0.95,1.08,1.04,0.9,1.05,0.87,0.78,0.95
0074_002.1,1.05,0.96,1.22,1.03,0.92,1.19,0.86,0.8,1.07
0074_002.3,0.82,0.75,1.01,0.75,0.69,0.98,0.63,0.6,0.88
0074_003.1,0.71,0.75,1.01,0.65,0.69,0.98,0.54,0.6,0.88
0074_003.9,0.7,0.59,0.97,0.65,0.54,0.93,0.54,0.47,0.83
0074_004.6,0.78,0.68,1.06,0.72,0.63,1.04,0.6,0.54,0.94
0075_000.0,1.03,0.96,1.15,0.95,0.87,1.09,0.79,0.76,0.95
0075_000.1,0.78,0.7,0.9,0.72,0.64,0.83,0.6,0.56,0.75
0075_000.6,0.82,0.71,0.92,0.75,0.66,0.85,0.63,0.57,0.76
0075_000.9,0.84,0.62,0.9,0.77,0.57,0.83,0.65,0.49,0.74
0077_000.0,0.03,0.03,0.1,0.03,0.03,0.08,0.02,0.02,0.08
0077_000.5,0.04,0.03,0.1,0.03,0.03,0.09,0.03,0.02,0.08
0077_001.0,0.05,0.03,0.11,0.05,0.02,0.1,0.04,0.02,0.09
0077_002.0,0.05,0.02,0.1,0.05,0.02,0.09,0.04,0.02,0.08
0077_002.4,0.1,0.04,0.19,0.08,0.04,0.17,0.07,0.03,0.16
0077_002.9,0.1,0.05,0.19,0.09,0.04,0.17,0.07,0.04,0.16
0077_003.9,0.1,0.05,0.2,0.09,0.05,0.17,0.07,0.04,0.16
0077_004.2,0.1,0.05,0.19,0.09,0.05,0.17,0.07,0.04,0.16
0077_004.4,0.08,0.05,0.16,0.07,0.04,0.14,0.06,0.04,0.13
0077_004.9,0.17,0.1,0.33,0.15,0.09,0.29,0.13,0.07,0.25
0077_005.2,0.16,0.1,0.31,0.14,0.08,0.27,0.12,0.07,0.24
0077_005.4,0.17,0.13,0.33,0.15,0.11,0.29,0.12,0.1,0.25
0077_005.8,0.23,0.21,0.42,0.21,0.2,0.38,0.18,0.17,0.34
0077_006.6,0.34,0.32,0.45,0.31,0.29,0.42,0.26,0.25,0.37
0077_007.1,0.63,0.63,0.91,0.58,0.58,0.83,0.48,0.49,0.77
0077_007.4,1.03,0.9,1.19,1.01,0.85,1.16,0.85,0.74,1.05
0077_007.9,0.99,0.86,1.11,0.94,0.79,1.08,0.78,0.68,0.97
0077_008.5,0.53,0.46,0.62,0.49,0.43,0.57,0.4,0.36,0.52
0079_000.0,0.37,0.17,0.6,0.34,0.15,0.55,0.28,0.13,0.49
0079_000.7,0.61,0.37,0.82,0.56,0.34,0.75,0.46,0.3,0.68
0079_001.9,0.65,0.43,0.97,0.6,0.4,0.92,0.5,0.35,0.83
0079_002.5,0.81,0.68,0.78,0.75,0.63,0.72,0.62,0.54,0.65
0079_002.9,0.49,0.47,0.56,0.45,0.43,0.52,0.38,0.37,0.48
0079_003.0,0.52,0.44,0.5,0.48,0.41,0.46,0.4,0.35,0.42
0079_003.3,0.53,0.45,0.59,0.49,0.42,0.54,0.4,0.35,0.5
0079_003.4,0.49,0.43,0.49,0.45,0.4,0.45,0.38,0.34,0.42
0079_003.6,0.43,0.41,0.44,0.39,0.37,0.41,0.32,0.32,0.38
0079_003.8,0.65,0.6,0.62,0.6,0.55,0.57,0.49,0.47,0.53
0079_003.9,0.66,0.61,0.67,0.6,0.56,0.61,0.5,0.48,0.57
0079_004.3,0.44,0.46,0.55,0.41,0.43,0.51,0.34,0.37,0.46
0079_004.9,0.4,0.38,0.45,0.37,0.35,0.41,0.3,0.3,0.38
0079_005.0,0.43,0.41,0.54,0.4,0.38,0.49,0.33,0.32,0.45
0079_005.1,0.44,0.43,0.63,0.4,0.4,0.58,0.33,0.34,0.54
0080_101.5,0.6,0.32,0.84,0.53,0.28,0.74,0.47,0.24,0.67
0080_104.3,0.61,0.33,0.84,0.54,0.29,0.74,0.48,0.24,0.67
0080_111.3,0.92,0.84,1.15,0.85,0.78,1.12,0.75,0.66,1.02
0080_112.5,0.64,0.47,0.67,0.59,0.43,0.61,0.53,0.37,0.56
0080_113.3,0.74,0.56,1.02,0.68,0.52,1.0,0.6,0.44,0.91
0080_114.3,0.91,0.6,0.98,0.87,0.55,0.95,0.77,0.47,0.86
0080_115.3,0.77,0.65,0.91,0.71,0.6,0.84,0.61,0.54,0.78
0080_117.7,0.78,0.6,0.73,0.71,0.56,0.67,0.61,0.5,0.62
0080_122.4,1.14,1.02,1.29,1.12,0.99,1.26,0.95,0.89,1.17
0080_123.2,1.09,0.93,1.22,1.07,0.88,1.19,0.91,0.79,1.11
0080_124.1,1.05,0.86,1.19,1.03,0.8,1.17,0.88,0.71,1.08
0080_125.1,1.31,0.84,1.18,1.28,0.77,1.16,1.1,0.69,1.08
0080_126.8,1.07,0.66,1.02,1.05,0.61,0.99,0.89,0.54,0.92
0080_127.0,0.79,0.64,1.15,0.73,0.59,1.13,0.62,0.53,1.05
0080_127.8,0.77,0.52,1.02,0.71,0.47,1.0,0.58,0.43,0.91
0080_128.7,0.82,0.53,1.0,0.72,0.47,0.91,0.59,0.43,0.83
0080_130.4,0.83,0.54,1.0,0.73,0.47,0.91,0.6,0.43,0.83
0080_131.9,0.81,0.48,0.78,0.71,0.42,0.68,0.59,0.38,0.62
0080_133.7,0.81,0.48,0.78,0.72,0.42,0.69,0.59,0.38,0.62
0080_136.1,0.81,0.52,0.98,0.71,0.46,0.89,0.58,0.42,0.81
0084_081.0,0.41,0.26,0.5,0.38,0.24,0.46,0.35,0.21,0.44
0084_081.7,0.42,0.31,0.6,0.39,0.28,0.55,0.35,0.25,0.52
0084_084.6,0.36,0.23,0.56,0.32,0.2,0.49,0.29,0.18,0.46
0084_087.8,0.51,0.29,0.6,0.45,0.26,0.53,0.41,0.23,0.5
0085_003.0,0.64,0.38,0.75,0.57,0.33,0.66,0.47,0.29,0.57
0085_003.5,0.84,0.84,0.94,0.78,0.77,0.89,0.66,0.61,0.81
0085_004.5,0.85,0.85,0.94,0.78,0.78,0.9,0.66,0.61,0.81
0085_005.8,0.82,0.74,0.91,0.75,0.68,0.86,0.64,0.53,0.78
0085_006.0,0.78,0.71,0.89,0.72,0.65,0.82,0.61,0.51,0.74
0085_006.6,0.75,0.68,0.86,0.69,0.62,0.79,0.58,0.49,0.71
0085_007.0,0.74,0.67,0.85,0.68,0.62,0.79,0.58,0.49,0.71
0085_007.9,0.64,0.54,0.73,0.59,0.5,0.67,0.5,0.39,0.6
0085_008.1,0.79,0.66,0.9,0.73,0.61,0.83,0.62,0.47,0.75
0085_008.9,0.96,0.79,1.05,0.92,0.73,1.03,0.78,0.57,0.93
0085_010.0,0.84,0.64,0.95,0.77,0.58,0.9,0.65,0.46,0.82
0085_010.3,0.99,0.77,1.08,0.96,0.71,1.06,0.82,0.56,0.96
0085_010.8,0.97,0.74,1.03,0.92,0.68,1.01,0.78,0.53,0.92
0085_011.3,1.11,0.86,1.1,1.09,0.79,1.08,0.93,0.62,0.97
0085_011.9,1.09,0.84,1.07,1.07,0.78,1.05,0.91,0.61,0.95
0085_012.5,0.9,0.65,0.95,0.83,0.6,0.9,0.7,0.47,0.81
0085_013.9,0.95,0.72,0.98,0.91,0.67,0.93,0.77,0.52,0.84
0085_015.5,1.06,0.8,1.09,1.04,0.74,1.07,0.88,0.58,0.97
0085_017.7,1.0,0.69,1.04,0.97,0.64,1.02,0.82,0.5,0.92
0085_018.7,0.97,0.67,0.99,0.92,0.62,0.96,0.78,0.48,0.87
0089_297.1,0.21,0.12,0.22,0.18,0.1,0.19,0.15,0.09,0.18
0089_322.3,0.38,0.34,0.62,0.33,0.3,0.55,0.28,0.26,0.48
0089_324.2,0.32,0.26,0.53,0.29,0.23,0.46,0.24,0.2,0.41
0089_324.7,0.51,0.37,0.72,0.47,0.34,0.67,0.39,0.3,0.6
0089_325.7,0.89,0.64,1.08,0.82,0.59,1.06,0.68,0.51,0.95
0089_326.1,0.91,0.63,1.08,0.84,0.58,1.06,0.7,0.5,0.96
0089_326.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0089_326.8,0.39,0.28,0.58,0.36,0.26,0.54,0.3,0.23,0.48
0089_327.0,0.45,0.27,0.62,0.41,0.25,0.57,0.34,0.21,0.51
0089_327.7,0.55,0.5,0.9,0.5,0.46,0.85,0.42,0.4,0.77
0089_327.9,0.83,0.56,0.97,0.76,0.51,0.92,0.64,0.44,0.83
0089_328.1,0.84,0.6,0.94,0.77,0.55,0.89,0.64,0.47,0.82
0089_328.5,1.11,0.73,1.27,1.09,0.68,1.25,0.9,0.58,1.15
0089_328.8,1.05,0.65,1.3,1.03,0.6,1.27,0.86,0.52,1.14
0089_329.8,0.91,0.58,1.03,0.86,0.53,1.01,0.72,0.46,0.91
0089_331.1,0.79,0.6,1.08,0.73,0.55,1.06,0.61,0.48,0.95
0089_331.6,1.01,0.77,1.24,0.98,0.71,1.22,0.82,0.61,1.1
0089_331.7,1.04,0.82,1.29,1.02,0.75,1.27,0.85,0.65,1.14
0089_333.1,0.6,0.43,0.73,0.55,0.4,0.67,0.45,0.34,0.62
0089_333.2,0.57,0.38,0.71,0.52,0.35,0.66,0.43,0.3,0.6
0089_333.5,0.53,0.6,0.71,0.49,0.55,0.65,0.4,0.47,0.6
0089_334.1,0.93,0.84,1.68,0.88,0.77,1.65,0.73,0.66,1.52
0089_334.3,1.0,0.92,1.25,0.95,0.87,1.23,0.79,0.74,1.13
0089_334.6,0.63,0.62,0.87,0.58,0.57,0.8,0.48,0.49,0.74
0089_334.9,0.89,0.79,0.97,0.82,0.73,0.93,0.68,0.62,0.85
0089_335.0,0.96,0.87,1.03,0.91,0.8,1.01,0.76,0.68,0.93
0089_335.3,1.03,0.91,1.07,1.0,0.84,1.05,0.82,0.71,0.97
0089_335.6,1.13,0.93,1.26,1.11,0.89,1.23,0.92,0.76,1.14
0089_336.0,0.91,0.71,1.12,0.84,0.65,1.09,0.69,0.55,1.01
0089_336.5,0.89,0.72,1.1,0.82,0.66,1.08,0.68,0.56,1.0
0089_336.7,0.89,0.73,1.09,0.85,0.67,1.07,0.7,0.57,0.99
0089_337.2,0.92,0.74,1.11,0.87,0.68,1.09,0.72,0.58,1.01
0089_337.5,0.94,0.73,1.09,0.89,0.67,1.07,0.74,0.57,0.99
0089_337.9,0.9,0.75,1.16,0.86,0.69,1.14,0.71,0.59,1.05
0089_338.0,0.92,0.78,1.11,0.87,0.72,1.09,0.72,0.61,1.01
0089_338.5,1.06,0.96,1.26,1.03,0.91,1.23,0.86,0.78,1.14
0089_339.1,1.08,0.94,1.3,1.06,0.89,1.27,0.87,0.76,1.17
0089_339.6,1.06,0.85,1.32,1.03,0.78,1.29,0.86,0.67,1.19
0089_340.2,1.04,0.88,1.26,1.02,0.81,1.24,0.84,0.69,1.14
0089_340.7,1.0,0.78,1.3,0.97,0.72,1.27,0.8,0.61,1.18
0089_341.3,1.01,0.78,1.39,0.98,0.72,1.36,0.81,0.61,1.25
0089_341.8,0.97,0.7,1.51,0.92,0.64,1.48,0.76,0.55,1.36
0089_342.4,0.89,0.63,1.39,0.82,0.58,1.36,0.68,0.49,1.25
0089_343.3,0.69,0.52,1.16,0.64,0.48,1.13,0.53,0.41,1.02
0089_344.0,0.73,0.52,1.14,0.67,0.48,1.12,0.55,0.41,1.03
0089_344.3,0.72,0.52,1.09,0.66,0.48,1.07,0.55,0.41,0.99
0089_344.6,0.68,0.5,1.22,0.63,0.46,1.2,0.52,0.39,1.1
0089_344.7,0.63,0.39,1.12,0.58,0.36,1.1,0.48,0.31,1.02
0089_345.0,0.64,0.38,1.11,0.59,0.35,1.08,0.49,0.3,1.0
0089_345.4,0.57,0.38,1.06,0.52,0.35,1.04,0.43,0.3,0.96
0089_345.9,0.51,0.36,0.99,0.47,0.33,0.94,0.39,0.28,0.86
0089_346.5,0.41,0.35,1.0,0.38,0.33,0.95,0.32,0.28,0.87
0089_347.4,0.9,0.73,1.25,0.83,0.67,1.23,0.68,0.57,1.13
0089_348.0,0.68,0.64,0.96,0.63,0.59,0.91,0.52,0.5,0.84
0089_348.3,0.78,0.66,1.02,0.72,0.6,0.99,0.59,0.51,0.91
0089_348.5,0.75,0.62,0.98,0.69,0.57,0.93,0.57,0.48,0.85
0089_348.8,0.65,0.84,1.92,0.6,0.77,1.88,0.5,0.66,1.74
0089_349.3,0.54,0.64,1.28,0.5,0.59,1.26,0.41,0.51,1.16
0089_349.8,0.63,0.84,0.97,0.58,0.77,0.92,0.48,0.66,0.85
0089_350.1,0.52,0.31,1.11,0.48,0.28,1.09,0.4,0.24,1.01
0089_350.9,0.61,0.34,1.03,0.56,0.31,1.01,0.47,0.27,0.91
0089_351.4,0.63,0.38,0.91,0.58,0.35,0.87,0.48,0.31,0.78
0089_351.8,0.59,0.35,1.0,0.54,0.32,0.97,0.45,0.28,0.87
0089_352.0,0.85,0.45,1.13,0.78,0.42,1.11,0.65,0.36,1.0
0089_352.2,0.74,0.45,1.07,0.68,0.41,1.05,0.57,0.36,0.94
0089_362.5,0.6,0.36,1.29,0.55,0.33,1.27,0.46,0.28,1.17
0089_363.3,0.55,0.4,1.29,0.5,0.36,1.26,0.42,0.31,1.16
0089_363.8,0.9,0.68,1.16,0.86,0.62,1.14,0.71,0.53,1.05
0089_364.3,0.91,0.65,1.27,0.86,0.6,1.25,0.71,0.51,1.15
0089_364.8,0.99,0.65,1.4,0.94,0.6,1.37,0.78,0.51,1.26
0089_365.5,0.9,0.67,1.33,0.85,0.62,1.31,0.7,0.53,1.21
0089_366.3,0.63,0.47,0.86,0.58,0.43,0.79,0.48,0.37,0.73
0089_366.8,0.54,0.36,0.9,0.5,0.33,0.83,0.41,0.28,0.76
0089_367.2,0.63,0.38,0.91,0.58,0.35,0.87,0.48,0.3,0.8
0089_368.0,0.61,0.37,0.86,0.56,0.34,0.79,0.47,0.29,0.73
0089_368.4,0.82,0.5,1.03,0.76,0.46,1.01,0.63,0.39,0.93
0089_369.0,0.79,0.54,1.02,0.72,0.5,0.99,0.6,0.43,0.91
0089_369.8,1.12,0.71,1.07,1.1,0.66,1.05,0.91,0.56,0.97
0089_369.9,1.08,0.71,1.19,1.05,0.65,1.17,0.87,0.55,1.08
0089_370.6,1.07,0.63,1.36,1.05,0.58,1.33,0.87,0.49,1.23
0089_371.0,1.15,0.6,1.5,1.13,0.55,1.47,0.94,0.47,1.35
0089_371.5,0.92,0.5,1.14,0.84,0.46,1.12,0.7,0.39,1.03
0089_372.0,1.06,0.67,1.26,1.03,0.62,1.23,0.86,0.52,1.14
0089_372.2,1.01,0.62,1.16,0.98,0.57,1.13,0.81,0.48,1.04
0089_372.6,0.99,0.62,1.23,0.96,0.57,1.21,0.79,0.49,1.11
0089_372.7,0.98,0.58,1.22,0.93,0.53,1.19,0.77,0.45,1.1
0089_373.6,0.87,0.56,0.97,0.8,0.52,0.92,0.66,0.44,0.85
0089_374.5,0.72,0.55,0.88,0.66,0.51,0.81,0.55,0.43,0.75
0089_375.3,0.86,0.76,1.03,0.79,0.7,1.01,0.65,0.6,0.93
0089_375.7,0.92,0.64,0.94,0.87,0.59,0.89,0.72,0.51,0.82
0089_376.2,0.7,0.57,0.75,0.65,0.52,0.69,0.53,0.45,0.64
0089_376.8,0.69,0.52,0.8,0.63,0.47,0.74,0.52,0.4,0.68
0089_377.3,0.58,0.44,0.68,0.53,0.4,0.63,0.44,0.34,0.58
0089_377.9,0.8,0.63,0.85,0.74,0.58,0.78,0.61,0.5,0.72
0089_378.0,0.76,0.61,0.81,0.7,0.56,0.74,0.58,0.47,0.68
0089_378.3,0.93,0.82,0.89,0.88,0.75,0.82,0.73,0.64,0.75
0089_378.5,0.85,0.8,0.9,0.78,0.74,0.85,0.64,0.63,0.79
0089_378.6,0.97,0.87,1.09,0.92,0.8,1.07,0.76,0.68,0.99
0089_378.8,0.91,0.83,1.01,0.86,0.76,0.98,0.71,0.65,0.91
0089_378.9,0.92,0.75,1.01,0.87,0.69,0.98,0.72,0.59,0.91
0089_379.1,0.89,0.7,0.99,0.82,0.65,0.96,0.68,0.55,0.88
0089_379.2,0.35,0.36,0.69,0.33,0.33,0.64,0.27,0.28,0.59
0089_379.4,0.41,0.38,0.72,0.38,0.35,0.66,0.31,0.3,0.61
0089_379.5,0.55,0.33,0.81,0.51,0.31,0.75,0.42,0.26,0.69
0089_379.8,0.89,0.38,0.91,0.82,0.35,0.87,0.67,0.3,0.8
0089_380.0,1.01,0.45,1.05,0.98,0.41,1.03,0.81,0.35,0.95
0089_380.3,0.96,0.36,1.02,0.91,0.33,1.0,0.76,0.28,0.93
0089_380.7,0.72,0.05,0.91,0.67,0.05,0.86,0.55,0.04,0.8
0089_381.0,0.67,0.1,0.79,0.62,0.09,0.72,0.51,0.08,0.67
0089_381.3,0.6,0.09,0.7,0.55,0.08,0.65,0.46,0.07,0.6
0089_381.6,0.72,0.26,0.82,0.66,0.24,0.75,0.55,0.2,0.68
0089_383.5,0.56,0.21,0.64,0.52,0.19,0.59,0.43,0.17,0.53
0089_384.6,1.95,0.97,1.95,1.91,0.92,1.91,1.59,0.8,1.72
0089_384.9,1.5,0.71,1.44,1.47,0.65,1.41,1.22,0.57,1.27
0089_385.0,1.78,0.61,1.69,1.74,0.56,1.65,1.45,0.49,1.48
0089_385.2,1.03,0.32,1.03,1.01,0.29,1.01,0.84,0.25,0.91
0089_385.7,0.96,0.34,1.0,0.91,0.31,0.95,0.75,0.27,0.88
0089_386.3,1.39,0.35,1.41,1.36,0.32,1.38,1.13,0.27,1.27
0089_386.8,0.73,0.42,0.91,0.67,0.38,0.87,0.56,0.33,0.8
0089_387.2,0.7,0.3,1.21,0.65,0.28,1.18,0.54,0.24,1.09
0089_387.6,0.46,0.41,0.88,0.42,0.38,0.81,0.35,0.32,0.75
0089_387.8,0.49,0.44,0.77,0.45,0.4,0.71,0.37,0.34,0.65
0089_388.4,0.73,0.45,0.94,0.67,0.41,0.89,0.56,0.35,0.82
0089_389.1,0.69,0.65,0.87,0.63,0.6,0.8,0.52,0.51,0.74
0089_396.1,0.59,0.43,0.61,0.54,0.39,0.56,0.46,0.31,0.51
0089_396.8,0.82,0.59,0.77,0.75,0.54,0.71,0.64,0.43,0.64
0089_397.6,0.95,0.72,0.98,0.9,0.66,0.96,0.77,0.52,0.86
0089_398.7,0.9,0.66,0.92,0.83,0.61,0.87,0.7,0.48,0.79
0089_399.7,0.91,0.69,0.92,0.84,0.63,0.87,0.71,0.49,0.79
0089_400.5,0.91,0.69,0.95,0.84,0.64,0.9,0.72,0.5,0.81
0089_400.9,0.89,0.67,0.92,0.82,0.62,0.87,0.7,0.48,0.79
0089_401.4,0.86,0.68,0.95,0.8,0.63,0.9,0.68,0.49,0.81
0089_402.2,0.9,0.74,1.02,0.85,0.68,0.99,0.72,0.54,0.9
0089_403.2,0.83,0.68,0.96,0.76,0.62,0.92,0.65,0.49,0.83
0089_404.3,0.94,0.81,1.09,0.86,0.72,1.04,0.73,0.56,0.94
0089_405.7,1.02,0.91,1.19,0.93,0.8,1.13,0.79,0.63,1.02
0089_406.4,0.85,0.78,1.02,0.75,0.69,0.92,0.64,0.54,0.83
0089_406.6,0.8,0.77,0.99,0.71,0.67,0.9,0.6,0.53,0.82
0089_407.0,0.8,0.76,0.96,0.74,0.7,0.91,0.63,0.55,0.82
0089_408.1,0.78,0.74,0.92,0.72,0.68,0.87,0.61,0.53,0.79
0089_408.4,1.07,0.98,1.33,1.05,0.93,1.31,0.88,0.81,1.17
0089_409.3,1.05,0.99,1.34,1.03,0.94,1.31,0.86,0.81,1.18
0089_409.6,1.04,0.97,1.28,1.02,0.93,1.25,0.85,0.8,1.13
0089_410.0,1.0,0.95,1.2,0.97,0.9,1.18,0.81,0.78,1.06
0089_410.2,0.9,0.86,1.1,0.85,0.79,1.08,0.71,0.68,0.97
0089_410.5,0.94,0.9,1.18,0.9,0.82,1.15,0.75,0.72,1.04
0089_410.7,1.01,0.89,1.22,0.98,0.82,1.19,0.82,0.71,1.07
0089_411.1,1.06,0.95,1.26,1.04,0.9,1.23,0.86,0.77,1.14
0089_411.3,1.03,0.9,1.22,1.01,0.85,1.2,0.84,0.73,1.1
0089_411.7,1.02,0.92,1.26,0.99,0.84,1.23,0.82,0.72,1.13
0089_412.2,1.04,0.83,1.18,1.01,0.77,1.15,0.84,0.65,1.06
0089_412.4,0.83,0.78,1.18,0.76,0.71,1.16,0.63,0.61,1.07
0089_412.9,1.0,1.0,1.37,0.97,0.97,1.34,0.8,0.82,1.23
0089_413.1,0.9,0.76,1.02,0.83,0.7,0.99,0.68,0.59,0.92
0089_413.3,0.86,0.81,1.14,0.79,0.74,1.11,0.66,0.63,1.03
0089_413.6,0.63,0.47,0.7,0.58,0.43,0.64,0.48,0.37,0.59
0089_413.9,0.55,0.38,0.59,0.51,0.35,0.55,0.42,0.3,0.5
0089_414.2,0.59,0.38,0.61,0.54,0.35,0.56,0.45,0.3,0.52
0089_414.4,0.44,0.44,0.72,0.4,0.41,0.66,0.33,0.35,0.61
0089_414.5,0.97,0.69,0.97,0.92,0.63,0.92,0.76,0.54,0.85
0089_414.9,0.98,0.67,0.98,0.93,0.62,0.96,0.77,0.53,0.88
0089_415.4,1.0,0.69,1.09,0.97,0.63,1.07,0.8,0.54,0.98
0089_415.9,1.01,0.69,1.13,0.98,0.64,1.11,0.81,0.54,1.02
0089_416.5,0.38,0.3,0.51,0.35,0.28,0.47,0.29,0.24,0.42
0089_417.0,0.47,0.35,0.61,0.44,0.32,0.56,0.36,0.28,0.51
0089_417.4,0.57,0.41,0.69,0.52,0.38,0.64,0.43,0.33,0.57
0089_417.9,0.55,0.41,0.68,0.51,0.37,0.63,0.42,0.32,0.57
0089_418.2,0.6,0.42,0.72,0.55,0.39,0.66,0.46,0.33,0.59
0089_418.6,0.56,0.4,0.67,0.51,0.36,0.62,0.43,0.32,0.55
0089_419.3,0.5,0.42,0.66,0.46,0.38,0.61,0.38,0.33,0.55
0089_420.1,0.71,0.62,1.04,0.66,0.57,1.01,0.55,0.49,0.91
0089_420.3,0.26,0.21,0.35,0.24,0.19,0.32,0.2,0.17,0.29
0089_421.7,0.24,0.2,0.37,0.21,0.17,0.33,0.17,0.15,0.28
0089_422.5,0.42,0.3,0.63,0.37,0.27,0.56,0.31,0.23,0.48
0089_422.7,0.39,0.29,0.57,0.34,0.25,0.5,0.29,0.22,0.46
