SiteGroupSeason,SeasonGroup,DOWGroup,Period,HourPercentOf,VolMaxHourPercent
SNH,M08-Aug,4-Thursday,EV,Daily,0.06476481316537304
SNH,M08-Aug,4-Thursday,MD,Daily,0.0636824023412648
SNH,M08-Aug,4-Thursday,PM,Daily,0.08496585655511728
SNH,M08-Aug,5-Friday,AM,Daily,0.05824433376037164
SNH,M08-Aug,5-Friday,EV,Daily,0.0711856898265107
SNH,M08-Aug,5-Friday,MD,Daily,0.06664042576118581
SNH,M08-Aug,5-Friday,PM,Daily,0.08397289304486297
SNH,M08-Aug,6-Saturday,AM,Daily,0.044316759140145504
SNH,M08-Aug,6-Saturday,EV,Daily,0.058810625492595595
SNH,M08-Aug,6-Saturday,MD,Daily,0.07523491815274498
SNH,M08-Aug,6-Saturday,PM,Daily,0.07628317724353299
SNH,M08-Aug,7-Sunday,AM,Daily,0.036227954656957675
SNH,M08-Aug,7-Sunday,EV,Daily,0.061272927587126984
SNH,M08-Aug,7-Sunday,MD,Daily,0.07993346588512752
SNH,M08-Aug,7-Sunday,PM,Daily,0.08197553816889164
SNH,M08-Aug,W1-Weekday,AM,Daily,0.07085361254287818
SNH,M08-Aug,W1-Weekday,EV,Daily,0.06370036457678561
SNH,M08-Aug,W1-Weekday,MD,Daily,0.06363750651029974
SNH,M08-Aug,W1-Weekday,PM,Daily,0.0861721233454859
SNH,M08-Aug,W2-Weekend,AM,Daily,0.04744866588033491
SNH,M08-Aug,W2-Weekend,EV,Daily,0.06412537342759528
SNH,M08-Aug,W2-Weekend,MD,Daily,0.07322540374785513
SNH,M08-Aug,W2-Weekend,PM,Daily,0.08067786389534598
SNH,M09-Sep,1-Monday,AM,Daily,0.07632303073229743
SNH,M09-Sep,1-Monday,EV,Daily,0.06329800236932662
SNH,M09-Sep,1-Monday,MD,Daily,0.06301280564626831
SNH,M09-Sep,1-Monday,PM,Daily,0.090438701508722
SNH,M09-Sep,2-Tuesday,AM,Daily,0.07686917822616775
SNH,M09-Sep,2-Tuesday,EV,Daily,0.06305722881973123
SNH,M09-Sep,2-Tuesday,MD,Daily,0.06329928296766879
SNH,M09-Sep,2-Tuesday,PM,Daily,0.08792723087931477
SNH,M09-Sep,3-Wednesday,AM,Daily,0.07586802684376823
SNH,M09-Sep,3-Wednesday,EV,Daily,0.0623830372452932
SNH,M09-Sep,3-Wednesday,MD,Daily,0.06313377492666707
SNH,M09-Sep,3-Wednesday,PM,Daily,0.08871543342588804
SNH,M09-Sep,4-Thursday,AM,Daily,0.07408921114376954
SNH,M09-Sep,4-Thursday,EV,Daily,0.06339098909848633
SNH,M09-Sep,4-Thursday,MD,Daily,0.06390980628001729
SNH,M09-Sep,4-Thursday,PM,Daily,0.08866903275536393
SNH,M09-Sep,5-Friday,AM,Daily,0.06209568292708779
SNH,M09-Sep,5-Friday,EV,Daily,0.07019527344288243
SNH,M09-Sep,5-Friday,MD,Daily,0.06707556202502128
SNH,M09-Sep,5-Friday,PM,Daily,0.08840301159910825
SNH,M09-Sep,6-Saturday,AM,Daily,0.047560041360197924
SNH,M09-Sep,6-Saturday,EV,Daily,0.059352721274965776
SNH,M09-Sep,6-Saturday,MD,Daily,0.07863670424528105
SNH,M09-Sep,6-Saturday,PM,Daily,0.07900509467215346
SNH,M09-Sep,7-Sunday,AM,Daily,0.035774268435986356
SNH,M09-Sep,7-Sunday,EV,Daily,0.06311942907913215
SNH,M09-Sep,7-Sunday,MD,Daily,0.07992032329253962
SNH,M09-Sep,7-Sunday,PM,Daily,0.0818864463615259
SNH,M09-Sep,W1-Weekday,AM,Daily,0.07573833082726854
SNH,M09-Sep,W1-Weekday,EV,Daily,0.06301344563291349
SNH,M09-Sep,W1-Weekday,MD,Daily,0.06336946364405632
SNH,M09-Sep,W1-Weekday,PM,Daily,0.088806456877391
SNH,M09-Sep,W2-Weekend,AM,Daily,0.050515457995809705
SNH,M09-Sep,W2-Weekend,EV,Daily,0.06470329752387736
SNH,M09-Sep,W2-Weekend,MD,Daily,0.07425926697119782
SNH,M09-Sep,W2-Weekend,PM,Daily,0.08354670139911054
SNH,M10-Oct,1-Monday,AM,Daily,0.07617244595403483
SNH,M10-Oct,1-Monday,EV,Daily,0.06238846276988182
SNH,M10-Oct,1-Monday,MD,Daily,0.06316522126480782
SNH,M10-Oct,1-Monday,PM,Daily,0.09103386834082715
SNH,M10-Oct,2-Tuesday,AM,Daily,0.07650513828081515
SNH,M10-Oct,2-Tuesday,EV,Daily,0.06147244768258135
SNH,M10-Oct,2-Tuesday,MD,Daily,0.06257528806772396
SNH,M10-Oct,2-Tuesday,PM,Daily,0.09025429713136886
SNH,M10-Oct,3-Wednesday,AM,Daily,0.07350784661627333
SNH,M10-Oct,3-Wednesday,EV,Daily,0.06505764447577149
SNH,M10-Oct,3-Wednesday,MD,Daily,0.06345145792317851
SNH,M10-Oct,3-Wednesday,PM,Daily,0.09067561108005412
SNH,M10-Oct,4-Thursday,AM,Daily,0.07120278939162407
SNH,M10-Oct,4-Thursday,EV,Daily,0.0647819915139198
SNH,M10-Oct,4-Thursday,MD,Daily,0.0634012581738638
SNH,M10-Oct,4-Thursday,PM,Daily,0.09063195699558631
SNH,M10-Oct,5-Friday,AM,Daily,0.06090451622920622
SNH,M10-Oct,5-Friday,EV,Daily,0.06883738328310596
SNH,M10-Oct,5-Friday,MD,Daily,0.06793046743219304
SNH,M10-Oct,5-Friday,PM,Daily,0.08965763044414175
SNH,M10-Oct,6-Saturday,AM,Daily,0.044721379952441465
SNH,M10-Oct,6-Saturday,EV,Daily,0.0600227307993944
SNH,M10-Oct,6-Saturday,MD,Daily,0.07640819818572993
SNH,M10-Oct,6-Saturday,PM,Daily,0.08021833310267024
SNH,M10-Oct,7-Sunday,AM,Daily,0.034017366760925316
SNH,M10-Oct,7-Sunday,EV,Daily,0.06530175931923139
SNH,M10-Oct,7-Sunday,MD,Daily,0.08158638884061863
SNH,M10-Oct,7-Sunday,PM,Daily,0.08557526737334323
SNH,M10-Oct,W1-Weekday,AM,Daily,0.07416274020257799
SNH,M10-Oct,W1-Weekday,EV,Daily,0.06352953131612986
SNH,M10-Oct,W1-Weekday,MD,Daily,0.0631538664027463
SNH,M10-Oct,W1-Weekday,PM,Daily,0.09062334970944076
SNH,M10-Oct,W2-Weekend,AM,Daily,0.048308754517200486
SNH,M10-Oct,W2-Weekend,EV,Daily,0.06494090405831474
SNH,M10-Oct,W2-Weekend,MD,Daily,0.07441437973146894
SNH,M10-Oct,W2-Weekend,PM,Daily,0.08540600007868218
SNH,M11-Nov,1-Monday,AM,Daily,0.08278270193492686
SNH,M11-Nov,1-Monday,EV,Daily,0.06036637585901979
SNH,M11-Nov,1-Monday,MD,Daily,0.06517062030454732
SNH,M11-Nov,1-Monday,PM,Daily,0.09782207585136085
SNH,M11-Nov,2-Tuesday,AM,Daily,0.08040681988648449
SNH,M11-Nov,2-Tuesday,EV,Daily,0.060029442385840785
SNH,M11-Nov,2-Tuesday,MD,Daily,0.06318358391079965
SNH,M11-Nov,2-Tuesday,PM,Daily,0.097739205391427
SNH,M11-Nov,3-Wednesday,AM,Daily,0.07589896759289882
SNH,M11-Nov,3-Wednesday,EV,Daily,0.059026311370725226
SNH,M11-Nov,3-Wednesday,MD,Daily,0.06602520721921733
SNH,M11-Nov,3-Wednesday,PM,Daily,0.09596450432756155
SNH,M11-Nov,4-Thursday,AM,Daily,0.07584302760678562
SNH,M11-Nov,4-Thursday,EV,Daily,0.06251572367101144
SNH,M11-Nov,4-Thursday,MD,Daily,0.0630348038481993
SNH,M11-Nov,4-Thursday,PM,Daily,0.09523051299770395
SNH,M11-Nov,5-Friday,AM,Daily,0.06692150599570613
SNH,M11-Nov,5-Friday,EV,Daily,0.06484189738103965
SNH,M11-Nov,5-Friday,MD,Daily,0.06671204901293397
SNH,M11-Nov,5-Friday,PM,Daily,0.09053404050000374
SNH,M11-Nov,6-Saturday,AM,Daily,0.04616019070172862
SNH,M11-Nov,6-Saturday,EV,Daily,0.05867264848585202
SNH,M11-Nov,6-Saturday,MD,Daily,0.07722107841452633
SNH,M11-Nov,6-Saturday,PM,Daily,0.08176367856886226
SNH,M11-Nov,7-Sunday,AM,Daily,0.035780445530851156
SNH,M11-Nov,7-Sunday,EV,Daily,0.06489624011481085
SNH,M11-Nov,7-Sunday,MD,Daily,0.08189642323301578
SNH,M11-Nov,7-Sunday,PM,Daily,0.0881181836377496
SNH,M11-Nov,W1-Weekday,AM,Daily,0.07854055057844844
SNH,M11-Nov,W1-Weekday,EV,Daily,0.060386954151015845
SNH,M11-Nov,W1-Weekday,MD,Daily,0.0643976582400696
SNH,M11-Nov,W1-Weekday,PM,Daily,0.09665789456161547
SNH,M11-Nov,W2-Weekend,AM,Daily,0.04994648894510252
SNH,M11-Nov,W2-Weekend,EV,Daily,0.06245591418772651
SNH,M11-Nov,W2-Weekend,MD,Daily,0.0751392503587673
SNH,M11-Nov,W2-Weekend,PM,Daily,0.0864300829421351
SNH,M12-Dec,1-Monday,AM,Daily,0.07428504927632103
SNH,M12-Dec,1-Monday,EV,Daily,0.06239931889037933
SNH,M12-Dec,1-Monday,MD,Daily,0.06425215756172556
SNH,M12-Dec,1-Monday,PM,Daily,0.09251330675045785
SNH,M12-Dec,2-Tuesday,AM,Daily,0.0732962396751432
SNH,M12-Dec,2-Tuesday,EV,Daily,0.061359956369267464
SNH,M12-Dec,2-Tuesday,MD,Daily,0.06315718084429989
SNH,M12-Dec,2-Tuesday,PM,Daily,0.09228295547348105
SNH,M12-Dec,3-Wednesday,AM,Daily,0.0716010489601274
SNH,M12-Dec,3-Wednesday,EV,Daily,0.06207212899093844
SNH,M12-Dec,3-Wednesday,MD,Daily,0.06327802924740861
SNH,M12-Dec,3-Wednesday,PM,Daily,0.09343996030337912
SNH,M12-Dec,4-Thursday,AM,Daily,0.07085863528801216
SNH,M12-Dec,4-Thursday,EV,Daily,0.061500320123198074
SNH,M12-Dec,4-Thursday,MD,Daily,0.06326029259542351
SNH,M12-Dec,4-Thursday,PM,Daily,0.09245496416594509
SNH,M12-Dec,5-Friday,AM,Daily,0.06253249752556912
SNH,M12-Dec,5-Friday,EV,Daily,0.06350379412735072
SNH,M12-Dec,5-Friday,MD,Daily,0.06615110524579347
SNH,M12-Dec,5-Friday,PM,Daily,0.09059716265258991
SNH,M12-Dec,6-Saturday,AM,Daily,0.04645730995221935
SNH,M12-Dec,6-Saturday,EV,Daily,0.05845278496876115
SNH,M12-Dec,6-Saturday,MD,Daily,0.0737688172534814
SNH,M12-Dec,6-Saturday,PM,Daily,0.08470317755071549
SNH,M12-Dec,7-Sunday,AM,Daily,0.03989417401450619
SNH,M12-Dec,7-Sunday,EV,Daily,0.057935025580311925
SNH,M12-Dec,7-Sunday,MD,Daily,0.07826250486175519
SNH,M12-Dec,7-Sunday,PM,Daily,0.08833648902204994
SNH,M12-Dec,W1-Weekday,AM,Daily,0.07247907294882328
SNH,M12-Dec,W1-Weekday,EV,Daily,0.06182030059677834
SNH,M12-Dec,W1-Weekday,MD,Daily,0.06347275050033115
SNH,M12-Dec,W1-Weekday,PM,Daily,0.09267182258058679
SNH,M12-Dec,W2-Weekend,AM,Daily,0.051298840030994865
SNH,M12-Dec,W2-Weekend,EV,Daily,0.060358141626124975
SNH,M12-Dec,W2-Weekend,MD,Daily,0.07181858862820087
SNH,M12-Dec,W2-Weekend,PM,Daily,0.08798034866034368
SNH,S01-Win,1-Monday,AM,Daily,0.07695762675920781
SNH,S01-Win,1-Monday,EV,Daily,0.062092246054730786
SNH,S01-Win,1-Monday,MD,Daily,0.06320152166513145
SNH,S01-Win,1-Monday,PM,Daily,0.0920252871338167
SNH,S01-Win,2-Tuesday,AM,Daily,0.07659627113605688
SNH,S01-Win,2-Tuesday,EV,Daily,0.06169095328223708
SNH,S01-Win,2-Tuesday,MD,Daily,0.06236624176186716
SNH,S01-Win,2-Tuesday,PM,Daily,0.09238908644465771
SNH,S01-Win,3-Wednesday,AM,Daily,0.07566539165257616
SNH,S01-Win,3-Wednesday,EV,Daily,0.062402237593337885
SNH,S01-Win,3-Wednesday,MD,Daily,0.06220790566573
SNH,S01-Win,3-Wednesday,PM,Daily,0.0929349066122306
SNH,S01-Win,4-Thursday,AM,Daily,0.0746696909461862
SNH,S01-Win,4-Thursday,EV,Daily,0.06192146713638123
SNH,S01-Win,4-Thursday,MD,Daily,0.06221995893277702
SNH,S01-Win,4-Thursday,PM,Daily,0.09176900671114523
SNH,S01-Win,5-Friday,AM,Daily,0.0642837170080928
SNH,S01-Win,5-Friday,EV,Daily,0.06613610026354629
SNH,S01-Win,5-Friday,MD,Daily,0.0642139957682877
SNH,S01-Win,5-Friday,PM,Daily,0.09231972839540603
SNH,S01-Win,6-Saturday,AM,Daily,0.04956964226436762
SNH,S01-Win,6-Saturday,EV,Daily,0.05937737801909022
SNH,S01-Win,6-Saturday,MD,Daily,0.07336594150592991
SNH,S01-Win,6-Saturday,PM,Daily,0.08369730024231836
SNH,S01-Win,7-Sunday,AM,Daily,0.04236017491354162
SNH,S01-Win,7-Sunday,EV,Daily,0.05799062102341672
SNH,S01-Win,7-Sunday,MD,Daily,0.07707113158569452
SNH,S01-Win,7-Sunday,PM,Daily,0.08781595560286923
SNH,S01-Win,W1-Weekday,AM,Daily,0.07590273536857126
SNH,S01-Win,W1-Weekday,EV,Daily,0.06202086948168786
SNH,S01-Win,W1-Weekday,MD,Daily,0.062457623523851015
SNH,S01-Win,W1-Weekday,PM,Daily,0.09228550068599113
SNH,S01-Win,W2-Weekend,AM,Daily,0.05362993860558492
SNH,S01-Win,W2-Weekend,EV,Daily,0.06171668554583504
SNH,S01-Win,W2-Weekend,MD,Daily,0.07064855547433292
SNH,S01-Win,W2-Weekend,PM,Daily,0.08813238299937438
SNH,S02-Spr,1-Monday,AM,Daily,0.07733699206693825
SNH,S02-Spr,1-Monday,EV,Daily,0.06340233397415224
SNH,S02-Spr,1-Monday,MD,Daily,0.06301495984822142
SNH,S02-Spr,1-Monday,PM,Daily,0.09125273188845787
SNH,S02-Spr,2-Tuesday,AM,Daily,0.0778751953081611
SNH,S02-Spr,2-Tuesday,EV,Daily,0.06186029635005146
SNH,S02-Spr,2-Tuesday,MD,Daily,0.06191731522552076
SNH,S02-Spr,2-Tuesday,PM,Daily,0.09200773087090779
SNH,S02-Spr,3-Wednesday,AM,Daily,0.07568334659691514
SNH,S02-Spr,3-Wednesday,EV,Daily,0.06305182593731876
SNH,S02-Spr,3-Wednesday,MD,Daily,0.06248460371470213
SNH,S02-Spr,3-Wednesday,PM,Daily,0.09161597280740924
SNH,S02-Spr,4-Thursday,AM,Daily,0.07452950074791817
SNH,S02-Spr,4-Thursday,EV,Daily,0.06275269050112275
SNH,S02-Spr,4-Thursday,MD,Daily,0.06275058071784673
SNH,S02-Spr,4-Thursday,PM,Daily,0.09126992778211847
SNH,S02-Spr,5-Friday,AM,Daily,0.06378565806547683
SNH,S02-Spr,5-Friday,EV,Daily,0.06789375751576981
SNH,S02-Spr,5-Friday,MD,Daily,0.06634837133815427
SNH,S02-Spr,5-Friday,PM,Daily,0.08946847474763907
SNH,S02-Spr,6-Saturday,AM,Daily,0.04845569549451819
SNH,S02-Spr,6-Saturday,EV,Daily,0.05942151965715976
SNH,S02-Spr,6-Saturday,MD,Daily,0.07410174076938872
SNH,S02-Spr,6-Saturday,PM,Daily,0.07948603402938105
SNH,S02-Spr,7-Sunday,AM,Daily,0.0362378722492578
SNH,S02-Spr,7-Sunday,EV,Daily,0.06194908640161601
SNH,S02-Spr,7-Sunday,MD,Daily,0.07929330027851743
SNH,S02-Spr,7-Sunday,PM,Daily,0.08557046337954886
SNH,S02-Spr,W1-Weekday,AM,Daily,0.0762796081068464
SNH,S02-Spr,W1-Weekday,EV,Daily,0.06274085556811769
SNH,S02-Spr,W1-Weekday,MD,Daily,0.06252256175257993
SNH,S02-Spr,W1-Weekday,PM,Daily,0.0915467562673005
SNH,S02-Spr,W2-Weekend,AM,Daily,0.05138573365522338
SNH,S02-Spr,W2-Weekend,EV,Daily,0.06346485504829474
SNH,S02-Spr,W2-Weekend,MD,Daily,0.07236180201463595
SNH,S02-Spr,W2-Weekend,PM,Daily,0.08506151862447718
SNH,S03-Sum,1-Monday,AM,Daily,0.07160638892398921
SNH,S03-Sum,1-Monday,EV,Daily,0.06312325683490069
SNH,S03-Sum,1-Monday,MD,Daily,0.06291222068649277
SNH,S03-Sum,1-Monday,PM,Daily,0.08489059338935778
SNH,S03-Sum,2-Tuesday,AM,Daily,0.07153374185958897
SNH,S03-Sum,2-Tuesday,EV,Daily,0.06365218371892163
SNH,S03-Sum,2-Tuesday,MD,Daily,0.06268532970426698
SNH,S03-Sum,2-Tuesday,PM,Daily,0.08597504248006704
SNH,S03-Sum,3-Wednesday,AM,Daily,0.0700439965304628
SNH,S03-Sum,3-Wednesday,EV,Daily,0.06434266384696398
SNH,S03-Sum,3-Wednesday,MD,Daily,0.06313809747276304
SNH,S03-Sum,3-Wednesday,PM,Daily,0.0856526916056743
SNH,S03-Sum,4-Thursday,AM,Daily,0.06710812918340407
SNH,S03-Sum,4-Thursday,EV,Daily,0.06615865182160041
SNH,S03-Sum,4-Thursday,MD,Daily,0.0635168005847827
SNH,S03-Sum,4-Thursday,PM,Daily,0.08561754620543897
SNH,S03-Sum,5-Friday,AM,Daily,0.058506178188510796
SNH,S03-Sum,5-Friday,EV,Daily,0.07038749306319332
SNH,S03-Sum,5-Friday,MD,Daily,0.06688589356386015
SNH,S03-Sum,5-Friday,PM,Daily,0.08337181971550231
SNH,S03-Sum,6-Saturday,AM,Daily,0.04509382451453805
SNH,S03-Sum,6-Saturday,EV,Daily,0.05876472040847868
SNH,S03-Sum,6-Saturday,MD,Daily,0.07439862258780347
SNH,S03-Sum,6-Saturday,PM,Daily,0.0767060959842777
SNH,S03-Sum,7-Sunday,AM,Daily,0.03670425199248098
SNH,S03-Sum,7-Sunday,EV,Daily,0.06106053862865776
SNH,S03-Sum,7-Sunday,MD,Daily,0.07879010581669761
SNH,S03-Sum,7-Sunday,PM,Daily,0.0804678304356228
SNH,S03-Sum,W1-Weekday,AM,Daily,0.06997504870398444
SNH,S03-Sum,W1-Weekday,EV,Daily,0.06438103505060089
SNH,S03-Sum,W1-Weekday,MD,Daily,0.06307883461578719
SNH,S03-Sum,W1-Weekday,PM,Daily,0.08554083292331029
SNH,S03-Sum,W2-Weekend,AM,Daily,0.04786672170492997
SNH,S03-Sum,W2-Weekend,EV,Daily,0.06377618642322082
SNH,S03-Sum,W2-Weekend,MD,Daily,0.07276148897132208
SNH,S03-Sum,W2-Weekend,PM,Daily,0.08024694561591489
SNH,S04-Fal,1-Monday,AM,Daily,0.07818881025448753
SNH,S04-Fal,1-Monday,EV,Daily,0.06208745853223533
SNH,S04-Fal,1-Monday,MD,Daily,0.06371147239435365
SNH,S04-Fal,1-Monday,PM,Daily,0.09285672116986998
SNH,S04-Fal,2-Tuesday,AM,Daily,0.07770043542295121
SNH,S04-Fal,2-Tuesday,EV,Daily,0.06164865192962685
SNH,S04-Fal,2-Tuesday,MD,Daily,0.0630015705155368
SNH,S04-Fal,2-Tuesday,PM,Daily,0.09145943420211779
SNH,S04-Fal,3-Wednesday,AM,Daily,0.07501154995149763
SNH,S04-Fal,3-Wednesday,EV,Daily,0.06238385056813877
SNH,S04-Fal,3-Wednesday,MD,Daily,0.06409443180923491
SNH,S04-Fal,3-Wednesday,PM,Daily,0.09155063483881319
SNH,S04-Fal,4-Thursday,AM,Daily,0.07336895783358796
SNH,S04-Fal,4-Thursday,EV,Daily,0.06373083301265138
SNH,S04-Fal,4-Thursday,MD,Daily,0.06349733046678234
SNH,S04-Fal,4-Thursday,PM,Daily,0.09102912406589381
SNH,S04-Fal,5-Friday,AM,Daily,0.0625349952006582
SNH,S04-Fal,5-Friday,EV,Daily,0.06862344592741566
SNH,S04-Fal,5-Friday,MD,Daily,0.06735219169942408
SNH,S04-Fal,5-Friday,PM,Daily,0.08931775070847427
SNH,S04-Fal,6-Saturday,AM,Daily,0.046146568543234165
SNH,S04-Fal,6-Saturday,EV,Daily,0.05943261309729737
SNH,S04-Fal,6-Saturday,MD,Daily,0.07744753557837362
SNH,S04-Fal,6-Saturday,PM,Daily,0.0801516567154695
SNH,S04-Fal,7-Sunday,AM,Daily,0.03508324018693626
SNH,S04-Fal,7-Sunday,EV,Daily,0.0644126795338425
SNH,S04-Fal,7-Sunday,MD,Daily,0.08105864123536512
SNH,S04-Fal,7-Sunday,PM,Daily,0.08485922180466345
SNH,S04-Fal,W1-Weekday,AM,Daily,0.07591557159741152
SNH,S04-Fal,W1-Weekday,EV,Daily,0.06248632834833855
SNH,S04-Fal,W1-Weekday,MD,Daily,0.06357071755124241
SNH,S04-Fal,W1-Weekday,PM,Daily,0.0916445973796331
SNH,S04-Fal,W2-Weekend,AM,Daily,0.04952356085695832
SNH,S04-Fal,W2-Weekend,EV,Daily,0.06428836455083896
SNH,S04-Fal,W2-Weekend,MD,Daily,0.07451881982712419
SNH,S04-Fal,W2-Weekend,PM,Daily,0.08492572386593192
SNH,Year,1-Monday,AM,Daily,0.0754994980518053
SNH,Year,1-Monday,EV,Daily,0.06276162449330604
SNH,Year,1-Monday,MD,Daily,0.06316644990627651
SNH,Year,1-Monday,PM,Daily,0.08959532468587401
SNH,Year,2-Tuesday,AM,Daily,0.07571826246501773
SNH,Year,2-Tuesday,EV,Daily,0.062291568784390336
SNH,Year,2-Tuesday,MD,Daily,0.0625006731824538
SNH,Year,2-Tuesday,PM,Daily,0.09020830586439413
SNH,Year,3-Wednesday,AM,Daily,0.07383725004357224
SNH,Year,3-Wednesday,EV,Daily,0.06314021996345322
SNH,Year,3-Wednesday,MD,Daily,0.06301138987363152
SNH,Year,3-Wednesday,PM,Daily,0.09009697294208754
SNH,Year,4-Thursday,AM,Daily,0.0720026445372463
SNH,Year,4-Thursday,EV,Daily,0.06385011531290127
SNH,Year,4-Thursday,MD,Daily,0.063044204505739
SNH,Year,4-Thursday,PM,Daily,0.08957598715310167
SNH,Year,5-Friday,AM,Daily,0.06201768387160141
SNH,Year,5-Friday,EV,Daily,0.06842814331505567
SNH,Year,5-Friday,MD,Daily,0.06627052797909443
SNH,Year,5-Friday,PM,Daily,0.0882126825166932
SNH,Year,6-Saturday,AM,Daily,0.04712440455129651
SNH,Year,6-Saturday,EV,Daily,0.05920922060490355
SNH,Year,6-Saturday,MD,Daily,0.07479359500473366
SNH,Year,6-Saturday,PM,Daily,0.07968866526491922
SNH,Year,7-Sunday,AM,Daily,0.03735269106043486
SNH,Year,7-Sunday,EV,Daily,0.06143022619546756
SNH,Year,7-Sunday,MD,Daily,0.0790878748901475
SNH,Year,7-Sunday,PM,Daily,0.08420706040643647
SNH,Year,W1-Weekday,AM,Daily,0.07417674303741795
SNH,Year,W1-Weekday,EV,Daily,0.06303473316431003
SNH,Year,W1-Weekday,MD,Daily,0.06292357503060743
SNH,Year,W1-Weekday,PM,Daily,0.08987769962041975
SNH,Year,W2-Weekend,AM,Daily,0.0503477888412903
SNH,Year,W2-Weekend,EV,Daily,0.06337477954309081
SNH,Year,W2-Weekend,MD,Daily,0.07260832616867806
SNH,Year,W2-Weekend,PM,Daily,0.0841870929279102
SNI,M01-Jan,1-Monday,AM,Daily,0.0927609535394925
SNI,M01-Jan,1-Monday,EV,Daily,0.03170284055744072
SNI,M01-Jan,1-Monday,MD,Daily,0.1020338476641697
SNI,M01-Jan,1-Monday,PM,Daily,0.09675181936530294
SNI,M01-Jan,2-Tuesday,AM,Daily,0.0932135459242387
SNI,M01-Jan,2-Tuesday,EV,Daily,0.030102935690986578
SNI,M01-Jan,2-Tuesday,MD,Daily,0.09632463234418774
SNI,M01-Jan,2-Tuesday,PM,Daily,0.10081666018523662
SNI,M01-Jan,3-Wednesday,AM,Daily,0.08292235256563722
SNI,M01-Jan,3-Wednesday,EV,Daily,0.030572180991141968
SNI,M01-Jan,3-Wednesday,MD,Daily,0.09298539621738089
SNI,M01-Jan,3-Wednesday,PM,Daily,0.10406990663155374
SNI,M01-Jan,4-Thursday,AM,Daily,0.08967562874881617
SNI,M01-Jan,4-Thursday,EV,Daily,0.029313111648952964
SNI,M01-Jan,4-Thursday,MD,Daily,0.09456882037251395
SNI,M01-Jan,4-Thursday,PM,Daily,0.10605203619909502
SNI,M01-Jan,5-Friday,AM,Daily,0.08667239462246032
SNI,M01-Jan,5-Friday,EV,Daily,0.028414030122308705
SNI,M01-Jan,5-Friday,MD,Daily,0.09220661073486304
SNI,M01-Jan,5-Friday,PM,Daily,0.11146770443748105
SNI,M01-Jan,6-Saturday,AM,Daily,0.09232911788668462
SNI,M01-Jan,6-Saturday,EV,Daily,0.03697579496153121
SNI,M01-Jan,6-Saturday,MD,Daily,0.09515056408856852
SNI,M01-Jan,6-Saturday,PM,Daily,0.10650859076187075
SNI,M01-Jan,7-Sunday,AM,Daily,0.09551104056211489
SNI,M01-Jan,7-Sunday,EV,Daily,0.030306079971455104
SNI,M01-Jan,7-Sunday,MD,Daily,0.09670956025306149
SNI,M01-Jan,7-Sunday,PM,Daily,0.10976519077963248
SNI,M01-Jan,W1-Weekday,AM,Daily,0.08945164995885917
SNI,M01-Jan,W1-Weekday,EV,Daily,0.030281266534291744
SNI,M01-Jan,W1-Weekday,MD,Daily,0.09602211345214888
SNI,M01-Jan,W1-Weekday,PM,Daily,0.10247187032890541
SNI,M01-Jan,W2-Weekend,AM,Daily,0.09169263219886242
SNI,M01-Jan,W2-Weekend,EV,Daily,0.032240327150682216
SNI,M01-Jan,W2-Weekend,MD,Daily,0.09478746323010219
SNI,M01-Jan,W2-Weekend,PM,Daily,0.10905223053186024
SNI,M02-Feb,1-Monday,AM,Daily,0.0996684703909763
SNI,M02-Feb,1-Monday,EV,Daily,0.03633488301196555
SNI,M02-Feb,1-Monday,MD,Daily,0.09826804359423824
SNI,M02-Feb,1-Monday,PM,Daily,0.1125009526712903
SNI,M02-Feb,2-Tuesday,AM,Daily,0.10034746152079026
SNI,M02-Feb,2-Tuesday,EV,Daily,0.030187514357914082
SNI,M02-Feb,2-Tuesday,MD,Daily,0.09616212956581668
SNI,M02-Feb,2-Tuesday,PM,Daily,0.10662186997473007
SNI,M02-Feb,3-Wednesday,AM,Daily,0.09436138692239839
SNI,M02-Feb,3-Wednesday,EV,Daily,0.03301442260571928
SNI,M02-Feb,3-Wednesday,MD,Daily,0.09001877275914325
SNI,M02-Feb,3-Wednesday,PM,Daily,0.10860305038487926
SNI,M02-Feb,4-Thursday,AM,Daily,0.097119743657904
SNI,M02-Feb,4-Thursday,EV,Daily,0.03303421965816264
SNI,M02-Feb,4-Thursday,MD,Daily,0.0965306166435566
SNI,M02-Feb,4-Thursday,PM,Daily,0.11059782023004691
SNI,M02-Feb,5-Friday,AM,Daily,0.09662598787395116
SNI,M02-Feb,5-Friday,EV,Daily,0.032426650705505496
SNI,M02-Feb,5-Friday,MD,Daily,0.0987486006273623
SNI,M02-Feb,5-Friday,PM,Daily,0.11914895975348873
SNI,M02-Feb,6-Saturday,AM,Daily,0.10319268958139494
SNI,M02-Feb,6-Saturday,EV,Daily,0.03132458636173627
SNI,M02-Feb,6-Saturday,MD,Daily,0.10069355483937666
SNI,M02-Feb,6-Saturday,PM,Daily,0.10937310373656603
SNI,M02-Feb,7-Sunday,AM,Daily,0.09526974839087185
SNI,M02-Feb,7-Sunday,EV,Daily,0.031087185488589818
SNI,M02-Feb,7-Sunday,MD,Daily,0.1007981275599766
SNI,M02-Feb,7-Sunday,PM,Daily,0.11331070801638385
SNI,M02-Feb,W1-Weekday,AM,Daily,0.09780039217813878
SNI,M02-Feb,W1-Weekday,EV,Daily,0.03293211287909908
