STATIONGROUP,FAC_APR,FAC_AUG,FAC_DEC,FAC_FAL,FAC_FEB,FAC_FRI,FAC_JAN,FAC_JUL,FAC_JUN,FAC_MAR,FAC_MAX,FAC_MAXMO,FAC_MAY,FAC_MON,FAC_NOV,FAC_OCT,FAC_SAT,FAC_SEP,FAC_SPR,FAC_SUM,FAC_SUN,FAC_THU,FAC_TUE,FAC_WDAVG,FAC_WEAVG,FAC_WED,FAC_WEMAX,FAC_WIN
CO0,0.5531101015400584,1.7691281517831063,0.3392588674036976,1.1078779487978976,0.3394940097513057,1.0010664825562483,0.320611969578387,2.0657961761013577,1.8914421201066955,0.4227600925733961,2.0657961761013577,7.0,0.9747646647683044,0.704786027970164,0.4285968238106927,1.3425103774576457,1.6199936739241174,1.5525266451253548,0.6502116196272529,1.9087888159970536,1.528408118551952,0.7417879583384472,0.6745280955353647,0.7152485656658395,1.5742008962380347,0.729429643123707,1.6199936739241174,0.3331216155777967
CO1,0.583450074999285,2.1090719060034773,0.4763747871284102,0.7660195276866907,0.4560697759655718,1.2329864988181414,0.4324017636158536,2.609596022454084,1.6769097036467218,0.4858843633230556,2.609596022454084,7.0,0.8721830198034718,0.7870386965648666,0.4906519981214863,0.7136362581390826,1.476477575976541,1.0937703267995034,0.6471724860419374,2.131859210701428,1.0313685048172614,0.9083970320676362,0.769153482707906,0.8240429079410628,1.2539230403969015,0.7945782090476463,1.476477575976541,0.4549487755699452
CO2,0.6718152149527876,1.2306265876318874,1.0902834002390993,0.8386991555650524,1.1206950445816133,1.0138763799103645,1.1402537808871442,1.352569217579096,1.2120639586810806,1.0601703086693732,1.352569217579096,7.0,0.6054250200827601,0.721934063100403,0.6203135380139733,0.8412005277618841,1.462379942352107,1.0545834009192998,0.7791368479016404,1.2650865879640216,1.429560842475235,0.8019453482971677,0.7434858842815091,0.7907495907206302,1.445970392413671,0.8268175395832139,1.462379942352107,1.1170774085692856
CO3,0.6717606339314918,1.6290328700101508,0.509268312044749,1.15991540731341,0.419881162166227,1.1948829667782124,0.3857536633623297,1.8682388096059448,1.5833044887266716,0.4960593305833187,1.8682388096059448,7.0,0.9569545076288878,0.8178061145637082,0.678942697781096,1.2298725447791847,1.3215554918671828,1.570930979379949,0.7082581573812329,1.6935253894475892,1.1053226844039432,0.9138950064100204,0.809171783949583,0.8534775807956506,1.2134390881355632,0.8373659520273493,1.3215554918671828,0.4383010458577686
CO4,1.0677080582283769,1.0752633551520756,0.890782874408999,1.0062196473124758,0.8353217412785494,1.2285515537234462,0.7518059075494997,1.1690565725476434,1.125786433459382,1.0452387087697517,1.1690565725476434,7.0,1.0203774066682956,0.8340179403904823,1.0036205445437414,1.0372043456578113,1.013477932243044,0.9778340517358745,1.044441391222141,1.1233687870530336,1.209043223551615,1.019046330477413,0.8108144099547652,0.9049697833638056,1.11126057789733,0.8850486096592385,1.209043223551615,0.8259701744123491
CO5,1.006596105415035,1.1015458757490808,0.9346777807865456,1.0138025674637423,0.8710036215137416,1.1792921078282086,0.8082633568318279,1.1372185514509543,1.0980879992273327,0.9805605606388416,1.1372185514509543,7.0,1.0206384459954136,0.9195213880549208,0.984665428383452,1.03125556688109,1.0531499514408829,1.0254867071266849,1.0025983706830968,1.112284142142456,0.9376035401516436,1.0289411521164742,0.921979334625435,0.9701443375081144,0.9953767457962636,0.959512525782434,1.0531499514408829,0.8713149197107051
CO6,1.0189835786225854,1.0390754561046625,0.9891757527541012,1.013134971273414,0.9381227216784546,1.143646063524841,0.8930546009272727,1.031387205878588,1.041649210387477,0.9889787911461548,1.041649210387477,6.0,1.0201677686804635,1.017864077817633,0.9951009618914344,1.0242385502308438,0.9653033901469468,1.0200654016979631,1.0093767128164015,1.0373706241235765,0.6771169906218597,1.0877827240326576,1.0481760143618557,1.0653564926295738,0.8212101903844026,1.0601107394942064,0.9653033901469468,0.9401176917866094
CO7,0.9690366961925532,1.2271013509658215,0.8605103995970143,0.984139086788481,0.7755957709827622,1.2340018762598424,0.7706564188241717,1.3139639437010122,1.169819514319914,0.9305887085083964,1.3139639437010122,7.0,1.0303099365429111,0.8691929224083703,0.911534566459537,0.9954712994646556,1.1097087712280234,1.045411394441251,0.9766451137479536,1.2369616029955826,1.0694741099345686,0.974000774290246,0.8545210001084321,0.905874106723064,1.089591440581296,0.8891005457705142,1.1097087712280234,0.8022541964679827
CO8,1.0130202126960517,1.0058643473402584,0.9903488179002586,1.0113587127124335,0.978146804148265,1.1521043062211545,0.9461899911139956,0.9976436620488214,1.0174151114541587,1.00592083320107,1.0254369118009663,10.0,1.0113740819598205,1.080990841952511,0.9937601226467536,1.0254369118009663,0.7860020207303481,1.01487910368958,1.0101050426189804,1.0069743736144126,0.576284629734163,1.1470469553106826,1.1223125649453238,1.1348727337872708,0.6811433252322558,1.1352586811058056,0.7860020207303481,0.9715618710541732
CO9,0.9972792387070282,1.2040117647861788,0.7665086634743213,0.994121280831498,0.6688100075021773,1.0997618699771428,0.6496647908456837,1.3321744803123652,1.3221735911927723,0.9442912619281758,1.3321744803123652,7.0,1.1327223587568045,0.9090156265535382,0.8704347075396052,1.00838668512051,1.0466493718763603,1.1035424498343789,1.0247642864640027,1.286119945430439,1.005687855905319,1.0383138257358802,0.926450413997079,0.9796284252292132,1.0261686138908392,0.9741210359546808,1.0466493718763603,0.6949944872740608
COA,0.9583419195002478,1.1809428888190956,0.8158857786740691,1.0282094677575204,0.8587334534925244,1.121896185821532,0.7722741039944213,1.2107689079308053,1.163520919018206,0.9173946823840702,1.2107689079308053,7.0,1.037508942913999,0.8232024638278378,0.9410798255151172,1.037371824540914,1.2339030755257454,1.1061767532165308,0.971081848266106,1.1850775719227025,1.1767618143179934,0.9380989909711682,0.8323337761446146,0.8814121535022974,1.2053324449218692,0.8738036933911105,1.2339030755257454,0.8156311120536716
COB,0.9905459267090412,1.0778772174771352,0.9604669957719044,1.0250095491256306,0.91778884155179,1.144095891248578,0.8654792916854331,1.0568904612300156,1.0629428480176055,0.961889288122684,1.0778772174771352,8.0,1.0310904820574998,1.0094878143966135,0.9886281389190305,1.0351785250916723,0.9631840291247816,1.051221983366189,0.9945085656297415,1.065903508908252,0.7175951569853477,1.0766987083619148,1.0340514775822045,1.0552123694148918,0.8403895930550647,1.0548869223005564,0.9631840291247816,0.914578376336376
COC,0.9797418386315394,1.0567277706587563,0.9750444947407672,1.012474373947364,0.9576378834705308,1.1342890585224783,0.9263964220523472,1.033595384215042,1.0414832565166012,0.9795959282169936,1.0567277706587563,8.0,1.0123538996553298,1.0572076456265325,0.98598881483913,1.0153669867822244,0.8309228702627643,1.0360673202207382,0.9905638888346208,1.0439354704634662,0.6455556617349884,1.1307527658118317,1.0905633940896349,1.1106749212844116,0.7382392659988763,1.1107086039517684,0.8309228702627643,0.9530262667545486
